search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Conectores de entrada,Tipos de filtros del parlante
36,Amazon Echo Dot 3 Parlante Inteligente Alexa Español,39.99,64.99,41,15,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-484950082-amazon-echo-dot-3-parlante-inteligente-alexa-espanol-_JM,NA,NA,NA,NA,NA,#484950082,Amazon,NA,NA,NA,NA,NA
37,Parlante Jbl Go2 Nuevo Elige Tu Color Paga En 6cuotas,21.98,NA,77,4,6,3.663,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/VIJAYBHOJ,https://articulo.mercadolibre.cl/MLC-488142891-parlante-jbl-go2-nuevo-elige-tu-color-paga-en-6cuotas-_JM,38,6,0,1,0,#488142891,JBL,GO 2,3 W,184 g,NA,Activo
38,Parlante Karaoke Bluetooth Fiddler Negro + Micrófono,39.99,NA,130,6,6,6.665,NA,Envío gratis a todo el país,NA,NA,4.6,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-434130507-parlante-karaoke-bluetooth-fiddler-negro-microfono-_JM,3,2,0,0,0,#434130507,Fiddler,PACK,NA,NA,NA,NA
39,Parlante Bluetooth Soundcore 2 Select Anker,49.99,NA,319,5,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.9,56,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-455898956-parlante-bluetooth-soundcore-2-select-anker-_JM,51,4,1,0,0,#455898956,Anker,NA,NA,360 g,Auxiliar,NA
40,Parlante Karaoke Portátil Aiwa-166bt Microfono De Regalo,22.99,NA,27,73,6,3.832,NA,Envío gratis a todo el país,NA,NA,4,2,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-476888160-parlante-karaoke-portatil-aiwa-166bt-microfono-de-regalo-_JM,0,2,0,0,0,#476888160,Aiwa,NA,NA,NA,Auxiliar,NA
41,Parlante Bluetooth Mic Manos Libres Impermeable Ducha 4 Colo,3.25,NA,53,6,12,271,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-433763402-parlante-bluetooth-mic-manos-libres-impermeable-ducha-4-colo-_JM,NA,NA,NA,NA,NA,#433763402,NA,NA,NA,NA,NA,NA
42,Jbl Flip 4 Parlante Portátil Bluetooth Inalámbrico,59.99,99.99,193,25,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-457910644-jbl-flip-4-parlante-portatil-bluetooth-inalambrico-_JM,70,11,2,1,1,#457910644,JBL,Flip 4,16 W,NA,NA,Activo
43,Parlante Bluetooth Bose Soundtouch 30,465.99,NA,16,2,6,77.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472184462-parlante-bluetooth-bose-soundtouch-30-_JM,1,0,0,0,0,#472184462,Bose,NA,NA,NA,Auxiliar,NA
44,Logitech Parlante Z607 5.1 Bluetooth Sistema Sonido Sorround,89.99,109.99,15,1,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-484762004-logitech-parlante-z607-51-bluetooth-sistema-sonido-sorround-_JM,NA,NA,NA,NA,NA,#484762004,Logitech,Z607,80 W,NA,RCA,No aplica
45,Pack De 10 Parlantes Bluetooth Impermeable Ducha Agua,29.99,NA,140,705,6,4.998,NA,Envío gratis a todo el país,NA,NA,4.4,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-440782353-pack-de-10-parlantes-bluetooth-impermeable-ducha-agua-_JM,4,0,0,1,0,#440782353,NA,NA,NA,NA,NA,NA
46,Parlante Radio Reloj Bluetooth Lampara Master G,15.997,NA,27,3,12,1.333,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/QUIPPOO,https://articulo.mercadolibre.cl/MLC-475071355-parlante-radio-reloj-bluetooth-lampara-master-g-_JM,1,0,0,0,0,#475071355,Master-G,MGCLOCKBT,5 W,537 g,NA,NA
47,Caja Activa + Caja Pasiva Powerstage 215 - Probass - 101db,194.99,229.99,59,5,6,32.498,NA,Envío gratis a todo el país,NA,NA,5,11,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-441044120-caja-activa-caja-pasiva-powerstage-215-probass-101db-_JM,11,0,0,0,0,#441044120,Pro Bass,NA,NA,NA,NA,NA
48,Parlante Bluetooth Portátil Tipo Link10 / Mundo Electro,24.99,NA,97,1,12,2.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-464429772-parlante-bluetooth-portatil-tipo-link10-mundo-electro-_JM,NA,NA,NA,NA,NA,#464429772,JBL,Link 10,6 W,NA,NA,NA
49,Combo Columnas German Ak. Más Receiver Sherwood Rx-4508 12c,279.9,NA,1,1,12,23.325,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESPACIOMUSICAL-HF,https://articulo.mercadolibre.cl/MLC-495669870-combo-columnas-german-ak-mas-receiver-sherwood-rx-4508-12c-_JM,NA,NA,NA,NA,NA,#495669870,NA,NA,NA,NA,NA,NA
50,Parlante Karaoke Bluetooth Master G Spb8b,32.99,39.99,97,6,6,5.498,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472376585-parlante-karaoke-bluetooth-master-g-spb8b-_JM,1,0,0,0,0,#472376585,Master-G,SPB8B,20 W,3 kg,Auxiliar,NA
51,Lampara Luna Y Parlante Bluetooth 15cm 2 Colores Recargable,13.99,24.99,455,55,6,2.332,NA,Envío a todo el país,NA,NA,4.7,35,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-463306191-lampara-luna-y-parlante-bluetooth-15cm-2-colores-recargable-_JM,28,5,0,1,1,#463306191,Importado,Lampara Luna,NA,NA,NA,NA
52,Parlante Portátil Extra Bass Con Bluetooth Xb01 Negro,19.99,24.99,28,7,6,3.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-483946196-parlante-portatil-extra-bass-con-bluetooth-xb01-negro-_JM,1,0,0,0,0,#483946196,NA,NA,NA,NA,NA,NA
53,Parlante Bulldog Frances Bluetooth - Altavoz Alta Definicion,12.99,NA,55,8,12,1.082,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/USA--IMPORTADORA,https://articulo.mercadolibre.cl/MLC-468576844-parlante-bulldog-frances-bluetooth-altavoz-alta-definicion-_JM,3,0,0,0,0,#468576844,NA,NA,NA,0.46 kg,NA,NA
54,Parlante Portátil Jbl Boombox Bluetooth 20.000mah Original,329.99,449.99,6,99,12,27.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-488716694-parlante-portatil-jbl-boombox-bluetooth-20000mah-original-_JM,NA,NA,NA,NA,NA,#488716694,JBL,Boombox,NA,5.25 kg,NA,Activo
55,Parlante Kronne Loudbox Bluetooth Portable (negro),69.99,99.99,7,6,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REIFSTORE?brandId=265,https://articulo.mercadolibre.cl/MLC-452999520-parlante-kronne-loudbox-bluetooth-portable-negro-_JM,NA,NA,NA,NA,NA,#452999520,NA,NA,NA,NA,NA,NA
56,Parlante Portátil Yamaha Wx-021 Bluetooth,229.99,NA,1,5,6,38.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-478663763-parlante-portatil-yamaha-wx-021-bluetooth-_JM,NA,NA,NA,NA,NA,#478663763,Yamaha,WX-021,40 W,3 kg,NA,Activo
57,Parlante Portátil Bluetooth Bose Soundlink Revolve+,299.99,NA,13,6,6,49.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472174702-parlante-portatil-bluetooth-bose-soundlink-revolve-_JM,1,0,0,0,0,#472174702,Bose,Revolve+,NA,NA,Auxiliar,NA
58,Pak 5 Parlante Bluetooth Ducha Manos Libres Impermeable,19.99,NA,10,2,12,1.666,NA,Envío gratis a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-436672266-pak-5-parlante-bluetooth-ducha-manos-libres-impermeable-_JM,0,0,0,0,1,#436672266,NA,NA,NA,NA,NA,NA
59,"Parlante Inalambrico Kolke Pop De 30w, Conexión Usb, Lector",21.98,39.99,16,NA,12,1.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-484751051-parlante-inalambrico-kolke-pop-de-30w-conexion-usb-lector-_JM,NA,NA,NA,NA,NA,#484751051,Kolke,"Parlante Inalambrico Kolke Pop De 30W, Conexión Usb, Lector De Tarjetas Sd Y Micrófono.",NA,NA,NA,NA
60,Parlante Jbl Flip 4 Bluetooth Portail Waterproof Garantia Mc,59.99,74.99,19,2,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-481529996-parlante-jbl-flip-4-bluetooth-portail-waterproof-garantia-mc-_JM,70,11,2,1,1,#481529996,JBL,Flip 4,16 W,NA,NA,Activo
61,Parlante Bluetooth Portatil Excelente Sonido Usb Mini,9.99,NA,18,97,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-492465137-parlante-bluetooth-portatil-excelente-sonido-usb-mini-_JM,NA,NA,NA,NA,NA,#492465137,charge,mini,3 W,130 g,NA,Activo
62,Pack Parlante Bluetooth Usb Aux + Pendrive 32gb | Maxtech,29.99,NA,14,4,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-436376888-pack-parlante-bluetooth-usb-aux-pendrive-32gb-maxtech-_JM,NA,NA,NA,NA,NA,#436376888,NA,NA,NA,NA,NA,NA
63,Parlante Speaker Bluetooth Soundcore Rojo Anker,23.99,39.99,85,8,6,3.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-475464921-parlante-speaker-bluetooth-soundcore-rojo-anker-_JM,1,0,0,0,0,#475464921,Anker,NA,NA,360 g,Auxiliar,NA
64,Ampolleta Led Con Parlante Bluetooth Rgb Colores,3.79,NA,103,428,12,316,NA,Envío a todo el país,NA,NA,3.3,3,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598257-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,1,0,0,1,#478598257,NA,NA,NA,NA,NA,NA
65,Pack 10 Ampolleta Led Con Parlante Bluetooth Rgb Colores,35.99,NA,28,66,12,2.999,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598433-pack-10-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,0,0,0,0,#478598433,NA,NA,NA,NA,NA,NA
66,Sony Parlante Bluetooth Inalámbrico Portatil Xb10 Amarillo,32.99,NA,122,9,6,5.498,NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-448165812-sony-parlante-bluetooth-inalambrico-portatil-xb10-amarillo-_JM,5,1,0,0,0,#448165812,Sony,NA,NA,260 g,NA,NA
67,Parlante Harman Kardon Aura Studio 2 Sistema De Altavoces,129.99,249.99,53,15,6,21.665,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=wlQo%2FzYRSIxRFbMnfr9i%2BHWe78EEbXsD6ns7r5sx4P6EdNG7a3BnAasvx%2FAFyV0cOeviQqhHNd6vQRdwXPmWC3Qp7svqzaIMNYBTRctDObv62UaLFprEeYh2DT2nIEh8EEK4VAf5IvqeROVuoMsIWlAmaUmZAENMcIeDWB4yvKVZR6dK%2Fzlb6%2FvCxGfs9C3pHPTXcz4AZ33M7vPCzfT%2FMx25m9Q8h9H%2BMpWkZSJbgKyJHl4Y5K0G4tEvc4pefTjdrkv%2FNgGmh0ZoQYd2eHTJJPfp4A6qSElJmw82rB66lbfdhuoKhSX%2BgtWTbB7oy1veq7uEPsNYSwyvJSiSpEcv%2FG2n8oGGTE9qYAXexWIQehOAU8EBp3hPf6qfRQc2oX5l4Wez4HpdzQagofVMEY5ESY9WYTx4hVXgOdH%2FpbW8wlgZ5HVGyPFxUeEQQmDNMhtco5qWxDb3NKC3hu1BR8nfVVm0I5SB6pF%2FcVj1TG5n04GH3y1tNQvBZ7DGT1VzVv5A2zxrHRybt6SDq0I9tZ5YFVCBQGtLByF4IJHNbxCfQH8yKEwGpAKTX%2FrrIyih1c2b6SoH7taiYClv1AIxSU%2BlZjY10WCUHH8DL4V3SeE5y%2FEwlLZyHsOEtBlm3TiWjOgiwDcTeqRBBwFIlStWRmFhaW6qX5oGC57Rv5Nx14XcCtq4Opqb6RZW3yo4IldunIrzLdfYNh3c4p1EqMChwho4Z1Xv27kbMp2ElMzT8na7sMVjZCydJmobtmRzc4VpPCE6pK6mMm0mThzE%2Fdbe01%2B8Uwcu%2Bbsid8U4vuKq1D7BFZbu5oe32BDp1BXtD8iPcShLqM%2Fx6nfhbvI54m1CqCIaGOeqDUe%2BmoGFyKpG2jEjrjwV0z2Utvxg7mBGE5mEJUaXdzf%2Fk4HHjA%2FLyiyr1zNkhYHnETfqpha9FIYBiHnt4hol3hoKGi2qLIlGtr2K7nAVF%2BMGKwM%2FaFRIOSHDOPQDfaBZcAEyoWwmi3Ba6iQfpA4%2FxOtZ%2Fb%2BJ1wCu0wxofZCbaI4Znpgi1Bd3MgUFLTYKuEKXiJXguj%2B9Y7kJMVk70LNqzeOTy06TDhJT1nt%2BWeHWokOa77EAHCTGgrusfzzSsrwZPfHPPWMqktLR520VeNH7XYCxbX3lTh%2BYnziopOQXeqstU3%2BOyVVO6POOFy%2BkKBMByHTEMeaVOwidAE%2By3sjon6bNt9%2Bcs8hNq4RDqwqTcND5Gk%2F6fB1gJwGTICeuknL2vR9w5ePmLkyT%2B7qDqPLlki1OkRmXdkH%2FNuRVISRmvMS0HQOjbxRNKbg1smhTWNg9mIyxfPLlnbEWGq0URJBg%2BoJbJAiTiFMPqz%2FDDcZcIY%2F0NrH0fQrLCS%2B%2FgEKoYf3ECxM5Q4b8tqWYSgnPKZb8mxArWj1i%2F3n2gEld%2BtK4zdA0mH%2FQkby0V9buwaCV8J65a7zpOO1xGHz5rYI1F4rhxXqd6%2BKQPJ72ol710lfbFc3SDfjPKfobQUOIC3aG7%2BV7RRwQH6LuA3Wy6lQ2ud80iFsWJViOPi8tNyW5O7S08wfiHfg1gyG9VXhTqxkKsfVDJIH3gWDpEPXet10SLTlAAo6%2BTXziTnjpSXdA9gQCK4C3SKHrnKtQ,2,0,0,0,0,#451893220,Harman Kardon,Aura Studio 2,NA,NA,NA,Activo
68,Parlante Skybeat Karaoke Bluetooth Portatil + Microfono,17.99,NA,35,8,12,1.499,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471317973-parlante-skybeat-karaoke-bluetooth-portatil-microfono-_JM,2,0,0,0,0,#471317973,NA,NA,NA,2.2 kg,NA,NA
69,Parlante Lampara Bluetooth Cambia Luz Al Tacto,9.99,NA,324,88,12,832,NA,Envío a todo el país,NA,NA,4.7,9,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-445335223-parlante-lampara-bluetooth-cambia-luz-al-tacto-_JM,7,1,1,0,0,#445335223,NA,NA,NA,NA,Auxiliar,NA
70,Parlante Speaker Bluetooth Soundcore Anker,39.99,NA,573,4,12,3.332,NA,Envío gratis a todo el país,NA,NA,4.9,64,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-444708073-parlante-speaker-bluetooth-soundcore-anker-_JM,58,4,2,0,0,#444708073,Anker,NA,NA,360 g,Auxiliar,NA
71,Parlantes Cajas Activas Bluetooth Tws Fiddler Con Trípode,59.99,99.99,24,4,6,9.998,NA,Envío gratis a todo el país,NA,NA,3,2,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=cwUAfVkK904OLDUQabBYu4Bu0mv6VxB8szfTnSJDUBHgWzG%2FXgYIfWhJqW%2BSDqfJpiuRXQjfFwO6lfw9%2BFew%2FGrVHm1y1gROfZGrRRBqz3FriR44SaC3FwH%2BR8XtL6UUwJHYRkfaMMsORGjRYOtwhOjRCagLQprm2lUavsD0q6uHgZyaPJcT2ZdzL3JEUv5VVZmfqfA2QB65K%2F1P3I9sb2mYF1MNL6nrOzI6NXa2GvZ%2BENQiq%2Frq3y2r9rGOErvl4DGQdrFGeE4UeWWNc0ol7ol%2BoPg0CQg9aJlmewCmdvpTkg%2Bk1xx75osI97wOkAvfeHaAuEi8bkMXQoCwFsLGcLzuTOCIy8VSLvVKB8woJUSYRRv%2BzX8QSIzY%2FmkxIYj4t7HQ1LPM61ES7JsffM28xl7EBepgu0UNGEVby7S21dZ5c3e1JCDpkKBGEnGUTmW07vM9rI3%2BxSyvQTz%2FYdeu9C%2BFDR8QyiW1WhwZqs1J21waeXdABIPJyPWgcs%2F71oiZjuWDpGMLsbC66zuW6BrVOwmdapOBgFLOMFFtWeVHKLWMpgPzCLQGHseq9XeKEvB4t%2FxI2BTu%2BJ7qDX9f0DGALbOX6wUBN%2F%2B5k7xhsDPPp9fydxPN8GKmAPuT0oh5D9jr4jwzDgEBDTnRE1Kw6%2FAFEw2fW1kHasZTnvrbPUDvhThFc897CEPi2x5QkwVTwWNRJ19DqB1%2FGlT71cY9aUk6GyR7yTKdc9Rq7nJ5Rz8xRGB6XWi9rq9hZxU9oa%2B64CCvAbnkVyDmeP6uxRwrXgaeP3IJ1hax1QVU8Ml1l4jeMfN8gf28GbEMuOUMEONLaX11hJjDeLRVPUt%2B9fycfTdCMCCCVwUpiPpv9Aj92XKH2zG9bGPDogxm%2By9eivPFno2shtTSzNLGTlyIpI87GK6LqHprim60ze7Rx49Pu%2BEJHvxo%2BCGbpjFRL6S0Z06gs%2Fxb7lPDwVUFHEbRzi3OdnERwPygXUaPcHu%2FE1XQPFKl3XtilEdECqM3OYri1Cq%2BWLEiYAqp9mhZdSHBaIokuK1oK0%2FVUYXyaRQHD1fmaAFXO7TCBAyg731aMQMnPQbOnS6CDSwXGzLoBFhDJV%2FQt%2BTILbF8moQNMLmnbVI3IsKp85AEI1cemC0Te6tqTRAqF9roiRFmy5wGEuV8PPLpS5OQkjUoqvO3FO3bKtKgxuUiBnsMPMBzVCfOIU0sCAOC1sFb96rY6kmkrEAQ7PVvGG5KKbecusa%2FgTuYZYtCbw5V3UMvTwLee3yKu4Rvz1Agv%2FCaGSy7Fnip3uLYGhaBgbp%2F%2F%2BmS92o4s%2Fg%2FnKEyPmdxJvoyqA%2FsDZ0%2FEhN5Cx0TBHkV0PCHfhvcnKoON2CXPlI3x6l1lJvv1KSpK2XonJ6jyDiVYB7dDRTMOGkzdkzvaw6vG%2FLI8MbHBjJHW1d4rW5CbrdH3Mh2X2Ae7bOjHy6HoC5jfnpJwCxcn%2BJxeekeGBiFuTHdDhUEoUqfJkP%2FCXq9Q6L3N%2FyTPoGskMDRpdEtCkXEXRDROkDVJJztTA5j2%2BIR0tcy3GfeO3PNKbWXgyIG9klcicMtfATtgn1eWRviGJiOx8%2BB24%2BP8wrtj9e0lGMEQeESGPdOK3Mq,0,0,2,0,0,#486139169,Fiddler,FD-PKBTDUAL8,NA,NA,NA,NA
72,Parlante Altavoz Bluetooth Logitech X50 Negro Gris Proglobal,7.99,NA,31,10,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-460157439-parlante-altavoz-bluetooth-logitech-x50-negro-gris-proglobal-_JM,NA,NA,NA,NA,NA,#460157439,Logitech,X50,NA,0.14 kg,NA,NA
73,Parlante Bluetooth Soundbar Living Room / Mundo Electro,69.99,NA,9,1,12,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471703723-parlante-bluetooth-soundbar-living-room-mundo-electro-_JM,NA,NA,NA,NA,NA,#471703723,Microlab,Soundbar Living,80 W,NA,"RCA, AUX entrada audio 3.5mm",NA
74,Parlante Portátil Extra Bass Xb41 Con Bluetooth,119.99,149.99,24,2,12,9.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-491022134-parlante-portatil-extra-bass-xb41-con-bluetooth-_JM,NA,NA,NA,NA,NA,#491022134,NA,NA,NA,NA,NA,NA
75,Parlante Bluetooth Charge Mini Ii Excelente Sonido Nuevo,12.99,NA,48,3,12,1.082,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/KIOSKOFAST.COM,https://articulo.mercadolibre.cl/MLC-467242477-parlante-bluetooth-charge-mini-ii-excelente-sonido-nuevo-_JM,1,0,0,0,0,#467242477,JBL,NA,NA,NA,NA,NA
76,Mini Parlante Bluetooth Usb Sd Con Luces Led,2.99,3.89,86,14,12,249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-455515264-mini-parlante-bluetooth-usb-sd-con-luces-led-_JM,NA,NA,NA,NA,NA,#455515264,NA,NA,NA,NA,NA,NA
77,Pack 5 Parlante Bluetooth Ducha / C & S Market,18.99,NA,167,28,12,1.582,NA,Envío a todo el país,NA,NA,4.8,13,https://perfil.mercadolibre.cl/MUNDODESCUENTOS,https://articulo.mercadolibre.cl/MLC-452242941-pack-5-parlante-bluetooth-ducha-c-s-market-_JM,11,2,0,0,0,#452242941,NA,NA,NA,NA,NA,NA
78,Sistema De Sonido Soundbar Para Tv Bose Solo 5 + Soporte,199.99,NA,6,1,6,33.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472272756-sistema-de-sonido-soundbar-para-tv-bose-solo-5-soporte-_JM,NA,NA,NA,NA,NA,#472272756,Bose,SOLO5,NA,NA,NA,Activo
79,Pack 3 Ampolleta Led Con Parlante Bluetooth Rgb Colores,10.99,NA,19,88,12,916,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598372-pack-3-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,1,0,0,0,#478598372,NA,NA,NA,NA,NA,NA
80,Parlantes Amplificados Portable Proco 210 Bluetooth + Atril,219.99,NA,51,49,12,18.332,NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/STADIOCHILE,https://articulo.mercadolibre.cl/MLC-452902179-parlantes-amplificados-portable-proco-210-bluetooth-atril-_JM,5,1,0,0,0,#452902179,NA,NA,NA,NA,NA,NA
81,Parlante Jbl Go 2 Bluetooth Portatil Colores Mrclick,21.99,28.99,32,10,6,3.665,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-477584772-parlante-jbl-go-2-bluetooth-portatil-colores-mrclick-_JM,38,6,0,1,0,#477584772,JBL,GO 2,3 W,184 g,NA,Activo
82,Parlante Bluetooth Master G Soundbar,14.99,NA,3,4,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472470525-parlante-bluetooth-master-g-soundbar-_JM,NA,NA,NA,NA,NA,#472470525,Master-G,NA,NA,NA,NA,NA
83,Parlante Bluetooth Marshall Woburn 2 Negro - Marshall,469.99,499.99,3,2,6,78.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-478514908-parlante-bluetooth-marshall-woburn-2-negro-marshall-_JM,NA,NA,NA,NA,NA,#478514908,Marshall,Woburn 2 Bluetooth,80 W,18.85 lb,RCA,Activo
84,Jbl Go 2 Parlante Portátil Bluetooth Inalámbrico Champagne,28.99,34.99,38,1,6,4.832,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-471130438-jbl-go-2-parlante-portatil-bluetooth-inalambrico-champagne-_JM,1,0,0,0,0,#471130438,JBL,GO 2,3 W,184 g,NA,No aplica
85,Amplificador 80w Karaoke Bt Fm Line In Mp3 Sd Fujitel,33.2,36.99,11,72,6,5.533,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485443619-amplificador-80w-karaoke-bt-fm-line-in-mp3-sd-fujitel-_JM,NA,NA,NA,NA,NA,#485443619,NA,NA,NA,NA,NA,NA
86,Parlante Bluetooth Logitech X50 Negro Oferta - Revogames,9.49,NA,17,19,6,1.582,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-434568998-parlante-bluetooth-logitech-x50-negro-oferta-revogames-_JM,1,0,0,0,0,#434568998,Logitech,X50,NA,NA,NA,NA
87,Parlante Bluetooth Bose Soundtouch 10,189.99,NA,21,1,6,31.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472177219-parlante-bluetooth-bose-soundtouch-10-_JM,1,0,0,0,0,#472177219,Bose,10,NA,NA,Auxiliar,Activo
