search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
21, Caixa Som Mini Bluetooth - Pendrive - Sd - Fm - Auxiliar ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				437
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1667
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,110,26,14,6,4,#1097032335,Briwax,NA,FBX-103,NA,NA,25 W,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",Torre,5.1 - Bluetooth,NA,NA,NA,NA,Entrada para Microfone P2 e P10,2.4 kg,NA,NA,NA,NA
22, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,18,NA,"
			
				Novo
			
			
				
					 - 
				
				236
				vendidos
			
		",(303 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZHANGFENG+2018,https://produto.mercadolivre.com.br/MLB-1221345426-mini-caixinha-de-som-bluetooth-portatil-prov-dagua-banheiro-_JM,NA,NA,NA,NA,NA,#1221345426,Importado,NA,BTS-06,NA,NA,3 W,NA,Subwoofer,Diversos,Caixa,2.1,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,NA
23, Caixa Speaker Google Home Mini -sem Caixa -veja Video Novo ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				228
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,Caixa De Som Portátil,WS-887,NA,110V/220V (Bivolt),5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,NA,NA,NA,NA,NA,249 g,NA,NA,NA,NA
24, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,130,NA,"
			
				Novo
			
			
				
					 - 
				
				224
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/PEDRO+PRESENTES,https://produto.mercadolivre.com.br/MLB-1233020480-caixa-som-xtreme-mini-portatil-_JM,1186,311,170,67,96,#1233020480,JBL,NA,Xtreme Mini,NA,NA,30 W,Subwoofer,NA,NA,NA,NA,2,80 dB,20 Hz,70 Hz,USB,780 g,NA,NA,NA,NA
25, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1044
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 610
		
		 sem juros
		
	

	
		",10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,35,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1174117073-caixa-som-bluetooth-portatil-amplificada-torre-fm-sd-mp3-usb-_JM,32,2,1,0,0,#1174117073,Goldenultra,BLUETOOTH,GT-515bt,GT-515bt,NA,10 W,Subwoofer,Subwoofer,Portátil,Redondos,2.1,2,80 dB,15000 Hz,150 Hz,USB,NA,NA,NA,NA,NA
26, Caixa De Som Bluetooth - Pendrive - Sd - Auxiliar - Charge 3 ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				219
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/RUBIANECMOTTA,https://produto.mercadolivre.com.br/MLB-1212663833-caixa-speaker-google-home-mini-sem-caixa-veja-video-novo-_JM,10,2,0,0,0,#1212663833,Google,NA,Home Mini,NA,NA,3 W,NA,Ativo,NA,Caixa,mono,NA,NA,NA,NA,NA,350 g,"3.86 ""","3.86 """,NA,NA
27, Caixa De Som Amplificada Bluetooth 2000w Fortress Sumay ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				696
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,21,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,16,0,1,2,2,#1190350399,Goldenultra,Caixa de Som,Torre,NA,Bivolt,10 W,NA,Ativo/Passivo,NA,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
28, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				2815
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 613
		
		 sem juros
		
	

	
		",13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,79,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1169578372-caixa-caixinha-som-portatil-bluetooth-mp3-usb-carto-fm-300w-_JM,68,8,2,0,1,#1169578372,SPEAKER,Bluetooth,MS-302bt,MS-302bt,NA,5 W,Subwoofer,Subwoofer,Portátil,Redondos,2.1,1,80 dB,1500 Hz,150 Hz,USB,NA,NA,NA,NA,NA
29, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				217
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 585
		
		 sem juros
		
	

	
		",85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,322,https://perfil.mercadolivre.com.br/PEDRO+PRESENTES,https://produto.mercadolivre.com.br/MLB-1232285307-caixa-de-som-charge-2-bluetooth-usb-pronta-entrega-promoco-_JM,199,67,30,10,16,#1232285307,JBL,NA,Charge 2+,NA,NA,15 W,Tweeter,Ativo,De piso,Caixa,2.1,NA,80 dB,NA,NA,Auxiliar,500 g,NA,NA,NA,NA
30, Mini Caixinha De Som Bluetooth Portátil Prov D'água Banheiro ,174,NA,"
			
				Novo
			
			
				
					 - 
				
				758
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1458
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,28,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://produto.mercadolivre.com.br/MLB-1137932763-caixa-de-som-speaker-google-home-mini-wi-fi-vitrine-_JM,21,5,1,0,1,#1137932763,Google Home Mini,NA,Google Home Mini,NA,NA,3 W,"Caixa de som, Speaker, Assistente Pessoal","Caixa de som, Speaker","Mesa, escritorio, sala, quarto",Caixa,5.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
31, Caixa De Som Speaker Google Home Mini Wi-fi Vitrine ,151,159,"
			
				Novo
			
			
				
					 - 
				
				383
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1453
		
		 sem juros
		
	

	
		",53,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,22,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,21,0,1,0,0,#1208611850,Goldenultra,NA,Ws-887,NA, ,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,Pele
32, Caixa Som Bluetooth Portátil Amplificada Torre Fm Sd Mp3 Usb ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				470
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,22,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,15,3,2,1,1,#1175966463,Goldenultra,NA,GT-356BT,NA,Bivolt,8 W,NA,Portátil ,NA,Caixa,NA,NA,NA,NA,NA,"P2, USB,Leitor SD, Auxiliar P2",518 g,NA,NA,NA,NA
33, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm 300w ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				249
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 925
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,23,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,14,6,3,0,0,#939772594,Exbom,Bluetooth,CS-M33BT,CS-M33BT,110/220v Bi-volt ou 5v USB,10 W,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",Caixa,1.1,2,NA,20 kHz,85 Hz,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,NA
34, Google Home Mini Assistente Pessoal Caixa D Som Wifi Vitrine ,699,NA,"
			
				Novo
			
			
				
					 - 
				
				806
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5833
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,72,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-919482965-caixa-de-som-amplificada-bluetooth-2000w-fortress-sumay-_JM,64,2,3,0,3,#919482965,JBL,NA,Caixa Amplificada Bluetooh,Torre,110/220v,200 W,NA,Ativo,NA,Caixa,NA,01,NA,NA,NA,USB,7 kg,NA,NA,NA,NA
35, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,43,NA,"
			
				Novo
			
			
				
					 - 
				
				4267
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 814
		
		 sem juros
		
	

	
		",14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,174,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154024173-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,137,16,13,3,5,#1154024173,Goldenultra,Caixa de Som,Torre,NA,NA,10 W,Subwoofer,Subwoofer,Portátil,Torre,5.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
36, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				315
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191675274-caixa-caixinha-som-bluetooth-portatil-mp3-fm-am-retr-550w-_JM,20,1,1,0,1,#1191675274,Goldenultra,NA,GT-1089,NA,NA,3 W,Subwoofer,Subwoofer,"Portátil, De piso",Caixa,5.1,NA,NA,NA,NA,"USB, Leitor SD, Auxiliar",NA,NA,NA,NA,NA
37, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,53,NA,"
			
				Novo
			
			
				
					 - 
				
				197
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 614
		
		 sem juros
		
	

	
		",14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,10,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191764711-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,7,0,0,0,3,#1191764711,Goldenultra,NA,GT-356BT,NA,Bivolt,8 W,NA, Portátil,NA,Caixa,NA,NA,NA,NA,NA,"P2, USB,Leitor SD",NA,NA,NA,NA,NA
38, Caixa Caixinha Som Bluetooth Portátil Mp3 Fm Am Retrô 550w ,41,NA,"
			
				Novo
			
			
				
					 - 
				
				1018
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,46,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1178641438-caixa-som-amplificada-monster-bluetooth-portatil-mp3-fm-usb-_JM,39,2,1,0,4,#1178641438,Goldenultra,NA,JBK-409,NA,NA,5 W,Subwoofer,Subwoofer,Portátil,Redondos,2.1,NA,NA,NA,NA,"USB, Leitor SD, FM, Entrada para Auriculares",NA,NA,NA,NA,NA
39, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,1158,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9650
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,105,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1225797213-caixa-de-som-jbl-xtreme-2-preto-40w-original-c-nota-fiscal-_JM,84,15,3,1,2,#1225797213,JBL,NA,Xtreme 2,NA,NA,40 W,NA,Tweeter,NA,Caixa,NA,1,80 dB,20 kHz,70 Hz,NA,2.393 kg,NA,NA,NA,NA
40, Caixa De Som Jbl Boombox Bluetooth Preto Original Full ,18,NA,"
			
				Novo
			
			
				
					 - 
				
				173
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,6,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1196105335-mini-caixa-som-portatil-wireless-bluetooth-mp3-usb-fm-p2-sd-_JM,3,0,3,0,0,#1196105335,Goldenultra,NA,Ws-887,NA,NA,3 W,Mini tweeter,Mini tweeter,Portátil,Caixa,2.1,NA,NA,NA,NA, ,NA,NA,NA,NA,NA
41," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",172,NA,"
			
				Novo
			
			
				
					 - 
				
				461
				vendidos
			
		",(290 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1441
		
		 sem juros
		
	

	
		",41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,20,https://perfil.mercadolivre.com.br/CLICOU+TELECOM,https://produto.mercadolivre.com.br/MLB-1137990984-google-home-mini-assistente-pessoal-caixa-d-som-wifi-vitrine-_JM,19,1,0,0,0,#1137990984,Google Home Mini,NA,Google Home Mini,NA,NA,3 W,Subwoofer,Ativo/Passivo,"Casa, escritório, quarto, sala",Caixa,5.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
42, Caixa De Som Amplificada Bluetooth 100w Rms Microfone Fm Sd ,56,58,"
			
				Novo
			
			
				
					 - 
				
				598
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 637
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,44,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1187248263-caixa-som-bluetooth-retr-vintage-radio-am-fm-sw-mp3-usb-aux-_JM,35,3,4,1,1,#1187248263,Goldenultra,NA,GT-1089,NA,NA,3 W,Subwoofer,Subwoofer,Portátil,Caixa,5.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
43, Caixa De Som Mini Bluetooth 40w - Rádio Fm ,1848,NA,"
			
				Novo
			
			
				
					 - 
				
				169
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,100,https://perfil.mercadolivre.com.br/STOCKCARNET,https://produto.mercadolivre.com.br/MLB-986918342-caixa-de-som-jbl-boombox-bluetooth-preto-original-full-_JM,88,5,1,2,4,#986918342,JBL,caixas portatil,Boombox,NA,Bivolt,60 W,Subwoofer,Subwoofer,De piso,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
44, Caixa De Som Charge 2+ Bluetooth Usb Pronta Entrega Promoção ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				860
				vendidos
			
		",(83 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097049569-caixa-de-som-bluetooth-amplificada-com-microfone-mp3-usb-_JM,110,26,14,6,4,#1097049569,IMPORTADO RPC,NA,FBX-103,NA,NA,25 W,Subwoofer,Subwoofer Embutido,"Festas em Geral, Praia, Sítios, Eventos Diversos",Torre,BLUETOOTH,NA,NA,NA,NA,"Entrada para Microfone P2 e P10, USB",2.4 kg,NA,NA,NA,NA
45, Caixa Som Amplificada Bluetooth 290w Portátil Led Sub 12 Tws ,284,NA,"
			
				Novo
			
			
				
					 - 
				
				272
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2375
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,14,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1147070957-caixa-de-som-amplificada-bluetooth-100w-rms-microfone-fm-sd-_JM,8,6,0,0,0,#1147070957,XTrad,Portátil,XDG-26,NA,NA,100 W,NA,Ativo/Passivo,NA,Caixa,2.1,4,85 dB,NA,NA,Auxilar P2. Bluetooth. Micro SD. USB. FM,2.6 kg,NA,NA,NA,NA
46, Caixa Som Bluetooth Retrô Vintage Rádio Am Fm Sw Mp3 Usb Aux ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1436
				vendidos
			
		",(185 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 731
		
		 sem juros
		
	

	
		",31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,78,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-910970810-caixa-som-musica-caixinha-smartphone-android-bluetooth-_JM,69,8,1,0,0,#910970810,Wireless Speaker,Portátil,HF-Q3,HF-Q3,5V,5 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,1,NA,NA,NA,USB,480 g,9.5 cm,10.8 cm,9.5 cm,NA
47, Caixa De Som Bluetooth Amplificada Com Microfone Mp3 Usb ,269,NA,"
			
				Novo
			
			
				
					 - 
				
				186
				vendidos
			
		",(117 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1221,https://perfil.mercadolivre.com.br/LOJADEKO,https://produto.mercadolivre.com.br/MLB-1183034170-caixa-de-som-bluetooth-com-microfone-mp3-player-radio-fm-546-_JM,922,235,38,7,19,#1183034170,Multilaser,NA,SP217,NA,NA,80 W,Redondo,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA
48, Caixa De Som Bluetooth Com Microfone Mp3 Player Radio Fm 546 ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				139
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,5,https://perfil.mercadolivre.com.br/BRAZUCACOMERCIO,https://produto.mercadolivre.com.br/MLB-1207033113-caixa-de-som-speaker-google-home-mini-wifi-vitrine-portugues-_JM,4,0,0,0,1,#1207033113,Google,NA,Google Home Mini,NA,NA,3 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49, Caixa Som Amplificada Monster Bluetooth Portátil Mp3 Fm Usb ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				118
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1178021516-caixa-de-som-mini-bluetooth-40w-radio-fm-_JM,1186,311,170,67,96,#1178021516,JBL,NA,Xtreme,NA,NA,40 W,Subwoofer,Passivo,Portatil,Caixa,5.1,2,80 dB,20 kHz,70 Hz,NA,NA,NA,NA,NA,NA
50, Caixa De Som Speaker Jbl Go 2 - Promoção - Original ,755,NA,"
			
				Novo
			
			
				
					 - 
				
				90
				vendidos
			
		",(38 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6299
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,158,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1187377119-caixa-som-bluetooth-amplificada-500w-portatil-led-falante-15-_JM,114,25,11,4,4,#1187377119,AMVOX,NA,ACA 501 NEW PRETO BIVOL,NA,110/220V (Bivolt),500 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,NA,NA,NA,NA,NA,13.1 kg,NA,NA,NA,Preto
51, Mini Caixa Som Portátil Wireless Bluetooth Mp3 Usb Fm P2 Sd ,476,NA,"
			
				Novo
			
			
				
					 - 
				
				215
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4554
		
		 sem juros
		
	

	
		",54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,163,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1178843183-caixa-som-amplificada-bluetooth-290w-portatil-led-sub-12-tws-_JM,124,27,9,1,2,#1178843183,AMVOX,NA,ACA 292 NEW X PRETO BIVOL,NA,110/220V (Bivolt),290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,NA,NA,NA,NA,7.6 kg,NA,NA,NA,Preto
52, Caixa De Som Jbl Xtreme 2 Preto 40w Original C/ Nota Fiscal ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				1655
				vendidos
			
		",(345 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 608
		
		 sem juros
		
	

	
		",08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,49,https://perfil.mercadolivre.com.br/NATAL+SHOW,https://produto.mercadolivre.com.br/MLB-847844019-caixa-de-som-bluetooth-caixinha-wireless-mp3-usb-887-_JM,37,7,2,1,2,#847844019,Altomex,NA,WS-887,NA,NA,3 W,Mini tweeter,Normal,Superfície Plano,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
53, Caixa Som Bluetooth Amplificada 500w Portátil Led Falante 15 ,158,206,"
			
			
				
				595
				vendidos
			
		",(234 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1516
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,869,https://perfil.mercadolivre.com.br/GIRO+R%C3%81PIDO?brandId=2104,https://produto.mercadolivre.com.br/MLB-1073888661-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,701,117,34,6,10,#1073888661,JBL,NA,Wind,NA,NA,3 W,NA,Ativo,NA,NA,NA,NA,NA,20 kHz,20 Hz,NA,NA,NA,NA,NA,NA
54, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,216,NA,"
			
				Novo
			
			
				
					 - 
				
				166
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2074
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,NA,FBX-107,NA,Bivolt,40 W,Tweeter,Tweeter,De piso,Caixa,2.1,2,NA,80 kHz,18 kHz,Entrada para Microfone,2.75 kg,NA,NA,NA,NA
55, Jbl Go 2 Portatil Bluetooth Caixa Som Bateria 5hrs Rev Ofic ,108,NA,"
			
				Novo
			
			
				
					 - 
				
				265
				vendidos
			
		",(35 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1032
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,19,https://perfil.mercadolivre.com.br/TEEMDOBRASIL,https://produto.mercadolivre.com.br/MLB-903132850-caixa-som-bluetooth-fm-auxiliar-compre-1-e-leve-2-_JM,16,1,0,0,2,#903132850,Teem,SPEAKER,TM 5002,NA,NA,40 W,Estéreo,STÉREO,MESA,EMBUTIDO,88-110,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
