search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Peso,Conectores de entrada,Potencia de salida (RMS),Tipos de filtros del parlante
283, Foco Parlante Musical Led Multicolor Bluetooth ,45,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FERROPOLIS+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436305766-foco-parlante-musical-led-multicolor-bluetooth-_JM,NA,NA,NA,NA,NA,#436305766,NA,NA,NA,NA,NA,NA
284, Coolbox - Parlante Bluetooth Con Subwoofer S-11 Marrón ,99,NA,"
			
			
				
				2
				vendidos
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436015730-coolbox-parlante-bluetooth-con-subwoofer-s-11-marron-_JM,NA,NA,NA,NA,NA,#436015730,NA,NA,NA,NA,NA,NA
285, Bola Parlante Bluetooth Usb Luces Led Sicodelicas Ritmica ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-426129392-bola-parlante-bluetooth-usb-luces-led-sicodelicas-ritmica-_JM,NA,NA,NA,NA,NA,#426129392,NA,NA,NA,NA,NA,NA
286, Parlante De Agua Recargable ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(200 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YOKINAWA+EIRL,https://articulo.mercadolibre.com.pe/MPE-427299993-parlante-de-agua-recargable-_JM,NA,NA,NA,NA,NA,#427299993,NA,NA,NA,NA,6 W,NA
287, Parlante Inalámbrico Portátil Bluetooth Aux Qcy B900 ,159,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALITOS.STORE,https://articulo.mercadolibre.com.pe/MPE-433143707-parlante-inalambrico-portatil-bluetooth-aux-qcy-b900-_JM,NA,NA,NA,NA,NA,#433143707,NA,NA,NA,NA,NA,NA
288, Parlante Bluetooth 12 Pulgadas+ Microfono Inalambrico Gratis ,389,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-423891078-parlante-bluetooth-12-pulgadas-microfono-inalambrico-gratis-_JM,NA,NA,NA,NA,NA,#423891078,Cafini,NA,NA,NA,350 W,Activo
289, Parlante Bluetooth + Subwoofer De 30 Watts Karaoke ,80,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIBERVENTAS4000,https://articulo.mercadolibre.com.pe/MPE-436271959-parlante-bluetooth-subwoofer-de-30-watts-karaoke-_JM,NA,NA,NA,NA,NA,#436271959,NA,NA,NA,NA,NA,NA
290," Microfono Parlante Inalambrico , Bluetooth Para Karaoke ",75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SH975195,https://articulo.mercadolibre.com.pe/MPE-435584694-microfono-parlante-inalambrico-bluetooth-para-karaoke-_JM,NA,NA,NA,NA,NA,#435584694,NA,NA,NA,NA,NA,NA
291, Parlante Portátil Jbl Xtreme 2. Bluetooth Acuatico ,1050,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-435413646-parlante-portatil-jbl-xtreme-2-bluetooth-acuatico-_JM,NA,NA,NA,NA,NA,#435413646,NA,NA,NA,NA,NA,NA
292, Parlante Bluetooth Maxtron Freedom - Mx 105bt 15 ,420,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.CORPORACIONDASH.COM,https://articulo.mercadolibre.com.pe/MPE-432945345-parlante-bluetooth-maxtron-freedom-mx-105bt-15-_JM,NA,NA,NA,NA,NA,#432945345,NA,NA,NA,NA,NA,NA
293, Parlantes Bluetooth Xiaomi Square Box. Stock! - Chiss Store ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CHISS+STORE,https://articulo.mercadolibre.com.pe/MPE-431049804-parlantes-bluetooth-xiaomi-square-box-stock-chiss-store-_JM,NA,NA,NA,NA,NA,#431049804,Xiaomi,NA,NA,NA,5 W,NA
294, Parlantes Jbl Flip 4 Bluetooth Wireless Originales ,350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-427915103-parlantes-jbl-flip-4-bluetooth-wireless-originales-_JM,NA,NA,NA,NA,NA,#427915103,NA,NA,NA,NA,NA,NA
295, Parlante Amplificador Activo Recargable Bluetooth Karaoke ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(20 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-428843458-parlante-amplificador-activo-recargable-bluetooth-karaoke-_JM,NA,NA,NA,NA,NA,#428843458,Cafini,cn-s2471fm/bt,16 kg,Auxiliar,NA,NA
296, Foco Parlante Bluethooth ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(40 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRISPINMELENDREZHUAMAN,https://articulo.mercadolibre.com.pe/MPE-431430565-foco-parlante-bluethooth-_JM,NA,NA,NA,NA,NA,#431430565,NA,NA,NA,NA,NA,NA
297, Foco Led Parlante Bluetooh Envio Para Toda Provincia ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-433241617-foco-led-parlante-bluetooh-envio-para-toda-provincia-_JM,NA,NA,NA,NA,NA,#433241617,NA,NA,NA,NA,NA,NA
298, Parlante Pokemon Bluetooth Ewtto/ Radiofm/ Usb/ Microsd/ Aux ,27,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(18 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MONTEROPIERO91,https://articulo.mercadolibre.com.pe/MPE-428818865-parlante-pokemon-bluetooth-ewtto-radiofm-usb-microsd-aux-_JM,NA,NA,NA,NA,NA,#428818865,NA,NA,NA,NA,NA,NA
299, Parlantes Bluetooth Con Diseño Emoji - Logic Pro ,49,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTAS_LOGICPROEIRL,https://articulo.mercadolibre.com.pe/MPE-433181733-parlantes-bluetooth-con-diseno-emoji-logic-pro-_JM,NA,NA,NA,NA,NA,#433181733,NA,NA,NA,NA,NA,NA
300, Parlante Bluetooth Meizu A20 Stereo Hd Envío Internacional! ,149,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(43 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PKIMPORTS+TIENDAVIRTUAL,https://articulo.mercadolibre.com.pe/MPE-435716442-parlante-bluetooth-meizu-a20-stereo-hd-envio-internacional-_JM,NA,NA,NA,NA,NA,#435716442,NA,NA,NA,NA,NA,NA
301, Miniparlante Bluetooth 5 Watts X 2 ,1,NA,"
			
				Nuevo
			
			
		",1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LMBL7,https://articulo.mercadolibre.com.pe/MPE-434187001-miniparlante-bluetooth-5-watts-x-2-_JM,NA,NA,NA,NA,NA,#434187001,NA,NA,NA,NA,NA,NA
302, Parlante Altavoz Speaker Bluetooth Mushroom Honguito ,32,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(36 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LATINO+ESPIA,https://articulo.mercadolibre.com.pe/MPE-432798536-parlante-altavoz-speaker-bluetooth-mushroom-honguito-_JM,NA,NA,NA,NA,NA,#432798536,NA,NA,NA,USB,NA,NA
303, Parlante Bluetooth Zealot S8 (tambien Power Bank) ,189,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-434998917-parlante-bluetooth-zealot-s8-tambien-power-bank-_JM,NA,NA,NA,NA,NA,#434998917,NA,NA,NA,NA,NA,NA
304, Parlante Karaoke En Casa S2150fm Bluetooth Microfono Usb Fm ,119,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-420089543-parlante-karaoke-en-casa-s2150fm-bluetooth-microfono-usb-fm-_JM,NA,NA,NA,NA,NA,#420089543,Cafini,ISC,NA,Entrada para Micrófono,NA,NA
305, Parlante Bluetooth Led Xc168 ,59,NA,"
			
				Nuevo
			
			
		",(30 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-429826987-parlante-bluetooth-led-xc168-_JM,NA,NA,NA,NA,NA,#429826987,NA,NA,NA,NA,NA,NA
306," Bluetooth Portatil Para Equipos, Parlantes, Smart Tv, Autos ",20,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLOSAVENDANO15,https://articulo.mercadolibre.com.pe/MPE-435518197-bluetooth-portatil-para-equipos-parlantes-smart-tv-autos-_JM,NA,NA,NA,NA,NA,#435518197,NA,NA,NA,NA,NA,NA
307, Parlante Logitech Bluetooth Ue Roll Blue/red (984-000546) ,335,NA,NA,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435549584-parlante-logitech-bluetooth-ue-roll-bluered-984-000546-_JM,NA,NA,NA,NA,NA,#435549584,NA,NA,NA,NA,NA,NA
308, Parlante Bluetooth Jbl Pulse 3 Altavoz - Tienda Dlectro ,699,NA,"
			
				Nuevo
			
			
		",(300 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO.COM,https://articulo.mercadolibre.com.pe/MPE-432774877-parlante-bluetooth-jbl-pulse-3-altavoz-tienda-dlectro-_JM,NA,NA,NA,NA,NA,#432774877,NA,NA,NA,NA,NA,NA
309, Parlante Baseus Encok Bluetooth Lector Usb & Micro Sd ,55,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429952214-parlante-baseus-encok-bluetooth-lector-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#429952214,NA,NA,NA,NA,NA,NA
310," Receptor Bluetooth, Para Audifonos, Parlantes, Audio Car ",2,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(49 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WILMER_DANIEL,https://articulo.mercadolibre.com.pe/MPE-435430226-receptor-bluetooth-para-audifonos-parlantes-audio-car-_JM,NA,NA,NA,NA,NA,#435430226,NA,NA,NA,NA,NA,NA
311, Sony Parlante Bluetooth Extra Bass Nfc Acuatico Xb21 ,349,NA,"
			
				Nuevo
			
			
		",(15 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434444334-sony-parlante-bluetooth-extra-bass-nfc-acuatico-xb21-_JM,NA,NA,NA,NA,NA,#434444334,Sony,NA,NA,NA,NA,NA
312, Parlante Xertmt Inalambrico Bluetooth Jbf Resistente Al Agua ,89,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALAI+FASHION,https://articulo.mercadolibre.com.pe/MPE-436873286-parlante-xertmt-inalambrico-bluetooth-jbf-resistente-al-agua-_JM,NA,NA,NA,NA,NA,#436873286,NA,NA,NA,NA,NA,NA
313, Parlante Portátil Bluetooth Jbl Boombox 60w Alta Calidad ,1579,NA,"
			
				Nuevo
			
			
		",(50 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-432426114-parlante-portatil-bluetooth-jbl-boombox-60w-alta-calidad-_JM,NA,NA,NA,NA,NA,#432426114,JBL,Boombox,NA,NA,NA,Activo
314, Parlante Portatil Bluetooth Jam Hang Up Hx-p101-cs Cream ,89,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435553119-parlante-portatil-bluetooth-jam-hang-up-hx-p101-cs-cream-_JM,NA,NA,NA,NA,NA,#435553119,NA,NA,NA,NA,NA,NA
315, Adaptador Bluetooth Usb Pc Laptop Parlantes ,18,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANLI8135046,https://articulo.mercadolibre.com.pe/MPE-429821003-adaptador-bluetooth-usb-pc-laptop-parlantes-_JM,NA,NA,NA,NA,NA,#429821003,NA,NA,NA,NA,NA,NA
316, Parlante Bluetooth Jbl Charge 3 20w Acuático ,539,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432706940-parlante-bluetooth-jbl-charge-3-20w-acuatico-_JM,NA,NA,NA,NA,NA,#432706940,JBL,Charge 3,800 g,NA,20 W,Pasivo
317, Parlante Bluetooth Halion + Subwoofer Usb 80 Watts Karaoke ,169,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CORPORACI%C3%93N+NAHUILAU,https://articulo.mercadolibre.com.pe/MPE-429984424-parlante-bluetooth-halion-subwoofer-usb-80-watts-karaoke-_JM,NA,NA,NA,NA,NA,#429984424,NA,NA,NA,NA,NA,NA
318, Parlante Portátil Bluetooth Marley Chant Mini Garantía 1 Año ,155,NA,"
			
				Nuevo
			
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-429010843-parlante-portatil-bluetooth-marley-chant-mini-garantia-1-ano-_JM,NA,NA,NA,NA,NA,#429010843,NA,NA,NA,NA,NA,NA
319, Parlante Bluetooth Klip Xtreme Bravo Ii Kws-613wh Bateria ,125,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435521433-parlante-bluetooth-klip-xtreme-bravo-ii-kws-613wh-bateria-_JM,NA,NA,NA,NA,NA,#435521433,NA,NA,NA,NA,NA,NA
320, Parlante Bluetooth Multimedia + Subwoofer Control Remoto ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-420933596-parlante-bluetooth-multimedia-subwoofer-control-remoto-_JM,NA,NA,NA,NA,NA,#420933596,Cafini,p,NA,NA,80 W,Activo
