search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Modelo,Marca
128," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Opal Marble Golden ",916,NA,0,100,18 cuotas,50.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457702290-funda-iphone-7-plus-funda-iphone-8-plus-opal-marble-golden-_JM,NA,NA,NA,NA,NA,#457702290,Apple,Silicona,iphone 7 plus case/iphone 8 plus ca,VIVIBIN
129," Funda Silicona Case iPhone 8, X, 7, 7 Plus 5 Se + Templado ",640,NA,59,41,18 cuotas,35.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BIGU572033,https://articulo.mercadolibre.com.uy/MLU-455794722-funda-silicona-case-iphone-8-x-7-7-plus-5-se-templado-_JM,NA,NA,NA,NA,NA,#455794722,Apple,Silicona,NA,NA
130, Protector Liquido iPhone 8 Plus 7 Plus Boy Funda Carcasa ,250,NA,1,8,18 cuotas,13.89,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448325564-protector-liquido-iphone-8-plus-7-plus-boy-funda-carcasa-_JM,NA,NA,NA,NA,NA,#448325564,Apple,NA,NA,Apple
131, Estuche Funda Color + Vidrio iPhone 5 Se 6 6s 7 7 8 Plus ,230,NA,62,100,18 cuotas,12.78,NA,Envío a todo el país,NA,NA,4.8,4,http://perfil.mercadolibre.com.uy/PRO+ACCESORIOSUY,https://articulo.mercadolibre.com.uy/MLU-444895724-estuche-funda-color-vidrio-iphone-5-se-6-6s-7-7-8-plus-_JM,3,1,0,0,0,#444895724,Apple,TPU,NA,NA
132, Protector Funda iPhone 8 7 Plus Silicona Banana Carcasa ,199,NA,3,10,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450233260-protector-funda-iphone-8-7-plus-silicona-banana-carcasa-_JM,NA,NA,NA,NA,NA,#450233260,Apple,Silicona,NA,Apple
133, Protector Funda Tpu iPhone 7 8 Plus Mirror Silver Carcasa ,249,NA,2,3,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449996192-protector-funda-tpu-iphone-7-8-plus-mirror-silver-carcasa-_JM,NA,NA,NA,NA,NA,#449996192,Apple,TPU,NA,Apple
134, Protector Funda Liquido iPhone 8 Plus 7 Plus Copa Vino ,199,NA,5,17,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448324502-protector-funda-liquido-iphone-8-plus-7-plus-copa-vino-_JM,NA,NA,NA,NA,NA,#448324502,Apple,NA,NA,Apple
135," Funda iPhone 8 Plus, Rosa Brillante, Diseño Mármol Blanco, B ",1030,NA,0,100,18 cuotas,57.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457716186-funda-iphone-8-plus-rosa-brillante-diseno-marmol-blanco-b-_JM,NA,NA,NA,NA,NA,#457716186,Apple,Silicona,F-7P-IMD-TJ-rosegold-whtie&cai,BAISRKE
136," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Team Luxury [serie ",1191,NA,0,100,18 cuotas,66.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457753622-funda-iphone-7-plus-funda-iphone-8-plus-team-luxury-serie-_JM,NA,NA,NA,NA,NA,#457753622,Apple,Silicona,TL_I6P_CPG,TEAM LUXURY
137, Funda Case Rigida Para iPhone 7 Plus Y 8 Plus Super Oferta!! ,199,NA,6,4,18 cuotas,11.06,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.uy/SCREEN-CASES,https://articulo.mercadolibre.com.uy/MLU-450450490-funda-case-rigida-para-iphone-7-plus-y-8-plus-super-oferta-_JM,1,0,0,0,0,#450450490,Apple,NA,NA,NA
138, Protector Tpu iPhone 8 Plus 7 Plus Skate Pluma Funda ,199,NA,1,4,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449016400-protector-tpu-iphone-8-plus-7-plus-skate-pluma-funda-_JM,NA,NA,NA,NA,NA,#449016400,Apple,TPU,NA,Apple
139, Funda Case Protector Apple iPhone 7 8 X Xr Xs Xsmax Plus ,420,NA,0,50,18 cuotas,23.33,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/PLAZATECHURUGUAY,https://articulo.mercadolibre.com.uy/MLU-464939708-funda-case-protector-apple-iphone-7-8-x-xr-xs-xsmax-plus-_JM?searchVariation=40611549743,NA,NA,NA,NA,NA,#464939708,Apple,Silicona,NA,Apple
140," Funda Case iPhone 7 Plus, 8 Plus - Modelo Skin ",350,NA,2,6,18 cuotas,19.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GABRIELAGUILAR122,https://articulo.mercadolibre.com.uy/MLU-451135246-funda-case-iphone-7-plus-8-plus-modelo-skin-_JM,NA,NA,NA,NA,NA,#451135246,Apple,TPU,NA,NA
141, Protector Fino Cristal Bumper iPhone 8 7 6 6s 5 5s Se Plus ® ,190,NA,631,3933,18 cuotas,10.56,NA,Envío a todo el país,NA,NA,4.4,35,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=hB%2B4srI5r2WPJORpyNjS%2BwRqls6W2KNdXu0LHLO%2BwX7KV7DNY9Mmjsx6hi5KaDlW2CnFulRkrX01FKoDsCSyS44OF9ti3He6CF%2BeVNjE%2Bems03%2BCBnszEKLvtb0jLTBaOUAL1e05PpJTpEkQdcYSvGFG9BGMPcXMogeNYxL71wCX2g%2FOuPJHUxk6s9bvko2spPtNaQP4vtVMiR%2Fu%2FcywpYIWaNYIlngQJmFJxP10bu2Tw0HQzTOBavVy5OCiWioIUtsycnuWJx7%2FrhpK6vXOlhvSK6Q49FJqCUKDurAMzrHik7%2F%2FHUMcX%2FzLPPQHXD5xnLN4FSJrZC7VMTkyOdIypiLgABMlzKgIxcAxl%2FBuntL6P2hDxCRc%2Bwk1ZWGVbkZalxViy%2Bjw6Kyykysvj4cyI0twseZtCvEqOsaOo4DsOaga82murKLLOoi8d1Taw1ctHhh7g02452yqFVXu8%2FHool5xOQ8f%2FxkWI7qjxuazrWTUKmBow2K33xRSiN56GIPS4NEmIuO4yxW5r%2BWYwyxB0tgi9TSfGNKyXTvXZc2T7j2rka0p38EN3VkRzd%2Fmtz%2Bu5xDQYnEu0k23ZYJs6bMgJsCkwsfabOx2KYoCT8K1z4izs%2BgR%2FxNoeJR%2F4Ddf1x2fAnhcSxF%2FSadu0oFWN7si7iUKsOw9%2BjjW7tWN6N0JniCW82F2PBM9KbCgeh19Au%2F%2FEXoFMec3GcuN5sbFNDtKCPN2UWmbsm1LIlkH4dn5rctpKidjJHcJWTCxDg%2BMA%2FGpT5l9KIHp9RBVErIHlWwHOEqyQkSR8i9rQWsl2EPeodfFKuXTgBHjeEHMsPQyqTEPnuya%2BTXwX2MdzoFHC96zT4TsgmkF40L5ePpaWS0qGHXiS16n01cFK9Z6BlSiQaZYp4yZDAIRh5slcUE0JI4ZrrTfrWcLKyfHtZGOwOQyo8viWjUKPRjkh8T%2Bc%2FP%2FrHZw4LnHYvlWTVFCYyDSYe7nS9Z75WJtfKUoCblHA3%2FS%2BjBwToZnlJb%2FhdUu%2FX3dGF%2B7QhOG9KTTy%2BiNG5EyJcfWsM%2BmnFFrTpS0aiDpuNN7MMmazA0btIORYsZSyvGNDDdPUkFWH8%2Fgyv86xRM52n98mdYqXomzb0FlmgEoCgm4zdHugnFZVFU0PtljKu7eoSBrlEau8JU7SEib2vL79zFaiHF9ozMWmI1QKyMofgoLwad%2FpfDtiUu0XR76d0Fn506iuLN7ScT8g4oj0bZHRxaXGzECB4gP8bJa2V1jBcob7qaZ%2FGyczmEDECisfoJ%2BR%2BZL16RKlTOeGkdTzBNue4f%2BRphzpT6fgUMtWoSwu9t2MWFQkDBAKA9SUuwCm8b4WsHZbVbhcRiXj9sODR1IwlhLIScV9lfIWy8dtgmSE5Q%2FYiE38uhaqs8K83jcRPDC8KtPkAzpGvQGduoPekFr5prlPMn%2F3W5rGIEvzmgasaatk9WUfKR75qEbRnO7JMzav7ucbcXn67ZUKKxXOBGnVlqr6l8y1TW3QXXGFaNUISThZsHpLsbG9hdVD8PbnVmaoqMlP7CR6nn%2F1BRojAGAQ%2FaNWjnhMbfRziPGIOvkVKH%2Fk%2BUCJKUbG1OiBwUgldJr8VXPbwcRxJWKrEvXJs9stQ0%2FPQE8u2Ut8%2BtzXJFcqqwv51uroTfZ472UCKOUbDlss5Bw1elxNdBu5x9MEFmqqYrw8zisPt8eL2P6BlVjGJYwW1PHk0rBrTRXmTaI%2F1pQ9gIL8Sn3Zxv8umCwGZVLme14J6AhGwWaIVNI0BquP%2FVKaDtAz2ZmSDgE5AEgUHl6y0fDagyGSK42sFP%2B8EXssdM6NDCx,20,10,4,1,0,#443333988,Apple,TPU,5/SE/6s/7/8/ Plus,Apple
142, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Chopp ,199,NA,2,NA,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209076-protector-funda-iphone-8-plus-7-plus-silicona-3d-chopp-_JM,NA,NA,NA,NA,NA,#448209076,Apple,Silicona,NA,Apple
143, Funda Case Fiesta - iPhone 7g-8g / 7 Plus / 8 Plus ,350,NA,1,39,18 cuotas,19.44,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GABRIELAGUILAR122,https://articulo.mercadolibre.com.uy/MLU-449355842-funda-case-fiesta-iphone-7g-8g-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#449355842,Apple,NA,NA,NA
144, Protector Funda iPhone 8 7 Plus Silicona Cactus Carcasa ,199,NA,1,8,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450233693-protector-funda-iphone-8-7-plus-silicona-cactus-carcasa-_JM,NA,NA,NA,NA,NA,#450233693,Apple,Silicona,NA,Apple
145, Funda Protector Case iPhone 7/8 Plus Con Disipador De Calor ,200,NA,2,13,18 cuotas,11.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AR+IMPORT.,https://articulo.mercadolibre.com.uy/MLU-458430907-funda-protector-case-iphone-78-plus-con-disipador-de-calor-_JM,NA,NA,NA,NA,NA,#458430907,Apple,Acrílico,NA,NA
146, Funda Case Silicona Original iPhone 8 8 Plus Envio En El Dia ,690,NA,0,NA,18 cuotas,38.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FREE_BUY_2633,https://articulo.mercadolibre.com.uy/MLU-464433238-funda-case-silicona-original-iphone-8-8-plus-envio-en-el-dia-_JM,NA,NA,NA,NA,NA,#464433238,Apple,Silicona,NA,NA
147, Protector Super Armor iPhone 7 8 Plus+ Vidrio Case Instalado ,270,NA,5,5,18 cuotas,15.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KING-SALE,https://articulo.mercadolibre.com.uy/MLU-457540429-protector-super-armor-iphone-7-8-plus-vidrio-case-instalado-_JM,NA,NA,NA,NA,NA,#457540429,Apple,NA,NA,NA
148," Funda Silicona iPhone X, 8, 8plus Y 7plus ",300,NA,0,NA,18 cuotas,16.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TIENDA+M-A,https://articulo.mercadolibre.com.uy/MLU-453413870-funda-silicona-iphone-x-8-8plus-y-7plus-_JM,NA,NA,NA,NA,NA,#453413870,Apple,Silicona,NA,NA
149, Protector Funda Tpu iPhone 5 Se 6 6s 7 8 Plus Squishy ,399,NA,11,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,4,1,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449569401-protector-funda-tpu-iphone-5-se-6-6s-7-8-plus-squishy-_JM,0,1,0,0,0,#449569401,Apple,TPU,NA,NA
150," Funda 3d Minnie iPhone 6, 6s, 7, iPhone 8, 7 Plus Y 8 Plus ",290,NA,0,20,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NELAUY2011,https://articulo.mercadolibre.com.uy/MLU-463450616-funda-3d-minnie-iphone-6-6s-7-iphone-8-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#463450616,Apple,Silicona,NA,NA
151, Funda Protector Estuche Flip Cover iPhone 8 Plus Febo ,290,NA,10,50000,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,5,2,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449428390-funda-protector-estuche-flip-cover-iphone-8-plus-febo-_JM,2,0,0,0,0,#449428390,Apple,NA,NA,NA
152, Protector Simil Madera Ultra Delgado iPhone 8 7 6 5 Y Plus ® ,180,NA,63,275,18 cuotas,10.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443463096-protector-simil-madera-ultra-delgado-iphone-8-7-6-5-y-plus--_JM,NA,NA,NA,NA,NA,#443463096,Apple,Cuero,NA,NA
153, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Sandia ,199,NA,0,14,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448303166-protector-funda-iphone-8-plus-7-plus-silicona-3d-sandia-_JM,NA,NA,NA,NA,NA,#448303166,Apple,Silicona,NA,Apple
154, Protector Funda Antigravedad iPhone 7 8 Plus Carcasa ,349,NA,2,3,18 cuotas,19.39,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449498621-protector-funda-antigravedad-iphone-7-8-plus-carcasa-_JM,NA,NA,NA,NA,NA,#449498621,Apple,NA,NA,NA
155," iPhone 8 Plus Funda, iPhone 7 Plus Funda, Jwest Marble Clear ",667,NA,0,100,18 cuotas,37.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457704593-iphone-8-plus-funda-iphone-7-plus-funda-jwest-marble-clear-_JM,NA,NA,NA,NA,NA,#457704593,Apple,Silicona,J-I7P-370-01,J.west
156, Protector Fino Simil Cuero iPhone 8 7 6 6s Se Y Plus ® ,589,NA,2,98,18 cuotas,32.72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-456104466-protector-fino-simil-cuero-iphone-8-7-6-6s-se-y-plus--_JM,NA,NA,NA,NA,NA,#456104466,Apple,Cuero,NA,NA
157," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Silicona ",1068,NA,0,100,18 cuotas,59.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457702712-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-silicona-_JM,NA,NA,NA,NA,NA,#457702712,Apple,Silicona,NA,NA
158, Protector Funda iPhone 8 7 Plus Ultra Reforzado Rosado ,299,NA,3,2,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450152220-protector-funda-iphone-8-7-plus-ultra-reforzado-rosado-_JM,NA,NA,NA,NA,NA,#450152220,Apple,NA,NA,Apple
159," Funda Rosa De iPhone 7 Plus Para Niñas, iPhone 8 Plus, Vivib ",890,NA,0,100,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457703641-funda-rosa-de-iphone-7-plus-para-ninas-iphone-8-plus-vivib-_JM,NA,NA,NA,NA,NA,#457703641,Apple,Silicona,i7Plus-IMD-TPU,VIVIBIN
160, Fundas iPhone 5...6...7...8 Y 6.7.8 Plus.. Xr.. Etc $80 C/u ,80,NA,2,98,18 cuotas,4.44,NA,Envío a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.uy/MLU-461649386-fundas-iphone-5678-y-678-plus-xr-etc-80-cu-_JM,NA,NA,NA,NA,NA,#461649386,Apple,NA,NA,NA
161," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Jwest Marble Desig ",894,NA,0,100,18 cuotas,49.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457703894-funda-iphone-8-plus-iphone-7-plus-funda-jwest-marble-desig-_JM,NA,NA,NA,NA,NA,#457703894,Apple,Silicona,J-I7P-277-04,J.west
162, Protector Tpu Floreado iPhone 5 6 6s Plus 7 8 7 Y 8 Plus ,135,NA,61,42,18 cuotas,7.50,NA,Envío a todo el país,NA,NA,4.3,10,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-445868586-protector-tpu-floreado-iphone-5-6-6s-plus-7-8-7-y-8-plus-_JM,8,0,0,1,1,#445868586,Apple,TPU,NA,NA
163, Funda Silicone Case Para El iPhone 8 Plus/7 Plus - Red ,640,NA,1,99,18 cuotas,35.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BIGU572033,https://articulo.mercadolibre.com.uy/MLU-455780096-funda-silicone-case-para-el-iphone-8-plus7-plus-red-_JM,NA,NA,NA,NA,NA,#455780096,Apple,Silicona,NA,Silicone
164, Protector Simil Cuero + Vidrio Templado iPhone 7 8 Plus ,290,NA,8,NA,18 cuotas,16.11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/KING-SALE,https://articulo.mercadolibre.com.uy/MLU-447616655-protector-simil-cuero-vidrio-templado-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#447616655,Apple,Cuero,NA,NA
165, Funda Silicone Case Para El iPhone 8 Plus/7 Plus - Blanco ,640,NA,1,99,18 cuotas,35.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BIGU572033,https://articulo.mercadolibre.com.uy/MLU-455780179-funda-silicone-case-para-el-iphone-8-plus7-plus-blanco-_JM,NA,NA,NA,NA,NA,#455780179,Apple,Silicona,NA,Silicone
166, Protector Full 360 + Vidrio Templado iPhone 8 Plus Febo ,118,NA,46,49998,18 cuotas,6.56,NA,Envío a todo el país,NA,NA,4.5,2,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-449995895-protector-full-360-vidrio-templado-iphone-8-plus-febo-_JM,1,1,0,0,0,#449995895,Apple,NA,NA,NA
167, Funda Con Anillo E Imán S8 S8+ Y iPhone 7 8 Y Plus + Soporte ,490,NA,8,6,18 cuotas,27.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/GENIALSTORE,https://articulo.mercadolibre.com.uy/MLU-448468329-funda-con-anillo-e-iman-s8-s8-y-iphone-7-8-y-plus-soporte-_JM,NA,NA,NA,NA,NA,#448468329,Apple,NA,NA,NA
168, Protector Funda iPhone 8 7 Plus Silicona Frutilla Carcasa ,199,NA,0,9,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450227728-protector-funda-iphone-8-7-plus-silicona-frutilla-carcasa-_JM,NA,NA,NA,NA,NA,#450227728,Apple,Silicona,NA,Apple
169, Protector 360 Magnetico iPhone Xs Max Xs X Xr 8 7 6s 6 ® ,490,NA,100,4000,18 cuotas,27.22,NA,Envío a todo el país,NA,NA,5,3,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-443333994-protector-360-magnetico-iphone-xs-max-xs-x-xr-8-7-6s-6--_JM?searchVariation=38929361342,3,0,0,0,0,#443333994,Apple,TPU,NA,NA
170," Para iPhone 7 Plus Funda, iPhone 8 Plus Funda, Apple iPhone ",1174,NA,0,100,18 cuotas,65.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457715927-para-iphone-7-plus-funda-iphone-8-plus-funda-apple-iphone-_JM,NA,NA,NA,NA,NA,#457715927,Apple,Silicona,B077WRRR8G,GuaGua
171, Funda Silicone Case Para El iPhone 8 Plus/7 Plus - Rosa Aren ,640,NA,3,2,18 cuotas,35.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/BIGU572033,https://articulo.mercadolibre.com.uy/MLU-455780068-funda-silicone-case-para-el-iphone-8-plus7-plus-rosa-aren-_JM,NA,NA,NA,NA,NA,#455780068,Apple,Silicona,NA,Silicone
172, Case Carcasa Funda iPhone 8 Y 8 Plus ,399,NA,4,96,18 cuotas,22.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/IZMA1385013,https://articulo.mercadolibre.com.uy/MLU-451243981-case-carcasa-funda-iphone-8-y-8-plus-_JM,NA,NA,NA,NA,NA,#451243981,Apple,NA,NA,NA
173, Carcasa Case iPhone Original Silicona 6 7 8 6/7/8pls 10 X Xs ,390,NA,6,794,18 cuotas,21.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUNDOSHOP.UY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=SwW2uU%2FfGREDE7%2Flq%2BkhLLhsA%2Bm7%2F511vOfBwy3BC04%2Bf0ePbK6nVv6OUXSx1SHnzpFmWmsQ%2B%2FudqjScEqYb%2FoxRUZwFeM%2Bf8maU9PpPFoA6r%2Fb%2BTBMnAS2bXxPjxkNhFsHIlMctIi%2FMosTZ11T20Rb2N9F3M6PCJDcvOxOjCLS0nfC1qrI2ilYhuMGlxytbxPiZNwAaRSAkU7NeMv8%2BF8FG4lWri4mk1BjQmx43T5u0e4JieQgD8OnY2p6AXWLuMO4oPcJJqS%2BEL8SSjGwPPjz5ks3cR1%2FfI4arucsdDOaa0dqTonvYzpIBNc%2Fh%2FfEUzYrUuTQi8g5DsH0wGq%2BFFhJQc83I4HXXBpbi3h4sMlUsHLWovATd9wT5v%2B58zjqm7TgaXG9%2Fz6oxRrF3aFN7USRlVWcZVIeIV9IGsOSw%2BwO7bOQbUBVi%2BfaTtiQ%2FEmQAK4dLkRBxdYwVoXYZvlzHYiX1pzNNpSQZZss%2FZ1B5aU60HBthkXnGFrklyrFcFLCOpy95nuoe2YdnPND170u7SzLBRjGeOO29RdgpsMDiJeFetryzb0K0AwgxjkGwTcHmRE0y7ini671b3kisw4r69P6EafY8xKCmRCqK7jcap3uqlMQEdoLnKLhpKtoHiV1KGjTzxqkWfBzzWq14TMAJqjbIhMMBYAmNMJEGC6wK9KXz3GXvwL%2BP%2BBLeM%2Bx2BAZVnzajkFclxx3j8hoowSPwOE99N7e1vGbjAL6YimG%2Bo3t7kWG4rToP3ey5K9IYbK1ee3S3GnaBf5ZcolR5RDv9FzmCP9hrBu0avyi6Md0As02SdJy%2BvmUa5KzFjj9XnSLdM4Tt5aXbW0MdFXEpyOZ5Ooyg46IVirHY31WshUehKrsKvIXMviHj62NzSd7MF2EjQr5nOJAdxVitAlIHRP%2B%2BnNDwrUf5UBIKNh41BxVGJ5k2TYBJ2COOPLZCtE27bb3vQkp7VvvDiKEtaeWW6w%2F64fMjeVM2PMt%2B968OOTHwO1YuSYbxPRSq8l8OO7EwcAJxeeqK7gxu6z44m5ciao2mwlbgbJ2sxIDt7WR%2FhtiMKDtwJv2nfNx31tZEKKPqpic0jUchgV2dfO9cGnt1i3mWWok2VgZhkTde7E6r6IvN5JCoi%2BKpAxaLXpUIXbS%2Bc8FzGbzud39kxjlTfCZRnSaluy5c8jBiFDNbavGJq0IlcoNnMhdE8n4McTevuYCchsiuEw5E07CVPsSxS%2B5tOT%2BB2jsDp9xfoh4ofIi7G7LwyxnYipA9aXA17TDWtPvkvmxa1VsLYAMMvAwX2WlSv%2BT1QE0H7vqpk%2BUA4LgV%2BhNn9dclboHwbyGKYM5bChgupPTG9LQ%2Bff8gOJmq1TEC4R9GYGNuzxf83MrxxvG7bYS%2BoFQmy6gjHgiCl1%2BF%2B688%2BVBYNBeO%2BzImO4vF52cGr9Kw9CwZ8Fa6iSd1gomP2uSVfxKyFQXGhg8Qvv%2BYqTQhJyYaXCunxgKzvT1miGZ8gFL6VaWJSc3a1RWO%2BtUYZZOIKuvtOaVFjEM6C3xhQuA9FIY%2Btuo55twiht09zU1W8fr0ojzhQ0P5BTDg6JuRGhukazUSk3ATHeBbjx2JLSdolVkijxb3MqmvHlSBVABDHJTnmWL7Y3rMuUZ729NNNW0yh%2BQ8hfFxIjGIyPn1vg14iF0Drc%2Be54SbVUnpAPXWSBlGrwkUl%2BgXY%2B5fh7p06q%2BKH7HtP%2FHOetNa004AcQgJeaMo9eMVscmmHvuzyAyf9mGuq1SytOan9JFvaL3PWZhBehgenZN6cAZOHW23F7hgWXuQvYzRHrlYzwtobm3vzgutyL8uAQ%3D%3D,NA,NA,NA,NA,NA,#464439097,Apple,Silicona,Todos,Apple
174," Fundas Para iPhone 6 Plus, 7 Plus Y 8 Plus.nuevas A Estrenar ",120,NA,5,3,18 cuotas,6.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ACHO84,https://articulo.mercadolibre.com.uy/MLU-460540249-fundas-para-iphone-6-plus-7-plus-y-8-plusnuevas-a-estrenar-_JM,NA,NA,NA,NA,NA,#460540249,Apple,NA,NA,NA
175," Bentoben Funda iPhone 8 Plus, A Prueba De Golpes Luxury Slee ",1020,NA,0,100,18 cuotas,56.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457716043-bentoben-funda-iphone-8-plus-a-prueba-de-golpes-luxury-slee-_JM,NA,NA,NA,NA,NA,#457716043,Apple,Silicona,NA,NA
