search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Modelo del celular,Marca,Modelo,Material
54, Case Premium iPhone 7 8 Plus Xr Protector Funda Anti-shock ,49,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-434229773-case-premium-iphone-7-8-plus-xr-protector-funda-anti-shock-_JM#position=4&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#434229773,Apple,NA,NA,NA,NA,NA
55, Protector Spigen iPhone 7 8 Apple Vidrio Templado - Masplay ,69,NA,1,997,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-432672847-protector-spigen-iphone-7-8-apple-vidrio-templado-masplay-_JM#position=5&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432672847,Apple,NA,NA,Spigen,NA,Acrílico
56, Funda Original Silicona iPhone 6 - 7 - 8 ,60,NA,2,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427614195-funda-original-silicona-iphone-6-7-8-_JM#position=6&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#427614195,Apple,NA,NA,NA,NA,Silicona
57," Case Funda iPhone 7/8, 7/8 Plus Y Xr ",55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436695536-case-funda-iphone-78-78-plus-y-xr-_JM#position=7&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436695536,Apple,NA,NA,NA,NA,NA
58," Case Funda iPhone 6s, 7, 8,7 Plus, 8 Plus,x,xs, Xr Y Xs Max ",55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436695527-case-funda-iphone-6s-7-87-plus-8-plusxxs-xr-y-xs-max-_JM#position=8&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436695527,Apple,NA,NA,NA,NA,NA
59, Case iPhone 7 Plus 7+ 7 8 8+ Funda Cover Extrema Thor Metal ,130,NA,4,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421670783-case-iphone-7-plus-7-7-8-8-funda-cover-extrema-thor-metal-_JM#position=9&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#421670783,Apple,NA,NA,NA,NA,NA
60," Case Funda Protector iPhone 7, 8, 7/8 Plus, X, Xs Y Xr ",35,NA,0,3,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-435296680-case-funda-protector-iphone-7-8-78-plus-x-xs-y-xr-_JM#position=10&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#435296680,Apple,NA,NA,NA,NA,NA
61, Rock Case Funda Protector Dot Series iPhone 7 / 8 + Mica 2.5 ,45,NA,3,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428833455-rock-case-funda-protector-dot-series-iphone-7-8-mica-25-_JM#position=11&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#428833455,Apple,Negro,NA,NA,NA,NA
62, Funda Con Tapa Cuero Genuino Para iPhone 8 Plus Y 7 Plus ,109,NA,12,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YAJOMATECH,https://articulo.mercadolibre.com.pe/MPE-429033178-funda-con-tapa-cuero-genuino-para-iphone-8-plus-y-7-plus-_JM#position=12&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#429033178,Apple,NA,8 Plus y 7 Plus,icarer,Flip Cover Curvo Cuero Genuino,Cuero
63, Funda Case Magnético iPhone 6/6s iPhone 7 iPhone 8 Apple ,49,NA,0,25,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUIMPORTA.,https://articulo.mercadolibre.com.pe/MPE-433349390-funda-case-magnetico-iphone-66s-iphone-7-iphone-8-apple-_JM#position=13&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#433349390,Apple,NA,NA,Apple,NA,NA
64, Case Funda Original Jelly iPhone 7plus / 8 Plus / 6 Plus ,28,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-435783718-case-funda-original-jelly-iphone-7plus-8-plus-6-plus-_JM#position=14&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#435783718,Apple,NA,NA,NA,NA,NA
65, Funda Case Tarjetero De Cuero iPhone 7 8 - Tienda ,55,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-432147756-funda-case-tarjetero-de-cuero-iphone-7-8-tienda-_JM#position=15&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432147756,Apple,NA,7 8,NA,NA,NA
66, Funda Case Protector Aluminio iPhone 7/8/plus/x Delgado+glas ,109,NA,25,75,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979846-funda-case-protector-aluminio-iphone-78plusx-delgadoglas-_JM#position=16&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,1,0,0,0,0,#422979846,Apple,NA,NA,NA,NA,NA
67," Runsy - Funda Para iPhone 8/7/6s/6 (batería Recargable, 5800 ",278,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436435978-runsy-funda-para-iphone-876s6-bateria-recargable-5800-_JM#position=17&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436435978,NA,NA,NA,NA,NA,NA
68, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Aluminio ,229,NA,10,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424962913-funda-case-protector-todo-terreno-iphone-78plusx-aluminio-_JM#position=18&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#424962913,Apple,Aluminio,NA,NA,NA,NA
69, Protector Case Funda Delgado iPhone 7/8/plus/x Aluminio ,99,NA,93,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979822-protector-case-funda-delgado-iphone-78plusx-aluminio-_JM#position=19&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,3,0,0,0,0,#422979822,Apple,NA,NA,NA,NA,NA
70, Funda De Mickey Mouse Para iPhone 7 Plus Y 8 Plus ,50,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLUTION.STAR,https://articulo.mercadolibre.com.pe/MPE-436464787-funda-de-mickey-mouse-para-iphone-7-plus-y-8-plus-_JM#position=20&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436464787,Apple,NA,NA,NA,NA,Cuero
71, Case Funda Bmw De Pc Original iPhone 7/8 ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432279649-case-funda-bmw-de-pc-original-iphone-78-_JM#position=21&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432279649,Apple,NA,NA,NA,NA,NA
72, Case Armor Protector Funda Soporte iPhone 5 6 7 8 Plus ,49,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-432409559-case-armor-protector-funda-soporte-iphone-5-6-7-8-plus-_JM#position=22&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432409559,Apple,NA,NA,NA,NA,NA
73, Funda Case Protector Delgado Mate iPhone 7/8/plus/x ,69,NA,18,32,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-425119317-funda-case-protector-delgado-mate-iphone-78plusx-_JM#position=23&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,1,0,0,0,0,#425119317,Apple,NA,NA,NA,NA,NA
74, Case iPhone Funda 6/6plus 7/8 7/8plus X/xs Max /xr / Xs /6s ,29,NA,0,24,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436847777-case-iphone-funda-66plus-78-78plus-xxs-max-xr-xs-6s-_JM#position=24&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436847777,Apple,NA,NA,NA,NA,NA
75, Case Mate Funda Case Cuero Genuino iPhone X Xs 8 7 6 6s Plus ,149,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436147670-case-mate-funda-case-cuero-genuino-iphone-x-xs-8-7-6-6s-plus-_JM#position=25&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436147670,Apple,Black,NA,NA,NA,Cuero
76," Protector Funda Case Para Apple iPhone 6, 7, 8, X, Xs ",29,NA,0,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FREEMARKETPERU,https://articulo.mercadolibre.com.pe/MPE-433394364-protector-funda-case-para-apple-iphone-6-7-8-x-xs-_JM#position=26&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#433394364,Apple,NA,NA,Apple,NA,NA
77, Case Funda Mercedes-benz De Cuero Genuino iPhone 7 8 6 6s ,50,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-433054364-case-funda-mercedes-benz-de-cuero-genuino-iphone-7-8-6-6s-_JM#position=27&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#433054364,Apple,NA,NA,NA,NA,NA
78, Funda Bumper Case iPhone 7/8/plus/x Aluminio Antishock ,129,NA,1,9,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-427847071-funda-bumper-case-iphone-78plusx-aluminio-antishock-_JM#position=28&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#427847071,Apple,Roja,NA,NA,NA,NA
79, Funda Case Protector Anti Caída iPhone 7/8/plus/x/s/r/max ,149,NA,136,99,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.2,5,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-425935369-funda-case-protector-anti-caida-iphone-78plusxsrmax-_JM#position=29&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,4,0,0,0,1,#425935369,Apple,NA,NA,NA,NA,NA
80, Case iPhone 8 7 Plus Supcase Funda Gancho Armor Anti Shock ,159,NA,2,23,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421249696-case-iphone-8-7-plus-supcase-funda-gancho-armor-anti-shock-_JM#position=30&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#421249696,Apple,NA,NA,NA,NA,NA
81, Premium Funda Case Protector iPhone 7/8 + Cristal Pantalla ,125,NA,1,19,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979848-premium-funda-case-protector-iphone-78-cristal-pantalla-_JM#position=31&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#422979848,NA,NA,NA,NA,NA,NA
82, Funda Case Cuero Tipo Billetera iPhone 7 8 - Tienda ,55,NA,5,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-420879241-funda-case-cuero-tipo-billetera-iphone-7-8-tienda-_JM#position=32&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#420879241,Apple,Negro,NA,NA,NA,NA
83, Case Funda Para iPhone 7 / 8 Transparente Anti Caidas Mobo ,40,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435333458-case-funda-para-iphone-7-8-transparente-anti-caidas-mobo-_JM#position=33&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#435333458,Apple,NA,NA,NA,NA,NA
84, Funda Soporte Case Protector iPhone 7 Plus - 8 Plus ,39,NA,3,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TEVEN255,https://articulo.mercadolibre.com.pe/MPE-422461248-funda-soporte-case-protector-iphone-7-plus-8-plus-_JM#position=34&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#422461248,Apple,NA,NA,NA,NA,NA
85, Funda Protector iPhone 7/8/plus/x Delgado Original ,49,NA,16,84,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-425414808-funda-protector-iphone-78plusx-delgado-original-_JM#position=35&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,1,0,0,0,0,#425414808,Apple,NA,NA,NA,NA,NA
86, Case Funda Protector Minnie Pooh Stich Muñeco iPhone 7/8 ,70,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436104428-case-funda-protector-minnie-pooh-stich-muneco-iphone-78-_JM#position=36&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#436104428,Apple,NA,NA,NA,NA,NA
87, Funda Case Protector Bumper Aluminio iPhone 7/8/plus + Glass ,119,NA,12,38,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424832128-funda-case-protector-bumper-aluminio-iphone-78plus-glass-_JM#position=37&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#424832128,Apple,NA,NA,NA,NA,NA
88, Case Funda Bmw De Fibra De Carbon iPhone 7 8 6 6s ,50,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432213957-case-funda-bmw-de-fibra-de-carbon-iphone-7-8-6-6s-_JM#position=38&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432213957,Apple,NA,NA,NA,NA,NA
89, Funda iPhone 8/8plus/7/7plus Rob Case Carcasa Protector ,39,NA,31,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710624-funda-iphone-88plus77plus-rob-case-carcasa-protector-_JM#position=39&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#430710624,Apple,Rojo,NA,NA,NA,NA
90, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Metal ,149,NA,79,21,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,7,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-422979831-funda-case-protector-todo-terreno-iphone-78plusx-metal-_JM#position=40&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,7,0,0,0,0,#422979831,Apple,NA,NA,NA,NA,NA
91, Case Funda Bmw De Fibra De Carbon iPhone 7/8 ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432279582-case-funda-bmw-de-fibra-de-carbon-iphone-78-_JM#position=41&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432279582,Apple,NA,NA,NA,NA,NA
92, iPhone 7/8 6 6s Case Funda Ferrari De Silicona Original ,50,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432279603-iphone-78-6-6s-case-funda-ferrari-de-silicona-original-_JM#position=42&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432279603,Apple,NA,NA,NA,NA,NA
93, Funda Case iPhone 8 Plus Brilla Con Led Flash Luz Blanca ,40,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DETALLESMYAPE,https://articulo.mercadolibre.com.pe/MPE-432765700-funda-case-iphone-8-plus-brilla-con-led-flash-luz-blanca-_JM#position=43&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#432765700,Apple,NA,NA,NA,NA,NA
94, Case Funda Protector Bumper Aluminio iPhone 8/8plus + Vidrio ,135,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-428113673-case-funda-protector-bumper-aluminio-iphone-88plus-vidrio-_JM#position=44&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#428113673,Apple,NA,NA,NA,NA,NA
95, Protector Bumper Case Funda 360 Para iPhone 6 7 8 X Max ,35,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LINESSTORE,https://articulo.mercadolibre.com.pe/MPE-435583388-protector-bumper-case-funda-360-para-iphone-6-7-8-x-max-_JM#position=45&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#435583388,Apple,NA,NA,NA,NA,NA
96, Funda Sobre Tirador iPhone 8 Plus Protector Carcasa Cuero ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546646-funda-sobre-tirador-iphone-8-plus-protector-carcasa-cuero-_JM#position=46&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#433546646,Apple,NA,NA,NA,NA,Cuero
97, Case Ring Grip iPhone 6s Plus 7 8 X Funda Con Soporte Aro ,20,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SIRENAPERU,https://articulo.mercadolibre.com.pe/MPE-437414354-case-ring-grip-iphone-6s-plus-7-8-x-funda-con-soporte-aro-_JM?searchVariation=41430370988#position=47&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#437414354,iPhone,NA,IPhone,IPhone,Iphone,IPhone
98, Case Funda Mercedes-benz De Fibra De Carbon iPhone 7 8 6 6s ,50,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-433054376-case-funda-mercedes-benz-de-fibra-de-carbon-iphone-7-8-6-6s-_JM#position=48&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#433054376,Apple,NA,NA,NA,NA,NA
99, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Alumini ,149,NA,0,21,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-434240404-funda-case-protector-todo-terreno-iphone-78plusx-alumini-_JM#position=49&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#434240404,Apple,NA,NA,NA,NA,NA
100, Funda Silicone iPhone 5/5s 6/6plus 7/7plus 8/8plus/x + Mica ,39,NA,6,94,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-430828279-funda-silicone-iphone-55s-66plus-77plus-88plusx-mica-_JM#position=50&type=item&tracking_id=cc4dac13-756c-47a3-906d-d00798869f24,NA,NA,NA,NA,NA,#430828279,Apple,NA,NA,NA,NA,NA
101, iPhone 7/ 8 Case Funda Cuero Genuino Ligero Apple ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432611672-iphone-7-8-case-funda-cuero-genuino-ligero-apple-_JM#position=1&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#432611672,Apple,NA,NA,Apple,NA,NA
102, Case Protector Funda Bumper Protector iPhone 7 / 8 Baseus ,45,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426740775-case-protector-funda-bumper-protector-iphone-7-8-baseus-_JM#position=2&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#426740775,NA,NA,NA,NA,NA,NA
103, Apple iPhone 8 Funda Otterbox Armor Estuche Case Protector ,99,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435062301-apple-iphone-8-funda-otterbox-armor-estuche-case-protector-_JM#position=3&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#435062301,Apple,NA,NA,Apple,NA,Silicona
104, iPhone 7/8 Case Funda Bmw De Cuero Genuino Original ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432279602-iphone-78-case-funda-bmw-de-cuero-genuino-original-_JM#position=4&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#432279602,Apple,NA,NA,NA,NA,NA
105, iPhone 7/8 6 6s Case Funda Ferrari De Fibra De Carbono ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432279652-iphone-78-6-6s-case-funda-ferrari-de-fibra-de-carbono-_JM#position=5&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#432279652,Apple,NA,NA,NA,NA,NA
106, iPhone 7 8 De 4.7 Case Funda Protector Supcase Pro Extrema ,149,NA,7,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-421401982-iphone-7-8-de-47-case-funda-protector-supcase-pro-extrema-_JM#position=6&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#421401982,Apple,NA,NA,NA,NA,NA
107," Case Funda Silicona iPhone 6, 7, 8, X, Plus ",15,NA,54,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2,1,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-433067982-case-funda-silicona-iphone-6-7-8-x-plus-_JM#position=7&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,0,0,0,1,0,#433067982,Apple,NA,NA,NA,NA,NA
108, Case Bumpers Fundas iPhone 8 Y 8 Plus ,19,NA,2,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JARRIETAA,https://articulo.mercadolibre.com.pe/MPE-426642181-case-bumpers-fundas-iphone-8-y-8-plus-_JM#position=8&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#426642181,Apple,NA,NA,NA,NA,NA
109, Case Funda Elegante De Cristal Con Marca Logo iPhone 8 Plus ,58,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436889203-case-funda-elegante-de-cristal-con-marca-logo-iphone-8-plus-_JM#position=9&type=item&tracking_id=5650afeb-05c8-4636-890d-736aba6a37ff,NA,NA,NA,NA,NA,#436889203,Apple,NA,NA,NA,NA,NA
