search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
276, Audífonos Bluetooth Bluedio Tn T Energy ,74,NA,6,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/IMPORTACIONES+STA.L,https://articulo.mercadolibre.com.pe/MPE-433057356-audifonos-bluetooth-bluedio-tn-t-energy-_JM,0,1,0,0,0,#433057356,NA,Bluedio,NA
277, Audifonos Jbl Bluetooth Sport Endurance Sprint Impermeables ,189,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432337209-audifonos-jbl-bluetooth-sport-endurance-sprint-impermeables-_JM,NA,NA,NA,NA,NA,#432337209,Endurance,JBL E25BT,NA
278, Audifonos Bluetooth Hbs-730 Música Y Llamadas ,27,NA,6,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALEPRODUCTS,https://articulo.mercadolibre.com.pe/MPE-430649470-audifonos-bluetooth-hbs-730-musica-y-llamadas-_JM,NA,NA,NA,NA,NA,#430649470,NA,NA,NA
279, Gratis!!! Audífono Sony Wi-c400 Bluetooth 4.2 Con Nfc ,189,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434260126-gratis-audifono-sony-wi-c400-bluetooth-42-con-nfc-_JM,1,0,0,0,0,#434260126,WI-C400,Sony,Neckband
280, Audifono Bluetooth Handsfree Deportivo Radio Fm Micro Sd S9 ,42,NA,5,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LILI+LIJOV2017,https://articulo.mercadolibre.com.pe/MPE-426333161-audifono-bluetooth-handsfree-deportivo-radio-fm-micro-sd-s9-_JM,NA,NA,NA,NA,NA,#426333161,NA,NA,NA
281, Audífonos Bluetooth Xiaomi Neckband Lyxqej01jy (sport Meizu) ,194,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANBERROCALL,https://articulo.mercadolibre.com.pe/MPE-436469452-audifonos-bluetooth-xiaomi-neckband-lyxqej01jy-sport-meizu-_JM,NA,NA,NA,NA,NA,#436469452,NA,NA,NA
282, Philips Audifonos Bluetooth Supraurales Bass + Shb-3075 ,169,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432338909-philips-audifonos-bluetooth-supraurales-bass-shb-3075-_JM,NA,NA,NA,NA,NA,#432338909,NA,Philips SHB3075,NA
283, Audifonos I7s Bluetooth Hoklan Agregar A Favoritos ,50,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DAKSHOP,https://articulo.mercadolibre.com.pe/MPE-435202858-audifonos-i7s-bluetooth-hoklan-agregar-a-favoritos-_JM,NA,NA,NA,NA,NA,#435202858,NA,NA,NA
284, I7 Audifono Bluetooth Twin Con Cargador Portatil ,55,NA,4,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DETALLES-Y-MAS,https://articulo.mercadolibre.com.pe/MPE-431416869-i7-audifono-bluetooth-twin-con-cargador-portatil-_JM,NA,NA,NA,NA,NA,#431416869,NA,NA,NA
285, P Audífono Bluetooth Samsung Level Active Resiste Agua Sudor ,225,NA,2,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426243658-p-audifono-bluetooth-samsung-level-active-resiste-agua-sudor-_JM,NA,NA,NA,NA,NA,#426243658,Active,Samsung,NA
286, Audifonos Manos Libres Sports Headset Bluetooth V4.1 ,35,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SSYST,https://articulo.mercadolibre.com.pe/MPE-433447571-audifonos-manos-libres-sports-headset-bluetooth-v41-_JM,NA,NA,NA,NA,NA,#433447571,NA,NA,NA
287, Audífonos Jbl T110 Bluetooth Originales  ,160,NA,1,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMQU8972250,https://articulo.mercadolibre.com.pe/MPE-434182298-audifonos-jbl-t110-bluetooth-originales-_JM,NA,NA,NA,NA,NA,#434182298,T110,JBL,NA
288, Audifonos Xiaomi Bluetooth Youth Sports 2018 ,89,NA,7,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIPASC,https://articulo.mercadolibre.com.pe/MPE-434629704-audifonos-xiaomi-bluetooth-youth-sports-2018-_JM,NA,NA,NA,NA,NA,#434629704,NA,Xiaomi,NA
289," Audifono Ewtto Con Bluetooth,micro,sd,por Mayor(leer Rangos) ",34,NA,5,95,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-427263494-audifono-ewtto-con-bluetoothmicrosdpor-mayorleer-rangos-_JM,NA,NA,NA,NA,NA,#427263494,NA,Ewtto,NA
290, Audifonos Jbl Duet Mini2 Bluetooth 4.1 Metal Pure Bass ,199,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434111186-audifonos-jbl-duet-mini2-bluetooth-41-metal-pure-bass-_JM,NA,NA,NA,NA,NA,#434111186,NA,JBL Duet Mini,NA
291, Gratis!!! Audífono Bluetooth Samsung U Flex Resiste ,265,NA,1,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434141289-gratis-audifono-bluetooth-samsung-u-flex-resiste-_JM,1,0,0,0,0,#434141289,U Flex,Samsung,NA
292, Audífono Bluetooth Modelo S530 Llamada Y Música ,19,NA,13,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JENNIFERROCCA,https://articulo.mercadolibre.com.pe/MPE-428078227-audifono-bluetooth-modelo-s530-llamada-y-musica-_JM,NA,NA,NA,NA,NA,#428078227,NA,NA,NA
293, Audifonos Inalámbricos Bluetooth Syllable D900 Mini Original ,125,NA,125,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/IMPORTACIONES+FLYTEC,https://articulo.mercadolibre.com.pe/MPE-424099926-audifonos-inalambricos-bluetooth-syllable-d900-mini-original-_JM,2,0,0,0,0,#424099926,D900mini,Syllable,NA
294, Audífonos Bluetooth Motorola Pulse Escape 10horas ,144,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-430806905-audifonos-bluetooth-motorola-pulse-escape-10horas-_JM,12,3,0,0,0,#430806905,Pulse Escape,Motorola,Over-ear
295, Bluetooth S9 Handsfree Stereo Universal Auricular Audifonos ,33,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WILSONFERMINCASTAEDARODRIGU,https://articulo.mercadolibre.com.pe/MPE-422687825-bluetooth-s9-handsfree-stereo-universal-auricular-audifonos-_JM,NA,NA,NA,NA,NA,#422687825,NA,NA,NA
296, Audifonos Bluetooth Skullcandy Method Sport Supreme Sound ,189,209,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305507-audifonos-bluetooth-skullcandy-method-sport-supreme-sound-_JM,NA,NA,NA,NA,NA,#434305507,Method,Skullcandy,NA
297, Audifonos Bluetooth Klip Xtreme Microfono Khs-620bk Fury ,59,NA,2,9,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODISTAR.PE,https://articulo.mercadolibre.com.pe/MPE-427878847-audifonos-bluetooth-klip-xtreme-microfono-khs-620bk-fury-_JM,NA,NA,NA,NA,NA,#427878847,NA,NA,NA
298, Audífonos Awei T8 Tws Bluetooth Inhalambricos iPhone Android ,199,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SANTOFA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-434184932-audifonos-awei-t8-tws-bluetooth-inhalambricos-iphone-android-_JM,NA,NA,NA,NA,NA,#434184932,NA,Awei,NA
299, Jbl E25bt Audífonos Bluetooth Original Todos Colores Tienda ,209,NA,1,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432936954-jbl-e25bt-audifonos-bluetooth-original-todos-colores-tienda-_JM,NA,NA,NA,NA,NA,#432936954,E25BT,JBL,NA
300, Audifonos I7s Plus Bluetooth 4.2 Inalambricos Apple Android ,37,NA,3,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRENZO007,https://articulo.mercadolibre.com.pe/MPE-434657510-audifonos-i7s-plus-bluetooth-42-inalambricos-apple-android-_JM,NA,NA,NA,NA,NA,#434657510,NA,Apple,NA
301, Audifono V8s Bluetooth Nuevo Handsfree Con Envío Gratis ,69,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MI.GADGET,https://articulo.mercadolibre.com.pe/MPE-430054938-audifono-v8s-bluetooth-nuevo-handsfree-con-envio-gratis-_JM,NA,NA,NA,NA,NA,#430054938,V8s,V8s,NA
302, Mini I9 Audífonos Bluetooth Diseño AirPods ,110,NA,556,90,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,15,http://perfil.mercadolibre.com.pe/IMPORTACIONES+YUI,https://articulo.mercadolibre.com.pe/MPE-430492262-mini-i9-audifonos-bluetooth-diseno-airpods-_JM,14,1,0,0,0,#430492262,NA,NA,NA
303, Audifonos Bt850 Bluetooh Mano Libre Wireless Earphones Nuevo ,49,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LATINO+ESPIA,https://articulo.mercadolibre.com.pe/MPE-431768823-audifonos-bt850-bluetooh-mano-libre-wireless-earphones-nuevo-_JM,NA,NA,NA,NA,NA,#431768823,NA,NA,NA
304, Audífonos Bluetooth E1c Tipo AirPods Sin Cables Stereo Rojo ,49,NA,2,898,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433207017-audifonos-bluetooth-e1c-tipo-airpods-sin-cables-stereo-rojo-_JM,NA,NA,NA,NA,NA,#433207017,NA,Beneve,NA
305," Transmisor Bluetooth Para Tv, Audifonos, Laptop, Pc ",37,NA,2,123,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUWITROX,https://articulo.mercadolibre.com.pe/MPE-436419251-transmisor-bluetooth-para-tv-audifonos-laptop-pc-_JM,NA,NA,NA,NA,NA,#436419251,NA,NA,NA
306, Gratis!!! Audífono Bluetooth Philips Shb3060 Powerful Bass ,139,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434121330-gratis-audifono-bluetooth-philips-shb3060-powerful-bass-_JM,NA,NA,NA,NA,NA,#434121330,SHB3060,Philips,Over-ear
307, Audifonos Bluetooth I9s Tws+3 Accesorios A Un Super Precio!! ,79,NA,4,6,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEDUSA+CHILLSTORE,https://articulo.mercadolibre.com.pe/MPE-435088665-audifonos-bluetooth-i9s-tws3-accesorios-a-un-super-precio-_JM,NA,NA,NA,NA,NA,#435088665,NA,NA,NA
308, Tienda - Audífono Qcy Qs1 Tws Inalámbrico Bluetooth - Hosal ,95,NA,45,55,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+HOSAL,https://articulo.mercadolibre.com.pe/MPE-436729250-tienda-audifono-qcy-qs1-tws-inalambrico-bluetooth-hosal-_JM,NA,NA,NA,NA,NA,#436729250,NA,QCY,NA
309, Audífono Samsung Bluetooth 4.1 Level U Pro Deportivo - Negro ,349,NA,1,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ACCESORIESSTORE+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-433074331-audifono-samsung-bluetooth-41-level-u-pro-deportivo-negro-_JM,NA,NA,NA,NA,NA,#433074331,NA,Samsung,NA
310, Audifonos Bluetooth I9stws Androidapple Cargador Inalambrico ,77,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGADEALSHOP,https://articulo.mercadolibre.com.pe/MPE-432631284-audifonos-bluetooth-i9stws-androidapple-cargador-inalambrico-_JM,NA,NA,NA,NA,NA,#432631284,NA,NA,NA
311, Audífonos Bluetooth E1c Tipo AirPods Sin Cables Stereo Azul ,49,NA,1,899,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433206977-audifonos-bluetooth-e1c-tipo-airpods-sin-cables-stereo-azul-_JM,NA,NA,NA,NA,NA,#433206977,NA,beneve,NA
312, Audifonos Ewtoo Bluetooth Et-a4260b Aux Sd Radio ,42,NA,7,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIZANDROAN,https://articulo.mercadolibre.com.pe/MPE-423677900-audifonos-ewtoo-bluetooth-et-a4260b-aux-sd-radio-_JM,NA,NA,NA,NA,NA,#423677900,NA,NA,NA
313, Audifonos Handsfree Acuaticos Motorola Bluetooth Wireless Ip ,248,NA,1,998,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-429072078-audifonos-handsfree-acuaticos-motorola-bluetooth-wireless-ip-_JM,NA,NA,NA,NA,NA,#429072078,NA,Motorola,NA
314, Audífonos AirPods I10 Bluetooth 5.0 Tws Tactil Carga Rapida ,100,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITIEDUXD,https://articulo.mercadolibre.com.pe/MPE-436494037-audifonos-airpods-i10-bluetooth-50-tws-tactil-carga-rapida-_JM,NA,NA,NA,NA,NA,#436494037,NA,NA,NA
315, Audifonos Bluetooth Panasonic Rp-nj300b Premium ,139,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+DACSA,https://articulo.mercadolibre.com.pe/MPE-436577859-audifonos-bluetooth-panasonic-rp-nj300b-premium-_JM,NA,NA,NA,NA,NA,#436577859,NA,Panasonic,NA
316, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,100,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LEJH6752873,https://articulo.mercadolibre.com.pe/MPE-436414606-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM,NA,NA,NA,NA,NA,#436414606,NA,Xiaomi,NA
317," Audifonos Bluetooth Deportivos, Musica, Contesta Llamadas ",29,NA,8,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CLARO+CHIP,https://articulo.mercadolibre.com.pe/MPE-424027917-audifonos-bluetooth-deportivos-musica-contesta-llamadas-_JM,NA,NA,NA,NA,NA,#424027917,NA,NA,NA
318, Audifonos Skullcandy Smokin Buds 2 Bluetooth Supreme Sound ,184,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305572-audifonos-skullcandy-smokin-buds-2-bluetooth-supreme-sound-_JM,NA,NA,NA,NA,NA,#434305572,Smokin' Buds 2,Skullcandy,NA
319, Gratis!!! Audífono Lg Hbs-510 Tone+ Triumph Bluetooth 4.1 ,164,NA,2,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434091746-gratis-audifono-lg-hbs-510-tone-triumph-bluetooth-41-_JM,NA,NA,NA,NA,NA,#434091746,NA,LG,NA
320, Audifonos Huawei Sport Bluetooth Am61 Heanphones Originales ,179,NA,9,39,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.pe/NABYSSHOPPER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-432508775-audifonos-huawei-sport-bluetooth-am61-heanphones-originales-_JM,3,0,1,0,0,#432508775,NA,Huawei,NA
321, Auriculares Originales Xiaomi Mi Lyej02lm Bluetooth-negro ,59,NA,9,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEW_AMERICA_STORE,https://articulo.mercadolibre.com.pe/MPE-430715624-auriculares-originales-xiaomi-mi-lyej02lm-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#430715624,NA,Xiaomi,NA
322, Audifonos Inalámbricos Bluetooth X12 Pro Sabbat Alta Gama ,255,NA,1,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434247948-audifonos-inalambricos-bluetooth-x12-pro-sabbat-alta-gama-_JM,NA,NA,NA,NA,NA,#434247948,NA,NA,NA
323, Audifonos Ewtto Bluetooth Et-a4662b Exelentes ,42,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIZANDRIAN15,https://articulo.mercadolibre.com.pe/MPE-428214070-audifonos-ewtto-bluetooth-et-a4662b-exelentes-_JM,NA,NA,NA,NA,NA,#428214070,NA,Ewtto,NA
324, Audifonos Motorola Hands Free Wireless Bluetooth Hk115 ,59,NA,1,49,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434107589-audifonos-motorola-hands-free-wireless-bluetooth-hk115-_JM,NA,NA,NA,NA,NA,#434107589,HK115,Motorola,Clip-ear
325, Audífonos Bluetooth Ewtto Super Bass Et- A4144b ,22,NA,1,299,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOBESIMPORT,https://articulo.mercadolibre.com.pe/MPE-435790682-audifonos-bluetooth-ewtto-super-bass-et-a4144b-_JM,NA,NA,NA,NA,NA,#435790682,NA,Ewtto,NA
326, Audífonos Bluetooth Plextone Bx343 Envío Internacional! ,109,NA,1,64,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PKIMPORTS+TIENDAVIRTUAL,https://articulo.mercadolibre.com.pe/MPE-432343154-audifonos-bluetooth-plextone-bx343-envio-internacional-_JM,NA,NA,NA,NA,NA,#432343154,NA,NA,NA
327, Audifonos Panasonic Bluetooth Wireless 20hrs - Hf400 ,159,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436061188-audifonos-panasonic-bluetooth-wireless-20hrs-hf400-_JM,NA,NA,NA,NA,NA,#436061188,NA,Panasonic,NA
328, Gratis!!! Audífono Motorola Hk275 Bluetooth Resistente Agua ,135,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435456305-gratis-audifono-motorola-hk275-bluetooth-resistente-agua-_JM,NA,NA,NA,NA,NA,#435456305,HK275,Motorola,Clip-ear
329," Audifono, Mini 503, Bluetooth, Music, Estereo ",44,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-432563172-audifono-mini-503-bluetooth-music-estereo-_JM,NA,NA,NA,NA,NA,#432563172,NA,NA,NA
330, Audífonos Bluetooth Tws Deportivos Estéreo ,89,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-434855126-audifonos-bluetooth-tws-deportivos-estereo-_JM,NA,NA,NA,NA,NA,#434855126,T12,Samload,In-ear
331, Audifonos Bluedio Turbine T3 - Bluetooth Llamadas- Metalico ,159,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACHOACCESORIOS.COM,https://articulo.mercadolibre.com.pe/MPE-422511834-audifonos-bluedio-turbine-t3-bluetooth-llamadas-metalico-_JM,NA,NA,NA,NA,NA,#422511834,NA,Bluedio,NA
332, G-mobile - Auricular Bluetooth 3.0 Negro ,79,NA,10,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-430594728-g-mobile-auricular-bluetooth-30-negro-_JM,NA,NA,NA,NA,NA,#430594728,NA,NA,NA
333, Mini Audífono Bluetooth - 10 Horas De Batería ,60,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LINEA+DE_OFERTAS,https://articulo.mercadolibre.com.pe/MPE-434950045-mini-audifono-bluetooth-10-horas-de-bateria-_JM,NA,NA,NA,NA,NA,#434950045,NA,NA,NA
334, Audifonos Bluetooth Motorola Pulse Escape ,139,NA,1,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-435632702-audifonos-bluetooth-motorola-pulse-escape-_JM,12,3,0,0,0,#435632702,Pulse Escape,Motorola,Over-ear
335, Audifonos Bluetooth St3 Wireless Con Radio Fm Y Micro Sd ,47,NA,3,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTASONLINEJHALUJE,https://articulo.mercadolibre.com.pe/MPE-423874512-audifonos-bluetooth-st3-wireless-con-radio-fm-y-micro-sd-_JM,NA,NA,NA,NA,NA,#423874512,NA,NA,NA
336, Lentes De Sol + Audífonos Con Conexión Bluetooth ,65,NA,6,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BUFFALOS+TECHNOLOGY,https://articulo.mercadolibre.com.pe/MPE-434266638-lentes-de-sol-audifonos-con-conexion-bluetooth-_JM,NA,NA,NA,NA,NA,#434266638,NA,NA,NA
337, Audifonos I12 Tws Bluetooth Blanco ,110,NA,1,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISPINKI,https://articulo.mercadolibre.com.pe/MPE-437009621-audifonos-i12-tws-bluetooth-blanco-_JM,NA,NA,NA,NA,NA,#437009621,NA,NA,NA
338, Audífono Awei A840bl Bluetooth Inalámbrico ,70,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITIEDUXD,https://articulo.mercadolibre.com.pe/MPE-432494568-audifono-awei-a840bl-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#432494568,NA,Awei,NA
339, Gratis!!! Audífono Motorola Verve Loop+ Bluetooth 4.1 ,154,NA,1,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434240043-gratis-audifono-motorola-verve-loop-bluetooth-41-_JM,1,0,0,0,0,#434240043,VerveLoop,Motorola,In-ear
340," S9 Sport Auriculares Audifono Bluetooth 4.0 Radio, Sd, Mp3 ",29,NA,2,198,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JERSON_MEZA,https://articulo.mercadolibre.com.pe/MPE-433635552-s9-sport-auriculares-audifono-bluetooth-40-radio-sd-mp3-_JM,NA,NA,NA,NA,NA,#433635552,NA,NA,NA
341, Audifono Mini S530 Bluetooth ,23,NA,9,92,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,1,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-432770985-audifono-mini-s530-bluetooth-_JM,0,0,1,0,0,#432770985,S530,NA,NA
342, Auricular/audifono Bluetooth Modelo V8s Negro ,74,NA,1,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-434095693-auricularaudifono-bluetooth-modelo-v8s-negro-_JM,NA,NA,NA,NA,NA,#434095693,NA,NA,NA
343," Auriculares Bluetooth Motorola Hk255 Súper Ligeros, Negro ",100,NA,8,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTASONLINEFREDY.COM,https://articulo.mercadolibre.com.pe/MPE-431678728-auriculares-bluetooth-motorola-hk255-super-ligeros-negro-_JM,NA,NA,NA,NA,NA,#431678728,HK255,Motorola,NA
344," Auriculares Estéreo Bluetooth Deportivos (negro, Blanco ",50,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LASER+IMPORT,https://articulo.mercadolibre.com.pe/MPE-421848414-auriculares-estereo-bluetooth-deportivos-negro-blanco-_JM,NA,NA,NA,NA,NA,#421848414,NA,NA,NA
