search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
121, Afeitadora Electrica Braun 3000bt 3 En 1 Wet & Dry 5 Peines ,4099,NA,4,10,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,29,https://perfil.mercadolibre.com.ar/AYJHOGAR,https://articulo.mercadolibre.com.ar/MLA-783115981-afeitadora-electrica-braun-3000bt-3-en-1-wet-dry-5-peines-_JM,22,5,1,0,0,#783115981,Braun,Series 3,3000bt,NA,NA,Batería,Flexibles,NA
122, Philips Oneblade Qp2510/10 Afeitadora + 2 Cuchillas Recambio ,1999,NA,78,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-734543755-philips-oneblade-qp251010-afeitadora-2-cuchillas-recambio-_JM,172,49,12,3,4,#734543755,Philips,OneBlade,QP2510/10,NA,30 M,Batería,NA,NA
123, Afeitadora Braun Series S3 Shave & Style 3000bt 3 En 1 ,3799,NA,11,14,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,29,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-694741090-afeitadora-braun-series-s3-shave-style-3000bt-3-en-1-_JM,22,5,1,0,0,#694741090,Braun,Serie 3,3000BT,NA,NA,Batería,NA,NA
124, Afeitadora One Blade + Repuesto Cuchilla ,1799,NA,81,25,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,67,https://perfil.mercadolibre.com.ar/FARMA+YA,https://articulo.mercadolibre.com.ar/MLA-733483395-afeitadora-one-blade-repuesto-cuchilla-_JM,53,9,1,2,2,#733483395,Philips,OneBlade,OneBlade,QP2520/20,30 minutos,NA,NA,NA
125, Cortabarba Philips Oneblade Pro Qp6510/20 ,2499,NA,60,45,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,248,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-723848582-cortabarba-philips-oneblade-pro-qp651020-_JM,158,66,18,3,3,#723848582,Philips,QP6510/20,QP6510/20,QP6510/20,60 minutos,NA,NA,NA
126, Cortabarba Philips Bt5502/15 40 Posiciones Inalambrica Ff ,2299,NA,6,16,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-790281661-cortabarba-philips-bt550215-40-posiciones-inalambrica-ff-_JM,NA,NA,NA,NA,NA,#790281661,Philips,Series 5000,Bt5502/15,BT5502/15,NA,Batería,Planos,NA
127, Repuesto Afeitadora Braun 40b Cooltec Foil Cuchillas Aleman ,2895,NA,26,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-664784908-repuesto-afeitadora-braun-40b-cooltec-foil-cuchillas-aleman-_JM,2,0,0,0,0,#664784908,Braun,CoolTec,40B,NA,NA,NA,Flexibles,NA
128, Afeitadora Inalambrica Eléctrica Braun 5030s Serie 5 ,6999,NA,16,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,33,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-763429807-afeitadora-inalambrica-electrica-braun-5030s-serie-5-_JM,27,4,2,0,0,#763429807,Braun,Electrica,5030S,5030s,50 minutos,220V,Pivotantes,NA
129, Afeitadora Philips Aquatouch S5070/02 Wet & Dry ,3599,NA,32,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,219,https://perfil.mercadolibre.com.ar/TRANS+S.R.L,https://articulo.mercadolibre.com.ar/MLA-745050158-afeitadora-philips-aquatouch-s507002-wet-dry-_JM,145,57,13,0,3,#745050158,Philips,AquaTouch,S5070/02,NA,40 min,NA,NA,NA
130, Recortador De Barba Afeitadora Philips Oneblade Qp2510/10 ,1199,NA,226,44,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/FARMACIALABOCA,https://articulo.mercadolibre.com.ar/MLA-724418508-recortador-de-barba-afeitadora-philips-oneblade-qp251010-_JM,172,49,12,3,4,#724418508,Philips,OneBlade,OneBlade QP2510,NA,Inalámbrica,Batería,NA,NA
131, Afeitadora Eléctrica Braun 3000bt Recargable 3 En 1 Lh ,3299,NA,19,3,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,29,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-784865344-afeitadora-electrica-braun-3000bt-recargable-3-en-1-lh-_JM,22,5,1,0,0,#784865344,Braun,Serie 3,3000BT,NA,NA,Batería,Removibles,NA
132, Repuestos Cuchillas Afeitadora Philips Oneblade Qp220/50 ,949,NA,26,5,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-785000530-repuestos-cuchillas-afeitadora-philips-oneblade-qp22050-_JM,NA,NA,NA,NA,NA,#785000530,Philips,OneBlade,Qp220/50,NA,NA,NA,Planos,NA
133, Ducati Imetec Corta Barba Gk 808 Circuit Afeitadora + Acc ,2455,2889,5,4,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIALELOIR,https://articulo.mercadolibre.com.ar/MLA-760267405-ducati-imetec-corta-barba-gk-808-circuit-afeitadora-acc-_JM,NA,NA,NA,NA,NA,#760267405,Imetec,Ducati,GK 808,NA,60 minutos,Corriente directa,NA,NA
134, Kit Afeitadora 5 En 1 Corta Barba Nariz Axila Cabello Bigote ,798,1316,206,10,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,19,https://perfil.mercadolibre.com.ar/PLANETAZENOK,https://articulo.mercadolibre.com.ar/MLA-607959914-kit-afeitadora-5-en-1-corta-barba-nariz-axila-cabello-bigote-_JM,10,4,4,0,1,#607959914,TOUCHBeauty,Top,TB0868BBLU,NA,NA,Pilas,Intercambiables,NA
135, Afeitadora Philips S1030/04 Aquatouch ,1599,NA,319,15,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,NA,https://articulo.mercadolibre.com.ar/MLA-760407732-afeitadora-philips-s103004-aquatouch-_JM,370,122,37,13,9,#760407732,Philips,AquaTouch,S1030/04,NA,NA,Batería,NA,NA
136, Multigroom Philips Mg7715/15 ,2799,NA,60,34,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-714595273-multigroom-philips-mg771515-_JM,NA,NA,NA,NA,NA,#714595273,Philips,Mg7715/15,MG7715/15,MG7715/15,120 minutos,NA,NA,NA
137, Afeitadora Corporal Philips Bodygroom Bg1024/10 Tio Musa ,1399,NA,148,6,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,48,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-669263635-afeitadora-corporal-philips-bodygroom-bg102410-tio-musa-_JM,29,12,3,2,1,#669263635,Philips,Series 1000,BG1024/10,BG1024/10,90,220V,Planos,NA
138, Remington Pr1342 Power Series Aq9 Cabezal De Titanio Bateria ,1299,1899,21,3,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-785317515-remington-pr1342-power-series-aq9-cabezal-de-titanio-bateria-_JM,NA,NA,NA,NA,NA,#785317515,Remington,POWER SERIES AQ9,PR1342,NA,NA,220,Giratorios,NA
139, Afeitadora Corporal Philips Bodygroom Bg1024/10 Wet Ducha ,1499,NA,23,6,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,48,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-766946175-afeitadora-corporal-philips-bodygroom-bg102410-wet-ducha-_JM,29,12,3,2,1,#766946175,Philips,Serie 1000,Bg1024/10,BG1024/10,90 M,220v,NA,NA
140, Afeitadora Inalámbrica Philips S1520/42 Recargable Ff ,3199,NA,4,6,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,3,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-775369056-afeitadora-inalambrica-philips-s152042-recargable-ff-_JM,1,1,0,0,0,#775369056,Philips,s,S1520/02,NA,45 min.,Batería,Giratorios,NA
141, Cortabarba Philips Oneblade Qp2521/10 Seco/humedo Tio Musa ,1499,NA,239,9,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-722759155-cortabarba-philips-oneblade-qp252110-secohumedo-tio-musa-_JM,675,159,43,9,13,#722759155,Philips,OneBlade,QP2521/10,QP2521/10,45,220V,NA,NA
142, Afeitadora Philips Aquatouch S1030/04 Uso En Seco/mojado ,2159,NA,28,3,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-732385067-afeitadora-philips-aquatouch-s103004-uso-en-secomojado-_JM,370,122,37,13,9,#732385067,Philips,AquaTouch,S1030/04,NA,40,NA,NA,NA
143, Afeitadora Profesional Profoil Lithium Shaver Andis ,7356,NA,15,4,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/BELLEZA-PRO,https://articulo.mercadolibre.com.ar/MLA-749307089-afeitadora-profesional-profoil-lithium-shaver-andis-_JM,1,0,0,0,0,#749307089,Andis,ProFoil,ProFoil Lithium,NA,NA,220v/Bateria,NA,NA
144, Afeitadora Inalambrica Philips Aquatouch S1030/04 Tio Musa ,1599,NA,172,6,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-722922740-afeitadora-inalambrica-philips-aquatouch-s103004-tio-musa-_JM,370,122,37,13,9,#722922740,Philips,AquaTouch,S1030/04,S1030/04,45,220V,Giratorios,NA
145, Afeitadora Depilador De Espalda Cortapelo Hombre Para Cuerpo ,598,NA,39,8611,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/TIENDA+GEKO,https://articulo.mercadolibre.com.ar/MLA-711983063-afeitadora-depilador-de-espalda-cortapelo-hombre-para-cuerpo-_JM,1,2,0,0,0,#711983063,Genérico,CORPORAL ESPALDA,AFEITADOR,NA,NA,NA,Planos,NA
146, Afeitadora Aquatouch Uso En Seco Recargable Philips ,1599,NA,NA,25,12 cuotas,NA,NA,Retiro gratis en local de Megatone,NA,NA,4.5,551,https://perfil.mercadolibre.com.ar/MEGATONE?brandId=82,https://articulo.mercadolibre.com.ar/MLA-759444674-afeitadora-aquatouch-uso-en-seco-recargable-philips-_JM,370,122,37,13,9,#759444674,Philips,AquaTouch,S1030/04,S1030/04,NA,Eléctrica,Cabezales flex en 3 direcciones,NA
147, Maquina Afeitar Afeitadora Electrica Profesional Wahl Finale ,5899,NA,22,35,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/SELLER.PRO,https://articulo.mercadolibre.com.ar/MLA-751603422-maquina-afeitar-afeitadora-electrica-profesional-wahl-finale-_JM,29,12,4,1,1,#751603422,Wahl,5 stars,Finale,NA,80 minutos,Batería,NA,165 g
148, Maquina Afeitadora Profesional Foil Fx02 Babylisspro ,6990,7690,19,981,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/-LASMARGARITAS-?brandId=100,https://articulo.mercadolibre.com.ar/MLA-752912701-maquina-afeitadora-profesional-foil-fx02-babylisspro-_JM,0,1,0,0,0,#752912701,BaBylissPRO,FX,FOILFX02,NA,3 horas,Batería,Ergónomicos,NA
149, Afeitadora Electrica Maquina De Afeitar Recargable ,1490,NA,17,83,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,24,https://perfil.mercadolibre.com.ar/FIXIT+CELULARES,https://articulo.mercadolibre.com.ar/MLA-785628449-afeitadora-electrica-maquina-de-afeitar-recargable-_JM,13,5,3,0,2,#785628449,Winco,NA,W-812,NA,NA,Recargable,NA,NA
150, Afeitadora Braun 130 Serie 1 Smart Foil Cabezal Lavable ,1699,NA,50,49,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,20,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-619583481-afeitadora-braun-130-serie-1-smart-foil-cabezal-lavable-_JM,12,3,3,0,2,#619583481,Braun,Series 1,130 Serie 1,130s,60 minutos,Batería,Pivotantes,NA
151, Bodygroom Philips Bg3005/15 ,1999,NA,25,47,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.5,58,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-725231750-bodygroom-philips-bg300515-_JM,34,17,5,1,0,#725231750,Philips,Series 3000,BG3005/15,BG3005/15,40 minutos,NA,NA,NA
152, Repuesto Afeitadora Braun 92s 92b Serie 9 Foil 9240s Aleman ,3999,NA,11,9,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,26,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-744819165-repuesto-afeitadora-braun-92s-92b-serie-9-foil-9240s-aleman-_JM,19,5,2,0,0,#744819165,Braun,Series 9,92S/92B,NA,NA,NA,Flexibles,NA
153, Philips Cortabarba Beardtrimmer Bt3206/14 ,1090,NA,22,78,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/NETFULL+OK,https://articulo.mercadolibre.com.ar/MLA-757902219-philips-cortabarba-beardtrimmer-bt320614-_JM,31,14,2,0,0,#757902219,Philips,Series 3000,BT3206/14,BT3206/14,45,NA,NA,NA
154, Trimmer Masculino Philips Nt-3160-10 ,1099,NA,49,14,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-636832341-trimmer-masculino-philips-nt-3160-10-_JM,NA,NA,NA,NA,NA,#636832341,Philips,Nt-3160-10,NT3160/10,NA,NA,NA,NA,NA
155, Cortabarba Electrico Philips Carga Usb Bt1209/15 2 Peines ,999,NA,245,183,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,62,https://perfil.mercadolibre.com.ar/TECH_SOURCE,https://articulo.mercadolibre.com.ar/MLA-651653753-cortabarba-electrico-philips-carga-usb-bt120915-2-peines-_JM,39,19,3,0,1,#651653753,Philips,Series 1000,BT1209/15,BT1209/15,NA,USB,NA,NA
156, Cortabarba Multigroom Philips Mg7730/15 16 En 1 Tio Musa ,3099,NA,161,4,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,12,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-722184077-cortabarba-multigroom-philips-mg773015-16-en-1-tio-musa-_JM,10,1,1,0,0,#722184077,Philips,Series 7000,MG7730/15,MG7730/15,120,220V,NA,NA
157, Afeitadora Corporal Gama Gr500 Body Groomer Inalambrica ,2335,NA,51,52,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,36,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-611368864-afeitadora-corporal-gama-gr500-body-groomer-inalambrica-_JM,20,10,4,1,1,#611368864,GA.MA Italy,Gr500 Body Groomer,GR 500,NA,30 minutos,NA,NA,119 g
158, Set De Afeitado Multifunción Braun 9 En 1 Braun Mgk3080 ,2299,NA,2,29,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/RADARLP,https://articulo.mercadolibre.com.ar/MLA-799992521-set-de-afeitado-multifuncion-braun-9-en-1-braun-mgk3080-_JM,NA,NA,NA,NA,NA,#799992521,Braun,Multigroom Kit,MGK3080,NA,60 m,Batería,Ergónomicos,NA
159, Repuesto P/ Afeitadora Braun 10b 20b Serie 1 190 Cruzer 3/5 ,1199,NA,34,15,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,13,https://perfil.mercadolibre.com.ar/AUGUSTOBRI,https://articulo.mercadolibre.com.ar/MLA-792400140-repuesto-p-afeitadora-braun-10b-20b-serie-1-190-cruzer-35-_JM,8,5,0,0,0,#792400140,Alternativa,Braun,10B 20B 20S,NA,NA,NA,NA,NA
160, Cortabarba Philips Bt-5200-15 ,2499,NA,127,16,12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,4.6,110,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-654080593-cortabarba-philips-bt-5200-15-_JM,75,31,4,0,0,#654080593,Philips,Bt-5200-15,BT5200/15,BT5200/15,60 minutos,NA,NA,NA
161, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,345,NA,65,934,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/01ENLINEA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=QUYR9OzPJ4IQoeSnUhJhEUNj6dcAARLNGHEpHHYtkOjDMKHq%2Bwi%2FvdZKDduYiJB5gGVetaLM4%2BLfupylMktQytSIWfhmwNvdnzULwaI9A6lbhsGPplC8ykFIK7YNQ15Wgy42kKtPgFeeeBWPymZCG%2Fwp5DMVWc5%2F9xLQ3F7QCTyjYe6KbGBMUPsCBmwMiBEjEW%2BLZPS3XVLkHkzv%2BjTLs1LLRIJF9o0jprs9kfo5IlqacxppkmeZdhOujOgvrbYrSL1oPqKccxow3arpsCk2GDxmMqh%2FjFjUxr45AUWeTzr5q6OvDN6gmitkvHV7pN34jyeVg4FqzB6GylKGGvfknY60Xf1I6xHh52wvr3BAVMYCC7sYNwg%2Fp03A75l%2F%2BCmJKSyokj0Zjkx%2BUL5OolUysYrQ1kXlvY5kkX2h7x4kmGCSRVIZYR95ycWIACoH3LL4BfQBv5N6zjbu6JrNCqBgoeo83tglgVjxkUiigQExckQ2%2F8vqsyq9k5uQRncroWRwLLLGW0Z5m38KyIuRI1LS56R5VofgbeRIMfVRV7E65XOztiErJf%2BCfr8vvaE8V%2BomQ2EWTQfoT2xQUX4mt9F1haNjBOuk8zcHe%2FUaLRaVdQdJjJ2buYMG%2BFTFOpPJQORmECKsSO2cR9LIctHAzskD%2FN2wArNNcFdOFr6cBL7R3TgN8Oe6yZD0GAE5FgYhAaI4DdLfqm1wC5AIlmBkMcP%2BlfOiRdfAqp7SCWOi4C6NdbTqnkpJTDKGA1kaKVrSNAmwdMzAzEnW9QmVt%2BSbr5JHMx5dZV7%2B%2F6oWnPXC5HwdY78zHUGVk%2FHljekmx1dGT2TvebpDAnIMco%2FU7aW3rgGNzATeKmG%2FmcrwxDNw%2FBkLZtXVadjW1%2Fn9JO7%2FUc5gbhLcZIVAFgY9sUOLh8XTzh%2B4LYDREKoNS%2FncnALByQkeH54CA75ZcEdFvL3Lj%2BV9AnhKoA5Qhdu5eNDKip3NMfHX1xrPBNDARIiDQEVpQq%2F4aXhn51vz6%2B%2FLW%2FIO7UkxjXaJl9E1OOf8GeevkBWzNuPVhSd3g%2F8WpPjDgE4lPrMbWlpFGX7SJH9yBEIuCP%2F4Uo70auLwnf7I03bUAOmThV0VP46ly7cXu5X1uS4Hd61jvBeKfpjq2MaCIm8dfDjn6fumUAyEy2pRgoUgmIb6JAX4grLL%2BhC6Awkspzu3VgGe1voPrFU0289YtnH%2B%2BIQ0adOe1%2B7IgMwxYuLR1Fe0mDWxdyswkQ3%2FIZZxv8wqv3wzN3cHtjFG3XOyPYb3sXGKxq4hbP0qZAna9sZFkv1YMalC%2FPsmnw0Z23cTmbmurCSyK5xvHxTzVS3MDExq92TLrLp4b95rm9Lk9TQuhc%2FeV0RSiPKjcGFeHoB4GYGptUY4Yqict0jwAV7F0f60VNhHP%2BkME8m9HJrCK1pZyz5Pj7ViYDCrm%2B38kA%2BgljYAHnFnd1r6VyqxUIBoLljlryqHySXVnnGBPQMlSQ4C8IaEHK%2B%2BpswK1QzM9urL%2B7wftRPmLvIqnHg6yCIvp316FaeDeMJXmAeL80euElUE4bETMgjHNoZzc6omD5eCGYKcANiCm4U00jRaNgd34IgIM6BBKvMwgpTNtGf9RD7ZE%2F6xNG4ZNTq70z4pVQYyyULs7QbtAXzZBQc%2B%2F0ZdpJMae%2BJo%2BHVS5WxXowpDOP7u4Ma8UQ6ksKY1%2B0ZZadMHUBEoMMuXAZxPpit8fpwAAt11K38SOWCcUV7AACi8dypBV14Gf%2FOHHoEVHaO8yYeNeCVED0R3j2fAscD%2FwZ0SqBh%2BBv5w654KvrQL8IswvlbtKU3PTeS9MjiJZUOPCpz4vYM%3D,2,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA
162, Cortabarba Philips 11 En 1 Mg5730/15 ,1999,NA,27,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TRANS+S.R.L,https://articulo.mercadolibre.com.ar/MLA-738016338-cortabarba-philips-11-en-1-mg573015-_JM,NA,NA,NA,NA,NA,#738016338,Philips,Multigroom,MG5730/15,MG5730/15,80 min,NA,NA,NA
163, Afeitadora En Seco Philips S1310/02 ,1810,NA,17,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/TRANS+S.R.L,https://articulo.mercadolibre.com.ar/MLA-737079020-afeitadora-en-seco-philips-s131002-_JM,34,16,5,2,0,#737079020,Philips,Shaver,S1310/02,S1310/02,35 min,NA,NA,NA
164, Afeitadora Rasuradora Trimmer Body Groomer Sport Gama Gr500 ,2099,NA,27,NA,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,36,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-692550056-afeitadora-rasuradora-trimmer-body-groomer-sport-gama-gr500-_JM,20,10,4,1,1,#692550056,GA.MA,NA,GR 500,NA,NA,NA,NA,NA
165, Afeitadora Braun 3000bt Serie3 3 En 1 Recargable Resist Agua ,4249,NA,61,11,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,29,https://perfil.mercadolibre.com.ar/DOMADORDEPRECIOS,https://articulo.mercadolibre.com.ar/MLA-630268634-afeitadora-braun-3000bt-serie3-3-en-1-recargable-resist-agua-_JM,22,5,1,0,0,#630268634,Braun,Serie3,3000BT,3000BT,45 minutos,Batería,NA,NA
166, Philips Oneblade Pro Qp6510/20 Recorta Afeita + 2 Repuestos ,3399,NA,15,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-786273832-philips-oneblade-pro-qp651020-recorta-afeita-2-repuestos-_JM,158,66,18,3,3,#786273832,Philips,OneBlade,QP6510/20,NA,NA,220v,Planos,NA
167, Afeitadora Hombre Gsh860 Inalambrica Gama ,1885,NA,NA,27,12 cuotas,NA,NA,Retiro gratis en local de Megatone,NA,NA,4.3,96,https://perfil.mercadolibre.com.ar/MEGATONE?brandId=82,https://articulo.mercadolibre.com.ar/MLA-761024584-afeitadora-hombre-gsh860-inalambrica-gama-_JM,47,34,13,2,0,#761024584,GA.MA Italy,NA,GSH 860,NA,50 min,NA,NA,144 g
168, Afeitadora Philips One Blade Qp2521/10 ,1799,NA,16,8,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/FARMA+YA,https://articulo.mercadolibre.com.ar/MLA-786473834-afeitadora-philips-one-blade-qp252110-_JM,675,159,43,9,13,#786473834,Philips,OneBlade,QP2521/10,QP2521/10,NA,Batería,Flexibles,NA
169, Set De Afeitado Multifunción Braun 9 En 1 Braun Mgk3080 ,2979,NA,32,8,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-763436365-set-de-afeitado-multifuncion-braun-9-en-1-braun-mgk3080-_JM,2,0,0,0,0,#763436365,Braun,Eléctrica,MGK3080,NA,60 minutos,220V,Planos,NA
170, Recortador De Barba Philips Oneblade Qp2510/10 Cuotas ,1341,NA,20,20,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,240,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-776904701-recortador-de-barba-philips-oneblade-qp251010-cuotas-_JM,172,49,12,3,4,#776904701,Philips,OneBlade,QP2510/10,NA,NA,220V,Planos,NA
171, Afeitadora Multifunción Braun Mg5050 Afeita Recorta Perfila ,2399,NA,47,7,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,13,https://perfil.mercadolibre.com.ar/TIOMUSA,https://articulo.mercadolibre.com.ar/MLA-692368959-afeitadora-multifuncion-braun-mg5050-afeita-recorta-perfila-_JM,10,2,1,0,0,#692368959,Braun,Multigrommer,MG5050,NA,45,220V,Planos,NA
