search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Potência de saída (RMS),Tipos de alto-falante,Quantidade de alto-falantes,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Conectores de entrada,Peso,Resposta mínima em frequência,Resposta máxima em frequência,Distorção,Voltagem,Largura,Profundidade,Altura,Cor
423, Kit Caixa Forte Triton Personalizada Casa Fonte E Taramps ,829,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(49 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6916
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,183,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166274421-caixa-amplificada-multi-connect-bateria-500w-rms-amvox-_JM#position=2&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,128,31,14,4,6,#1166274421,Amvox,NA,ACA 501,500 W,NA,NA,NA,NA,Caixa,NA,USB,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,NA
424, Caixa Ativa 8 Bluetooth Master Voice Bateria + Microfone Mv8 ,729,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(9987 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6075
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OESTESOM,https://produto.mercadolivre.com.br/MLB-1080488561-kit-caixa-forte-triton-personalizada-casa-fonte-e-taramps-_JM#position=3&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#1080488561,OESTESOM,NA,CAIXA BLUETOOTH,NA,12,NA,NA,NA,12,NA,NA,600 kg,NA,NA,0.05 %,NA,49 mm,121 mm,138 mm,NA
425, Caixa Som Sony Srs-xb21 Bluetooth Auxiliar Com Microfone ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(75 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1998
		
		 sem juros
		
	

	
		",98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM3,https://produto.mercadolivre.com.br/MLB-763775247-caixa-ativa-8-bluetooth-master-voice-bateria-microfone-mv8-_JM#position=4&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#763775247,Master Voice,NA,MV-08,NA,Não se aplica,NA,NA,NA,NA,NA,Auxiliar,2.7 kg,NA,NA,NA,NA,NA,NA,NA,NA
426, Mini Speaker Marshall Kilburn Cream ,479,NA,"
			
				Novo
			
			
				
					 - 
				
				39
				vendidos
			
		",(990 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3999
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,71,https://perfil.mercadolivre.com.br/ELETTROEINFO,https://produto.mercadolivre.com.br/MLB-1168512932-caixa-som-sony-srs-xb21-bluetooth-auxiliar-com-microfone-_JM#position=5&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,54,11,3,1,2,#1168512932,Sony,EXTRA BASS,RS-XB21,20 W,Woofer,NA,Passivo,De piso,Caixa,5.1,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA
427, Caixa Som Ambiente Jbl Selenium C621 100w C621b Par Branco ,1327,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11062
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,9,https://perfil.mercadolivre.com.br/VIP.TECH,https://produto.mercadolivre.com.br/MLB-918984148-mini-speaker-marshall-kilburn-cream-_JM#position=6&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,9,0,0,0,0,#918984148,Marshall,NA,CS10136T,15 W,STEREO / MONO  Stereo,NA,Ativo,NA,Caixa,NA,NA,3 kg,NA,NA,NA,NA,NA,NA,NA,NA
428, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 220b ,577,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(193 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4816
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BEST+BEAT,https://produto.mercadolivre.com.br/MLB-1208857657-caixa-som-ambiente-jbl-selenium-c621-100w-c621b-par-branco-_JM#position=7&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#1208857657,JBL,Ambientare,C-621,50 W,Woofer,1,Passivo,ambiente,NA,NA,NA,3.225 kg,85 Hz,20 kHz,NA,NA,22 cm,18 cm,29 cm,NA
429, Caixa De Som Bluetooth Amplificada Portátil Com Microfone ,428,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2954,https://perfil.mercadolivre.com.br/BEST+SHOP2019,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=zze3yipm4Bu4hyylaBcxjjdEhijX7oHiKZZSuWrvLqx8CsifSLdbCPX1buBK19MrWJ2jzdz65XAzi1QXOTM2sTPHWiJw8NGOnAjG1FWDd3XbVAhAikWS6iZeIZ4%2B3uWEgDJdGLL8WNDzx587huM2I5HRVMbfvjoV01qa4zh2GpbW8O3mRGL7sU8iV8rdAPnnBqf86nYpQC5E0NSHhKjjV3xeqGTlFiLGzq%2FEVm6v3%2BJOy0pNM04qwLJgxKwXxf8CFjSJ%2F15CNbhq14k2lnaLKhE9sUd1Ovyt5%2F0cyBIrAqu3K4AHhyb5VorjpnWsxyMiLNbM5eWMqXHlTz8LA3cQgWmZ1BKw2ciWAqze7llNeNgujvmi47PJr5G3W0CAeamvEHrbWQgaV1yUctRLiUkFHwz18SExZ6TKE4SZrftNO6w1izQic8eBh98A7qmw9Vf4FI%2B1cVUUvpkeWdnS7EtxYrpkd7c3uz7ialzeoWkTCfUf8Lyt6t%2BO19O38%2FgsPtnAKn4V5NyxjdTEmjQdzkMmcXW8UP0UTd3CMsFV6jjxrbfoqaQa0zjKNmBC4sXZsbctB3Fn%2BKiOTJXSY6FqK9ziLaMEJWMFI7zNcepQBLiR%2Fjju%2FQJCpfdOJSL0HmJ4xUaCLLUpVxPhE1u93%2BzRRAotI8RGyqbDGLXEfClFcVxUZuXDUtOY%2BnUy%2FYX3GYzFE%2Bo1wF84svu45FOpWOSgUFJDQBuBKmbd9JWoOFj2FzP6PgQnbVuyyJtB1iAI051aUok9mXzftWSge35w8foUHVOUbX%2BN4bbkDIBx9Ivymx91kNeOQEm5Dg%2B0A8A7zE%2BIBXT%2BU%2F%2FdZtI1E7uwKRsXb3mBGpJKv7yWz18bRmy2%2F%2F0FqqxyDuKzTLNKMwXBUIJhw9IMPYPKOplzt0El6nVpZZS3I5KNR1YF4oCrXgAjEtw%2Bv96yHMu2dweD6UCXJCd5ZQ3c4Yvx17wzzYkwH0q%2BBMdtBX%2FPR6ZUDZFFHIOFLLTCB3VjJlqdGQKObAWmTTZNt5k%2FqpmRiWg6cFvBQMlOm1oeU3xuWvbmkbtMInFvAx0uq%2FQQGmm63xtn%2BJLS%2FEkpRIBiW89RLU8qRgzhc2njheaCILbN5sTqY%2FZzAFyqa9aiNaz86nOhpfEhDT6KwjY5AfzZNj7suVxhAjqkpOI4E2EMIGLfTjMuhdbqskqjGYLmxeKW31cesavlZLsvwuC5lcVE2Ose8IRBCQNGPACmYI3eN6amG43aLXjPyhO6ySjCh2%2FFTV0JLQp1bk2F%2BmLHE8Ef%2FDJ92DRzo6W63wAKSBPhNCDkvLMJFIuiKRk%2BgyzmDhLXEQsB%2FsgQ46yRguFKm9Znf%2BP9GJ31pcD6CIwzq%2F8n7brQqII1j1jZa7cTSzvxOR4y0PjDxYNW0a8YH14AQioI5ghb1EwesaMvQgWVq1t1rct3g4rv8ucTdu0AxOqZ%2BpZgL6MHDKIFyTk6T3pBnkcjtLrqKQSX8hutb1TKvLKXQ2peGUoYXlQboGANGnVQMydVM5dTLmcYg%2BPiCE1nsgkl6Sfrx28uQD59n0Ae%2BfyhYIAb62uSZ5ljY6NwnrzRGDcjhIToKvNV2gM1QmWGaprBphn5U5b70lZHPMTAA%2Fb1BPLtGs2SB4EelkmXtkqUusJK%2B2NGTmoNgRII1okNBJJR3SLoehjT7%2F8OrK7OXGBfGe2LijJLQLmMZlatuac1Cq9Z7uob4in5p65mG0Q7szI8sDLL%2FcH42O1iwd1VlaRyECkBtNW%2BVTZ%2FBadhE%2B8UCj6AQ1r0koFeI2fbg%2FsVDzVjLLyMTWEi1fYfuCzVsogJeBtMFXjozdS96jQb4kukap%2FH3Jse07SwN2QCVg1yrMFZGOlPwBNL8k4FnKmt3zaHL45i%2FnV8qhZsE6%2B4B1z%2BhzNSOzVJUWGssiFKL%2BBjOnc4H3euF0%2BwSrDqUpi3PYayXSZtXIPFO%2B20zDt00GlADjdLoUjYMXy1nvjbIb%2B7SnJE%2B8tQP5uPT4GaGM56YnTkoGmgPianQUznt8qFvwWYIcNWtrRQfTja,2684,190,39,11,30,#1307752417,JBL,Flip,Flip 4,16 W,MINI TWEETER,2,Ativo,"EXTERNO, MESA, PRATELEIRA",NA,TODOS,USB,515 g,70 Hz,20 kHz,NA,NA,175 mm,70 mm,68 mm,NA
430, Caixa De Som Amplificada Led Bluetooth Usb Mp3 Sd Microfone ,94,NA,"
			
				Novo
			
			
				
					 - 
				
				304
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 785
		
		 sem juros
		
	

	
		",85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,9,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-952629018-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-220b-_JM#position=9&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,4,3,0,0,2,#952629018,Goldenultra,Mobile Multimedia Speaker,MS-220BT / GT-259BT / GT-262BT / D-BH1060,12 W,NA,3,Ativo,NA,NA,NA,Auxiliar,NA,NA,NA,80 %,NA,NA,NA,NA,NA
431, Caixa Som Portatil Amplificada Bluetooth Recarregavel E13 ,206,242,"
			
				Novo
			
			
				
					 - 
				
				56
				vendidos
			
		",(198 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1717
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,5,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020223158-caixa-de-som-amplificada-led-bluetooth-usb-mp3-sd-microfone-_JM#position=10&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,5,0,0,0,0,#1020223158,Deko,NA,SY-672,20 W,Woofer,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Torre,Digital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432, Caixa De Som Bluetooth Jbl Com 60w Verde - Boombox ,66,NA,"
			
				Novo
			
			
				
					 - 
				
				585
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 551
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,40,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-919859264-caixa-som-portatil-amplificada-bluetooth-recarregavel-e13-_JM#position=11&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,23,8,3,2,4,#919859264,Yes,Reader Speaker,MS-144BT,15 W,NA,1,NA,NA,Caixa,NA,USB,NA,NA,NA,0.5 %,Bivolt,NA,NA,NA,NA
433, Caixinha Som Charge2+ Plus Portátil 20w Grave Potente ,1540,NA,"
			
			
				
				6
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 14719
		
		 sem juros
		
	

	
		",19,NA,Envio para todo o país,NA,NA,4.5,581,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1081288194-caixa-de-som-bluetooth-jbl-com-60w-verde-boombox-_JM#position=12&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,451,52,26,21,31,#1081288194,JBL,NA,Boombox,60 W,NA,NA,Ativo,NA,NA,NA,Auxiliar,5.18 kg,NA,NA,NA,NA,260 mm,180 mm,460 mm,Verde
434, Caixa De Som Amplificada 1000w Bluetooth Trc1000 Mic Sem Fio ,121,NA,"
			
				Novo
			
			
				
					 - 
				
				30
				vendidos
			
		",(70 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1165
		
		 sem juros
		
	

	
		",65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/COMPREAKI.SHOPBRR,https://produto.mercadolivre.com.br/MLB-1216250303-caixinha-som-charge2-plus-portatil-20w-grave-potente-_JM#position=13&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,3,0,0,0,0,#1216250303,JLB,PLUS,Charge 2+,15 W,Subwoofer,NA,subwoofer,"bancada, piso, estante, etc.",Caixa,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA,NA,NA
435, Caixa De Som Canhão Amplificada Bluetooth 40w Fm Usb Mp3 Aux Frete Grátis ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1333
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LIMEIRASHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VHCOcrPmokj6PSEunJD6sesAbCLhJgUHvy%2FHwIAZL6ZEGN1ILyRfppk41Qx1jKt1RMWsAM9InY2ERb8vZbcGWKmYTnt%2FWRNgE%2BABr4zyR%2Fg0yUYfxF%2Fg8j3%2BUDyHHANxqXC9nrYxMOGBs8ouNgehYXj1P2Zwg3JO3Bd4ioli43g9XVkONMZrD9Gi19vA1vJW54VAiuuWaI%2F0MJL6s7nVt%2FgUPhlxGjOZDnzDoGbgcPeqnm2o3MJ%2Bsv2Aa7etyxGXi9TaQuKd1rrFhxBwp6GXTYaKI2vqz5uRhVm9JorreTSlMQAniIWViuj9vYPxTcJ9C0ti%2BAjmKoPYYg37nYHyDsHqj9bb3MplZWB%2FJKKycqk9HushrIJvg6Z6d2Ngivro5YR4q7zg1m%2FWhJTHcO1ufgE1jcHJHd3aV%2BPRBNqFClt5OZKWFRRXDY%2Brt%2BMUoeA%2F5fxwlE6G%2B3yuoquNclAfbWMtc7V8%2Boz3XY25bALtOkl7tDHnYjs6MB4kaRZ2G32VovDCrLldk5ctbwimB6Tkr6CuKkGtT162%2B25i41InSqxrU4jcPD1jEZX6UIKKQKlRer0ZhXOOb%2FcAf3S5NK4YBVkUtdXOaR0ycBffTkIh9H8Adxx0n6ARow5dwSH69vSoV49dOn1QH%2FRb%2FxmsbuSBF4DBOY9%2B9jPnfA888XZ00EGMG%2FyNJU8TzCsnKuUbrqsKdzslXr7zZeV4O9nx4IXra7mwikIBYO5AWA6ZUII5MHElq11gOnlQ9FXAKNf%2F2YUqueKkhr9Wjt%2BjncPFQ%2FWE1EmRJyH1LF%2F3EX%2F8AHpp%2Byaw7Op2Ctv7bcVR2gp0HQvSu%2B5eBRJCNmBEOPrHyM3BXCdommvNP5F%2BEFuMVVdTCWF1mb7dPIbhh69Y9F3o83xFLK0kaGJeReaKh2ZfwkFRh0Zq5U4JJvUXuMKG94wr8eo%2BlqkYbhoFkuPSbmXCjIilgl21100cARju%2F8zObny6gG2oSGj6BOMsuXRBNbI3HQNwxMJ2BvT%2BB7C2%2FMvmam03%2Fx3C0witqo9trmOT%2FH7afZ8%2FcZTRVik%2BPKLm4xO%2B3Tdx5FsdWNcVU%2Bf25n4jI3ExSL3iWRCuylMag9%2FvcrPgsnX3I%2BGRH8Yzu98Z76b%2F3pFFb54mw2%2FMR9L9NFBjoRselB8Zh%2F78nGilAurOqTXTL7%2BkvgbPgW5QaAAu%2BYePRGvJieaFSRD7RcO2HlSsHI%2F86kDiCWIawDgibqCMWuzP%2BxfDj5%2BW3oFUiXWSZJprlzXTuXm3B8m0dedQ9PsgCjAwGk152hH0oObDR62cZ%2Bv%2Bl376vZc4x6%2FAPNCT3qaVOm4PGkqzdmnuNd6bIccBgKHK9T3DRyC2pz7E0CPkNzCQlefzLqC%2BLQV4gb04IcE0a8hpYwvlzgtNkWtsfzCX0DXc4%2B3buTIPgUFacqpbuIOMnGaA%2Bn7oEtL5RTMqBHI3c5anZKA9j%2Bzy%2BgiVyBB9Q4Qpgypbx7jV4vYO1WnSCfivF03aebeAtJiAfRzyO96uWXYtvuIPy09r8IECwuNHu%2FLyVxnt5zimjjLV1Sw3lAPJarjJBkLBrV0cu6TsQPaAAhEPlzOJaQYF5ttWfSpvrJv1%2FtEpBZQklliBS4C%2B1VF33GuziZJTgaTXmgX7nTKeMfBfiIv4F5HDpX1vHfa4Q0JUVbSx57bF1VIS5vx0LnAWuT1%2FUl4CIa1%2F0FpxintCd4wyNYnlprJuQFFOYk1uQV0GVbPgTL2Pb0DsCN8QMJzdEeg3znm10DjVqMNupKhttSv5IsvGaXDEfe3Hc0Cb4U%2BMDh3lHLz5Ua%2BJs2kfFZVdy9agV3tqZH9%2F2xy7POiNxazMmCOeAi9TwJQXik8rxzA%2BDInSfCh8JVOguLr6ebRJ5wv%2B%2BP5wMZx0wrl5%2B8abBh8lK72AORFYJ7XazatFLZzFPvCHRyHnS6c4SkNC3doT3UfNCh9cPbFRhy805wcdwLDQy6QYdYCQm6evGo25VgfTMSUqMN1SlRAYUW00%2BpJxA99Jb9A0cR5syskTaW9R1Go%3D,NA,NA,NA,NA,NA,#1291050078,Exbom,NA,VC-M,12 W,"Subwoofer, Twitter",NA,Ativo/Passivo,"Festas, Eventos, Sala, TV, Notebook, PC, Computador, Celular",Torre,Bluetooth,NA,NA,NA,NA,NA,NA,17 cm,14 cm,36.5 cm,NA
436, Jbl Go 2 Original A Prova De Água. Apenas Pretas . ,1099,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9167
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STATUSSOMEGAMES,https://produto.mercadolivre.com.br/MLB-1257669138-caixa-de-som-amplificada-1000w-bluetooth-trc1000-mic-sem-fio-_JM#position=15&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#1257669138,TRC,NA,TRC1000,1000 W,Woofer,NA,Woofer,De piso,Caixa,NA,"USB, Bluetooth",NA,NA,NA,NA,NA,NA,NA,NA,NA
437, Mini Caixa De Som Bluetooth Prova Água Ventosa Lançamento ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				171
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1615
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1675,https://perfil.mercadolivre.com.br/CLEIDSONVERISSIMO,https://produto.mercadolivre.com.br/MLB-1184485037-jbl-go-2-original-a-prova-de-agua-apenas-pretas--_JM#position=16&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,1538,106,19,6,6,#1184485037,JBL,GO,GO 2,3 W,Subwoofer,NA,Subwoofer,De piso,Caixa,5.1,NA,184 g,NA,NA,NA,NA,NA,NA,NA,NA
438, Jbl Flip 4 Caixa De Som Bluetooth Original Frete Gratis ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				65
				vendidos
			
		",(196 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 594
		
		 sem juros
		
	

	
		",94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2.0,1,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100482-mini-caixa-de-som-bluetooth-prova-agua-ventosa-lancamento-_JM#position=17&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#1218100482,BTS,NA,BTS-06,3 W,Subwoofer,NA,Subwoofer,De parede,Caixa,2.1,NA,70 g,NA,NA,NA,NA,NA,NA,NA,NA
439, Caixa Som Amplificada Bluetooth 40w Led Dj Fm Usb Mp3 Azul ,409,NA,"
			
				Novo
			
			
				
					 - 
				
				60
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3909
		
		 sem juros
		
	

	
		",09,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2954,https://perfil.mercadolivre.com.br/R.S+VEDOVATOSTORE,https://produto.mercadolivre.com.br/MLB-958564621-jbl-flip-4-caixa-de-som-bluetooth-original-frete-gratis-_JM#position=18&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,2684,190,39,11,30,#958564621,JBL,Flip,Flip 4,16 W,NA,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440, Caixa De Som 40w Bluetooth 2 Falantes 1 Subwoofer A Grande ,274,NA,"
			
				Novo
			
			
				
					 - 
				
				27
				vendidos
			
		",(972 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2283
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/TUDO+SOUND,https://produto.mercadolivre.com.br/MLB-1108864646-caixa-som-amplificada-bluetooth-40w-led-dj-fm-usb-mp3-azul-_JM#position=19&type=item&tracking_id=1c56fbdd-9a64-4899-9f77-b20b427c8340,NA,NA,NA,NA,NA,#1108864646,Grasep,NA,D-BH2705,40 W,NA,NA,NA,NA,NA,NA,NA,2.325 kg,NA,NA,NA,NA,36 cm,22 cm,23 cm,NA
