search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
35, Capa Capinha iPhone 8 Plus / 7 Plus Caseology Parallax Case ,26,NA,78,538,5x,5.91,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-695953433-3-capinha-capa-case-anti-impacto-queda-todos-iphones-_JM?searchVariation=35517432727,4,0,0,0,0,#695953433,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone,NA
36, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel ,29,NA,27,473,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165542958-capinha-silicone-aveludado-iphone-8-plus-azul-marinho-_JM,1,0,0,0,0,#1165542958,Apple,Apple,Iphone 8 Plus,iPhone 8 Plus,Silicone,Silicone,NA
37, Capa Capinha Anti Impacto Luxo iPhone 6 7 8 Plus X Xr Xs Max ,12,NA,1120,5,2x,6.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,61,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26818765734,47,7,4,1,2,#1046394380,H+,Apple,Escolha o modelo no anúncio,"6, 7, 8 ou 10",Capinha,Silicone,NA
38, Capinha Supreme iPhone 7 8 E iPhone 7 8 Plus Fosca Case ,10,NA,39,3822,2x,5.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CIBRATEL+PARTS,https://produto.mercadolivre.com.br/MLB-1238584972-capinha-anti-queda-silicone-resistent-iphone-xs-7-8-plus-xr-_JM?searchVariation=37808370147,NA,NA,NA,NA,NA,#1238584972,Apple,Apple,iPhone 7 8 X XR XS XS Max,Anti Impacto,Anti Shock,Silicone,NA
39, Capa Capinha iPhone 8/ 7 Caseology Waterfall Transparente ,29,NA,20,480,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536217-capa-case-capinha-silicone-aveludado-iphone-8-plus-amarelo-_JM,NA,NA,NA,NA,NA,#1165536217,Apple,Apple,Iphone 8 Plus,iPhone 8 Plus,Silicone,Silicone,NA
40, Capa Capinha iPhone 8 Plus / 7 Plus Caseology Skyfall Case ,40,NA,17,5545,6x,6.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1205482450-capa-capinha-anti-impacto-luxo-slim-iphone-5s-6s-7-8-plus-xs-_JM?searchVariation=34838458614,NA,NA,NA,NA,NA,#1205482450,JK CAPAS,Apple,iphone,Anti Impacto,CAPA PROTETOR,TPU/Policarbonato,NA
41, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Rosa ,29,NA,28,7768,5x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BOX-1001,https://produto.mercadolivre.com.br/MLB-1272452877-capinha-aveludada-apple-iphone-5-se-6-6s-6s-7-8-plus-xr-xs-_JM?searchVariation=40290827017,NA,NA,NA,NA,NA,#1272452877,Apple,Apple,iPhone,iPhone,Silicone,Silicone,NA
42, Capa Capinha Case Magnetica iPhone 6 7 8 7 Plus 8 Plus X Xs ,78,NA,16,875,12x,6.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KARMINPARTS2003,https://produto.mercadolivre.com.br/MLB-1214046062-capa-capinha-case-flip-magnetica-iphone-8-plus-_JM?searchVariation=35503213436,NA,NA,NA,NA,NA,#1214046062,000,Apple,Iphone 8 plus,Magnético,Flip Magnético,TPU/Policarbonato,NA
43, Capinha Case Anti Queda iPhone 5 5s Se 6 6s 7 8 Plus X 10 ,118,NA,502,299,12x,9.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,17,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-686398246-capinha-case-magnetica-frente-verso-vidro-iphone-x-xs-max-xr-_JM?searchVariation=40473761554,12,3,0,1,1,#686398246,Marketmix1,iPhone,iPhone 6 6s 7 8 7 Plus 8 Plus X Xs Xs MAx,Magnetica com vidro na frente e na traseira,Magnetica com vidro na frente e na traseira,Aluminio Vidro,NA
44, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 Se 6s 7 8 P ,29,NA,54,46,5x,5.98,NA,Envio para todo o país,NA,NA,4.8,4,https://perfil.mercadolivre.com.br/BENPICSCAPASDECELULAR,https://produto.mercadolivre.com.br/MLB-925200208-capinha-com-foto-personalizada-iphone-8-plus-_JM,3,1,0,0,0,#925200208,Benpics,Apple,iPHone 8 Plus,iPhone 8 Plus,Silicone,Silicone,NA
45, Capa Capinha Case Rosa De iPhone 7 - Feminina ,19,NA,44,496,3x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-1130081482-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=29616456882,3,0,0,0,0,#1130081482,Marketmix1,Apple,Iphone,Silicone,Anti impacto,Silicone,NA
46, Capa Capinha Case Flip Magnética iPhone Xr ,114,120,36,14,12x,9.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,4,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-910928034-capa-capinha-iphone-8-plus7-plus-ringke-fusion-transparente-_JM,3,0,0,1,0,#910928034,Ringke,Apple,iphone 8 Plus,Fusion,protetora,TPU/Policarbonato,NA
47, Capa Capinha iPhone Xs X Xr 6 6s 7 8 Plus Max Anti Impacto ,17,NA,46,286,3x,6.37,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CERTAOFERTA,https://produto.mercadolivre.com.br/MLB-862314220-capinha-case-iphone-4-5-6-7-8-plus-gatinho-gato-cat-lovers-_JM?searchVariation=18550740190,NA,NA,NA,NA,NA,#862314220,CertaOferta,Apple,Iphone,Silicone,Flexível,Silicone,NA
48, Capa Capinha Ultra Fina Fosca iPhone X 5s Se 6s Plus 7 8plus ,144,NA,25,15,12x,12.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-838245690-capa-capinha-iphone-8-plus-7-plus-caseology-skyfall-case-_JM,2,0,0,0,0,#838245690,Caseology,Apple,iPhone 7 Plus,Skayfall,traseira e lateral,TPU/Policarbonato,NA
49, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,49,NA,10,8881,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1204455080-capa-capinha-anti-impacto-slim-luxo-iphone-6-7-8-plus-x-max-_JM?searchVariation=37662508201,NA,NA,NA,NA,NA,#1204455080,gkk,Apple,iphone,capa 360,capa protetor,TPU/Policarbonato,NA
50, Capinha iPhone 6 7 8 X E Xr Supreme Box Logo Case Apple ,14,NA,549,9821,2x,7.86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,7,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-791106097-case-capa-capinha-silicone-iphone-5-6s-7-8-x-xs-xr-plus-max-_JM?searchVariation=29062828009,6,1,0,0,0,#791106097,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone,NA
51, Capa Capinha Magnetica 360° Luxo iPhone 7 8 Plus X Xs Xr Max ,64,NA,30,96,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-1134696586-capa-capinha-a-prova-de-agua-shock-areia-iphone-6-7-8-x-10-_JM?searchVariation=29936208694,NA,NA,NA,NA,NA,#1134696586,Extreme.Deal,Apple,Iphone 6 6s 7 7 Plus,A prova de Agua,A prova de Agua,Silicone,NA
52, Capinha Case Capa iPhone 4 5 5s Se 6 6s 7 8 7 Plus Coracoes ,19,NA,1955,80008,3x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,88,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-706962558-capa-capinha-flexivel-iphone-6-7-8-plus-xs-x-xr-max-vidro-_JM?searchVariation=18057256084,65,14,6,3,0,#706962558,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone,NA
53, Capa Capinha Anti Impacto Luxo Slim iPhone 5s 6s 7 8 Plus Xs ,12,NA,82,6,2x,6.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1222747558-capa-capinha-anti-impacto-iphone-5-6-6s-7-8-plus-x-xs-max-xr-_JM?searchVariation=36243911212,1,0,0,0,0,#1222747558,HR,iPhone,Escolher no anúncio.,TPU,Capinha,Silicone,NA
54, Capa Case Capinha iPhone 6s 6 Plus Glitter Rosa Luxo Premiun ,23,NA,369,48,4x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,6,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-1012470928-capa-case-capinha-iphone-6s-6-plus-glitter-rosa-luxo-premiun-_JM?searchVariation=22925254341,4,1,1,0,0,#1012470928,TPU,Apple,Iphone,Transparente,Glitter,Silicone,NA
55, Capa Capinha Ultra Fina Fosca iPhone 7 Tpu Case Varias Cores ,22,NA,159,49,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,7,https://perfil.mercadolivre.com.br/BULIERMODASACESSORIOS,https://produto.mercadolivre.com.br/MLB-926275689-capa-capinha-ultra-fina-fosca-iphone-7-tpu-case-varias-cores-_JM?searchVariation=33828300664,3,1,2,0,1,#926275689,Bumper,Apple,Iphone,Silicone,Silicone,Silicone,NA
56, Capinha iPhone 5se 6s 7 8 X Xr Max Plus Fume Preta + Vidro ,19,NA,758,759,3x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,42,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-688816881-capinha-iphone-5se-6s-7-8-x-xr-max-plus-fume-preta-vidro-_JM?searchVariation=33234442904,29,8,3,2,0,#688816881,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone,NA
57, Capa Capinha Case Bumper Alumínio Espelhada iPhone 8 Plus ,34,NA,69,5,6x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-909671219-capa-capinha-case-bumper-aluminio-espelhada-iphone-8-plus-_JM,3,0,0,0,0,#909671219,Espelhada,Apple,Iphone,Case Bumper,Bumper,Metal,NA
58, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Vermelho ,29,NA,19,481,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536150-capa-case-capinha-silicone-aveludado-iphone-8-plus-vermelho-_JM,NA,NA,NA,NA,NA,#1165536150,Apple,Apple,Iphone 8 Plus,iPhone 8 Plus,Silicone,Silicone,NA
59, Capinha Magnetica Do iPhone 6 7 8 7 Plus 8 Plus X Xs Max Xr ,54,NA,44,549,10x,5.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/MAWE6672427,https://produto.mercadolivre.com.br/MLB-1241682514-capinha-magnetica-do-iphone-6-7-8-7-plus-8-plus-x-xs-max-xr-_JM?searchVariation=38648604303,2,0,0,0,1,#1241682514,ZCX,Apple,Iphone,Iphone,Capa magnetica,Vidro temperado,NA
60, Capinha Capa Case iPhone 5 6 6s X 7 8 Plus Unicornios Nuvem ,14,NA,104,893,2x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-693133989-capinha-capa-case-iphone-5-6-6s-x-7-8-plus-unicornios-nuvem-_JM?searchVariation=22551484067,3,1,0,0,0,#693133989,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone,NA
61, Capa Case Capinha Anti Impacto iPhone 8 8 Plus ,23,NA,204,509,4x,5.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/UNIVERSOCAPAS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=U73gx1hwyOEECrx%2FMcWLd3T%2BydU3yRvOcp1H2wLEmS8OPhfcCcea7pGsccyZWQvjmxh4Kz085Ub5UlvKQJPgTDTQqC2Rc6YmsKpI4X24N2%2F%2FeFDGso2F0VbkFZwGum3qhG%2FXXxPnVeRwzcJGo7B9zaSqze39qDQzf53QAqAHmLqNIuGd4Ai%2BSWWtnUlmrMY0RtDIxsD3boHMdlU7mZTbYyJ66vDa9OgJX8EUHAgjbfm5WDBqoGK1EyhlK%2FN5s%2BkTI9WvIKgONP4grjV7dTUt83K895jUIJI2i9%2FE163%2BUmoVqfH5%2BYT%2FjbN30byQNuaWSCzOwNOjCPB%2FA0366tmEAzWU4QiB7KJxv47LTL0dkE0TT8AxqMainOCHdTXrcKBZMr5pj7i1dh%2Fj9Y3Kd%2F%2FNGg9g2uDMSWvII%2B51wG5ZuxJPWq03RHdqqTe4x6AjDecASJBm%2F5ATdPnxGADg2AT72Ibtil719Q46wzjK29fPLOyS1D4oo%2FCVZnud39%2F3gpC3xvPKPrmN%2B0W7vTuDcqtn00L0VL8hpyU26wYWqzkdEZpj7sPb1sTQOnwcCrS4OQ%2FKhKmIzUe3tpHbNpcylsIINmKz0UdPY8ZHviSDnxio2HsSbWgqopydSqbxBA5MVTcO%2BqAjdjeqcraUxpamvn5JZ1mO3D8V%2FTC%2FNrZD5PNkvGf6SR4yo%2FPT%2F5oY5f4L2OsrCPb1OHiWYrSTOACp1i5Vq0%2Fl%2FCva58mM4WUYmpdb7cFGoLL342f0ASVFy1xJOBhFbz8Vyf29ieATpyFBG1e5G6K6cO%2BmHL8Uxe7SJVwJYWiD9PUfuqNo%2B1gX%2FMLKFNsbvtkeO33G6gvn74i1yyAxGYykztzkC0djzcHpbU%2F%2FvImxzcHT6YHjmRIjG7LGFrUvmS1UVNe%2BrqT5KtRBgAxxeW90BAN2h4dgkhDvctjdONbcP%2FRTrAU2iayVMq3rRayVj2Uo9TcHsp15dKKAJTFExhRM3MCnDYdetjIbaMq160%2F5b7WobX5ZpMC%2F2xO%2F%2FGJBboEd7l%2Bg8QJYCAdSgG4ohFufHTaMAW%2FGau4IgW5BH9q%2FXKrW427S0hS0RUY%2F8qOmjroyRea5tYgOCdFZqcho%2BY4p%2FQ8VpOWDFILH8Evcj27a40kVhegewQCPzoH45HVFgrB5v8KoDOMwlAG%2FbnED4IDWgRYarM54dij0fA22vfBalUPJPgbGhBdZqX0pNuxQaH3Waxo8SYi4aqfOC9eJMMWAEq1Ivq%2BNZ36p0YvAh4HfuFS9V7RiLQafrXYGxBZOGq7NtyJVcEXGgimppmaA1gHIcwt8UuDXzonOj2nEqd6kudVY9cqx3S1gjiyEewOUkEM27qaMlSC%2Fj98TqBTm8bax4jOATv1ZDSNlHFB5KbUy7lJxtd8duFoVA6c%2Bn9b4Woh9a676EjZbIs5Uik2bdk7QhuGqiHnilRcscY1wHCeeue1kJUk7HuofIfmqqjswvBFYjhBfaWy1%2FVPXNI%2FSKTFMeRrUjwrzIrVmyRrJ3%2FFK2aFNT%2B7aAqoUpDAfAOYlY6xxGpHofiGxlfWi3D0Rem3F46mHTy%2Fv9muSgzBMgJUbsBPXAcZ7navUOmPH%2BbX6o6g7uGFqIhU7uNn52jv7SVO6eW4xYzA%2Fvk0lx%2BZINFzBbg%3D%3D,NA,NA,NA,NA,NA,#953143960,Apple,Apple,Iphone 8 8 Plus,Iphone 8 8 Plus,ANTI-IMPACTO,Acrílico,NA
62, Capinha Capa Case Unicornio iPhone 5s Se 5c 6 6s X Plus ,29,NA,46,586,5x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-989844335-capinha-capa-case-unicornio-iphone-5s-se-5c-6-6s-x-plus-_JM?searchVariation=21407929523,1,0,0,0,0,#989844335,ccs,Apple,iPhone,Emborrachada,Emborrachada,Silicone,NA
63, Capinha Anti Impacto Queda iPhone X Xs Xr Max 5 6 7 8 Plus ,16,NA,310,97,3x,6.02,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,19,https://perfil.mercadolivre.com.br/CERTAOFERTA,https://produto.mercadolivre.com.br/MLB-844250362-capinha-anti-impacto-queda-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=28511932283,16,2,1,0,0,#844250362,CertaOferta,Apple,Iphone,Anti Impacto,Anti Impacto,Silicone,NA
64, Capinha Aveludada Apple iPhone + Pelicula 5d + Cabo + Brinde ,49,NA,23,6212,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/BOX-1001,https://produto.mercadolivre.com.br/MLB-1272564797-capinha-aveludada-apple-iphone-pelicula-5d-cabo-brinde-_JM?searchVariation=40298913742,1,0,0,0,0,#1272564797,Apple,Apple,iPhone,iPhone,Silicone,Silicone,NA
65, Capinha Capa Fina P/ iPhone 5 6 7 8 Plus 10 X ,12,NA,138,18,2x,6.49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1056948426-capinha-capa-fina-p-iphone-5-6-7-8-plus-10-x-_JM?searchVariation=25316698501,1,0,0,0,0,#1056948426,H+,Apple,Escolha antes de comprar o Iphone 5 5s 6 6s 7 8 10 X,TPU SILICONE Transparente,capinha de silicone,Silicone,NA
66, Capa Capinha iPhone 8/8 Plus/7/7 Plus Caseology Parallax ,142,149,37,31,12x,11.87,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-795848904-capa-capinha-iphone-88-plus77-plus-caseology-parallax-_JM?searchVariation=29915602967,2,0,0,0,0,#795848904,Caseology,Apple,Iphone 8 Plus / 7 Plus 8 / 7,Parallax,protetora,TPU/Policarbonato,NA
67, Capinha Anti Impacto iPhone 6 7 8 Plus X 10 Xs Xr Xs Max ,14,NA,1,85,2x,7.86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HEBIN+SUN,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Kmr8K5RRqD2UVZDybkvwSDK0%2FJcT9XOB8wQy6UJIbIyNdgWGsULwCHKjjGTHi%2FIP8XzrvsmS5dCiNqjG%2FhaDWrRYGw0HnNGM5SDvrnDWSbUGQn%2FKqC6A8MHQDKYe%2B2rrdSlp5%2Bx92IloUUhsbLPFBjoYBl82p75RZDSPCtjW9QxMt8xElALZQVbkDawnH7m2zN1qofDugd9z0SIMWQmH296YLsd5JHNdfjIdP0%2FlIxE70vYW5gfot72Sr6V7b6ZBdaVxbnqFxlPJ9EjdVSo3fEX%2BarXNWo8cjIFTLh%2F0cw%2BB5wE0aYXg12XYjFkPMWf%2FbeESbD2DybTdwh9uqH24NAMhX3BTPLW4%2FtyacwM9ZIqNxKhYLLOa0XZnWFXgcByuojmGUlRT3Z3HvYiYfIY6Etd4CXc05GcBlD6NcaAmx6b40reJkPMMWXt5yZKZP09HmQevt1GZs1veImADuW1ReKmpqaYJokO9WnPGNX3nut1u5mRdBYYH3FAN6P8y5gYGedi23oZQRDW%2Bh1OaTW%2FhispjZNli%2BwYqk3CXwgw00j33cby0xMikTU2ithW8cQBh6feg38Gq%2B5aL%2FlVZgeW%2F%2BezX%2Bs%2Ba9qHq1c7b4QxCL8nCyKnR8qUusVZVrXjBab8%2B9fB3x6a7bSyHfDfMgF%2BtEySRbVwIOh12tK80KPV0bs8Zl0D6QCQoUbIlOlchii9YoDbINc4MNboaRMegMEmJvZQch5CM0Zhol6WZPL0gJ%2F%2F7OvFcPDcBg1m0IzqLD%2BZnGtx35lxdCVQmw%2F8o7QH6FmLJjfcZ%2BFkOd3niv0qzafFdCbR6q62aKdRdHkUS3ghz8VS6Qi4WD6rSa6eT5qv6jXfVj1AfSVPQhwSeNkw8m%2F5P0XrbgQqa5WIpG94ljneTKiD6o7O28hXBk0O%2BGcvz4oxHi0CczIEbVt6brMOc77ppZOtKVM4ENzVyMOsJtZy2BORlVbHMzfFlO9xouqLTVmmSCqVvLxiZz%2BfLgfWMEg7xzrjlipG86IRG3bQaxp%2BzGxxLUksdOybmv7IZxnqwN0Y9e3vBxDy3hxMLSdhqzvLijkZVe%2B5qvB1mRiXp4T3M20jpRAXWVJ3XRmRqkZdb9WEIUYx1W8drYKntNtfxPT5nh04PiseWtknh1KTmu1NlyFEnI1dZtX1wSeHigUF5Hxqpm7E7J4pFkS4AvYQjFUXpcrpiKmLdchs0vXgaO5h%2FGUiKBFyZc%2BwROvyRwRk5vzyz4cWYqvJbItTlBguyGSlE22IYRe%2F5twoqoxic9IfE4JVmMohw6V3Ou4twkNCVQLpiIw%2BvdBsfoanX%2FYuEZXBzZtCYraap2%2Bllyr7xudvyuTGBM6uaP%2F2UcnUgAzBB7GrCgMWkA%2Brl2ZyDZfALtrA5vSxNgQ63zg%2FfDvEla59EcxMXspMmr4AsFybn2nIi8c4VfmYIN5Pquvtr%2BSCAXSITk6Cse%2FcgAY0Zf6jA068qYxNWmoPyv9PMyEG9EnvhIvhms7dAOFjnmzdDDSFpiWxOQkkQwz3pZUtq%2BhHIxS8aZh4OKmljq83Zxk3NBkER6MKj9ykIr8P4fZ%2FOfIaaRpRU%2Fg7vR5UStPQKX6oTwctqkug%2Fp%2FqNNC9tqmHIK2uegmUacyxvRFMhfY%2FSRpWOraE%2BuucdFmA1TkW%2FW%2FxJOSA%3D,NA,NA,NA,NA,NA,#1279037823,XHFilm,Apple,6 7 8Plus X Xs Xr XsMax,Anti Impacto,Anti Impacto,Silicone,NA
68, Capinha iPhone 8 Plus Apple 5.5 Poleg. Silicone Case Lacrada ,43,NA,64,6,6x,7.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://produto.mercadolivre.com.br/MLB-959015003-capinha-iphone-8-plus-apple-55-poleg-silicone-case-lacrada-_JM,1,0,0,0,0,#959015003,Apple Inc.,Apple,iPhone 8 Plus,Silicone Case,Silicone,Silicone,NA
69, Capa Case Capinha Silicone Aveludado iPhone 8 Plus Rosa ,29,NA,9,491,5x,5.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539233-capa-case-capinha-silicone-aveludado-iphone-8-plus-rosa-_JM,NA,NA,NA,NA,NA,#1165539233,Apple,Apple,Iphone 8 Plus,iPhone 8 Plus,Silicone,Silicone,NA
70, Capinha Case iPhone 8 Plus Verde Água Com Película 5d ,36,NA,12,1000,6x,6.14,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182583395-capinha-case-iphone-8-plus-verde-agua-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182583395,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
71, Capinha Unicórnio Love Com Nome iPhone 8 Plus ,22,NA,13,1987,4x,5.72,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1188997303-capinha-unicornio-love-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188997303,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
72, Capinha Magnética iPhone 6_6plus_7_7plus_8_8plus_x_xr_xs Max ,49,NA,6,598,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AJCAPA,https://produto.mercadolivre.com.br/MLB-1235179135-capinha-magnetica-iphone-66plus77plus88plusxxrxs-max-_JM?searchVariation=41022758025,NA,NA,NA,NA,NA,#1235179135,ADS,Apple,Iphones 6_6 plus_7_7 plus_8_8 plus_X_Xr_Xs Max,Magnética,Magnética,Vidro Temperado,NA
