search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
165, Nova Caixinha De Som Bluetooth Extreme K5+ Primeira Linha ,22,NA,70,4,4x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/JSA+VENDAS,https://produto.mercadolivre.com.br/MLB-1053701797-mini-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,1,1,0,0,0,#1053701797,Mini Speaker,Ws-887,3 W,Woofer,Mini tweeter,base,Caixa,2.1,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
166, Mini Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,139,NA,21,15,12x,13.38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/APSPSHOP,https://produto.mercadolivre.com.br/MLB-1114584643-caixa-de-som-portatil-bluetooth-amplificada-microfone-md-884-_JM,NA,NA,NA,NA,NA,#1114584643,vox vlube,884,12 W,portátil,Tweeter,"praia, sitio, casa, festa, balada",Torre,5.1,NA,NA,vox clube,NA,NA,NA,NA,NA,NA,NA,NA,NA
167, Caixa De Som Amplificada Com Bluetooth Microfone Sd Pendrive ,27,NA,3002,3,5x,6.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,93,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rM3l7uFOXb%2BeGhsgnHGQBlyTROuuQZl1%2FrH1N1le7FiJBzV0sXCmTGW%2FWGKOaPnyXb%2B43vBfbKQL40%2FatACQygUUlM94WV4R4PBXOOGufNXJ5Za9z%2FJRfwzbJXZepnCJzPZhFAKAzDMmzOWy%2Ba1DIf3aIyfL9EWsmegMLNc85mQ%2BPd%2FxpB8I8eTPmvIH89RDintdZGvS5YNiwwC2wLZAs8M%2BclE04vCiKCEECHtpv8i9s4M9FwgXeBXhyEor17zroydEcjI43innSKXD1PGZ25iC2supSCeCVohWayMm5SO25oV8bbINX%2BSegLFpfVgEUcLqj3yRoHskx1Uc%2FKOp0uKt%2BvA1nmxLvxyK%2FZPCGKEBuJtfvik0kUyrTRXQjKT3B61QrvpzH1UyeWbIkOtQI8vIPTpqOIEA0W9V8P5D2O6onaif4TqmBiI7rEjqDXKpkYWep2aL0y%2BCOUHLBXy5djtQuAf%2FjYPvin6KsxppHb1FsS7iCYGmlooI2BrGQb%2Bb2uyIucbbc2xw6qiuT2NbFQ9JnTx5kwK5IQAewZlMtYyrpyBgYZ%2FT7QypzU%2BRfIt9tyGbq%2FWWmveDT7GjfcoLxFaGR5V2xYD5kcKC2cndyI%2BOPRxMfqNbfQPE1C2%2FLs9wnZ2t4q5FDHKmWUX54M7dVpPP0YQsEQEwbPjGx1X8cfed1B7IUVnTR9%2FMoFi6CH8xCC7MSGZk5DoZY%2BV%2FxS%2Fm8pAolq2cVMu6O21lJ7PaRUUySBGZWGAAjjM5go8IacMrkSt7ClhyZ%2FgNwsRSoj9lf%2BDF904nYb4vyAwaZ3d4TV77cWZZtNKOQ6Cu3CCADRQCNn3app4pg2c6xTRqMt4fW6E6Fg1Fq3HyOJ%2FyQ3TIYngAul%2F875fJIxfCyaEtdZ1r1XGilOFoZPTDXzWriQy623uHpNoG2c03Qky3f0tQIJnRozsk1iDhOjEaOKIHXyNewem9IaVOPrk5S19lcz8hR4yrgEoSpijzF%2Fmb%2FORMC13F%2FUFBirObVvKsPRGxK%2Bk2ILXhkquAjXbwAofqrdxXumgfYJcKFO%2FRZ49d2q7xyWaxa895Ik6Ozz0TNeKsRyYPPDnarEfmUqLW6R6zdEHj7kNahkgSfnnG%2BBujwE5PpHhp8Vzy9vklaUbO0dQN%2F7LRQrT7BrjgJZtzQUcgWRSUQ12%2BmyDP5v0%2FDW6Dko3JbvKAoksCAWLKLBsCOMUmAwBpqDH1dfReSdpZNmxT1abZQwMkPJf9TQ7nJ3YW4c9675HQ5MdPdqYY7KaUUTbMRoh2BVob%2FW3Jl%2BpavnwHpc0N7tvYR1zx6uxhS2i2NPZdif1ZEaVtweuPcf9OCLPiXOUuI4aghdUIJFE%2FizT6rJEQkZEoBL8WEl1NzZDmxWzWUl3oJeSRHexfpZt0I14MgeqKS9TfSZNfE0a3WqCOKBQMCGaYuJWEdI%2BlRLQ6AGkwneN4YfgSss5RATC6t7QqWAw5p8mE3tsVQgiSpZSXdUc0b2shmadolS9I2gZblBFsbzyjA%2F6JLguckCJs%2Flp7lZgXzRJX%2Fhwfl5ctV%2FzA1j1Q%2FdIJ5qFJM7HBshFHXztyHF9vF6xNJvqEx%2BcFuuqDq8kMRTykzdDbhyx%2BVqd3P1G3UYwaeZcSsGnP1OnwZxTNaetem4atURM5lnvw1POWdgSrlpb2pVChXux7%2FaFldrMJ2M506tZWa%2BHzOp3irUep5YFlpmczJDxTosnbUmetlUY0sR8TPYb39TAS%2FNwAbUKCXIWa8yYgGolAo8AWw%2F%2B0e9uXubWA%2BtWQIxpIK%2BuRB%2BElT4sYW7DB%2F8qqj6hNjwzJev0mG0d703ig5HO5TnldFenJVoGx1o9s8Zfk7fZj4dT1P1xGKTvUlCaxHwfH0S26Qw5Q6uGkVsEhwH2JjVxGh4Q1sDukO3QeqwilYsE%3D,79,10,3,0,1,#1169578372,SPEAKER,MS-302bt,5 W,Subwoofer,Subwoofer,Portátil,Redondos,2.1,1500 Hz,150 Hz,Bluetooth,NA,1,USB,80 dB,NA,NA,NA,318 g,NA
168, Caixa De Som Portátil Bluetooth Amplificada Microfone Md-884 ,1869,NA,10,20,12x,155.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,8,https://perfil.mercadolivre.com.br/MLVENDAJA,https://produto.mercadolivre.com.br/MLB-994253440-caixa-de-som-bose-revolve-plus-com-bluetooth-prova-dagua-_JM,8,0,0,0,0,#994253440,Bose,Revolve+,NA,NA,Tweeter,PORTATIL,NA,NA,NA,NA,SoundLink,NA,NA,Auxiliar,NA,NA,NA,NA,2 lb,NA
169, Caixa De Som Bose Revolve + Plus Com Bluetooth Prova D'agua ,299,NA,90,909,12x,28.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,5,https://perfil.mercadolivre.com.br/OBVIUS_ACOUSTIC_BOX,https://produto.mercadolivre.com.br/MLB-1087808382-caixa-de-som-com-bluetooth-40w-portatil-rodinhas-fm-usb-mic-_JM,2,3,0,0,0,#1087808382,Grasep,DBH8104,40 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
170, Caixa De Som Com Bluetooth 40w Portátil Rodinhas Fm Usb Mic ,189,NA,177,20,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1152548384-caixa-som-bluetooth-portatil-amplificada-mp3-usb-microfone-_JM,67,20,4,3,6,#1152548384,Briwax,FBX-105,65 W,Subwoofer,Ativo/Passivo,De piso,Caixa,2.1,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA
171, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb Microfone ,239,NA,193,10,12x,22.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,102,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1144098832-caixa-som-amplificada-bluetooth-canho-1000w-pmpo-fm-usb-mp3-_JM,64,19,5,8,6,#1144098832,Briwax,FBX-106,40 W,"Woofer, Tweeter",Ativo,"Interior, Exterior",Caixa,NA,18 kHz,80 Hz,Portátil,110V/220V (Bivolt),2,Entrada para Microfone,NA,NA,NA,NA,2.4 kg,NA
172, Caixa Som Amplificada Bluetooth Canhão 1000w Pmpo Fm Usb Mp3 ,328,NA,111,11,12x,31.35,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,42,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1079741946-caixa-som-amplificada-bluetooth-150w-bateria-recarregavel-_JM,27,7,4,3,1,#1079741946,AMVOX,ACA 768 PRETO BIVOL,150 W,Subwoofer e Tweeter,Ativo,De mesa,Caixa,2.1,NA,NA,NA,(Bivolt),2,Entrada para Microfone,NA,NA,NA,NA,4800 kg,Preto
173, Caixa Som Bluetooth Fm Auxiliar Compre 1 E Leve 2 ,32,NA,1255,3,6x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,55,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xrCefTXpFiprQNpF9evF%2FHECG1nPiyfG0GveLiNrBwtIviXo7Qrxw9Aa0MahiPfMGhFxJRtdJypWZc2q5ZOCYKY1qcTj3LmP62eILFXnB9FA6u%2FSrlDRBMnFwJZ1q8LlYc5hsVruu%2BfuWLzAafU4xhMhfyarfD7fCCjdmUgU%2B7Zcd22urenkaFqBdH4a0ffFZX90rb4cGB8jk9RUFhzd4QrYN6QtlhElgoI7nuTe9iUtxPDSsumhcFeICuuWXYgoM8b%2F2pqSe4bdqz7LLLX8PvMOiMwVhgq4c1Rik9p4AQ9Vzm01Fk%2BWNmRmMZglOejKIOKs%2FTOVSUrL7wwwfH%2BrwHBViGqCElEJq%2FyY6xmeQPdw98zEV5TIIwNSvwa40O0bk9uAEMv2kWJXgsz4C5mddhec%2FlyBWL%2BolP2Zcnpii0LHORys9Kq1rFZ7SvBh0uysPir0PlDKt08NXJyIGdExByLrxz6l%2Bjamzikags3m1lIzOJ5ItrN2PIPXkDtjTLc1DVBmdfXBbTsM%2FucgylTGbJcxu7pCS9GjPuId%2FskyS76qQb%2B%2FUnZci8k4asEwE3104PnXSyOWEAhdG5RkhvMEfAlcnwKbSFKrP6%2FWAhQ2JU7NSi%2FwxVgkC%2FfLo9hZBz2Yw7Bax%2B4F5Xxe%2BI%2FpWK33Pu408%2BcXuP0ayhY3eBOULtDhfkgAaDoIle7WzzYbs1yBfXsYOAnTYERdyjT0zJFHteaMO1PASSjk5TynFVWBcCSUhpl4cyW2n6zuWO2EEY4hpGgZ6Tks9%2FNlwRZtDqvPb1BYO2s92pmHfOux1zmluA5%2FnhRkF5nA0KJc5g5hL9%2By5R0a8gnr3cREaTulF2qaavHOh3i%2Bd%2FfaPoPcb9SsoEadXhdtZz%2BS4NjgtfTYtzXVnn%2BdTWLtaXj0R5FADP2FpT8mZj3JchVq1%2FEQkUrGLPQzaX9A65LD2MVLRuljTxYQXPnUsx9ACeQaj5jbjX6SGZW4SVwguCq%2FcBXEY4O1oN%2BF1MKNNcw3l7bJZUa7m7lY0eJowYrOngofVznPe%2FuB8ffa0Yl4BhZ3j3tjYR2dkAUnDOJTgY8cL1cm1uXz2i2yE0pw4WU3EpfAxn2ygkbuF1yswHgiHsGSu80mfckRMGJXOMHqBIdT1TVarA5%2F7p%2FCHxU6AJnSuuXCHHlkWAQXIKLGaZkXYJx9jz%2Bjli4bbIX8hdu5wpJ7QARA0U%2BS5i6YcGtbVFAjnOjWEWstxuknYAtrC0U9uKNB7kxR%2FKykfYwO3RzHf%2FqoQtIwxPtNaWgsVxqABjmneZ8A9I%2Frpj7XEZu5vbSujoWK%2BjIFX08i8E%2BcEc0qH7itTD7zGnS2GrKJRfeaDEs1HAlCQ5O7Fc%2FExDQX9IPJ6gPi%2BJkXQWbcbwh7%2Bm4CydWVD0dZpnro05pP9VmwMML5I%2FUlenYtsOnkEpclQYOACtXCbwVA4u1%2Fva21gU5eZsPR7RSkKGQWxApycJxBXxowM7ZzRWFwcCzfQ9xIXdtGA%2B6wawNtWbEyXeR4yijYNzyJBg3XcK9Dw91%2BH478VAa%2FeqZp2jUNnYAF%2FNwhP59%2FeMd%2FwoEfqjHbL2ZnGLIWnM4TX3RLb2iNH1CZ36tcpugu%2Bckq%2FrkIxzKVNzRriVnrpg2L1q7N%2FB6LAq2flpkgvF7iOLBQ4tjYj%2Fygcs79Sf%2FW57DNClXYe6f7UEgcUfWJnb3YZTJekqCDY99H2nOKjPAxKTalKDlWgdK0%2F4W95B7gSM5hNJMqBCtV8Lz%2BSbUEuV%2FGE%2FlHMWWkm8TEBzeXtSalRMQEXr57qMW46yVjrgbP1S%2FsuN1%2B9WWHQx6R6UQT7Ax93%2BTESlA1Jk6mhqUUag5bUEKwmU0PhnrlxElaO0AlfcHb2VtgAiPSTRrlQQ1cS8amgXYZYWZk6l4ZceiZwg7rnY28HLkyxA%3D%3D,47,4,2,2,0,#1174117073,Goldenultra,GT-515bt,10 W,Subwoofer,Subwoofer,Portátil,Redondos,2.1,15000 Hz,150 Hz,BLUETOOTH,NA,2,USB,80 dB,NA,NA,NA,NA,NA
174, Caixa Som Amplificada Bluetooth 150w Bateria Recarregável ,254,NA,69,18,12x,21.18,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1225,https://perfil.mercadolivre.com.br/BRDISK,https://produto.mercadolivre.com.br/MLB-1237330572-potente-caixa-de-som-bluetooth-microfone-mp3-player-radio-fm-_JM,926,235,38,7,19,#1237330572,Multilaser,SP217,80 W,Redondo,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA
175, Potente Caixa De Som Bluetooth Microfone Mp3 Player Radio Fm ,42,NA,103,4,6x,7.15,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173803395-caixa-som-amplificada-bluetooth-mp3-fm-usb-sd-p2-suporte-cel-_JM,2,0,0,0,0,#1173803395,Inova,RAD-386Z,5 W,Woofer,NA,De piso,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
176, Caixa Som Amplificada Bluetooth Mp3 Fm Usb Sd P2 Suporte Cel ,94,NA,190,655,12x,9.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1172886692-caixa-som-bluetooth-amplificada-karaoke-fm-usb-aux-microfone-_JM,2,0,0,0,0,#1172886692,Goldenultra,BT-1728,8 W,Subwoofer,Super tweeter,Portátil,Caixa,2.1,1600 kHz,88 kHz,Portatil,NA,2,"USB, Leitor SD, Auxiliar",NA,20.5 cm,10.5 cm,31 cm,500 g,NA
177, Caixa Som Bluetooth Amplificada Karaoke Fm Usb Aux Microfone ,399,NA,101,9898,12x,38.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,12,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1132330430-caixa-som-micro-system-21-bluetooth-3000w-mp3-fm-pc-bivolt-_JM,6,3,1,1,1,#1132330430,XTrad,XDG-11,60 W,NA,NA,NA,Caixa,NA,NA,NA,Sistema De Som Bluetooth,NA,NA,"RCA, p2, USB, pen drive, sd card",NA,NA,NA,NA,2800 kg,NA
178, Caixa Som Micro System 2.1 Bluetooth 3000w Mp3 Fm Pc Bivolt ,60,NA,45,6,12x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-1030080897-mini-caixa-de-som-8w-bulldog-carto-sd-bluetooth-portatil-_JM,1,1,0,0,0,#1030080897,Exbom,Mini AeroBull,8 W,NA,NA,NA,Caixa,FM88 - 108Mhz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215 g,NA
179, Caixa De Som Amplificada Multiuso Trx12 /80w Bluetooth + Fm ,519,NA,104,15,12x,43.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,26,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=z6zuAoC%2BXt8iOqMRyrmCIbpctYqdTJ91fc1MPgJwxkcB0smhgSAao%2FH7PqH37iQ3X9bkE8t3%2BBXPGK7uf4Ow3BzJbPceeLMK8iHvJrL6Z2jU0DdDM8vhRHbB2K9LxOc0tlBU45%2FxZuLFNrhv2n5cKCRidjLqRoAuytufMxGZLeJYTsFlq5GSLbBIlU7DWItVnYwhbpMje6jVEWoPILMHEGAT268Lf7qc8Qg59LDykep6D7%2BnViyM9nKm9zFzFzo1hHX%2F7WW758tugaqpklUzQ1dasDFDiydVTcMjXoH2Drv5AF3s36FhfwPaNB8D1C%2FYIMoNYXt0hb6BKfYntLTciGU%2B6LI1NAnf0%2FbbwMU0b3CeWG1wazlJUe9dekbUp8tPUGfdcNG8FRUR57MIjwbTpQzGPJYmcJUwRYyWXYSlQ8g4oE67KPkwEm5WsyjyHSeq3C1%2FpDggolW4o8fRHxEqhjVvT743nFNl368PtNiJY%2BXFsdIlVslX2AOgETsLvZI6%2FWAfZGxShIaTgSF7%2F8rP9TS1OWvyWj70Dl7ObWKmV0AwYfl%2BPALjLwFzAsgIVe1Ji8F2XicYqibDiw%2BHdlJdDvuY1Hsvur5x%2FkpDwBnV8IrNcPJ2l%2FT74lABue2NzAfqukQ4a1CytZNrFP6HaKAwFNNP5tdLSAnMgDaa0yspOyhraW9FIRUBJxuMEJ7%2FHnzlZI0XVZS8tp5k4GrpMLtjKotklGhKEZLREWcTf1i7erls7Ip24BMYOp2HeVNH3r2DLOwMK2rWTcBgBQgusJjt4X%2B0F%2FPdPvb2809bGck7skF8AdMKjSqQNnU6Yxn7PP%2BSHToILDRkaLD0zUCAYSYveReGQ3A441QSQ%2BoBOMgB2vL6JfYCDWA090FPPrvf0c7FuLkLhIkNtjnLfwXud3eAr1ysuuGbDCZruIayrEO5wsuIrZ3%2F%2BB0LYZ%2BheHZNLb%2FaoQs%2BZrx0LlfNsATrCBAEIapR6F22nAJ5bp7Fy%2BkvoqT5bln0%2FyyYCiCEzLeJNLNVkq6fgJ67aUfEnz2ngqZ9rMGALlt5nbRXMUeukEL%2Bska%2BCugUh8tGT6fmeVyi7vYk8aIp7lLMqnvk7X1gFPEyYzhQLJpFbbOEy7Z9cwKMEOYwQVeTAaOPQ5Clr2TpI6qFXUoh3gW4ycYqmbSI4aJt8opqUB9fddjtFhAw8w%2FvLrHFo8BnMtljSlsV8f6KuPizdH308yk8NbH8oT53x4%2FUziJWpVtc2uFclz9YhAFJhYch1moN1GgjNb%2FPnWNQhuuVKDOtzh89jAiK2mOySRkXZq%2BWKeTwtkoGRmnm6ZNznFYDO%2BiyYvVJ4kfXgqntRi5j1W3ivAACHFJxvRsSg61tSDv7C4ABSqyt%2BTgMxBO%2F7h1pbedgCvqW2enwPNHfpZ3938SVWN077b2TDwGCcX0%2FxMYIg7AKijX4i7BQvYmmDka%2BJzRK5p3gLCuxU0FmWzwZXPiT1prvXCN5urbKxfqWw6DI1fWxVZ9mvP%2F2UzmxrM3mjYfbux06kGGOIhqssmW2yqr9R1eOHGy3kY60Zh%2BgJvPRVu5Wbwq5dZvqyU2rfo9KGHH%2Bl2EU0LfIPk8gv2T7W3aCL%2BaMid9FstmWLnVD1F5C8LCfF41t7qxMEhbJdp8w45yylNXwbZnsTS%2BHpQ%2FKsc0Rt7WpUj7LBpEYF9HSLwmN62QioejsbXIerwFBA2aysKOjhb0xcL2S65G9rbTBEliHDyP2F3eI%2F%2FE9n%2F0XuDltyntt3FuMDAhfOlFQx4TMggaDhfRr1%2BGnx3hhl5m2pRNESRiHSX%2FRsANbu0ujVVrCvAgScyPePCMkPn2MqLno78MI%2Fis6%2BB4ITanOXUcopmkVTansP7kke2Y%2F9wpo0xllzIStqWeE4eY7gAvwSt4uJ6ZLFPMpIfI%3D,24,1,0,0,0,#1108548364,Logitech/UE,MEGABOOM,36 W,NA,Ativo,NA,Caixa,2.0,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,22.6 cm,877 g,NA
180, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,199,NA,585,6,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1544,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1415,99,19,5,6,#1222327188,JBL,GO 2,3 W,Caixa bluetooth,Woofer,De piso,Caixa,5.1,NA,NA,NA,NA,1,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA
181, Caixa De Som Bluetooth Jbl Go 2 Portátil Original + Nf ,164,NA,92,17,12x,13.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1544,https://perfil.mercadolivre.com.br/VITRINESHOP-,https://produto.mercadolivre.com.br/MLB-1131215459-caixa-de-som-bluetooth-jbl-go-2-portatil-original-nf-_JM,1415,99,19,5,6,#1131215459,JBL,GO 2,3 W,2,duplo,2,vertical,2.1,20 kHz,180 Hz,NA,NA,1,NA,80 dB,NA,NA,NA,NA,NA
182, Caixa Som Portátil Amplificada Bluetooth Usb 40w 2 Microfone ,229,NA,80,14,12x,21.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,102,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1156595615-caixa-som-portatil-amplificada-bluetooth-usb-40w-2-microfone-_JM,64,19,5,8,6,#1156595615,Briwax,FBX-106,30 W,Woofer,Tweeter,De piso,Caixa,2.1,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,NA
183, Caixa Som Amplificada Bluetooth 200w Mp3 Portátil Led 2 Sub ,454,NA,35,18,12x,37.88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1184959278-caixa-som-amplificada-bluetooth-200w-mp3-portatil-led-2-sub-_JM,5,1,0,0,0,#1184959278,Amvox,ACA 200 TURBO PRETO BIVOL,200 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,5.75 kg,Preto
184, Caixa De Som Charge 3+ Mini Portable Wireles Bluetooth Fm ,43,NA,226,36,6x,7.30,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2375,https://perfil.mercadolivre.com.br/CAROLINAVENTURINELLI,https://produto.mercadolivre.com.br/MLB-1178319024-caixa-de-som-charge-3-mini-portable-wireles-bluetooth-fm-_JM,1764,336,136,51,88,#1178319024,JBL,similar,25 W,20w,20w,portatil,bazuca,5.1,20 kHz,65 Hz,NA,NA,2,NA,80 dB,NA,NA,NA,NA,NA
185, Kit 4 Caixa Som Bluetooth Caixinha Pendrive Usb + Frete ,118,NA,82,18,12x,11.28,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2,1,https://perfil.mercadolivre.com.br/SHOPPING+CARROS,https://produto.mercadolivre.com.br/MLB-1152480402-kit-4-caixa-som-bluetooth-caixinha-pendrive-usb-frete-_JM,0,0,0,1,0,#1152480402,Grasep,variado,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,DC5V,NA,NA,NA,NA,NA,NA,NA,NA
186, Caixa De Som Ativa 8 Pol Bt/usb/fm/aux/sd/led 80w Sp 293 ,238,NA,50,2,12x,22.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,7,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1192513044-caixa-de-som-ativa-8-pol-btusbfmauxsdled-80w-sp-293-_JM,5,1,1,0,0,#1192513044,Multilaser,Sp293,80 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,2.7 kg,NA
187, Caixa De Som Amplificada 80w Rms Bluetooth Microfone Sd Fm ,258,NA,578,53,12x,21.57,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1225,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020222697-caixa-de-som-amplificada-80w-rms-bluetooth-microfone-sd-fm-_JM,926,235,38,7,19,#1020222697,Multilaser,SP217,80 W,Woofer,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
188, Caixa Som Bluetooth Amplificada Fm Usb Bivolt 80w Bateria ,361,NA,235,3,12x,30.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,34,https://perfil.mercadolivre.com.br/LOJA1DITUDOTEM,https://produto.mercadolivre.com.br/MLB-1064311035-caixa-som-bluetooth-amplificada-fm-usb-bivolt-80w-bateria-_JM,22,9,1,2,0,#1064311035,Vicini,VC-7080,80 W,Tweeter,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,4.1 kg,NA
189, Mini Caixa De Som Bluetooth Lançamento Prova Água Ventosa ,22,NA,90,179,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100781-mini-caixa-de-som-bluetooth-lancamento-prova-agua-ventosa-_JM,NA,NA,NA,NA,NA,#1218100781,BTS,BTS-06,3 W,Subwoofer,Ativo,De parede,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190, Caixa De Som Sound Bar Com 120w Smart Tv Pc Bluetooth Optico ,499,NA,66,934,12x,41.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029363160-caixa-de-som-sound-bar-com-120w-smart-tv-pc-bluetooth-optico-_JM,2,1,0,0,0,#1029363160,RCA,MTS2018,120 W,Subwoofer,Ativo,NA,subwofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 cm,NA,NA
191, Caixa De Som Amplificada Led Bluetooth Mp3 Sd Microfone Sp25 ,196,NA,336,175,12x,16.37,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,80,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020222837-caixa-de-som-amplificada-led-bluetooth-mp3-sd-microfone-sp25-_JM,52,16,7,2,3,#1020222837,Multilaser,SP256,40 W,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,NA,NA,Deko,NA,2,NA,80 dB,NA,NA,NA,NA,NA
