search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Modelo alfanumérico
36, Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android ,119,NA,18,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-434514647-audifono-bluetooth-x18-inalambrico-v50-para-android-iphone-_JM#position=36&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,NA,NA,NA,NA,NA,#434514647,NA,NA,NA,NA,NA
37, Audifonos I12 Tws Bluetooth AirPods Blanco Original ,114,NA,9,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-429704651-meizu-audifonos-ep51-sport-bluetooth-alta-calidad-original-_JM#position=37&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,0,0,0,0,#429704651,Meizu,NA,EP51,NA,NA
38, Audifonos Smoke Wireless Rasta Ultimate Sound Bluetooth ,148,NA,23,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/PEDROAE24,https://articulo.mercadolibre.com.pe/MPE-435715517-auriculares-xiaomi-airdots-tactil-bluetooth-50-en-stock-_JM#position=38&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,0,0,0,0,#435715517,Xiaomi,Mi,AirDots,In-ear,ZBW4409CN
39, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,39,NA,766,35,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM#position=39&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,7,2,1,0,1,#432083624,Apple,TWS,i9S,In-ear,NA
40, Audífonos Mini I9s Bluetooth 5.0 AirPods P/ Apple Y Android ,75,NA,6,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/G.IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436497033-audifonos-i12-tws-bluetooth-airpods-blanco-original-_JM#position=40&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,NA,NA,NA,NA,NA,#436497033,NA,NA,NA,NA,NA
41, Audifonos Xiaomi Mi Sports Youth Version2019 Envio Inmediato ,89,NA,16,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435408723-audifonos-smoke-wireless-rasta-ultimate-sound-bluetooth-_JM#position=41&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,1,0,0,0,#435408723,Skullcandy,NA,NA,NA,NA
42, Skullcandy Audifonos Crusher Wireless Bass Sound Bluetooth ,89,NA,53,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM#position=42&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,2,0,0,0,#432908688,NA,NA,NA,NA,NA
43, Audífonos Inalambricos Bluetooth X3t Originales ,79,NA,30,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.3,3,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-434251817-audifonos-mini-i9s-bluetooth-50-airpods-p-apple-y-android-_JM#position=43&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,0,1,2,0,0,#434251817,NA,NA,NA,NA,NA
44, Samsung Audifonos Handsfree Bluetooth Musica Mg900 Original ,72,NA,15,55,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436630287-audifonos-xiaomi-mi-sports-youth-version2019-envio-inmediato-_JM#position=44&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,0,0,0,0,#436630287,Xiaomi,Mi,Xiaomi Mi Sport,Headset,NA
45, Audifono Bluetooth V10 Manos Libres 5.0 Con 12 Hrs Continuo ,399,439,20,35,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434515999-skullcandy-audifonos-crusher-wireless-bass-sound-bluetooth-_JM#position=45&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,1,0,0,0,0,#434515999,Skullcandy,NA,Crusher Wireless,NA,NA
46, Audífonos Sport Bluetooth B16 Con Micrófono Baseus ,115,NA,69,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-429896419-audifonos-inalambricos-bluetooth-x3t-originales-_JM#position=46&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,NA,NA,NA,NA,NA,#429896419,NA,NA,NA,NA,NA
47, Audífono Bluetooth Twins True Wireless Stereo + Base K2 ,109,NA,16,34,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436527045-samsung-audifonos-handsfree-bluetooth-musica-mg900-original-_JM#position=47&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,2,0,0,0,0,#436527045,Samsung,NA,MG900,NA,NA
48, Audifonos Bluetooth Syllable Q13s Tws AirPods Airdots ,90,NA,20,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-435701012-audifono-bluetooth-v10-manos-libres-50-con-12-hrs-continuo-_JM#position=48&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,0,1,0,0,0,#435701012,NA,NA,V9,NA,NA
49, Audifonos Jbl Bluetooth Free Wireless Deportivos Ipx5 ,105,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426933270-audifonos-sport-bluetooth-b16-con-microfono-baseus-_JM#position=49&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,NA,NA,NA,NA,NA,#426933270,NA,NA,NA,NA,NA
50, AirPods Bluetooth Handsfree Audifonos Inalambricos Celular ,79,NA,53,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431013752-audifono-bluetooth-twins-true-wireless-stereo-base-k2-_JM#position=50&type=item&tracking_id=710cf579-8236-40bf-a6c1-efcd7e331732,NA,NA,NA,NA,NA,#431013752,NA,NA,NA,NA,NA
51, Audifono Bluetooth Chyda ,70,NA,5,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SANDROAMOROS,https://articulo.mercadolibre.com.pe/MPE-432778302-audifono-bluetooth-chyda-_JM#position=1&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,1,0,0,0,0,#432778302,NA,NA,NA,NA,NA
52, Apple AirPods 2 Originales Sellados Garantizados Oferta!! ,989,NA,20,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,43,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-434385525-apple-airpods-2-originales-sellados-garantizados-oferta-_JM#position=2&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,40,2,0,0,1,#434385525,Apple,Auriculares Inalambricos,A2032 A2031 A1938,Handfree,MRXJ2BE/A
53, Audifonos Bluetooh Ink'd Wireless Skullcandy Supreme Sound ,139,NA,13,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095009-audifonos-bluetooh-inkd-wireless-skullcandy-supreme-sound-_JM#position=3&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,1,1,0,0,0,#434095009,Skullcandy,NA,INK'D,NA,NA
54, Dacom K6h Pro Audifonos Bluetooth Inalámbricos True Wireless ,140,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CLOUD+BUSINESS,https://articulo.mercadolibre.com.pe/MPE-435425577-dacom-k6h-pro-audifonos-bluetooth-inalambricos-true-wireless-_JM#position=4&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#435425577,Dacom,NA,NA,NA,NA
55, Audifonos Bluetooth I7s Tws Cargador Portátil Apple Android ,31,NA,79,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,4,http://perfil.mercadolibre.com.pe/VRB+EIRL,https://articulo.mercadolibre.com.pe/MPE-433144734-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM#position=5&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,3,0,0,0,1,#433144734,Apple,NA,NA,NA,NA
56, Skullcandy Audifonos Bluetooth Hesh 3 ,295,NA,8,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INDIKALO+PERU,https://articulo.mercadolibre.com.pe/MPE-435359251-skullcandy-audifonos-bluetooth-hesh-3-_JM#position=6&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#435359251,Skullcandy,NA,NA,NA,NA
57, Original I9s Tws 5.0 V Auriculares Bluetooth ,69,NA,6,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BRUNELLA_GIA,https://articulo.mercadolibre.com.pe/MPE-432426105-original-i9s-tws-50-v-auriculares-bluetooth-_JM#position=7&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#432426105,NA,NA,NA,NA,NA
58," Audífonos AirPods I11 Tws (i10 2019) Bluetooth 5.0 Tactil,qi ",139,NA,58,5,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,8,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-434495285-audifonos-airpods-i11-tws-i10-2019-bluetooth-50-tactilqi-_JM#position=8&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,8,0,0,0,0,#434495285,TWS,NA,I11,In-ear,I11 TWS
59, Audifonos Bluetooth Qcy T1 Pro Black Edition Remate ,160,NA,2,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHBOSSPERU,https://articulo.mercadolibre.com.pe/MPE-433063100-audifonos-bluetooth-qcy-t1-pro-black-edition-remate-_JM#position=9&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#433063100,QCY,NA,T1,NA,NA
60, Combo Audifonos Xiaomi Redmi Airdots + Xiaomi Mi Band 4 ,219,NA,8,992,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,108,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-437312612-combo-audifonos-xiaomi-redmi-airdots-xiaomi-mi-band-4-_JM#position=10&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,77,26,5,0,0,#437312612,Xiaomi,Wearables,Airdots Mi band 4,In-ear,NA
61, Xiaomi Audífonos Inalámbricos Bluetooth Mi True Wireless Ear ,189,NA,NA,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/QUETALCOMPRADELPERUEIRL?brandId=159,https://articulo.mercadolibre.com.pe/MPE-437680116-xiaomi-audifonos-inalambricos-bluetooth-mi-true-wireless-ear-_JM#position=11&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#437680116,Xiaomi,NA,Bluetooth Mi True Wireless Earbuds,NA,NA
62, J Auriculares Inalámbricos Bluetooth Hbq Q32 Tws (a Pedido) ,165,NA,3,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JACKJIMNEZVIAS,https://articulo.mercadolibre.com.pe/MPE-436707598-j-auriculares-inalambricos-bluetooth-hbq-q32-tws-a-pedido-_JM#position=12&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#436707598,HBQ,NA,NA,NA,NA
63, Audifonos Skullcandy Bluetooth Uproar Wirelles Supreme Sound ,129,179,8,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435666126-audifonos-skullcandy-bluetooth-uproar-wirelles-supreme-sound-_JM#position=13&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#435666126,Skullcandy,NA,Uproar,NA,NA
64, Audífonos Panasonic Bluetooth 24hrs Extra Bass Wireles Hf410 ,149,NA,1,198,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=SWhJFlIGA4623f6SeYTyF1jsYP6NY8cfPSPtRX2tCQlSHA1d2nT34ZIIRMe7wEHRD4LdJF0pElMZIxpljQdO8iDwqOG9hwJBrm37HkoJO6F8mgfZii%2F6%2FpW16fh%2BszIbvi5EAtp50v3xAb9XFYseboio7s9%2By%2Fhp40YS6WpxwTiloIKiiISsO2q0IyB2nDX9%2FP%2B6yy93uPp%2F%2ByLxK7z6eVv6LrE%2BLC95hba2IGrtQvlJbWP6tA8QWbRzxiE3KClr84ERSqprgFoVJYLV9Rqkt%2FGLMzjoEWZDTsYuil%2FWesZXvMy0J58Cbzj0sjrvqgpdfJYF5OTwuzqm6OpjlKwBQSSh9qnjj0cbcW4EpA7XUapKNB0Hro0VmKXc0jf6C%2BYjVylmODmrlotKmtXUxEWt5VSRxvHUTVsW4yISJlVe9CrnMuxHlHiTHzUqBarlXnoTwfAHErPdMZ4FnQW3k%2FTiuljA1njbWQ1DzB0KsmACgkFtMdnM8ygJlns43PBrMi6pOFzQdv%2FSWgrGwTEO89GRzzHR1BLgPGtLIzqCX%2FSBXvyW18Rxdosp4WA7VGQL%2BV8XCz9ANBn0Ck9ry3ul0kZo2IzitdQ1QyGJOS9xLUpNY7%2Ba5p5DU%2FgZJNSTSXCJDyMcqxaPKrMwCc8%2F5%2BHVZKOM6jsV44etvoLko7wlhPX7a9uKflYnT7b5YQA6A7ejuijDXIuk3mR3qxvkxQB7dlvfmHJs4CDsTv%2Fdz47lIQh%2B3HrGQwGqFoZCXAdSNoY7M83xR90VpZB7y1PHUISvZy9ZQ02ML772TsCMWREebHxMc3n9DeR80GWVzEdN0qHvAR3e%2FtUULU%2BuvaNObDqXmDBUI%2Fwh2r7R5hf2%2BNCCkoGZkPhaze%2F%2Fq9YZ1lPes1VxPJK9fQCWYHcfvckVEZjRX001%2B3kKNU450ZSrb9ssyxQKbhOUlwbrp2GXm2QakTZK2fMAqYdQbFh2DF76vD7b3xOQcxMve7wDOvpYWuRQ2F6pVAF8jlM8LXIJo4N0lsl%2F0w9yt0cD9uMcCTQnM3HCYNrct6zsjhLvjlvHVj9N%2FW%2Fev059dGDJiG2FNGrcU0GyoSCrLumvHxeEyy4pDD69o1cvIqa5giVVNBa0H8XL7ROMTlpH5ZBK66HT0ZmNlpPEdjPu4Cw5OhoVWiaPhSn%2FfFgh1zF9PoeLvfmbvpyZi%2ByyKewp4CtYtt8zdF3Is%2BAgEmpoEUgVkEg8ihPXS6z0Glojaim%2FQ05Xp11rv4P%2F0GLmd4E1iQe5dMr4qTha7xp34LVT8Bwx26LGam6wivF4xKbtXQ9el6UqkP180%2B8cbmSg9w3CeYS5xGVE%2Fd%2FLkyBVud7kNSAWkoGQTbXTTt3PFLAO8Iooe9sYIlN8oxCJrtw8AhnHfTVkGWYTcshIs4lf1ygUUX%2B3Ger3v5Aoe9cRLAQO1uShpi1mcsRhRSUCAoxhXkW2STrh%2FHEbO00oiVnt0eGrPBaGxP4jkEQw0DkwuId6tzjV5JKrCTfDDbg5lFNxp0F%2F0B6ZS9%2BeHNh%2F1kKX%2F6P%2BIv49uAPrql5ludJNyt%2FjKyucysi%2FeraPOX1XbWUwuoYz9ePHj4sx4N2H3kIrgdz6%2By63HLKm%2F3qAQ5jZVhOEaSC%2FU3AHOnMO6%2Bx5lCkM7GSQhNVPCOCugttbJ8BtAgfD5kMmdKeujRajJsdzlnqpkQs%2B5DDOyQwV%2FujzJP%2BX%2FXinvRATKsnJBw30vWPQPUzztvXSVuw21M5UmjsfrwMRzx2y60n7,NA,NA,NA,NA,NA,#437311445,NA,NA,NA,NA,NA
65, Repuesto De Sujetador De Audífono Bluetooth Handsfree ,4,NA,154,846,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.2,10,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-425332744-repuesto-de-sujetador-de-audifono-bluetooth-handsfree-_JM#position=15&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,4,0,3,0,3,#425332744,NA,NA,NA,NA,NA
66, Auricular Inhalambrico Bluetooth Blanco Y Negro Recargable ,20,NA,3,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DATADATOS.COM,https://articulo.mercadolibre.com.pe/MPE-436534677-auricular-inhalambrico-bluetooth-blanco-y-negro-recargable-_JM#position=16&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#436534677,NA,NA,NA,NA,NA
67," Audifono Bluetooth Handsfree 8 Horas, Original, Envio Gratis ",75,NA,40,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432140061-audifono-bluetooth-handsfree-8-horas-original-envio-gratis-_JM#position=17&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,0,2,0,0,0,#432140061,NA,NA,NA,NA,NA
68, Jbl T450bt Wireless Audifonos Bluetooth Pure Bass Harman ,149,NA,0,299,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=UKxiL%2FKfR5AQ8W0tbAe5O9H5lUvbIEBnKT2ZbBuArhe5j%2B915YbWGKq%2BhQnCUuX5hHB%2BNpEFcY7QYnTafAWIn931ZLMvrDjToU1xYdTDV%2BR61UnjlByqWYZPVNRbo06%2BijLDD5sf6KwLC%2BntZKnf3dBvuF6MhsOlArVCPh0yK15UtO7KK72rFhtLA357l3z7ul9ZNxa97g%2BXaZLOsOuEYGMpc1MQLnxFZSjam9ZPGt3aJVGfc40qRun7QM84nrLJgXXlPLyXIGz9EbuAzhRcrPownskBhsix%2BolmvD8ZFSQSdF8egQ2oeN6nZGL4TBo0Hl3Ol9BENPsuy8EJfOr03B6yaPsus3CM94wwfThWSYgL0F0nCiafhCe3K4K2uHEv0jeUpM3viS6hGjqexPkXObsrajiOSOCSSxVz%2B8yHULoqeTJbUs2mVcqZcDAjpjXGjTZI%2FaEenjrlKEC7GJi3dgAaEHvasgisJLUPQ5x6bB3fY%2FC42A0uBz4qgdGRcrZEM7Z0ds1beaqLWJY0jYV3ebeRTzNY8ohwSFQUgZ9oFb65pKBK6oUXqS5%2BsRPOkwCsCLgTuKIo6nCSPE6%2B1IIeLLTzrOdkp55%2FDHEJ0VNldzA7eMmhgQAr5Ip6iTYJ1HFdtjxgVRFlXCVByMInuz8LnLbeVIuKVU%2FF8spn5Tl%2B8Y2sIGtNovmTismyKvakLyqKki5H%2BzD8slPnfiYTwkxo7%2B%2BVsmsRzz%2BZKcpnxnAegb%2BdPxzrn2awjBIcVjVA0RMR0smcYlew9OF7pmJbw1CLbm0voY1q884xc8evAvCf%2BV2oJuUOG0yZPg5Bg0bNFQp%2BDgtNbzNIWQPvhLXcb6e6WW%2B9dN6YDzpKzZ1%2FnARwREfRc9K7vcCLATvUoQkSdypZEe4XcpwjB4XZlS4PGF3d84iW9sGgw21ZeMp5czrj9TdI6d2rZjYTwma1pfh6JwHAlBXkL5di%2BtSZoPgARC9kLWUR1e0BMVk6fy4MWlxE92C41ZpYLjE82%2FbCPdtJuExTGh9tPrV6CSRsgC92gGX8TPAoXhTmkSl9jBfWDObnK3pO0LryQzPhy51mOUSiFDw0RDqsG6wlg0B2oZTopaaZ25Q7L37roB%2FIeORIxVpDhXfHkGGyg3wqtCW6j7kgtRnWXCUAl9SscI5a%2FVDk535VkaSwzCWX0fFbP1a0FXFcP3c%2F5M6CKB9Eeie25dNz3SVwbukmvOOZZvFve52anuPVbBBlfsPNDernuhSob2DLYGUoip9%2FcaQjSdh5CbluJFSPXcmEhNGQWgVuQNOHk649z1ZfNrEvS6IEIQ0VX6eGcFAq%2BimmDpBFH7ieY3t8npZecwcN0MpqyGNAf6AGJPsarnuiqeeXanrY8RPCb2i0BpDAis4Xt2P9CIXJsBnxctD%2F3yzkn%2BPaPFHbMg%2FewEJ%2F0LxeYuMRGjzCSNLrLqtxeZH49sLEJwexBwAkXBtplzrNqrSm6MB1uWnF43GbOFPMPJSBd%2BkEMz1cM1jYpc4FFhyY0ZcPYfqwhceQEnRnskvPPHmPPwEV%2BXBKFvdYPWFtWKROGdNiDBX%2FD5RS1JlL9ChTwo63vLzR%2FZJJb%2B0kwUvy3Ijk4bnUAvVdmiZghnhgqrk%2FVxoMxn6HXuDHeilO16p0VGDQfchEzxnFg3r2J3KDn8g8ktl%2BHmyEN8l8LuWggi5IlHMqdSqF9WtnH72YbfFkLUxtd7Z%2BcJ55%2ButBhFuAfww9%2Bwzc7zPvpKTQI8ChI9k%3D,NA,NA,NA,NA,NA,#437740034,NA,NA,NA,NA,NA
69," Transmisor Bluetooth Para Musica, Tv, Pc, Laptop, Audifono ",37,NA,14,111,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUWITROX,https://articulo.mercadolibre.com.pe/MPE-436419258-transmisor-bluetooth-para-musica-tv-pc-laptop-audifono-_JM#position=19&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#436419258,NA,NA,NA,NA,NA
70, Audifonos Huawei Am61 Bluetooth Sport Lite + Regalo ,149,179,15,43,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303167-audifonos-huawei-am61-bluetooth-sport-lite-regalo-_JM#position=20&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,1,0,0,0,0,#434303167,Huawei,NA,AM61,NA,NA
71, Apple AirPods 2 iPhone Xr 7 6 Audifono Bluetooth Original ,729,NA,11,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,13,http://perfil.mercadolibre.com.pe/TERABYTE+PERU,https://articulo.mercadolibre.com.pe/MPE-425145725-apple-airpods-2-iphone-xr-7-6-audifono-bluetooth-original-_JM#position=21&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,10,2,0,0,1,#425145725,Apple,NA,AirPods,NA,MMEF2
72, Audifonos Bluetooth + Radio Sd Deportivos Wireless 4.1 ,34,79,8,42,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436677074-audifonos-bluetooth-radio-sd-deportivos-wireless-41-_JM#position=22&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#436677074,NA,NA,NA,NA,NA
73, Audifonos Bluetooth Qcy Qs2 Tws Bt 5.0 Stereo 3d ,160,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FLOYDTEC.,https://articulo.mercadolibre.com.pe/MPE-436652325-audifonos-bluetooth-qcy-qs2-tws-bt-50-stereo-3d-_JM#position=23&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#436652325,QCY,NA,NA,NA,NA
74, Audífono Bluetooth Huawei Sport Am61 ,149,NA,17,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,5,http://perfil.mercadolibre.com.pe/PRO-ACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-434541487-audifono-bluetooth-huawei-sport-am61-_JM#position=24&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,5,0,0,0,0,#434541487,Huawei,NA,NA,NA,AM61
75, Audifonos Skullcandy Hesh 3 Wireless Premium Sound Bluetooth ,329,NA,9,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432199274-audifonos-skullcandy-hesh-3-wireless-premium-sound-bluetooth-_JM#position=25&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#432199274,Skullcandy,NA,Hesh 3,NA,NA
76, Mini Audifono Bluetooth Inalambrico 4.0 ,29,NA,6,104,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-423099308-mini-audifono-bluetooth-inalambrico-40-_JM#position=26&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,NA,NA,NA,NA,NA,#423099308,NA,NA,NA,NA,NA
77, Xgody X9 Tws Auriculares Bluetooth V5.0 + Envio Gratis Lima ,190,NA,8,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-435422337-xgody-x9-tws-auriculares-bluetooth-v50-envio-gratis-lima-_JM#position=27&type=item&tracking_id=c291f472-595f-403d-86c3-33ca4ab4264d,0,1,0,0,0,#435422337,NA,NA,NA,NA,NA
