search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
27, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,165,NA,95,36,12x,15.86,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1152384588-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,1,0,0,0,0,#1152384588,JBL,Caixa de Som,3 W,Woofer,NA,moto,Caixa,2.1,NA,340 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
28, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,159,NA,420,2,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,27,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,26,0,1,0,0,#1208611850,Goldenultra,Ws-887,3 W,NA, ,NA,NA,NA,NA,NA,NA, , ,NA,NA,NA,NA,NA,NA,Pele
29, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,24,NA,5753,1,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,209,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,132,44,18,6,9,#765932866,Mini Speaker,Ws-887,3 W,Tweeter,Ativo/Passivo,"Mesa, Casa, Na Rua, Praia, Etc...",Caixa,2.1,NA,NA,Ws-887,0,Auxiliar,NA,NA,NA,NA,NA,NA,NA
30, Caixa Caixinha De Som Bluetooth Portátil Df6 Mp3 Fm Am Retrô ,199,NA,453,5,12x,16.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,162,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,112,26,14,6,4,#1097032335,Briwax,FBX-103,25 W,Subwoofer,AMPLIFICADO,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",Torre,5.1 - Bluetooth,NA,2.4 kg,NA,NA,Entrada para Microfone P2 e P10,NA,NA,NA,NA,NA,NA,NA
31, Caixa De Som Portátil Mini 3+ Bluetooth Fm Pen Drive ,69,NA,161,1,12x,6.69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,10,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-1193013720-caixa-caixinha-de-som-bluetooth-portatil-df6-mp3-fm-am-retr-_JM,3,2,2,2,1,#1193013720,Grasep,D-F6,8 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb 2 Microfone ,43,NA,714,15,6x,8.14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,17,https://perfil.mercadolivre.com.br/POLARIS+VARIEDADES,https://produto.mercadolivre.com.br/MLB-1241923030-caixa-de-som-portatil-mini-3-bluetooth-fm-pen-drive-_JM,10,4,3,0,0,#1241923030,JBL,Tipo Charge Mini 3+,20 W,Woofer,Woofer,"Ar livre, Festas, Lazer",Caixa,4.1,2,400 g,NA,NA,USB,80 dB,NA,NA,NA,20 Hz,65 Hz,NA
33, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,229,NA,144,10,12x,21.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,10,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1228293421-caixa-som-bluetooth-portatil-amplificada-mp3-usb-2-microfone-_JM,7,3,0,0,0,#1228293421,Briwax,FBX-107,40 W,Tweeter,Tweeter,NA,Caixa,2.1,NA,2.75 kg,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA
34, Caixa Som Amplificada Bluetooth Canhão Mp3 Fm Usb Microfone ,24,NA,238,18,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,NA,249 g,Caixa De Som Portátil,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,NA
35, Caixa De Som Grasep Bazuca 100w Bluetooth Sd Pend ,74,NA,2355,5,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,171,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-canho-mp3-fm-usb-microfone-_JM,142,18,7,2,2,#1154336658,Altomex,AL-M01,10 W,Tweeter,Tweeter,Portátil,Caixa,Não,NA,700 g,Caixa de Som,NA,USB,NA,NA,NA,NA,NA,NA,NA
36, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,164,43,12x,71.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,161,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,114,27,11,4,5,#1166296703,AMVOX,ACA 501,500 W,NA,Ativo,NA,Caixa,NA,NA,NA,Caixa amplificada Bluetooth,110/220 V,P2,NA,NA,NA,NA,NA,NA,NA
37, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,265,140,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,311,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,186,81,18,6,20,#1170112341,JBL,MS-144BT,15 W,Super tweeter,NA,todos,Caixa,5.1,2,NA,Top,NA,USB,80 dB,NA,NA,NA,NA,NA,NA
38, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,330,23,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,10,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,7,2,0,0,1,#1078576031,Grasep,D-BH1064,6 W,Subwoofer,Mini tweeter,Portátil,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,137,43,12x,74.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,161,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,114,27,11,4,5,#1166277766,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,NA,110V/220V (Bivolt),USB,NA,NA,NA,NA,NA,NA,NA
40, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,505,2,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,26,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,19,3,2,1,1,#1175966463,Goldenultra,GT-356BT,8 W,NA,Portátil ,NA,Caixa,NA,NA,518 g,NA,Bivolt,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,NA,NA,Pele
41, Caixa De Som Amplificadora Multi Connect 200w Cm-08 Mondial ,465,NA,225,6,12x,38.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,24,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064887952-caixa-de-som-amplificadora-multi-connect-200w-cm-08-mondial-_JM,17,6,1,0,0,#1064887952,Mondial,CM-08,NA,NA,NA,NA,NA,NA,NA,7.32 kg,NA,(Bivolt),NA,NA,28.5 cm,NA,50 cm,NA,NA,NA
42, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,580,124,12x,15.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,883,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,715,118,34,6,10,#959398145,JBL,Wind,3 W,NA,Ativo,Capacete,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,20 kHz,120 Hz,NA
43, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,74,7,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,25,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,24,1,0,0,0,#1000777273,Edifier,R1700BT,66 W,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",Caixa,2.0,NA,NA,NA,110V/220V (Bivolt),RCA,NA,NA,NA,NA,NA,NA,NA
44, Caixa De Som Grande Amplificada Via Bluetooth Grave Karaoke ,250,NA,102,15,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1188152243-caixa-de-som-grande-amplificada-via-bluetooth-grave-karaoke-_JM,NA,NA,NA,NA,NA,#1188152243,Briwax,BX-668,20 W,Woofer,NA,Portátil,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
45, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,509,807,12x,40.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,27,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,20,7,0,0,0,#1029365629,RCA,MTS2018,120 W,imbutido,Subwoofer,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7 cm,NA,NA,NA
46, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,370,NA,224,31,12x,30.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,18,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,15,2,1,0,0,#1064889332,Mondial,MCO-06,120 W,NA,NA,NA,Caixa,NA,NA,2.75 kg,Multi Connect,(Bivolt),NA,NA,43 cm,NA,30 cm,NA,NA,Preto
47, Caixa De Som Jbl Go 2 Portátil 3 W Original Bluetooth ,149,NA,733,24,12x,14.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1497,https://perfil.mercadolivre.com.br/STECVALE-,https://produto.mercadolivre.com.br/MLB-1161277139-caixa-de-som-jbl-go-2-portatil-3-w-original-bluetooth-_JM,1374,98,18,4,3,#1161277139,JBL,GO 2,3 W,Tweeter,Passivo,De piso,Caixa,2.1,NA,184 g,JBL GO 2,Bivolt,NA,80 dB,NA,NA,NA,NA,NA,NA
48," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,2393,890,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,277,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,188,57,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,50 W,Woofer,Caixa,De piso,Caixa,NA,1,NA,Multiuso,110V/220V (Bivolt),RCA,NA,NA,NA,NA,NA,NA,NA
49, Caixa Som Amplificado Bluetooth 290w Portátil Led Falante 12 ,476,NA,163,16,12x,39.70,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,169,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-790853234-caixa-som-amplificado-bluetooth-290w-portatil-led-falante-12-_JM,129,28,9,1,2,#790853234,AMVOX,ACA 292 NEW PRETO BIVOL,290 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,1,7.6 kg,ACA 292 NEW,Bivolt,NA,NA,NA,NA,NA,NA,NA,Preto
50, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,148,NA,583,1,12x,12.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1497,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1374,98,18,4,3,#1222327188,JBL,GO 2,3 W,Caixa bluetooth,Woofer,De piso,Caixa,NA,1,NA,NA,NA,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA
51, Mini Caixinha De Som Bluetooth Portátil Prov D'água Banheiro ,18,NA,151,409,3x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZHANGFENG+2018,https://produto.mercadolivre.com.br/MLB-1221345426-mini-caixinha-de-som-bluetooth-portatil-prov-dagua-banheiro-_JM,NA,NA,NA,NA,NA,#1221345426,Importado,BTS-06,3 W,NA,Subwoofer,Diversos,Caixa,2.1,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
52, Caixa Som Bluetooth Fb107 40w Rms Mp3 Usb Aux Radio Controle ,229,NA,106,6,12x,19.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/POWER+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164624221-caixa-som-bluetooth-fb107-40w-rms-mp3-usb-aux-radio-controle-_JM,5,2,0,0,0,#1164624221,Briwax,FBX-107,40 W,Tweeter,Tweeter,De piso,Caixa,5.1,NA,2.75 kg,NA,(Bivolt),Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA
53, Mini Caixinha Som Bluetooth Portátil Prova Água Ventosa ,22,NA,257,2,4x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,7,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049750580-mini-caixinha-som-bluetooth-portatil-prova-agua-ventosa-_JM,5,0,1,0,1,#1049750580,Importado,BTS-06,3 W,Tweeter,Woofer,"Vidro, Azulejo",Redondo,2.1,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
54, Caixa Som Bluetooth Amplificada 1800w Pmpo Karaokê Mp3 Fm Sd ,250,NA,418,16,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,7,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066259-caixa-som-bluetooth-amplificada-1800w-pmpo-karaok-mp3-fm-sd-_JM,5,1,1,0,0,#1131066259,Briwax,FBX-108,40 W,Woofer,Subwoofer,De piso,Torre,2.1,2,NA,NA,Bivolt,Entrada para Microfone,NA,NA,NA,NA,80 kHz,18 kHz,NA
55, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,922,11,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,68,18,5,3,6,#998492307,Briwax,FBX-105,65 W,Woofer,Ativo/Passivo,De piso,Caixa,5.1,NA,NA,Premium+,NA,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,NA,NA
56, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,216,NA,168,20,12x,20.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,40 W,Tweeter,Tweeter,De piso,Caixa,2.1,2,2.75 kg,NA,Bivolt,Entrada para Microfone,NA,NA,NA,NA,80 kHz,18 kHz,NA
57, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,297,24,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,25,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,16,6,3,0,0,#939772594,Exbom,CS-M33BT,10 W,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",Caixa,1.1,2,NA,Bluetooth,110/220v Bi-volt ou 5v USB,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,20 kHz,85 Hz,NA
58, Caixa De Som Jbl Boombox Bluetooth Preto ,1749,NA,241,27,12x,145.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,100,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-986579297-caixa-de-som-jbl-boombox-bluetooth-preto-_JM,87,5,1,3,4,#986579297,JBL,Boombox,60 W,Subwoofer,Subwoofer,De piso,Caixa,7.1,NA,NA,Boombox,NA,NA,NA,NA,1 m,NA,NA,NA,NA
59, Bazooquinha Pulse 3 + Bluetooth Caixa De Som Usb Sd Mp3 Fm ,72,NA,108,38,12x,6.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,6,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-1043853042-bazooquinha-pulse-3-bluetooth-caixa-de-som-usb-sd-mp3-fm-_JM,4,1,1,0,0,#1043853042,A Importes,Pulse 3,20 W,Woofer,Subwoofer,portátil,Caixa,Não,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60, Caixa Caixinha Som Portátil 5w Mp3 Micro Sd Usb Radio Fm Ws ,24,NA,818,9,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,37,https://perfil.mercadolivre.com.br/CONNECT+PLANET,https://produto.mercadolivre.com.br/MLB-765776943-caixa-caixinha-som-portatil-5w-mp3-micro-sd-usb-radio-fm-ws-_JM,23,8,2,0,4,#765776943,Importado,WS-887,5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,NA,249 g,Caixa De Som Portátil,110V/220V (Bivolt),USB,NA,NA,NA,NA,16 kHz,280 Hz,NA
61, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm 300w ,49,NA,297,24,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,25,https://perfil.mercadolivre.com.br/BREVISTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=TL4WFbSjIPfPCrG1xeRHEGn7uDl1v7rLfbcD6ZxnIpI2K1F1PDvECYwRU9kW7t%2FR2AFuLjuoj2%2Fgy7K9gU%2FtCLRbrX%2FQFcKC4YUY5mRmSyMUoaeTR55U4lVlaxvAa3%2FlSTvTNgVZtiX6%2FB5tUM89jb6T1ttn8829WfKa4D504oGQtpurJPLdGskpHuuEPn%2FcOgSgTEHDN6Jo%2FhhA6n4jJpLNbCSzqkJPlPb5IItREJLZyue3ZBrNL7DlZDMg20gPvp3Ytrc6hNjkPtPO3xLUllM4CpmrCgT2AD7pg8XUyGom94XixUrSoR%2B1wtzYzM0sXSIgIipGDc2yt%2FFO6UnvkbPu3Dp8D4raV3tG5b%2BDscWqCA5jcxIll62nobyzgKEuBldSTk%2FoUF6U6Hij1J%2B0%2B3NVy35XpfJ%2BjL3nHErpg2LHalNIian4sXzncFJdIJohSHx3T%2Bf6GID%2Bk5p0UfazSYHa4lDLNifZjCYiYlE1KtKoPCqQIxHuP3GFVQpUS0SynQsEQ%2FU8%2Be2%2F0KYPJqqnpiZVngxY0VtRvE0WjS1pBhHz7nujRisjNhIfyKzfMCG%2BuVt58sclsugGV5FuMLMyXsv0les9BoZtlk8w6sVC4cAj2WUelEyX9bpL5O2XLT%2FPMKbAD5pIPmzhypEpvW5V9jK61LAadkDs9JV5nMvCkc1IqN2iACCVDe0oh%2BufDSky2wooSioS7Wo7IeDzxIiUIFC9w9Hh38r9SCt6BLNDJcC9IqP4jsyYwnqK6eawuWYJQWEzlO8zGy1HuhPHUseQvulwOCKbB8WUORZ20R8RmIv3u64KIYLU87yxckZfrCGY75w0aDY5fbqU1jiSArO86aQlpXWwqfxLxpS9JRWVM1Q4hhBKCMaZu0so3CvhNiyKh%2BVi%2B%2BYqpWd6QdUvg2kIczTcrrc4pU%2BoImQh6vf5v0TuM3lPjnZ54Jz3Ux%2FK0gPjoxJttocguLMhOXSBdiHNkb5wB%2BwbXv%2BQ%2FaG8GGJe9UeAESw2BC9xJb3DT7bEgFJw3I8Tom0VlXAaix%2FFLjOmALeXKu9Kfcoxf5b2kuBsuRdKemhPHXpOS9tJoVVvJNhITyIj3e1Vvnr4uKi%2F5I6cK9oQisRhJCY7egpv1ta9klljCosodl%2BAgt%2Fuyykzma87f0RuFhd1q9b%2Bg%2BGW7MwJS0T%2FyfWXjGjqwd%2BNEOe%2Biii7yYJ1B0UenJ72xM%2FzBS1K1pKMQrv7%2BhaiN68z0UuWmtp0me43OVBJK%2FsU8%2Bz%2BWepX2DdOJw72ZT6WOHTwhvRQGPibL%2B4BUaOeVDaCEvcTH53eXOo9XmyBt8Q04tlJ54wQcAQiSaacHn2j25s0Y1PPf%2BswAOXvdOEmLCr2kyEfBD%2Bw0XKpHz%2FELF5%2FDXHNJ%2BbDH8HsmYfWeKBOicUT7XCFO3gKikzcDAFREtbUIBESuv5lCnmODLP6j%2B3nzQ6U5qJ4EOdS251huBPx0buXbJRfCPQ1O%2Ft2uW6Y8kc7qQaeJRdX8SU2GfWExCafOyVUlxpUn9YSd0wJkWgTShALtyPpwtzVrhFYFZ5s26xuwsszbHKCEmif6%2B9HrvO6qsnRK%2BN0%2FlyX1bGEPeEilkKrXqWqinU3EiDnDxPChYIVYYRNhEGazL7YONuaIFO1yk0FI%2BbkS3qImBNm%2Fjk7%2FmtG5n1jwK%2B3oiQcYTk3X8GtUiL6NoCkyYrVM%2BirkmmOXEse3AgXxsoi6dMePpMKnUo%2FhsT0bXT6OGb5IdjkA5W%2Ba9vjy2TtMIiACENkvLySAyaciwEDsyMhzH%2BBVs2mLuHFGkiJ7zBndt1WWN0ejj%2Bz2%2FAGFEiVdBN7Hgf01nFHpfacO37v3Ei4FUvxqnxoCX4Xv%2FtIx7MvFjhfemwdDOa31hCeRGjnfiRDYrNSW4Y7r9eHsnl6DAC8%2FZCY,16,6,3,0,0,#939772594,Exbom,CS-M33BT,10 W,Subwoofer,Ativo/Passivo,"Sala, Quarto, Cozinha, Praia, Sítio",Caixa,1.1,2,NA,Bluetooth,110/220v Bi-volt ou 5v USB,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",NA,NA,NA,NA,20 kHz,85 Hz,NA
62, Caixa Som Portátil Recarregavel Amplificada 5000w Amvox ,799,NA,117,43,12x,66.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,161,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166294460-caixa-som-portatil-recarregavel-amplificada-5000w-amvox-_JM,114,27,11,4,5,#1166294460,AMVOX,ACA 501,500 W,NA,Ativo,NA,Caixa,NA,NA,NA,Caixa amplificada Bluetooth,110/220 V,P2,NA,NA,NA,NA,NA,NA,NA
63, Jbl Go 2 Portatil Bluetooth Caixa Som Bateria 5hrs Rev Ofic ,217,NA,416,6,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1497,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1080472372-jbl-go-2-portatil-bluetooth-caixa-som-bateria-5hrs-rev-ofic-_JM,1374,98,18,4,3,#1080472372,JBL,GO,3.1 W,Woofer,Ativo,NA,Caixa,NA,1,184 g,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
64, Caixa Ativa 8 Bluetooth Master Voice Bateria+ Microfone Mv8 ,205,NA,193,108,12x,19.59,NA,Entrega a combinar com o vendedor,NA,NA,5,5,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM6,https://produto.mercadolivre.com.br/MLB-747380043-caixa-ativa-8-bluetooth-master-voice-bateria-microfone-mv8-_JM,5,0,0,0,0,#747380043,JBL,MV-08,NA,Woofer,Ativa,De piso,Caixa,NA,NA,2.7 kg,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
65, Caixa Som Bluetooth Jbl Potência 16w Ios Android Preto Flip4 ,369,NA,2946,1788,12x,30.75,NA,Envio para todo o país,NA,NA,4.9,442,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-914225881-caixa-som-bluetooth-jbl-potncia-16w-ios-android-preto-flip4-_JM,404,27,4,3,4,#914225881,JBL,Flip 4,16 W,NA,Ativo,NA,NA,NA,NA,NA,Flip Series,NA,NA,80 dB,175 mm,66 mm,66 mm,NA,NA,NA
