search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
603, Caixa Som Bluetooth Pendrive Radio Potente Usb Atacado - 6un ,113,NA,535,2,12x,10.80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,34,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-898590477-caixa-som-bluetooth-pendrive-radio-potente-usb-atacado-6un-_JM,23,9,0,1,1,#898590477,Altomex,WS-887,Sortida,5 W,Caixa,USB,NA,6.5 cm,6.5 cm,7 cm,250 g,Portáteis,110V/220V (Bivolt),Woofer,Ativo/Passivo,Mesa,2.1,1,16000 Hz,280 Hz
604, Caixa De Som Bluetooth Q3 Usb Mp3 Aux Com Suporte Celular ,43,NA,136,1,6x,7.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,8,https://perfil.mercadolivre.com.br/CRSPSHOP,https://produto.mercadolivre.com.br/MLB-1000473796-caixa-de-som-bluetooth-q3-usb-mp3-aux-com-suporte-celular-_JM,5,2,1,0,0,#1000473796,Yes,Q3+,NA,5 W,Caixa,Auxiliar,NA,NA,NA,NA,457 g,NA,DC5V,ativo,caixa,portatil,2.1,NA,NA,NA
605, Caixa De Som Pulse Bluetooth/radio/sd/usb 40w Bazooka Sp265 ,299,NA,53,5,12x,28.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,9,https://perfil.mercadolivre.com.br/AJPACESSORIOS,https://produto.mercadolivre.com.br/MLB-958886863-caixa-de-som-pulse-bluetoothradiosdusb-40w-bazooka-sp265-_JM,8,1,0,0,0,#958886863,Pulse,SP265,NA,40 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,NA,Ativo/Passivo,NA,2.1,NA,NA,NA
606, Caixa Som Bluetooth Charge Mini 3+ Potente 20w Rms Radio Fm ,55,NA,31,1,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DCMAGAZINE,https://produto.mercadolivre.com.br/MLB-1217411979-caixa-som-bluetooth-charge-mini-3-potente-20w-rms-radio-fm-_JM,NA,NA,NA,NA,NA,#1217411979,JBL,Mini 3,NA,20 W,Cilindro,USB,NA,NA,NA,NA,NA,NA,NA,NA,Ativo,Mesa,NA,NA,20 kHz,20 Hz
607, Caixa Som Q 3 Caixinha Smartphone Android Bluetooth ,29,NA,32,453,5x,6.35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUDO+VIA,https://produto.mercadolivre.com.br/MLB-1281833332-caixa-som-q-3-caixinha-smartphone-android-bluetooth-_JM,NA,NA,NA,NA,NA,#1281833332,TDY,HF-Q3,NA,5 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,Ativo/Passivo,Mesa,2.1,NA,NA,NA
608, Caixa De Som Portátil Bluetooth Amplificada Microfone 873 ,99,NA,39,66,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,82,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-945975389-caixa-de-som-portatil-bluetooth-amplificada-microfone-873-_JM,51,16,5,3,7,#945975389,Infokit,873,Pele,12 W,NA,NA,NA,NA,NA,NA,NA,infokit,NA,Woofer,NA,NA,NA,NA,NA,NA
609, Caixa Som Dual Usb Cartao Bluetooth 150w Rms Potente Philco ,599,NA,6,7,12x,57.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1177260169-caixa-som-dual-usb-cartao-bluetooth-150w-rms-potente-philco-_JM,NA,NA,NA,NA,NA,#1177260169,Philco,PHT5000,Preto,150 W,Caixa,USB,NA,NA,NA,NA,8 kg,NA,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA
610, Caixa De Som Bluetooth Jbl Wind Original Nota Para Moto Bike ,179,NA,45,7,12x,17.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,912,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1050632594-caixa-de-som-bluetooth-jbl-wind-original-nota-para-moto-bike-_JM,737,119,38,6,12,#1050632594,JBL,Wind,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,185 g,NA,NA,Ativo,Caixa,Indefinido,NA,NA,20000 Hz,20 Hz
611, Caixa Som Musica Caixinha Smartphone Android Bluetooth 50un ,1935,NA,3,1,12x,184.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1190495340-caixa-som-musica-caixinha-smartphone-android-bluetooth-50un-_JM,NA,NA,NA,NA,NA,#1190495340,Wireless Speaker,HF-Q3,Sortidas,5 W,Caixa,USB,NA,9.5 cm,9.5 cm,10.8 cm,480 g,Portátil,DC 5v,Woofer,Ativo/Passivo,Mesa,2.1,1,NA,NA
612, Caixa De Som Jbl Partybox 200 Bluetooth Led Efeitos De Luzes ,1944,NA,3,6,12x,162.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156792366-caixa-de-som-jbl-partybox-200-bluetooth-led-efeitos-de-luzes-_JM,NA,NA,NA,NA,NA,#1156792366,JBL,Party Box 200,NA,NA,NA,NA,NA,NA,NA,NA,15.32 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
613, Caixa Som Portátil Amplificada 500w Bluetooth + 2 Microfones ,783,NA,6,59,12x,65.26,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1236344346-caixa-som-portatil-amplificada-500w-bluetooth-2-microfones-_JM,119,29,11,4,5,#1236344346,Amvox/Knup,ACA501 NEW X/KPM0001 PRETO BIVOL,Preto,500 W,Caixa,NA,NA,NA,NA,NA,13.64 kg,NA,110/220V (Bivolt),Woofer e Tweeter,Ativo,De piso,2.1,NA,NA,NA
614, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,95,5,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,4,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049749804-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,1,1,1,1,0,#1049749804,Mini Speaker,Ws-887,NA,3 W,Caixa,Auxiliar,NA,NA,NA,NA,NA,speack,3,Tweeter,0,"Banheiro, Azulejo, vidro",2.1,NA,NA,NA
615, Speaker Bluetooth Jbl Extreme 2 Black Preta 40 Watts Lacrada ,1337,NA,4,3,12x,127.88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,157,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1173971047-speaker-bluetooth-jbl-extreme-2-black-preta-40-watts-lacrada-_JM,118,24,9,1,4,#1173971047,JBL,Xtreme,NA,40 W,Caixa,NA,80 dB,NA,NA,NA,2.39 kg,NA,NA,NA,Passivo,NA,NA,1,20 kHz,70 Hz
616, Caixa De Som Bluetooth Amplificada Voxmax Super Bass Potente ,299,NA,714,1,12x,25.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,78,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-1061480706-caixa-de-som-bluetooth-amplificada-voxmax-super-bass-potente-_JM,48,16,9,2,3,#1061480706,Infokit,VM-P3202,NA,30 W,"Amplificado, Portátil",NA,NA,34 cm,13 cm,23 cm,2.2 kg,NA,NA,"Subwoofer, Twitter","Ativo, Passivo","Festas, Eventos, Sala, TV, Notebook, PC, Computador, Celular, Guitarra, Violão, Baixo, Microfone",1.1,2,NA,NA
617, Speaker Caixa Som Bluetooth Trendwoo Blade-x - Promocao !! ,99,NA,53,47,12x,9.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/SWA+MOBILE,https://produto.mercadolivre.com.br/MLB-811413388-speaker-caixa-som-bluetooth-trendwoo-blade-x-promocao--_JM,6,2,1,0,0,#811413388,trendwoo,Blade-X,NA,10 W,NA,USB,NA,NA,NA,NA,540 g,NA,NA,outdoor,NA,NA,NA,NA,NA,NA
618, Caixa Som Ambiente Jbl Selenium C321 Par C321b 60w Branco ,321,NA,35,200,12x,26.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/AUDIOB+SHOP,https://produto.mercadolivre.com.br/MLB-1050531557-caixa-som-ambiente-jbl-selenium-c321-par-c321b-60w-branco-_JM,2,0,0,0,0,#1050531557,JBL,C321,Preto,30 W,Caixa,NA,NA,19 cm,19 cm,12 cm,NA,Ambientare,NA,NA,Passivo,NA,NA,NA,NA,NA
619, Caixa Som Portátil Bluetooth Mp3 Usb Fm Infokit Vc-m873bt ,129,NA,17,6,12x,12.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,82,https://perfil.mercadolivre.com.br/PAIZ%C3%83O+STORE,https://produto.mercadolivre.com.br/MLB-1176966330-caixa-som-portatil-bluetooth-mp3-usb-fm-infokit-vc-m873bt-_JM,51,16,5,3,7,#1176966330,Infokit,VC-M873BT,NA,12 W,Caixa,NA,80 dB,15 cm,16 cm,40 cm,NA,NA,NA,Woofer,Ativo,Ambientes Internos e Externos,1,NA,NA,NA
620, Caixa De Som Moto Bike Bluetooth Jbl Wind Portátil Preta ,189,NA,44,5,12x,15.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,251,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1169950688-caixa-de-som-moto-bike-bluetooth-jbl-wind-portatil-preta-_JM,210,26,11,1,3,#1169950688,JBL,Wind,NA,3 W,NA,NA,80 dB,NA,NA,NA,0.185 kg,Portátil,NA,NA,NA,NA,NA,NA,NA,NA
621, Atacado Kit 10 Caixa Som Bluetooth Caixinha Pendrive Usb ,299,NA,12,63,12x,24.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPPING+CARROS,https://produto.mercadolivre.com.br/MLB-1173730329-atacado-kit-10-caixa-som-bluetooth-caixinha-pendrive-usb-_JM,NA,NA,NA,NA,NA,#1173730329,Grasep,variado,NA,12 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,PORTATIL,NA,MOVEL,NA,NA,NA,NA
622, Speaker Caixa De Som Bluetooth Bike Moto Prova D'agua Novo ,54,NA,51,1,10x,6.24,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/ZIFENG+GAO,https://produto.mercadolivre.com.br/MLB-1068816322-speaker-caixa-de-som-bluetooth-bike-moto-prova-dagua-novo-_JM,1,0,0,0,0,#1068816322,Speak,MA-861,NA,5 W,caixa De Som Speaker Modelo,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,Tweeter,"berço, motocicleta, patinete, bicicleta","Bluetooth 3,0 + Edr",NA,NA,NA
623, Caixa Som Amplificada Bluetooth Microfone Radio Fm Usb 1000w ,264,NA,46,13,12x,25.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/CNPSHOP,https://produto.mercadolivre.com.br/MLB-1251508281-caixa-som-amplificada-bluetooth-microfone-radio-fm-usb-1000w-_JM,1,0,0,0,0,#1251508281,Multilaser,SP302,NA,100 W,Caixa,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,47 cm,2.615 g,Caixa De Som Amplificada,NA,Woofer. Subwoofer,Ativo/Passivo,NA,NA,3,NA,NA
624, Jbl Xtreme 2 Original 100% + Nfe Lançamento ,1199,NA,186,4,12x,99.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1933,https://perfil.mercadolivre.com.br/STORE+2018,https://produto.mercadolivre.com.br/MLB-958897104-jbl-xtreme-2-original-100-nfe-lancamento-_JM,1250,334,181,68,100,#958897104,JBL,Xtreme 2,NA,40 W,Caixa,NA,80 dB,NA,NA,NA,2.393 kg,Caixa Portátil,NA,Super tweeter,Super tweeter,Portatil,2.1,1,20 kHz,70 Hz
625, Caixa De Som De Moto Bluetooth Mp3 Usb Prova D'agua Cinza ,310,329,9,12,12x,25.84,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CONNECT+PARTS?brandId=170,https://produto.mercadolivre.com.br/MLB-1191763599-caixa-de-som-de-moto-bluetooth-mp3-usb-prova-dagua-cinza-_JM,NA,NA,NA,NA,NA,#1191763599,S&T,Moto Universal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626, Caixa De Som Portatil Bluetooth Usb Caveira Skull ,65,NA,24,7,12x,6.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3,1,https://perfil.mercadolivre.com.br/FABIO+GOSAN,https://produto.mercadolivre.com.br/MLB-988202187-caixa-de-som-portatil-bluetooth-usb-caveira-skull-_JM,0,0,1,0,0,#988202187,Importado,Skull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627, Caixa Som Amplificada Portatil 6w Rms Bluetooth Fm Sd Usb ,34,NA,103,8,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ORIONOFICIAL?brandId=1259,https://produto.mercadolivre.com.br/MLB-1088984161-caixa-som-amplificada-portatil-6w-rms-bluetooth-fm-sd-usb-_JM,NA,NA,NA,NA,NA,#1088984161,Grasep,D-BH1064,NA,NA,Caixa,USB,80 dB,NA,NA,NA,NA,NA,NA,Woofer,Ativo,NA,NA,NA,NA,NA
628, Caixa Caixinha De Som Bluetooth Portatil Nsb-01 Mp3 Usb 3w ,24,NA,53,10,4x,6.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,3,https://perfil.mercadolivre.com.br/LOJASMSA?brandId=1157,https://produto.mercadolivre.com.br/MLB-925280476-caixa-caixinha-de-som-bluetooth-portatil-nsb-01-mp3-usb-3w-_JM,2,0,0,1,0,#925280476,Navcity,NSB-01,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,Som,110,NA,NA,NA,NA,NA,20 kHz,20 Hz
629, Super Caixinha De Som Bluetooth 3w Mini Speaker 5 Cores ,46,NA,30,988,6x,8.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZHANGFENG2010,https://produto.mercadolivre.com.br/MLB-1250482321-super-caixinha-de-som-bluetooth-3w-mini-speaker-5-cores-_JM,NA,NA,NA,NA,NA,#1250482321,H'maston,Mini Speaker,NA,3 W,Caixa,USB,NA,NA,NA,NA,70 g,NA,NA,Subwoofer,Mini tweeter,NA,Automático,NA,NA,NA
630, Jbl Partybox 300 ,2599,NA,5,1,12x,216.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,36,https://perfil.mercadolivre.com.br/JMACESSORIOSELETRONICOS,https://produto.mercadolivre.com.br/MLB-1174502624-jbl-partybox-300-_JM,31,4,0,0,1,#1174502624,JBL,PartyBox 300,NA,120 W,Caixa,RCA,NA,NA,NA,NA,NA,NA,NA,Woofer,Woofer,NA,2.1,NA,NA,NA
631, Caixa Som Prof Bluetooth Amplificada Ativa Sub 15pol Usb Fm ,979,NA,7,12,12x,81.62,NA,Entrega a combinar com o vendedor,NA,NA,4.4,51,https://perfil.mercadolivre.com.br/ENTERLIGHTILUMINACAO,https://produto.mercadolivre.com.br/MLB-950976996-caixa-som-prof-bluetooth-amplificada-ativa-sub-15pol-usb-fm-_JM,33,11,4,2,1,#950976996,Pro Bass,Elevate 115,NA,800 W,Caixa De Som,NA,NA,NA,NA,NA,15.5 kg,NA,110-220 V,15 POLEGADAS,Ativo,"Piso, Tripé, Suporte","Entrada de Canais Para Microfones , Line, e Instrumentos",NA,NA,NA
632, Caixa Som Bluetooth Jbl Go 2 Laranja Original Com Garantia ,205,NA,12,11,12x,17.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1142815773-caixa-som-bluetooth-jbl-go-2-laranja-original-com-garantia-_JM,1439,100,19,5,6,#1142815773,JBL,GO 2,NA,3 W,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,caixa,Passivo,"area externa, mesa",NA,NA,20 kHz,180 Hz
633, Caixa De Som Jbl Xtreme 2 40w Verde ,1249,NA,4,23,12x,119.47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1933,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-1185542712-caixa-de-som-jbl-xtreme-2-40w-verde-_JM,1250,334,181,68,100,#1185542712,JBL,Xtreme,Teca,40 W,NA,NA,80 dB,NA,NA,NA,2393 g,NA,NA,NA,Passivo,NA,NA,1,20 kHz,70 Hz
634, Caixa Jbl Wind Bluetooth Original Caixinha Jblwind ,166,NA,3,138,12x,13.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,912,https://perfil.mercadolivre.com.br/ZAUDIOVIDEO,https://produto.mercadolivre.com.br/MLB-1270193913-caixa-jbl-wind-bluetooth-original-caixinha-jblwind-_JM,737,119,38,6,12,#1270193913,JBL,18747,NA,3 W,Caixa,P2,80 dB,NA,NA,NA,0.185 kg,JBL,NA,Portátil,Ativo,"mesa, bike, bicicleta, moto",NA,NA,20000 Hz,20 Hz
635, Caixa Som Amplificada Bluetooth 50w Led Dj Fm Usb Música Mp3 ,232,NA,60,2,12x,19.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1154647170-caixa-som-amplificada-bluetooth-50w-led-dj-fm-usb-musica-mp3-_JM,2,0,0,0,0,#1154647170,XTrad,MS-1580BT,NA,50 W,NA,Auxiliar. P2. Blueooth. FM. USB. Micro SD,NA,NA,NA,NA,1200 kg,NA,NA,NA,NA,NA,NA,2,NA,NA
636, Caixa Casa Bluetooth Usb Laser Bar Comercio 1170 Rms Taramps ,689,NA,6,9993,12x,65.85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OESTESOM,https://produto.mercadolivre.com.br/MLB-1080498704-caixa-casa-bluetooth-usb-laser-bar-comercio-1170-rms-taramps-_JM,NA,NA,NA,NA,NA,#1080498704,OESTESOM,CAIXA BLUETOOTH,NA,NA,12,NA,90 dB,49 mm,121 mm,138 mm,600 kg,NA,NA,12,12,NA,NA,NA,NA,NA
637, Mini Caixinha Som Bluetooth Portátil Prova D'água S/juros!!! ,22,NA,16,489,4x,5.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZHANGFENG2010,https://produto.mercadolivre.com.br/MLB-1221345797-mini-caixinha-som-bluetooth-portatil-prova-dagua-sjuros-_JM,NA,NA,NA,NA,NA,#1221345797,Importado,BTS-06,NA,3 W,Caixa,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Diversos,2.1,NA,NA,NA
638, Caixa De Som A Prova D Agua Banho - Preto ,22,NA,16,34,4x,5.94,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUMIXSHOP,https://produto.mercadolivre.com.br/MLB-1159461267-caixa-de-som-a-prova-d-agua-banho-preto-_JM,NA,NA,NA,NA,NA,#1159461267,Importado,Importado,NA,3 W,NA,NA,80 dB,NA,NA,NA,130 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
639, Caixa Som Ambiente Jbl C621 Par Selenium C621p 100w - Loja ,529,NA,28,53,12x,44.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM4,https://produto.mercadolivre.com.br/MLB-1010026066-caixa-som-ambiente-jbl-c621-par-selenium-c621p-100w-loja-_JM,NA,NA,NA,NA,NA,#1010026066,JBL,C-621,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ambientare,NA,Woofer,NA,NA,NA,NA,20 kHz,20 Hz
640, Veteke Mini Caixa De Som Portátil Para Celular ,35,NA,135,7,6x,6.64,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,11,https://perfil.mercadolivre.com.br/OMC+PEREIRA,https://produto.mercadolivre.com.br/MLB-940132580-veteke-mini-caixa-de-som-portatil-para-celular-_JM,10,0,1,0,0,#940132580,Veteke,VTKMPS-1W,NA,3 W,NA,NA,NA,NA,NA,NA,55 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
641, Caixa De Som Bluetooth Portátil Canhão 40w Mp3 Fm Usb Sd ,224,NA,NA,50,12x,18.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/AEC.VENDAS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=nIXJCQaHoLPF3sEd7Z9C3aCmVNX501xClmv%2FrLJT5lIv6USBGEnf6ZrlAuUTBQZF%2BAdpqDnpdhr4uT08nRXtObRypcq4iqL%2BmFJdMjtkFvu1m0JHgZMlutWCQDsoEzqU4%2FR7eelZrGIoZvhOr885K7q8zLmWHdFS7IgQU3grJAVc4ylq4%2B6Stxziim%2FHJx6zeXeno0arL12LuKgLBnDebJFB51ULGN8ZlOkSdRXwJP9Mu1Au0mNPMwf2cnvufSoCzapyiStZQu7Dhu%2BJfjI3GzX93fN6E3AZoYU1RtXrn2UKfC7KbnGkUZwKU%2FCfq2gH3rKXQwhUOOjituqAIcaHzxROCIE8LvI0jyiJtqUh%2Fd1tPhbWwUFDorMG0RIiOb05%2B54yande2W1hu%2BGEKBP6OfYYCsaryHQTx7NuBrzBhh%2FrjbvBbiZK7LFcq8z2Qtay5Phd63UZWJPSZ5%2Ftb36GAd6%2FUzlAClfglMx4sDSxuVmAQpPfyVC5Py8RZR8uqn13%2B81WxFBypbWiH2wK3ze9mb8MtrWCx0AtDM3H1kSSl9j9bb1qpnj9KuyXpqQhygS6cZAmzxQoe03y4bKm9vHvqkpNX%2BBUjHNFhulhxEGM8JY3uTdlv2hROEUWFLwViNal4IB6XLpPqPQOMfnMboH1NCi61dPD5bD%2FIukrXa%2FdjHDaP0jTMOpD0w16G75k86EDD3U6V6XRu1mHHX80FuZHe2dbEMTtnxltPGY0AvN8sF5z4kQqAcHvPTbZRNs28Og6ek5N320PTq%2F6yT4GCLZP0jeNMZLfKhel6Dve%2F%2FrE5PdotmDPHSNA3wb6y9fZEWt4tZNyMgzSh5GjwVbLbhxtpEEV6T7wIlYeGk%2FzDDp%2FH9mO7aL%2Fe2%2FEEOgSIkDOdWzeLpkZgqojy5benTiK2A5QV9EKDN0MTv8w7Rc5cHL1Vge5sp6fG0DJ8L%2Fwb8fRxl2aL9kXIKCyuyA2i8hUzraChmqySdz2x5EXzivCz4aFDxoCte8ID%2BmkXe339RcYDYOpRbInp08%2B6nErxE8ilXTohTs9ty8U3JKiQLAGvIk5pJsnQ4lmJ%2BtDRNh%2FJOP%2Bozl%2B%2Bjg9Mk0aQ9kMxfZEFg2snKyFdbpKjXl20JRVQa4BLXFY%2Fs1SdxpbiVRDLPyAhkM9CCl3aceVazExVRpaVTLSNtk5lkrV2L7n7pQzpFJX4SYzeV7PS8jagXrwEST3WE1De2NRqD4lu9J2CrraMf8PCOUDWgLaUkBva%2Bu7AL0r7gWi%2B64jsxeeT3S9INzsaE7AxgiUT06ZiBrfaqp7cSCyg8QISLU9GqK2PT974CmBgbUE2zrTi9l186Pp4DqNJVZMBYMokyMyXafwPJeq1WDiWautKUnEH5HG%2BcsnrNMCWbiwMuLfqkaNdVkb%2BiQsTy%2BvLnoiHQS1XUssOhZnjJ2XiRWvJq00Z4nNurX7raeZhbXE%2BHrKAOQFdJVBbg%2BbgGUmyYwIay4GjvfGi91w2Z0sxaG%2B0JLVqVvR%2FIUoMbuMzE4rW5We504QV0I3tOeXEAUER87a0sGJ7%2BFohKHsODBfD7622Z%2Bn9eFE3SFt5QP%2F1Uh%2FZAlWvy%2F5wxhh9x%2FdL9uNZLmDuSV99M7Ijc4SpLw5sdo4V4Ph%2BeFNrYiBD7e%2Bs%2FVwF0H3GbPKVHoUWUlSho1SBC1xsArPQpDKZllU1UtzOTvedbIYedgOt7QzcOuo3ag6ltOa65oP3uF92etO8RcoIqGKe34S7tvOv9Pc%2FS8Uw0dNHPbNC4zdsLTGv8oQHtHRMkD%2FnXjtKV2L9ESTHKx8Sagz15O5ZpI%2F3b2haWnQUenHQGk6nczZxXWrNTyMcj3%2FlyvdF32PjYjIdYPZ0IJ3YJW2E1LzgQqWPq6QHmAjt4VwrYj2DGa9sXS5Vb53bsjHHmCFml4wDrq4,65,19,5,8,6,#1237884761,Briwax,FBX-106,NA,40 W,Torre,USB,80 dB,NA,NA,NA,1.645 kg,Caixa de Som Portátil,NA,Portátil,Super tweeter,"casa, bar, som ambiente, loja, igreja",5.1,NA,NA,NA
642, Caixa De Som Sony Srs-xb01 Bluetooth Portátil Preta ,176,NA,8,1,12x,14.73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/EPOCAECOMMERCE,https://produto.mercadolivre.com.br/MLB-1178632532-caixa-de-som-sony-srs-xb01-bluetooth-portatil-preta-_JM,1,0,0,0,0,#1178632532,Sony,SRS-XB01,NA,3 W,Caixa,USB,NA,NA,NA,NA,NA,EXTRA BASS,NA,NA,NA,NA,2.0,NA,NA,NA
643, Caixa De Som Portátil Jbl Tuner Fm Bluetooth ,409,NA,6,6,12x,34.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROPONTOCOMLTDA,https://produto.mercadolivre.com.br/MLB-1273765639-caixa-de-som-portatil-jbl-tuner-fm-bluetooth-_JM,NA,NA,NA,NA,NA,#1273765639,JBL,Tuner,NA,5 W,NA,NA,NA,NA,NA,NA,445 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
