search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Cor,Peso
26, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,436,2,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,28,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,27,0,1,0,0,#1208611850,Goldenultra,Ws-887,3 W, ,NA,NA,NA,NA, ,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,Pele,NA
27, Caixa Som Bluetooth Portátil Amplificada Mp3 Usb 2 Microfone ,229,NA,157,2,12x,21.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,11,https://perfil.mercadolivre.com.br/GOLD_TECH,https://produto.mercadolivre.com.br/MLB-1228293421-caixa-som-bluetooth-portatil-amplificada-mp3-usb-2-microfone-_JM,8,3,0,0,0,#1228293421,Briwax,FBX-107,40 W,Tweeter,NA,NA,NA,NA,NA,Tweeter,NA,Caixa,2.1,NA,Entrada para Microfone,NA,NA,NA,NA,NA,2.75 kg
28, Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd Rádio Fm ,19,NA,811,10,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,28,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1196773201-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-radio-fm-_JM,25,1,2,0,0,#1196773201,Goldenultra,Ws-887,3 W, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA
29, Caixa Som Amplificada Bluetooth Canhão 500w Mp3 Usb Potente ,48,NA,250,6,6x,9.06,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,11,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1240509047-caixa-som-amplificada-bluetooth-canho-500w-mp3-usb-potente-_JM,7,3,1,0,0,#1240509047,CMiK,MK-2000,10 W,Woofer,NA,NA,Portátil com Bluetooth,NA,NA,Woofer,NA,Caixa,NA,1,Microfone P2. Bluetooth. FM. Micro SD. USB,80 dB,NA,NA,NA,NA,1 kg
30, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,248,10,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,5 W,Subwoofer,NA,NA,Caixa De Som Portátil,NA,110V/220V (Bivolt),Subwoofer,Portatil,Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,249 g
31, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drive 200w E83 ,31,NA,7076,9,6x,5.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,647,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-755110784-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drive-200w-e83-_JM,422,134,60,12,19,#755110784,Altomex,Não Descrito,5 W,Woofer,NA,NA,Caixa de Som portátil,NA,Alimentação USB,Subwoofer,Casa / Parque / Praia / Viagem / etc,Caixa,NA,1,USB,NA,NA,NA,NA,NA,300 g
32, Caixa Som Amplificada Bluetooth Canhão Mp3 Fm Usb Microfone ,74,NA,2378,5,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,171,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-canho-mp3-fm-usb-microfone-_JM,142,18,7,2,2,#1154336658,Altomex,AL-M01,10 W,Tweeter,NA,NA,Caixa de Som,NA,NA,Tweeter,Portátil,Caixa,Não,NA,USB,NA,NA,NA,NA,NA,700 g
33, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,189,NA,291,35,12x,18.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,12,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097047029-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,11,1,0,0,0,#1097047029,IMPORTADO RPC,FBX-103,25 W,AMPLIFICADO,NA,NA,BLIETOOTH,NA,BIVOLT AUTOMÁTICO 110/220V,Subwoofer,"Festas em Geral, Praia, Sítios, Eventos",Torre,BLUETOOTH,NA,Entrada para Microfone P2 e P10,NA,NA,NA,NA,Preto,2.4 kg
34, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,5766,2,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,210,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,132,44,18,6,10,#765932866,Mini Speaker,Ws-887,3 W,Ativo/Passivo,NA,NA,Ws-887,NA,0,Tweeter,"Mesa, Casa, Na Rua, Praia, Etc...",Caixa,2.1,NA,Auxiliar,NA,NA,NA,NA,NA,NA
35, Caixa Som Amplificada Bluetooth Canhão 1000w Pmpo Fm Usb Mp3 ,239,NA,185,9,12x,22.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,101,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1144098832-caixa-som-amplificada-bluetooth-canho-1000w-pmpo-fm-usb-mp3-_JM,64,18,5,8,6,#1144098832,Briwax,FBX-106,40 W,Ativo,18 kHz,80 Hz,Portátil,NA,110V/220V (Bivolt),"Woofer, Tweeter","Interior, Exterior",Caixa,NA,2,Entrada para Microfone,NA,NA,NA,NA,NA,2.4 kg
36," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",165,NA,99,32,12x,15.86,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1152384588-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,1,0,0,0,0,#1152384588,JBL,Caixa de Som,3 W,NA,NA,NA,NA,NA,NA,Woofer,moto,Caixa,2.1,NA,NA,NA,NA,NA,NA,Preto,340 g
37, Caixa Som Bluetooth Canhão Portátil Bass Mp3 Usb Fm Led 500w ,159,NA,550,7,12x,15.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,240,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-969585719-caixa-som-bluetooth-canho-portatil-bass-mp3-usb-fm-led-500w-_JM,197,20,9,6,8,#969585719,Grasep,DP 2,24 W,Passivo,NA,NA,Caixa bluetooth,NA,NA,"Woofer, Tweeter",NA,Caixa,NA,2,Auxiliar P2. Microfone. USB. Micro SD. Bluetooth. FM. P10,80 dB,NA,NA,NA,NA,2400 g
38, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,334,19,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,11,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,8,2,0,0,1,#1078576031,Grasep,D-BH1064,6 W,Mini tweeter,NA,NA,NA,NA,NA,Subwoofer,Portátil,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA
39, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,146,18,12x,74.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,162,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,115,27,11,4,5,#1166277766,AMVOX,ACA 501,500 W,NA,NA,NA,NA,NA,110V/220V (Bivolt),NA,NA,Caixa,NA,NA,USB,NA,NA,NA,NA,NA,NA
40, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,525,2,10x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,26,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,19,3,2,1,1,#1175966463,Goldenultra,GT-356BT,8 W,Portátil ,NA,NA,NA,NA,Bivolt,NA,NA,Caixa,NA,NA,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,Pele,518 g
41, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,169,18,12x,71.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,162,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,115,27,11,4,5,#1166296703,AMVOX,ACA 501,500 W,Ativo,NA,NA,Caixa amplificada Bluetooth,NA,110/220 V,NA,NA,Caixa,NA,NA,P2,NA,NA,NA,NA,NA,NA
42, Caixa De Som Amplificadora Multi Connect 200w Cm-08 Mondial ,465,NA,228,3,12x,38.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,24,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064887952-caixa-de-som-amplificadora-multi-connect-200w-cm-08-mondial-_JM,17,6,1,0,0,#1064887952,Mondial,CM-08,NA,NA,NA,NA,NA,NA,(Bivolt),NA,NA,NA,NA,NA,NA,NA,28.5 cm,NA,50 cm,NA,7.32 kg
43, Caixa De Som Grande Amplificada Via Bluetooth Grave Karaoke ,250,NA,107,10,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1188152243-caixa-de-som-grande-amplificada-via-bluetooth-grave-karaoke-_JM,NA,NA,NA,NA,NA,#1188152243,Briwax,BX-668,20 W,NA,NA,NA,NA,NA,NA,Woofer,Portátil,Caixa,NA,NA,USB,NA,NA,NA,NA,NA,NA
44, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,75,7,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,25,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,24,1,0,0,0,#1000777273,Edifier,R1700BT,66 W,Tweeter,NA,NA,NA,NA,NA,Woofer,"Estudios, Som Ambiente, Sala, Quarto",Caixa,2.0,NA,RCA,NA,NA,NA,NA,NA,NA
45, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,370,NA,224,31,12x,30.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,15,3,1,0,0,#1064889332,Mondial,MCO-06,120 W,NA,NA,NA,Multi Connect,MCO-06,(Bivolt),NA,NA,Caixa,NA,NA,NA,NA,43 cm,NA,30 cm,Preto,2.75 kg
46, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,272,133,12x,6.68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,313,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,188,81,18,6,20,#1170112341,JBL,MS-144BT,15 W,NA,NA,NA,Top,NA,NA,Super tweeter,todos,Caixa,5.1,2,USB,80 dB,NA,NA,NA,NA,NA
47, Caixa Caixinha De Som Bluetooth Portátil Df6 Mp3 Fm Am Retrô ,69,NA,170,7,12x,6.69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,10,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-1193013720-caixa-caixinha-de-som-bluetooth-portatil-df6-mp3-fm-am-retr-_JM,3,2,2,2,1,#1193013720,Grasep,D-F6,8 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,509,807,12x,40.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,27,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,20,7,0,0,0,#1029365629,RCA,MTS2018,120 W,Subwoofer,NA,NA,NA,NA,NA,imbutido,NA,NA,3,NA,NA,NA,NA,NA,7 cm,NA,NA
49," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,2398,885,12x,32.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,278,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,189,57,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,50 W,Caixa,NA,NA,Multiuso,NA,110V/220V (Bivolt),Woofer,De piso,Caixa,NA,1,RCA,NA,NA,NA,NA,NA,NA
50, Caixa De Som Jbl Go 2 Portátil 3 W Original Bluetooth ,162,NA,759,1,12x,15.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1510,https://perfil.mercadolivre.com.br/STECVALE-,https://produto.mercadolivre.com.br/MLB-1161277139-caixa-de-som-jbl-go-2-portatil-3-w-original-bluetooth-_JM,1385,98,19,4,4,#1161277139,JBL,GO 2,3 W,Passivo,NA,NA,JBL GO 2,NA,Bivolt,Tweeter,De piso,Caixa,2.1,NA,NA,80 dB,NA,NA,NA,NA,184 g
51, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,581,123,12x,15.56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,891,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,720,119,35,6,11,#959398145,JBL,Wind,3 W,Ativo,20 kHz,120 Hz,Wind,NA,NA,NA,Capacete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52, Caixa Som Bluetooth Fb107 40w Rms Mp3 Usb Aux Radio Controle ,224,NA,108,5,12x,21.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/POWER+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164624221-caixa-som-bluetooth-fb107-40w-rms-mp3-usb-aux-radio-controle-_JM,5,2,0,0,0,#1164624221,Briwax,FBX-107,40 W,Tweeter,NA,NA,NA,NA,NA,Tweeter,De piso,Caixa,5.1,NA,Entrada para Microfone,NA,NA,NA,NA,NA,2.75 kg
53, Bazooquinha Pulse 3 + Bluetooth Caixa De Som Usb Sd Mp3 Fm ,72,NA,109,37,12x,6.93,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,8,https://perfil.mercadolivre.com.br/SUEDVENDAS,https://produto.mercadolivre.com.br/MLB-1043853042-bazooquinha-pulse-3-bluetooth-caixa-de-som-usb-sd-mp3-fm-_JM,5,1,2,0,0,#1043853042,A Importes,Pulse 3,20 W,Subwoofer,NA,NA,NA,NA,NA,Woofer,portátil,Caixa,Não,NA,NA,NA,NA,NA,NA,NA,NA
54, Caixa Som Bluetooth Amplificada 1800w Pmpo Karaokê Mp3 Fm Sd ,250,NA,450,19,12x,20.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,7,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066259-caixa-som-bluetooth-amplificada-1800w-pmpo-karaok-mp3-fm-sd-_JM,5,1,1,0,0,#1131066259,Briwax,FBX-108,40 W,Subwoofer,80 kHz,18 kHz,NA,NA,Bivolt,Woofer,De piso,Torre,2.1,2,Entrada para Microfone,NA,NA,NA,NA,NA,NA
55, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,932,5,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,102,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,69,19,5,3,6,#998492307,Briwax,FBX-105,65 W,Ativo/Passivo,NA,NA,Premium+,NA,NA,Woofer,De piso,Caixa,5.1,NA,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,NA
56, Caixa De Som Bluetooth Amplificada 40w Rms Karaokê Mp3 Fm Sd ,216,NA,170,19,12x,20.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,9,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1131066256-caixa-de-som-bluetooth-amplificada-40w-rms-karaok-mp3-fm-sd-_JM,7,0,0,0,2,#1131066256,Briwax,FBX-107,40 W,Tweeter,80 kHz,18 kHz,NA,NA,Bivolt,Tweeter,De piso,Caixa,2.1,2,Entrada para Microfone,NA,NA,NA,NA,NA,2.75 kg
57, Caixa Som Bluetooth Fm Auxiliar Compre 1 E Leve 2 ,168,NA,489,51,12x,16.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,116,https://perfil.mercadolivre.com.br/EFACILOFICIAL?brandId=752,https://produto.mercadolivre.com.br/MLB-1074194401-caixa-amplificadora-mondial-mco-07usb-bluetooth-80w-rms-_JM,72,26,8,3,7,#1074194401,Mondial,MCO-07,80 W,Ativo,NA,NA,Multi Connect,MCO-07,NA,NA,NA,Caixa,NA,NA,NA,NA,32 cm,12 cm,22 cm,NA,2.2 kg
58, Kit 10 Caixinha De Som Ws 887 Bluetooth Usb Pendrive Atacado ,24,NA,819,8,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,37,https://perfil.mercadolivre.com.br/CONNECT+PLANET,https://produto.mercadolivre.com.br/MLB-765776943-caixa-caixinha-som-portatil-5w-mp3-micro-sd-usb-radio-fm-ws-_JM,23,8,2,0,4,#765776943,Importado,WS-887,5 W,Subwoofer,16 kHz,280 Hz,Caixa De Som Portátil,NA,110V/220V (Bivolt),Subwoofer,Portatil,Caixa,7.1,NA,USB,NA,NA,NA,NA,NA,249 g
59, Caixa De Som Speaker Google Home Mini Wifi Vitrine Portugues ,169,NA,67,5,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/%C3%81GBE+COM%C3%89RCIO,https://produto.mercadolivre.com.br/MLB-1244238173-caixa-de-som-amplificada-bluetooth-portatil-bateria-fm-700w-_JM,NA,NA,NA,NA,NA,#1244238173,Grasep,D-BH2807,20 W,Subwoofer,NA,NA,Bluetooth,NA,NA,NA,NA,Torre,5.1,2,Leitor SD USB,80 dB,18 cm,NA,40 cm,NA,2.4 kg
60, Mini Caixa Som Portátil Wireless Bluetooth Mp3 Usb Fm P2 Sd ,264,NA,70,8,12x,22.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1136000625-caixa-de-som-amplificada-bluetooth-500w-microfone-fm-sd-usb-_JM,1,0,0,0,0,#1136000625,Vinik,CP50BT,40 W,Ativo,20 kHz,100 Hz,Caixa De Som Amplificada,NA,NA,"Woofer, Tweeter",NA,Caixa,NA,1,Entrada para Microfone,85 dB,32 cm,18 cm,23 cm,NA,2 kg
61, Caixa De Som Jbl Boombox Bluetooth Preto ,26,NA,3303,4,5x,5.89,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,197,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=pdrGhy0KczPMOQtpFfp%2FZQbe2mC7KnjbUE1GdfAOSGLSIXReyrpBm6B1pcpah6OdVf5XSpv0xcY%2Fq6ljOHbAx9Iuua8ukTuFy8y3fWQWNv2ENBr%2BdfXEQp6f7AskD6A%2B64xzDleqzR4V2xar9FrT2akBkU%2B55JRZvH5G8wyvYHj7gU0hfzRgNKe4C9E2EAIiQXd3j88HU2O4ZEgh8FnzhUMrpCxakcCuxdn%2BjPMR7PbybeqtlA3yXHtUFlRrMzA7uNnb%2BNij7%2BX9m%2BkSkDOi4DTPbd8qQ4hG8r4LDJf9gBIxDc5HxUDVxZc1IXXAtq1ReewRKyutllzGg9SXS8v93r%2B9a4r7%2BCQCM%2FAcWJRBTEdQZ%2BwFIjH3rtZVUomLjgiUb0bolR%2BbXInoaMeu0Su74yVua0jNzcQxN1hfO9nhtgGNHzh68RcspXJMJFBX8q76DVDOAg4aCM1zD%2BpxFtfzPs6vz7dgy9yJad8D48NJnU2sVB8%2FJO81u0xYv2IT3lE2fhNLKaRWy7ebkbHnWhD%2Bu%2BDse01mSlRimSZHtBTWyg1dPn1NiIa6qB4nrB0i6d5WzAz108S7VRsHzXrsS3jug5fT80EHkGpDTTGWFbTcjH0U2KkKY5xlVcDOw%2BRNoO0XALUXAFXpVn5gbaKHw42CTt7QKu0RewwULH0xkgkzeKBbAQ2T%2BctM%2BXehMXZJr3yhKGVYC0%2FIwQJ9%2BAZoZ6wQQjqz4gMbOxSdHPanV5XPR9Ds0zifCbYjFmVntO9QwWvEgdIyNYHSmF2vvyxuXXAd%2BYC9dHe3z1emW5JRxTd1Wosqp2SIREVUEpbf%2FKTQlhp2A29zBPft6iLkMyW7vTOmwxb8lT%2BTO5ngQmZYaGr1jzCxw4oP6tK%2F%2FS4KmswUcEsNb28luJAGXObdS9vL7TavImMRkru6ZOW7VMenEovYek1eQE0T7UUM2SU%2FsbmVyqwQnNJdwSV%2BAe3xfCwPFrTR4%2B8MOuKlcrnZGj8QNQs4M2VLGYHk85xLmOw2ma2UJacSAw9ttSOLl%2B0%2B%2B362DwEVk0319sycWoFhQW6VRYqArn3%2BmQMq1XJlY476jO9IAcHT5VVpeXCO8PAyjaMsUDLyDc7M1LfcieVz%2FJbSizPuWXVLnSZFIjlPJTARvggsNnxxRGyMKPGl8YofjcD35esgBSQ5ekTQVUg%2F8GE1TQTPs9FL13QWa5CfLqTVBGTrlZo5z%2F0fpzShQeSesw9%2FUqTwdxpU0%2BoeyEg7a42Pf1xpIe93%2FzHnkB8Kh9BQqifk68TMRFcI0ILqLRcpyQ8Uze%2FMYWh0LRYtiE9XfWzKeUdJhWolBG%2Fmp74kIx%2Bp8zzxbXkYiG2Ojv9gBWoJAMQMu6V7n1IgTJrORiw60lOwloAJ%2BLheW8yk4cMpNh3ZVIHfVW%2FmYDYP6AiiEyDK%2Bvy3hxM9CPvnI2U7j9eBYkTgplpnIK4t7bDrx9EcHK8OuBy1GRuhDNqn0desZ6vgvSvs2hSeCn5IDmAHIGLAYwKKJcMeDEdps%2F5X%2FOKRtQGKUkAUZZXxNGU7se%2FPHYS9uR4lVWj4Bg2H37lMrL79LVwQyXipiw1VQiGayuMKQOONwfcGLIkBFatiLr7dCC3Rpu8sT1Q5tNvJLaOH%2B3PPpmat31b1u0X3IGOCUyLSu0Pu98Ip%2BFSFVqDPQkxCoakFNg0hifP8I6DmZD27zfQGNMXn6btat090%2BaMciKjMdxposDcNJYXaSwMV17g5N2e5%2FBv5OmxCjMdzpp3Ak%2BaSQPBQWhUBnpytYNukLG0MTxGu17tlYxo%2FA50VeMXU8Ezfz%2BPociz%2BOg1S0iGQ2dNP1uO7ulnQqKt0laRrd2df0elX0HFXtvtULVoLq0Tn1WAZAYn9bRiZJv560PEH9o4A%2BGmf9dAmjC35lz%2FVtwQ%3D,174,13,6,2,2,#1175510231,Goldenultra,GT-356BT,8 W, ,NA,NA,NA,NA,(Bivolt), , , , ,NA,"P2,Leitor SD, Usb, Auxiliar P2",NA,NA,NA,NA,NA,NA
62, Jbl Go 2 Original A Prova De Água 3 Wats Apenas Preta ,148,NA,583,1,12x,12.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1510,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1385,98,19,4,4,#1222327188,JBL,GO 2,3 W,Woofer,NA,NA,NA,NA,NA,Caixa bluetooth,De piso,Caixa,NA,1,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA
63, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,39,NA,332,2,6x,7.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,24,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1123719900-caixa-caixinha-de-som-portatil-bluetooth-mp3-pen-drive-a-706-_JM,18,3,2,1,0,#1123719900,Importado,A-706,NA,Subwoofer,NA,NA,NA,NA,NA,Subwoofer,Portátil,Caixa,NA,NA,"USB, Auxiliar, p2",NA,NA,NA,NA,NA,300 g
64, Caixa Som Amplificada Bluetooth 500w Tws Portátil Led Sub 15 ,1749,NA,242,26,12x,145.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,100,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-986579297-caixa-de-som-jbl-boombox-bluetooth-preto-_JM,87,5,1,3,4,#986579297,JBL,Boombox,60 W,Subwoofer,NA,NA,Boombox,NA,NA,Subwoofer,De piso,Caixa,7.1,NA,NA,NA,NA,1 m,NA,NA,NA
