search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Modelo alfanumérico,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
23, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				639
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,19,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,14,0,1,2,2,#1190350399,Goldenultra,Torre,10 W,NA,Ativo/Passivo,NA,Caixa,NA,NA,NA,Caixa de Som,NA,Bivolt,USB,NA,NA,NA,NA,NA,NA,NA
24, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,168,212,"
			
			
				
				552
				vendidos
			
		",(34 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1615
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,855,https://perfil.mercadolivre.com.br/GIRO+R%C3%81PIDO?brandId=2104,https://produto.mercadolivre.com.br/MLB-1073888661-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,690,116,33,6,10,#1073888661,JBL,Wind,3 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,20 Hz,NA
25, Caixa Som Portátil Recarregavel 2900w Multiuso Amvox ,529,NA,"
			
				Novo
			
			
				
					 - 
				
				242
				vendidos
			
		",(48 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5065
		
		 sem juros
		
	

	
		",65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,10,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1074171591-caixa-som-portatil-recarregavel-2900w-multiuso-amvox-_JM?searchVariation=31654758121,7,2,1,0,0,#1074171591,AMVOX,Caixa Amplificada Bluetooh Portátil,290 W,NA,Torre,NA,Torre,2.1,NA,NA,Caixa de som amplificada bluetooth,410101,NA,USB,NA,NA,NA,NA,108 MHz,87.5 MHz,NA
26, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				556
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		5x 
		
			
				R$ 635
		
		 sem juros
		
	

	
		",35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,16,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191652215-caixa-caixinha-som-portatil-usb-bluetooth-p2-fm-mp3-_JM,13,2,0,1,0,#1191652215,Goldenultra,GT-356BT,8 W,NA, ,NA,Caixa,NA,NA,NA,NA,NA, , ,NA,NA,NA,NA,NA,NA,NA
27, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5725
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 675
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,207,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,131,43,18,6,9,#765932866,Mini Speaker,Ws-887,3 W,Tweeter,Ativo/Passivo,"Mesa, Casa, Na Rua, Praia, Etc...",Caixa,2.1,NA,NA,Ws-887,NA,0,Auxiliar,NA,NA,NA,NA,NA,NA,NA
28, Caixa Som Bluetooth Jbl Xtreme 2 40w Preta Jblxtreme2pto ,1039,NA,"
			
			
				
				124
				vendidos
			
		",(1382 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8665
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,NA,NA,4.7,102,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182693732-caixa-som-bluetooth-jbl-xtreme-2-40w-preta-jblxtreme2pto-_JM,82,14,3,1,2,#1182693732,JBL,Xtreme,40 W,NA,Passivo,NA,NA,NA,1,NA,NA,NA,NA,NA,80 dB,136 mm,132 mm,288 mm,NA,NA,NA
29, Google Home Mini Assistente Pessoal Caixa D Som Wifi Vitrine ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				433
				vendidos
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1499
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,19,https://perfil.mercadolivre.com.br/CLICOU+TELECOM,https://produto.mercadolivre.com.br/MLB-1137990984-google-home-mini-assistente-pessoal-caixa-d-som-wifi-vitrine-_JM,18,1,0,0,0,#1137990984,Google Home Mini,Google Home Mini,3 W,Subwoofer,Ativo/Passivo,"Casa, escritório, quarto, sala",Caixa,5.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				223
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,0,#1081373892,Importado,WS-887,5 W,Subwoofer,Subwoofer,Portatil,Caixa,7.1,NA,249 g,Caixa De Som Portátil,NA,110V/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,NA
31, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drive 200w E83 ,30,NA,"
			
				Novo
			
			
				
					 - 
				
				7019
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,642,https://perfil.mercadolivre.com.br/FLATSHOP,https://produto.mercadolivre.com.br/MLB-755110784-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drive-200w-e83-_JM,418,134,59,12,19,#755110784,Altomex,Não Descrito,5 W,Subwoofer,Woofer,Casa / Parque / Praia / Viagem / etc,Caixa,NA,1,300 g,Caixa de Som portátil,NA,Alimentação USB,USB,NA,NA,NA,NA,NA,NA,NA
32, Caixa Bluetooth Jbl Go2 Original Lacrada Várias Cores ,148,NA,"
			
				Novo
			
			
				
					 - 
				
				497
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1233
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/VRJ+IMPORTS,https://produto.mercadolivre.com.br/MLB-1222327188-caixa-bluetooth-jbl-go2-original-lacrada-varias-cores-_JM,1393,101,18,4,3,#1222327188,JBL,GO 2,3 W,Caixa bluetooth,Woofer,De piso,Caixa,NA,1,NA,NA,NA,NA,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,NA
33, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				345
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,21,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,20,0,1,0,0,#1208611850,Goldenultra,Ws-887,3 W,NA, ,NA,NA,NA,NA,NA,NA,NA, , ,NA,NA,NA,NA,NA,NA,Pele
34, Caixa Som Amplificada Bluetooth 290w Portátil Led Sub 12 Tws ,476,NA,"
			
				Novo
			
			
				
					 - 
				
				189
				vendidos
			
		",(51 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4554
		
		 sem juros
		
	

	
		",54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,157,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1178843183-caixa-som-amplificada-bluetooth-290w-portatil-led-sub-12-tws-_JM,121,25,8,1,2,#1178843183,AMVOX,ACA 292 NEW X PRETO BIVOL,290 W,Subwoofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,7.6 kg,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
35, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,"
			
				Novo
			
			
				
					 - 
				
				148
				vendidos
			
		",(115 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7168
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,109,25,11,4,4,#1166296703,AMVOX,ACA 501,500 W,NA,Ativo,NA,Caixa,NA,NA,NA,Caixa amplificada Bluetooth,NA,110/220 V,P2,NA,NA,NA,NA,NA,NA,NA
36, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,"
			
				Novo
			
			
				
					 - 
				
				129
				vendidos
			
		",(107 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7455
		
		 sem juros
		
	

	
		",55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,109,25,11,4,4,#1166277766,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,110V/220V (Bivolt),USB,NA,NA,NA,NA,NA,NA,NA
37, Caixa Som Bluetooth Xtreme Mini Potente 40w Rms Radio Fm ,130,NA,"
			
				Novo
			
			
				
					 - 
				
				356
				vendidos
			
		",(363 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1088
		
		 sem juros
		
	

	
		",88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/LACORTE+IMPORTS,https://produto.mercadolivre.com.br/MLB-1252136643-caixa-som-bluetooth-xtreme-mini-potente-40w-rms-radio-fm-_JM,1156,303,165,65,94,#1252136643,JBL,Com LED,40 W,Subwoofer,Subwoofer,Portatil,Caixa,5.1,1,780 g,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
38, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,"
			
				Novo
			
			
				
					 - 
				
				504
				vendidos
			
		",(812 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,27,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,20,7,0,0,0,#1029365629,RCA,MTS2018,120 W,imbutido,Subwoofer,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 cm,NA,NA,NA
39, Caixa De Som Amplificadora Multi Connect 200w Cm-08 Mondial ,465,NA,"
			
			
				
				217
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3875
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064887952-caixa-de-som-amplificadora-multi-connect-200w-cm-08-mondial-_JM,16,6,1,0,0,#1064887952,Mondial,CM-08,200 W,NA,Ativo,NA,Caixa,NA,NA,7.32 kg,Connect,CM-08,(Bivolt),NA,NA,28.5 cm,NA,50 cm,NA,NA,NA
40, Caixa Caixinha De Som Bluetooth Portátil Df6 Mp3 Fm Am Retrô ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				134
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 669
		
		 sem juros
		
	

	
		",69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,10,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-1193013720-caixa-caixinha-de-som-bluetooth-portatil-df6-mp3-fm-am-retr-_JM,3,2,2,2,1,#1193013720,Grasep,D-F6,8 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41, Caixa Som Bluetooth Fb107 40w Rms Mp3 Usb Aux Radio Controle ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				84
				vendidos
			
		",(13 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/POWER+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164624221-caixa-som-bluetooth-fb107-40w-rms-mp3-usb-aux-radio-controle-_JM,4,1,0,0,0,#1164624221,Briwax,FBX-107,40 W,Tweeter,Tweeter,De piso,Caixa,5.1,NA,2.75 kg,NA,NA,(Bivolt),Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA
42, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				453
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,20,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,14,3,2,0,1,#1175966463,Goldenultra,GT-356BT,8 W,NA,Portátil ,NA,Caixa,NA,NA,518 g,NA,NA,Bivolt,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,NA,NA,NA
43, Caixa De Som Portátil Jbl Wind P/ Moto E Bike P2 E Bluetooth ,186,NA,"
			
				Novo
			
			
				
					 - 
				
				574
				vendidos
			
		",(130 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1556
		
		 sem juros
		
	

	
		",56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,855,https://perfil.mercadolivre.com.br/FASTBUYBRASIL,https://produto.mercadolivre.com.br/MLB-959398145-caixa-de-som-portatil-jbl-wind-p-moto-e-bike-p2-e-bluetooth-_JM,690,116,33,6,10,#959398145,JBL,Wind,3 W,NA,Ativo,Capacete,NA,NA,1,NA,Wind,NA,NA,NA,NA,NA,NA,NA,20 kHz,120 Hz,NA
44, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,379,NA,"
			
			
				
				216
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3166
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,17,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,14,2,1,0,0,#1064889332,Mondial,MCO-06,NA,NA,NA,NA,NA,NA,NA,2.75 kg,Multi Connect,MCO-06,(Bivolt),NA,NA,43 cm,NA,30 cm,NA,NA,NA
45, Caixa De Som Grande Amplificada Via Bluetooth Grave Karaoke ,249,NA,"
			
				Novo
			
			
				
					 - 
				
				85
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HDV.VENDAS,https://produto.mercadolivre.com.br/MLB-1188152243-caixa-de-som-grande-amplificada-via-bluetooth-grave-karaoke-_JM,NA,NA,NA,NA,NA,#1188152243,Briwax,BX-668,20 W,Woofer,NA,Portátil,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
46, Jbl Go 2 Portatil Bluetooth Caixa Som Bateria 5hrs Rev Ofic ,217,NA,"
			
				Novo
			
			
				
					 - 
				
				413
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1816
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1080472372-jbl-go-2-portatil-bluetooth-caixa-som-bateria-5hrs-rev-ofic-_JM,1393,101,18,4,3,#1080472372,JBL,GO,3.1 W,Woofer,Ativo,NA,Caixa,NA,1,184 g,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
47, Caixa Som Bluetooth Amplificada 500w Portátil Led Falante 15 ,755,NA,"
			
				Novo
			
			
				
					 - 
				
				87
				vendidos
			
		",(70 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6299
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1187377119-caixa-som-bluetooth-amplificada-500w-portatil-led-falante-15-_JM,109,25,11,4,4,#1187377119,AMVOX,ACA 501 NEW PRETO BIVOL,500 W,Subwoofer e Tweeter,Ativo,"De piso, De mesa",Caixa,2.1,NA,13.1 kg,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
48, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				231
				vendidos
			
		",(174 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,308,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,184,81,17,6,20,#1170112341,JBL,MS-144BT,15 W,Super tweeter,NA,todos,Caixa,5.1,2,NA,Top,NA,NA,USB,80 dB,NA,NA,NA,NA,NA,NA
49, Soundbar 2.0 Tomate Mts 2019 Bluetooth Entrada Óptica ,359,NA,"
			
				Novo
			
			
				
					 - 
				
				52
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2999
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1240548162-soundbar-20-tomate-mts-2019-bluetooth-entrada-optica-_JM,NA,NA,NA,NA,NA,#1240548162,Tomate,MTS 2019,80 W,Soundbar,Soundbar,"sala, quarto, varanda",Caixa,2.0,NA,NA,NA,NA,NA,NA,NA,71 cm,9.5 cm,9.5 cm,NA,NA,NA
50, Caixa Som Portátil Recarregavel Amplificada 5000w Amvox ,799,NA,"
			
				Novo
			
			
				
					 - 
				
				112
				vendidos
			
		",(115 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6666
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,153,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166294460-caixa-som-portatil-recarregavel-amplificada-5000w-amvox-_JM,109,25,11,4,4,#1166294460,AMVOX,ACA 501,500 W,NA,Ativo,NA,Caixa,NA,NA,NA,Caixa amplificada Bluetooth,NA,110/220 V,P2,NA,NA,NA,NA,NA,NA,NA
51," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",359,NA,"
			
			
				
				2359
				vendidos
			
		",(924 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3441
		
		 sem juros
		
	

	
		",41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,275,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,187,57,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,50 W,Woofer,Caixa,De piso,Caixa,NA,1,NA,Multiuso,NA,110V/220V (Bivolt),RCA,NA,NA,NA,NA,NA,NA,NA
52, Caixa Som Mini Bluetooth - Pendrive - Sd - Fm - Auxiliar ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				296
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1177468854-caixa-som-mini-bluetooth-pendrive-sd-fm-auxiliar-_JM,1156,303,165,65,94,#1177468854,JBL,Xtreme,40 W,Subwoofer,Tweeter,Portatil,Caixa,5.1,2,780 g,NA,NA,NA,"USB, Leitor SD, Auxiliar",80 dB,NA,NA,NA,20 kHz,70 Hz,NA
53, Caixa Som Jbl Charge 3 100% Original Lacrada Nota ,599,NA,"
			
				Novo
			
			
				
					 - 
				
				184
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5725
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2330,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1204607628-caixa-som-jbl-charge-3-100-original-lacrada-nota-_JM,1735,329,133,52,81,#1204607628,JBL,Charge 3,20 W,NA,Passivo,NA,Caixa,NA,2,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
54, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Usb Microfone ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				904
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1720
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,93,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-998492307-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-usb-microfone-_JM,61,18,5,3,6,#998492307,Briwax,FBX-105,65 W,Woofer,Ativo/Passivo,De piso,Caixa,5.1,NA,NA,Premium+,NA,NA,"Pendrive, Microfone, MicroSD, P2, Auxiliar, P10",NA,NA,NA,NA,NA,NA,NA
55," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",165,NA,"
			
				Novo
			
			
				
					 - 
				
				70
				vendidos
			
		",(61 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1586
		
		 sem juros
		
	

	
		",86,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1152384588-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,NA,NA,NA,NA,NA,#1152384588,JBL,Caixa de Som,3 W,Woofer,NA,moto,Caixa,2.1,NA,340 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
56, Caixinha De Som Bluetooth Mini Speaker 3w ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				521
				vendidos
			
		",(11962 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,8,https://perfil.mercadolivre.com.br/FLORESTA+ELETRONICO,https://produto.mercadolivre.com.br/MLB-1007384235-caixinha-de-som-bluetooth-mini-speaker-3w-_JM,4,1,0,1,2,#1007384235,SEM,mini,3 W,NA,Mini tweeter,De piso,Caixa,2.1,1,70 g,NA,NA,5V,NA,NA,NA,NA,NA,NA,NA,NA
57, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,"
			
				Novo
			
			
				
					 - 
				
				65
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,21,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,20,1,0,0,0,#1000777273,Edifier,R1700BT,66 W,Woofer,Tweeter,"Estudios, Som Ambiente, Sala, Quarto",Caixa,2.0,NA,NA,NA,NA,110V/220V (Bivolt),RCA,NA,NA,NA,NA,NA,NA,NA
58, Caixa De Som Sony Bluetooth Com Bateria Integrada Gtk-xb60 ,1149,NA,"
			
			
				
				92
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,NA,NA,4.8,9,https://perfil.mercadolivre.com.br/SONY+OFICIAL?brandId=281,https://produto.mercadolivre.com.br/MLB-1077721623-caixa-de-som-sony-bluetooth-com-bateria-integrada-gtk-xb60-_JM,8,0,1,0,0,#1077721623,Sony,GTK-XB60,200 W,NA,Tweeter,NA,Caixa,NA,NA,8 kg,EXTRA BASS,NA,NA,RCA,NA,NA,NA,NA,NA,NA,NA
