search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material
33, Capa Capinha 360 Anti Impacto Luxo iPhone 6 7 8 Plus X Xr Xs ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				22
				vendidos
			
		",(478 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536270-capa-case-capinha-silicone-aveludado-iphone-8-plus-branco-_JM,NA,NA,NA,NA,NA,#1165536270,Apple,Apple,Iphone 8 Plus,Iphone 8 Plus,Silicone,Silicone
34, Capa Case Capinha iPhone 6s 6 Plus Glitter Rosa Luxo Premiun ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(487 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165542688-capa-case-capinha-silicone-aveludado-iphone-8-plus-preto-_JM,NA,NA,NA,NA,NA,#1165542688,Apple,Apple,Iphone 8 Plus,Iphone 8 Plus,Silicone,Silicone
35, Capinha Case iPhone 8 Nillkin + Película Vidro (full) ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				109
				vendidos
			
		",(493 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 565

			 sem juros
			
		
	


	
		",65,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-907668100-capinha-boss-prova-dagua-iphone-5-5s-se-6-6s-7-8-plus-x-10-_JM?searchVariation=21675595521,NA,NA,NA,NA,NA,#907668100,BOSS,Apple,iPhone,Waterproof,Impermeável,Emborrachada
36, Capa Capinha Magnetica Premium iPhone 7 8 Plus X Xs Xr Xsmax ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				65
				vendidos
			
		",(3 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 582

			 sem juros
			
		
	


	
		",82,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-909671219-capa-capinha-case-bumper-aluminio-espelhada-iphone-8-plus-_JM,3,0,0,0,0,#909671219,Espelhada,Apple,Iphone,Case Bumper,Bumper,Metal
37, Capa Case Capinha Armadura Anti-impacto Shock iPhone 8 ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(465 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165536360-capinha-silicone-aveludado-iphone-8-plus-amarelo-_JM,NA,NA,NA,NA,NA,#1165536360,Apple,Apple,Iphone 8 Plus,Iphone 8 Plus,Silicone,Silicone
38, Capinha Capa Fina P/ iPhone 5 6 7 8 Plus 10 X ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				1952
				vendidos
			
		",(80011 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 666

			 sem juros
			
		
	


	
		",66,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.6,88,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-706962558-capa-capinha-flexivel-iphone-6-7-8-plus-xs-x-xr-max-vidro-_JM?searchVariation=18057256084,65,14,6,3,0,#706962558,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone
39, Capa Capinha Magnetica Luxo iPhone 7 8 Plus X Xs Xr Xs Max ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				61
				vendidos
			
		",(7 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 665

			 sem juros
			
		
	


	
		",65,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/VITRINEDOSIMPORTADOS,https://produto.mercadolivre.com.br/MLB-959015003-capinha-iphone-8-plus-apple-55-poleg-silicone-case-lacrada-_JM,NA,NA,NA,NA,NA,#959015003,Apple Inc.,Apple,iPhone 8 Plus,Silicone Case,Silicone,Silicone
40, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				102
				vendidos
			
		",(296 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 535

			 sem juros
			
		
	


	
		",35,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-835755459-capinha-iphone-5s-se-6-6s-7-8-plus-x-frente-verso-pelicula-_JM?searchVariation=18550261084,NA,NA,NA,NA,NA,#835755459,HA,Apple,iPhone,360°,Frente e Verso,Silicone
41, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 Se 6s 7 8 P ,17,NA,"
			
				Novo
			
			
				
					 - 
				
				40
				vendidos
			
		",(297 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 637

			 sem juros
			
		
	


	
		",37,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CERTAOFERTA,https://produto.mercadolivre.com.br/MLB-862314220-capinha-case-iphone-4-5-6-7-8-plus-gatinho-gato-cat-lovers-_JM?searchVariation=18550740188,NA,NA,NA,NA,NA,#862314220,CertaOferta,Apple,Iphone,Silicone,Flexível,Silicone
42, Capa Capinha A Prova De Agua Shock Areia iPhone 5 6 7 8 X 10 ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				161
				vendidos
			
		",(9959 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.9,10,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-746116187-capinha-case-capa-iphone-5-6-7-8-x-plus-unicornio-rosa-3d-_JM?searchVariation=22615562931,9,1,0,0,0,#746116187,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone
43, Capa Case Capinha Apple iPhone Kpop Bts Bangtan Boys ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				96
				vendidos
			
		",(8806 disponíveis),"
	
		
			
		

		2x 
		
			
				R$ 704

			 sem juros
			
		
	


	
		",04,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-931045928-capinha-capa-case-casca-de-ovo-ultra-fina-iphone-8-plus-_JM,3,0,0,0,0,#931045928,Marketmix1,Apple,Iphone 8 plus,Silicone,Silicone,Emborrachada
44, Capa Capinha iPhone 8 Plus / 7 Plus Caseology Skyfall Case ,12,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(1 disponíveis),"
	
		
			
		

		2x 
		
			
				R$ 650

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/FULLCELL_ML,https://produto.mercadolivre.com.br/MLB-1137864734-capa-anti-impacto-p-iphone-5-6-7-8-plus-x-xs-pel-gel-_JM?searchVariation=30114784264,NA,NA,NA,NA,NA,#1137864734,H+,Apple,Escolher no anúncio.,TPU,capinha de silicone,Silicone
45, Capinha Com Foto Personalizada iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				112
				vendidos
			
		",(388 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/REI_CELULAR,https://produto.mercadolivre.com.br/MLB-1165539317-capinha-silicone-aveludado-iphone-8-plus-verde-agua-_JM,3,0,0,0,0,#1165539317,Apple,Apple,Iphone 8 Plus,Iphone 8 Plus,Silicone,Silicone
46, Capinha Case Capa iPhone 4 5 5s Se 6 6s 7 8 7 Plus Coracoes ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(96 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 1000

			 sem juros
			
		
	


	
		",00,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMR.VARIEDADE-ONLINE,https://produto.mercadolivre.com.br/MLB-1101451435-capinha-protetora-anti-shock-original-r-just-amira-iphone-8-_JM,NA,NA,NA,NA,NA,#1101451435,R-Just,Apple,Iphone 8 Tela 4.7,Amira,Emborrachada,Emborrachada
47, Capinha Capa Fina P/ iPhone 5 5s Se 6 6s 7 8 Plus 10 X Xs Xr ,142,149,"
			
				Novo
			
			
				
					 - 
				
				29
				vendidos
			
		",(35 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 1187

			 sem juros
			
		
	


	
		",87,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-795848904-capa-capinha-iphone-88-plus77-plus-caseology-parallax-_JM?searchVariation=29915602967,NA,NA,NA,NA,NA,#795848904,Caseology,Apple,Iphone 8 Plus / 7 Plus 8 / 7,Parallax,protetora,TPU/Policarbonato
48, Capa Capinha Ultra Fina Tpu Transparente iPhone 7 8 Plus ,56,NA,"
			
				Novo
			
			
				
					 - 
				
				39
				vendidos
			
		",(1 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 569

			 sem juros
			
		
	


	
		",69,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/CAPINHASMARTPHONE,https://produto.mercadolivre.com.br/MLB-945850726-capa-case-capinha-armadura-anti-impacto-shock-iphone-8-_JM?searchVariation=18875266789,NA,NA,NA,NA,NA,#945850726,Special Armor,Apple,iPhone 8,Anti-Shock,Anti-impacto,Emborrachada
49, Capa Capinha Fina P iPhone 6 7 8 10 X Xs Xr + Película Vidro ,6,NA,"
			
				Novo
			
			
				
					 - 
				
				202
				vendidos
			
		",(8 disponíveis),"
	
		
			
		

		1x 
		
			
				R$ 699

			 sem juros
			
		
	


	
		",99,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.6,5,https://perfil.mercadolivre.com.br/FULLCELL_ML,https://produto.mercadolivre.com.br/MLB-1137858506-capinha-anti-impacto-queda-iphone-5-5s-se-6-6s-7-8-plus-x-10-_JM?searchVariation=30114741385,3,2,0,0,0,#1137858506,HR,Apple,Escolher no anúncio.,TPU,Capinha,Silicone
50, Capinha Case Carregadora iPhone 8 Bateria Extra Portátil ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				643
				vendidos
			
		",(35680 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 520

			 sem juros
			
		
	


	
		",20,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.9,72,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-684761484-capa-capinha-unicornios-iphone-4s-5-5s-se-5c-6-6s-7-8-7-plus-_JM?searchVariation=18043675713,68,2,2,0,0,#684761484,Extreme.Deal,Apple,iPhone,Emborrachada,Emborrachada,Silicone
51, Capa Capinha iPhone 8/8 Plus/7/7 Plus Caseology Parallax ,42,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(2665 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 715

			 sem juros
			
		
	


	
		",15,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-1024505384-capa-capinha-silicone-rigida-qualidade-iphone-8-plus-55pol-_JM,NA,NA,NA,NA,NA,#1024505384,Extreme.Deal,Apple,Iphone,Silicone,Silicone,Silicone
52, Capa Capinha iPhone 8 / 8 Plus / 7 / 7 Plus Caseology Envoy ,14,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(7 disponíveis),"
	
		
			
		

		2x 
		
			
				R$ 745

			 sem juros
			
		
	


	
		",45,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BARRETTOMEGASTORE,https://produto.mercadolivre.com.br/MLB-1142483999-capa-capinha-ultra-fina-tpu-transparente-iphone-7-8-plus-_JM?searchVariation=32765613492,NA,NA,NA,NA,NA,#1142483999,Chapolinstore,Apple,7 Plus e 8 Plus,Case Transparente,Ultra Fina,Silicone
53, Capinha Maxima Proteção 3 Em 1 iPhone 5_5s_se_6_7_8_plus ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				37
				vendidos
			
		",(694 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 583

			 sem juros
			
		
	


	
		",83,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/AJCAPA,https://produto.mercadolivre.com.br/MLB-1234100623-capinha-maxima-proteco-3-em-1-iphone-55sse678plus-_JM?searchVariation=37645887057,NA,NA,NA,NA,NA,#1234100623,ADS,Apple,Iphone 5_Se_6_6+_7_7+_8_8+,Capa Fina 3 em 1,Case cabido,TPU/Policarbonato
54, Capinha Capa iPhone 5s Se 6 6s 7 8 Plus X Frente Verso 360 ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				467
				vendidos
			
		",(290 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 598

			 sem juros
			
		
	


	
		",98,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.8,22,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-908246136-capinha-capa-iphone-5s-se-6-6s-7-8-plus-x-frente-verso-360-_JM?searchVariation=31530913328,19,2,0,1,0,#908246136,Protect 360° Case,Apple,iPhone,360°,Frente e Verso,Acrílico
55, Capa Case Capinha Tpu iPhone 8 / 8 Plus Renda Floral ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				396
				vendidos
			
		",(18 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 555

			 sem juros
			
		
	


	
		",55,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.6,17,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-956384742-capa-case-capinha-tpu-iphone-8-8-plus-renda-floral-_JM?searchVariation=19324913158,13,2,2,0,0,#956384742,Apple,Apple,iPhone 8 / 8 Plus,iPhone 8 / 8 Plus,SILICONE,Silicone
56, Capa Case Capinha Silicone Apple iPhone 8 Lacrada ,48,NA,"
			
				Novo
			
			
				
					 - 
				
				49
				vendidos
			
		",(254 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 813

			 sem juros
			
		
	


	
		",13,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICK+STOCK,https://produto.mercadolivre.com.br/MLB-1042122015-capa-case-capinha-silicone-apple-iphone-8-lacrada-_JM,NA,NA,NA,NA,NA,#1042122015,NA,Apple,iPhone,Silicone Case,Silicone,Silicone
57, Capinha Capa Case iPhone 4 5 6 6s 7 8 X Plus +pelicula Vidro ,15,NA,"
			
				Novo
			
			
				
					 - 
				
				1087
				vendidos
			
		",(14638 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 533

			 sem juros
			
		
	


	
		",33,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.8,40,https://perfil.mercadolivre.com.br/UNICOFAST,https://produto.mercadolivre.com.br/MLB-835682036-capinha-capa-case-iphone-4-5-6-6s-7-8-x-plus-pelicula-vidro-_JM?searchVariation=22841688614,35,2,2,1,0,#835682036,Unico Fast,Apple,Iphone,Silicone,Silicone,Silicone
58, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,9,NA,"
			
				Novo
			
			
				
					 - 
				
				1040
				vendidos
			
		",(5 disponíveis),"
	
		
			
		

		1x 
		
			
				R$ 999

			 sem juros
			
		
	


	
		",99,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.6,57,https://perfil.mercadolivre.com.br/NOMOTEC,https://produto.mercadolivre.com.br/MLB-1046394380-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=26819105297,44,6,4,1,2,#1046394380,H+,Apple,Escolha o modelo no anúncio,"6, 7, 8 ou 10",Capinha,Silicone
59, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 Se 6s 7 8 P ,17,NA,"
			
				Novo
			
			
				
					 - 
				
				1141
				vendidos
			
		",(823 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 637

			 sem juros
			
		
	


	
		",37,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.5,32,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-689234987-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-se-6s-7-8-p-_JM?searchVariation=21674208434,24,4,2,1,1,#689234987,Marketmix1,Apple,Iphone,Silicone,Anti impacto,Silicone
60, Capinha Capa Case Silicone iPhone 7 / 8 Lacrada Original ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(967 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4S6lyWzfRN%2Bce9%2BfpymKDoJR5mO3JOowNtJgj8RhLkz1HOWumerEGb2dQLUHV4IApyyWebJYnIEYbm%2BJmJhbTVzajnDgNMVhYTi7j6IX%2BQOt702GOcLnY0SHZZ6IkPJLgYu1cTgPr6v8BntCtgBtik2Z5PlaiDai7d7M1K6V%2F8rv%2FxiCSqFjU9ju%2BuITvpzXH76NNL%2FGI%2BN743AiSwjziZUP6kP8oYbLoS4rrLrRq28OkS600mnvYDFqCLHLNso7xVcgyngFheC4E5zIUotrWY2i51PtUplA%2BVgWrK4Rin1jaub01TGyPeTrU%2FOZSzqVLwCgfKBCQvA34KiIB226YgaGoy1fm3QvkQ%2BpTUsuiu4xgydyTuEgOK%2B3%2FGwMbBF4VI1YMnJ2het3hs5wfm6r09iyE0NY0ybvQ5Rdbh69kV8rXR4CJvqhNDfhyNMPuwsVxiYbqwQhJGZsGYL%2Fp6FlMXVH3g0Og8sRRid%2BC5L%2FbH1HeHFBsHicSegvzG%2BkAZmW30JMynVoQBIZS54VCR%2B5O9FqrhDyl8PKRT9rzJMykuoZhKvx3Su%2Bmdbu6t8ety9cDb26R5%2FjQU74nB3NV1wS616%2B40FidWM5cNc9MaW2ioAWxF4WXi4Kyp6gK4i7lYBaTfziIBJrKzTTuF3SjxT49Hp%2Fzkg985R52AoHhkV%2FOvsfTK1655B39jeNcviL%2FKhcU%2Fv1pHztl0Fm5TW%2B%2BFyiqUnpx8Qz1k%2Fr15T5wtUBkkOz8MEZ6fEo3sfKZ1nARY8b8gf9P5RbjUh8MrE0N7BKVaTWld1UrQ6re4VCmvvrxTgKhHLhsUQ9NiBkqcPDqRupXUCc9cR493ExlEzeuteitTMVyRa%2BO3k%2FE3Prsn2x%2BUmivaOaqDxCkQUxUWBvuTZ%2FfcoHmbbcnO%2BxGFcZZ6rj6RSNqzyiV3NL7pboyHPaB8eZzN6LuCZkoNdsFjjEQv57otGz1KTY%2FMFowuSvOwQ1J96Px2ldfcjgsc%2BQP70EIMY6XdrDEokaGc2TCF8tdUnQM4oK2bOlCppdghfHrV6Yq%2Fsk2c68MexKtie%2FxxhyWHW69RhQ2Fh4Xg%2F%2BIGbFotdExz4lI32Ct2XxG67cXSSAewe21yuTowVctNe9FdlV1c0OgE9S%2FhFObguy1%2BiDXWvf10kDtQkvZp%2BSrJ3EkBeaB20f3ssOGLQi4z02AkusTgYiVgKJdCdGL1qiOI0%2F3xwY5CGFC%2BLWsvuPpwciH1CE04wHprGVcTgNCc1YhMVlFPVzuQqWgiVpAjSoWa4Hr4DAORiPE%2F1%2Ftj0PPXBDc8u3%2FciKo0IJvEuDO3clvGw5cPli0j4YoU0M40NsHqhroJED%2FztK586vdK1WPI%2BbpeTozN7jEdfGJec%2BFr2%2BT8tQYH33urWb0sNeuuM%2B28AT8dF26l1HH9EQJ9abIjHVXh9W5nc3wzemQyw%2Ft4FlNBu1QWr2uUwxKB00WAe82NtxlLP4sREFXPZ%2F8RMU%2FRI9j2E%3D,NA,NA,NA,NA,NA,#1246926811,Apple,Apple,iphone7 iphone 8,iPhone,Apple Original,Silicone- Aveludada
61, Capinha Dissipação De Calor Respirável iPhone 5 6 7 8 Plus X ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				92
				vendidos
			
		",(396 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 600

			 sem juros
			
		
	


	
		",00,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.0,4,https://perfil.mercadolivre.com.br/EMR.VARIEDADE-ONLINE,https://produto.mercadolivre.com.br/MLB-1107863226-capinha-dissipaco-de-calor-respiravel-iphone-5-6-7-8-plus-x-_JM?searchVariation=27895861910,2,0,2,0,0,#1107863226,Apple,Apple,Todos os modelos Apple Iphone,DISSIPAÇÃO CREATE,Dissipação de Calor,Silicone
62, Capa Capinha Ultrafina Apple iPhone 8 4.7 Case Slim Flexível ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(1298 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 560

			 sem juros
			
		
	


	
		",60,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRIMEIROS+DANET,https://produto.mercadolivre.com.br/MLB-932668134-capa-capinha-ultrafina-apple-iphone-8-47-case-slim-flexivel-_JM,NA,NA,NA,NA,NA,#932668134,Primeiros Danet®,Apple,iPhone 8,Protetora,Protetora,Silicone
63, Capinha iPhone 5se 6s 7 8 X Xr Max Plus Fume Preta + Vidro ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				749
				vendidos
			
		",(762 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 666

			 sem juros
			
		
	


	
		",66,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.5,41,https://perfil.mercadolivre.com.br/MARKETMIX1,https://produto.mercadolivre.com.br/MLB-688816881-capinha-iphone-5se-6s-7-8-x-xr-max-plus-fume-preta-vidro-_JM?searchVariation=33234442904,28,8,3,2,0,#688816881,Marketmix1,Apple,Iphone,Silicone,Silicone,Silicone
64, Capinha Ultra Slim Air Preta P iPhone 8 Plus - Gorila Shield ,90,NA,"
			
			
				
				23
				vendidos
			
		",(9976 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 750

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/GORILASHIELD.COM.BR?brandId=1976,https://produto.mercadolivre.com.br/MLB-916574916-capinha-ultra-slim-air-preta-p-iphone-8-plus-gorila-shield-_JM,NA,NA,NA,NA,NA,#916574916,Gorila Shield,Apple,iPhone 8 Plus,iPhone 8 Plus,Anti Impacto,Poliuretano
65, Capa Capinha Case Anti Impacto iPhone 8 Preta Suporte ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(94 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 647

			 sem juros
			
		
	


	
		",47,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-961559581-capa-capinha-case-anti-impacto-iphone-8-preta-suporte-_JM,NA,NA,NA,NA,NA,#961559581,CCS,Apple,iPhone 7,Silicone,Anti Impacto,Silicone
