search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Formato do alto-falante,Largura,Profundidade,Altura,Voltagem,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Linha,Quantidade de alto-falantes,Sensibilidade de entrada,Cor,Resposta máxima em frequência,Resposta mínima em frequência,Peso
21, Caixa Som Bluetooth Jbl Xtreme 2 40w Preta Jblxtreme2pto ,899,1213,"
			
			
				
				196
				vendidos
			
		",(1164 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,4.7,107,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1182693732-caixa-som-bluetooth-jbl-xtreme-2-40w-preta-jblxtreme2pto-_JM,86,15,3,1,2,#1182693732,JBL,Xtreme,40 W,Passivo,NA,136 mm,132 mm,288 mm,NA,NA,NA,NA,NA,NA,1,80 dB,NA,NA,NA,NA
22, Mini Caixa De Som Rádio Fm Am Sw Portátil Mp3 Player Usb Sd ,53,NA,"
			
				Novo
			
			
				
					 - 
				
				296
				vendidos
			
		",(29 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 614
		
		 sem juros
		
	

	
		",14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,15,https://perfil.mercadolivre.com.br/PLACECOMPRAS,https://produto.mercadolivre.com.br/MLB-1189229037-mini-caixa-de-som-radio-fm-am-sw-portatil-mp3-player-usb-sd-_JM,13,2,0,0,0,#1189229037,Briwax,BX-667 / BX-670,3 W,Tweeter,Caixa,NA,NA,NA,NA,Tweeter,De piso,2.1,USB,NA,NA,NA,NA,NA,NA,830 g
23, Google Home Mini Assistente Pessoal Caixa D Som Wifi Vitrine ,172,NA,"
			
				Novo
			
			
				
					 - 
				
				475
				vendidos
			
		",(273 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1441
		
		 sem juros
		
	

	
		",41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,20,https://perfil.mercadolivre.com.br/CLICOU+TELECOM,https://produto.mercadolivre.com.br/MLB-1137990984-google-home-mini-assistente-pessoal-caixa-d-som-wifi-vitrine-_JM,19,1,0,0,0,#1137990984,Google Home Mini,Google Home Mini,3 W,Ativo/Passivo,Caixa,NA,NA,NA,NA,Subwoofer,"Casa, escritório, quarto, sala",5.1,NA,NA,1,NA,NA,NA,NA,NA
24, Caixa Caixinha Som Portátil Usb Bluetooth P2 Fm Mp3 ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				635
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 635
		
		 sem juros
		
	

	
		",35,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,19,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191652215-caixa-caixinha-som-portatil-usb-bluetooth-p2-fm-mp3-_JM,16,2,0,1,0,#1191652215,Goldenultra,GT-356BT,8 W, ,Caixa,NA,NA,NA, ,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA
25, Caixa De Som Bluetooth Amplificada Com Microfone Mp3 Usb ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				873
				vendidos
			
		",(29 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097049569-caixa-de-som-bluetooth-amplificada-com-microfone-mp3-usb-_JM,110,26,14,6,4,#1097049569,IMPORTADO RPC,FBX-103,25 W,Subwoofer Embutido,Torre,NA,NA,NA,NA,Subwoofer,"Festas em Geral, Praia, Sítios, Eventos Diversos",BLUETOOTH,"Entrada para Microfone P2 e P10, USB",NA,NA,NA,NA,NA,NA,2.4 kg
26, Caixa Som Bluetooth Amplificada Torre Mp3 Fm Usb Sd Pc 500w ,36,NA,"
			
				Novo
			
			
				
					 - 
				
				705
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 684
		
		 sem juros
		
	

	
		",84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,21,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1190350399-caixa-som-bluetooth-amplificada-torre-mp3-fm-usb-sd-pc-500w-_JM,16,0,1,2,2,#1190350399,Goldenultra,Torre,10 W,Ativo/Passivo,Caixa,NA,NA,NA,Bivolt,NA,NA,NA,USB,Caixa de Som,NA,NA,NA,NA,NA,NA
27, Caixa De Som Jbl Boombox Original 1 Ano De Garantia Com Nf ,1899,NA,"
			
			
				
				254
				vendidos
			
		",(190 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,536,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1001522471-caixa-de-som-jbl-boombox-original-1-ano-de-garantia-com-nf-_JM,421,46,20,20,29,#1001522471,JBL,Boombox,60 W,Portátil,Não se aplica,NA,NA,NA,Bivolt,Não se aplica,Não se aplica,não se aplica, ,Caixa Portátil,2,80 dB,NA,20 kHz,20 Hz,5.25 kg
28, Caixa Som Amplificada Monster Bluetooth Portátil Mp3 Fm Usb ,41,NA,"
			
				Novo
			
			
				
					 - 
				
				1033
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 777
		
		 sem juros
		
	

	
		",77,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,47,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1178641438-caixa-som-amplificada-monster-bluetooth-portatil-mp3-fm-usb-_JM,39,2,1,0,5,#1178641438,Goldenultra,JBK-409,5 W,Subwoofer,Redondos,NA,NA,NA,NA,Subwoofer,Portátil,2.1,"USB, Leitor SD, FM, Entrada para Auriculares",NA,NA,NA,NA,NA,NA,NA
29, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5738
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 675
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,209,https://perfil.mercadolivre.com.br/ESPA%C3%87O+VENDASS,https://produto.mercadolivre.com.br/MLB-765932866-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,132,44,18,6,9,#765932866,Mini Speaker,Ws-887,3 W,Ativo/Passivo,Caixa,NA,NA,NA,0,Tweeter,"Mesa, Casa, Na Rua, Praia, Etc...",2.1,Auxiliar,Ws-887,NA,NA,NA,NA,NA,NA
30, Caixa Som Amplificada Bluetooth 290w Portátil Led Sub 12 Tws ,476,NA,"
			
				Novo
			
			
				
					 - 
				
				224
				vendidos
			
		",(25 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4554
		
		 sem juros
		
	

	
		",54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,166,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1178843183-caixa-som-amplificada-bluetooth-290w-portatil-led-sub-12-tws-_JM,127,27,9,1,2,#1178843183,AMVOX,ACA 292 NEW X PRETO BIVOL,290 W,Ativo,Caixa,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,De piso,2.1,NA,NA,NA,NA,Preto,NA,NA,7.6 kg
31, Kit 10 Mini Caixinha Som Bluetooth Portátil Usb Mp3 P2 Sd ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				403
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1529
		
		 sem juros
		
	

	
		",29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,22,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1208611850-kit-10-mini-caixinha-som-bluetooth-portatil-usb-mp3-p2-sd-_JM,21,0,1,0,0,#1208611850,Goldenultra,Ws-887,3 W, ,NA,NA,NA,NA, ,NA,NA,NA, ,NA,NA,NA,Pele,NA,NA,NA
32, Caixa De Som Portátil Bluetooth Amplificada Microfone Grátis ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				444
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1667
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-1097032335-caixa-de-som-portatil-bluetooth-amplificada-microfone-gratis-_JM,110,26,14,6,4,#1097032335,Briwax,FBX-103,25 W,AMPLIFICADO,Torre,NA,NA,NA,NA,Subwoofer,"Festas em Geral, Praia, Sítios, Eventos, Conexões com Vilão",5.1 - Bluetooth,Entrada para Microfone P2 e P10,NA,NA,NA,NA,NA,NA,2.4 kg
33, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				273
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 925
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,24,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-939772594-caixa-caixinha-de-som-portatil-bluetooth-exbom-m33bt-mp3-fm-_JM,15,6,3,0,0,#939772594,Exbom,CS-M33BT,10 W,Ativo/Passivo,Caixa,NA,NA,NA,110/220v Bi-volt ou 5v USB,Subwoofer,"Sala, Quarto, Cozinha, Praia, Sítio",1.1,"Bluetooth, P2 Auxiliar, USB Pendrive, SD Cartão",Bluetooth,2,NA,NA,20 kHz,85 Hz,NA
34, Caixa Caixinha De Som Bluetooth Portátil Df6 Mp3 Fm Am Retrô ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				153
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 669
		
		 sem juros
		
	

	
		",69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.4,10,https://perfil.mercadolivre.com.br/BREVISTORE,https://produto.mercadolivre.com.br/MLB-1193013720-caixa-caixinha-de-som-bluetooth-portatil-df6-mp3-fm-am-retr-_JM,3,2,2,2,1,#1193013720,Grasep,D-F6,8 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35, Caixa Som Bluetooth Xtreme Mini Potente 40w Rms Radio Fm ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				596
				vendidos
			
		",(219 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1857,https://perfil.mercadolivre.com.br/LACORTE+IMPORTS,https://produto.mercadolivre.com.br/MLB-1252136643-caixa-som-bluetooth-xtreme-mini-potente-40w-rms-radio-fm-_JM,1203,318,172,67,97,#1252136643,JBL,Com LED,40 W,Subwoofer,Caixa,NA,NA,NA,NA,Subwoofer,Portatil,5.1,USB,NA,1,80 dB,NA,20 kHz,70 Hz,780 g
36, Caixa Som Bluetooth Retrô Vintage Rádio Am Fm Sw Mp3 Usb Aux ,56,58,"
			
				Novo
			
			
				
					 - 
				
				621
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 637
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,44,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1187248263-caixa-som-bluetooth-retr-vintage-radio-am-fm-sw-mp3-usb-aux-_JM,35,3,4,1,1,#1187248263,Goldenultra,GT-1089,3 W,Subwoofer,Caixa,NA,NA,NA,NA,Subwoofer,Portátil,5.1,USB,NA,NA,NA,NA,NA,NA,NA
37, Caixa Som Amplificada Bluetooth Canhão Mp3 Fm Usb Microfone ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				2349
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 717
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,171,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1154336658-caixa-som-amplificada-bluetooth-canho-mp3-fm-usb-microfone-_JM,142,18,7,2,2,#1154336658,Altomex,AL-M01,10 W,Tweeter,Caixa,NA,NA,NA,NA,Tweeter,Portátil,Não,USB,Caixa de Som,NA,NA,NA,NA,NA,700 g
38, Caixa Som Portátil Bluetooth 5w Celular Sd Usb Radio Fm Ws ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				229
				vendidos
			
		",(25 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://produto.mercadolivre.com.br/MLB-1081373892-caixa-som-portatil-bluetooth-5w-celular-sd-usb-radio-fm-ws-_JM,3,1,0,0,1,#1081373892,Importado,WS-887,5 W,Subwoofer,Caixa,NA,NA,NA,110V/220V (Bivolt),Subwoofer,Portatil,7.1,NA,Caixa De Som Portátil,NA,NA,NA,NA,NA,249 g
39, Mini Caixinha Som Bluetooth Portátil Prova Água Ventosa ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				242
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,7,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049750580-mini-caixinha-som-bluetooth-portatil-prova-agua-ventosa-_JM,5,0,1,0,1,#1049750580,Importado,BTS-06,3 W,Woofer,Redondo,NA,NA,NA,NA,Tweeter,"Vidro, Azulejo",2.1,NA,NA,NA,80 dB,NA,NA,NA,NA
40, Caixa Som Bluetooth Churrasco Festa 500w Rms Amvox ,749,NA,"
			
				Novo
			
			
				
					 - 
				
				158
				vendidos
			
		",(72 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7168
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166296703-caixa-som-bluetooth-churrasco-festa-500w-rms-amvox-_JM,114,27,11,4,4,#1166296703,AMVOX,ACA 501,500 W,Ativo,Caixa,NA,NA,NA,110/220 V,NA,NA,NA,P2,Caixa amplificada Bluetooth,NA,NA,NA,NA,NA,NA
41, Caixa Som Bluetooth Fb107 40w Rms Mp3 Usb Aux Radio Controle ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				103
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1917
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/POWER+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1164624221-caixa-som-bluetooth-fb107-40w-rms-mp3-usb-aux-radio-controle-_JM,5,2,0,0,0,#1164624221,Briwax,FBX-107,40 W,Tweeter,Caixa,NA,NA,NA,(Bivolt),Tweeter,De piso,5.1,Entrada para Microfone,NA,NA,NA,NA,NA,NA,2.75 kg
42, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,779,NA,"
			
				Novo
			
			
				
					 - 
				
				136
				vendidos
			
		",(49 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7455
		
		 sem juros
		
	

	
		",55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166277766-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,114,27,11,4,4,#1166277766,AMVOX,ACA 501,500 W,NA,Caixa,NA,NA,NA,110V/220V (Bivolt),NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
43, Kit Caixa Som Bluetooth Caixinha Usb Sd Rádio - Atacado 4 Un ,125,NA,"
			
				Novo
			
			
				
					 - 
				
				323
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1199
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,10,https://perfil.mercadolivre.com.br/TG-SANTOS,https://produto.mercadolivre.com.br/MLB-1078576031-kit-caixa-som-bluetooth-caixinha-usb-sd-radio-atacado-4-un-_JM,7,2,0,0,1,#1078576031,Grasep,D-BH1064,6 W,Mini tweeter,Caixa,NA,NA,NA,NA,Subwoofer,Portátil,2.1,NA,NA,NA,NA,NA,NA,NA,NA
44, Kit 2 Caixa Som Bluetooth Portátil Rádio Fm Mp3 Usb Sd 300w ,54,NA,"
			
				Novo
			
			
				
					 - 
				
				485
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,23,https://perfil.mercadolivre.com.br/TROPARDI+ELETRO,https://produto.mercadolivre.com.br/MLB-1175966463-kit-2-caixa-som-bluetooth-portatil-radio-fm-mp3-usb-sd-300w-_JM,16,3,2,1,1,#1175966463,Goldenultra,GT-356BT,8 W,Portátil ,Caixa,NA,NA,NA,Bivolt,NA,NA,NA,"P2, USB,Leitor SD, Auxiliar P2",NA,NA,NA,NA,NA,NA,518 g
45, Caixa Caixinha Som Bluetooth Portátil Mp3 Fm Am Retrô 550w ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				332
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,23,https://perfil.mercadolivre.com.br/MAGAZINE+NOBREAK,https://produto.mercadolivre.com.br/MLB-1191675274-caixa-caixinha-som-bluetooth-portatil-mp3-fm-am-retr-550w-_JM,20,1,1,0,1,#1191675274,Goldenultra,GT-1089,3 W,Subwoofer,Caixa,NA,NA,NA,NA,Subwoofer,"Portátil, De piso",5.1,"USB, Leitor SD, Auxiliar",NA,NA,NA,NA,NA,NA,NA
46," Caixa De Som Jbl, Wind, Bluetooth, 3 Watts, Preto - Jblwind ",165,NA,"
			
				Novo
			
			
				
					 - 
				
				90
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1586
		
		 sem juros
		
	

	
		",86,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PONTOCERTOELETRO,https://produto.mercadolivre.com.br/MLB-1152384588-caixa-de-som-jbl-wind-bluetooth-3-watts-preto-jblwind-_JM,NA,NA,NA,NA,NA,#1152384588,JBL,Caixa de Som,3 W,NA,Caixa,NA,NA,NA,NA,Woofer,moto,2.1,NA,NA,NA,NA,Preto,NA,NA,340 g
47, Caixa Amplificada Ativa Edifier - R1700bt - Bluetooth 66w ,899,NA,"
			
				Novo
			
			
				
					 - 
				
				73
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,23,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1000777273-caixa-amplificada-ativa-edifier-r1700bt-bluetooth-66w-_JM,22,1,0,0,0,#1000777273,Edifier,R1700BT,66 W,Tweeter,Caixa,NA,NA,NA,110V/220V (Bivolt),Woofer,"Estudios, Som Ambiente, Sala, Quarto",2.0,RCA,NA,NA,NA,NA,NA,NA,NA
48, Caixa De Som Jbl Go 2 Portátil 3w Bluetooth Original ,179,NA,"
			
				Novo
			
			
				
					 - 
				
				115
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1482,https://perfil.mercadolivre.com.br/ELETROPRINTER,https://produto.mercadolivre.com.br/MLB-1243855044-caixa-de-som-jbl-go-2-portatil-3w-bluetooth-original-_JM,1359,98,18,4,3,#1243855044,JBL,GO 2,3 W,NA,Quadrado,NA,NA,NA,NA,NA,Portátil,NA,NA,NA,NA,80 dB,NA,NA,NA,184 g
49, Caixa Som Soundbar Bluetooth Mts-2018 Tomate Tv Celular 120w ,489,NA,"
			
				Novo
			
			
				
					 - 
				
				506
				vendidos
			
		",(810 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,27,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1029365629-caixa-som-soundbar-bluetooth-mts-2018-tomate-tv-celular-120w-_JM,20,7,0,0,0,#1029365629,RCA,MTS2018,120 W,Subwoofer,NA,NA,NA,7 cm,NA,imbutido,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
50, Caixa Som Mini Bluetooth - Pendrive - Sd - Fm - Auxiliar ,149,NA,"
			
				Novo
			
			
				
					 - 
				
				331
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1433
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1857,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1177468854-caixa-som-mini-bluetooth-pendrive-sd-fm-auxiliar-_JM,1203,318,172,67,97,#1177468854,JBL,Xtreme,40 W,Tweeter,Caixa,NA,NA,NA,NA,Subwoofer,Portatil,5.1,"USB, Leitor SD, Auxiliar",NA,2,80 dB,NA,20 kHz,70 Hz,780 g
51, Caixa Amplificada Multi Connect 120w Mco-06 Mondial Bivolt ,379,NA,"
			
			
				
				222
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3166
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,18,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064889332-caixa-amplificada-multi-connect-120w-mco-06-mondial-bivolt-_JM,14,2,1,0,0,#1064889332,Mondial,MCO-06,120 W,NA,Caixa,43 cm,NA,30 cm,(Bivolt),NA,NA,NA,NA,Multi Connect,NA,NA,Preto,NA,NA,2.75 kg
52," Caixa Multiuso Amplificada 50 Rms 8 Bluetooth,usb+sd+fm+cont ",339,NA,"
			
			
				
				2385
				vendidos
			
		",(898 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,276,https://perfil.mercadolivre.com.br/PIU+SHOP?brandId=1849,https://produto.mercadolivre.com.br/MLB-680896899-caixa-multiuso-amplificada-50-rms-8-bluetoothusbsdfmcont-_JM,187,57,24,3,4,#680896899,Datrel,DMU-8.50 BLUETOOTH,50 W,Caixa,Caixa,NA,NA,NA,110V/220V (Bivolt),Woofer,De piso,NA,RCA,Multiuso,1,NA,NA,NA,NA,NA
53, Caixinha Caixa De Som Usb Bluetooth Charge 2 Mini ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				258
				vendidos
			
		",(147 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 668
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,311,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1170112341-caixinha-caixa-de-som-usb-bluetooth-charge-2-mini-_JM,186,81,18,6,20,#1170112341,JBL,MS-144BT,15 W,NA,Caixa,NA,NA,NA,NA,Super tweeter,todos,5.1,USB,Top,2,80 dB,NA,NA,NA,NA
54, Caixa Som Jbl Charge 3 100% Original Lacrada Nota ,599,NA,"
			
				Novo
			
			
				
					 - 
				
				193
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5725
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2373,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1204607628-caixa-som-jbl-charge-3-100-original-lacrada-nota-_JM,1761,337,137,53,85,#1204607628,JBL,Charge 3,20 W,Passivo,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80 dB,NA,20 kHz,65 Hz,NA
55, Caixa Som Amplificada Bluetooth 500w Tws Portátil Led Sub 15 ,755,NA,"
			
				Novo
			
			
				
					 - 
				
				91
				vendidos
			
		",(99 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6299
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,160,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1187377119-caixa-som-amplificada-bluetooth-500w-tws-portatil-led-sub-15-_JM,114,27,11,4,4,#1187377119,AMVOX,ACA 501 NEW X PRETO BIVOL,500 W,Ativo,Caixa,NA,NA,NA,110/220V (Bivolt),Woofer e Tweeter,De piso,2.1,NA,NA,NA,NA,Preto,NA,NA,13.1 kg
56, Caixa De Som Portatil Jbl Boombox Original Bluetooth Usb ,1749,NA,"
			
			
				
				173
				vendidos
			
		",(17 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 14575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,536,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1061725482-caixa-de-som-portatil-jbl-boombox-original-bluetooth-usb-_JM,421,46,20,20,29,#1061725482,JBL,Boombox,60 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,80 dB,Preto,NA,NA,5.25 kg
