search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Altura,Conectores de entrada,Color
30, Parlante Soundbar Irt Bluetooth 24w Rms Nuevo Envío Gratis ,22.490,29.990,"
			
				Nuevo
			
			
				
					 - 
				
				38
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 3.748
			
		
		 sin interés
		
	

	
		","
				$ 3.748
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/TECNOBEST+CHILE,https://articulo.mercadolibre.cl/MLC-453169030-parlante-soundbar-irt-bluetooth-24w-rms-nuevo-envio-gratis-_JM#position=30&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,3,0,0,0,0,#453169030,NA,NA,NA,NA,NA,NA,NA,NA,NA
31, Amazon Echo Dot 3 Parlante Inteligente Alexa Español ,34.990,64.990,"
			
				Nuevo
			
			
				
					 - 
				
				59
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.832
			
		
		 sin interés
		
	

	
		","
				$ 5.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-484950082-amazon-echo-dot-3-parlante-inteligente-alexa-espanol-_JM#position=31&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#484950082,Amazon,NA,NA,NA,NA,NA,NA,NA,NA
32, Parlante Jbl Go 2 Bluetooth Portatil Colores Mrclick ,21.990,28.990,"
			
				Nuevo
			
			
				
					 - 
				
				59
				vendidos
			
		",(487 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.665
			
		
		 sin interés
		
	

	
		","
				$ 3.665
			",NA,Envío gratis a todo el país,NA,NA,4.7,61,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-477584772-parlante-jbl-go-2-bluetooth-portatil-colores-mrclick-_JM#position=32&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,49,9,1,2,0,#477584772,JBL,GO,184 g,GO 2,3 W,Activo,NA,NA,NA
33, Parlante Caja Acústica 15 Eon615 Jbl - Envío Gratis ,320.000,400.000,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 53.333
			
		
		 sin interés
		
	

	
		","
				$ 53.333
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ARTECNOINSTRUMENTOS,https://articulo.mercadolibre.cl/MLC-487386671-parlante-caja-acustica-15-eon615-jbl-envio-gratis-_JM#position=33&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#487386671,JBL,NA,NA,EON615,NA,NA,NA,NA,NA
34, Microfono Karaoke Inalambrico Bluetooth Parlante Ml2784 ,6.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				56
				vendidos
			
		",(50 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORATECNOPRO,https://articulo.mercadolibre.cl/MLC-457618028-microfono-karaoke-inalambrico-bluetooth-parlante-ml2784-_JM#position=34&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#457618028,NA,NA,NA,NA,NA,NA,NA,NA,NA
35, Parlante True Wireless Soundcore Motion B ,20.990,39.990,"
			
			
				
				409
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.498
			
		
		 sin interés
		
	

	
		","
				$ 3.498
			",NA,Envío gratis a todo el país,NA,NA,5.0,24,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=nKVSQ7ctNKtBFB5xU8b56OLwF01ag9ipvpYQyM0vRwsDaiwtLfuDpJGSmUtOtYL0ObwM%2FsGE7zxdvnnpXIYYMA%2Bx6X%2BNnhit0Cv%2Fx0Hl1uZcOhyhgteiYZX6QLYUe%2Br%2BqOD2OXXHD24bGdUZzBvTYnaMZPwPtmjud0JvMG%2BqcquWdtoDW5da3WioeZzb2yEbYDaRdqmTWG4%2Brm2EiXnp0lcoujQTkJoIsJWPlC9IFYO2M9XR5%2F6bnJ6u0sX3NJSM9L9jehOOUJqtZvCY2%2FquJiR6%2BTkka7nhV0nHiS05apVVk5MJkFq384EkWzig8FCdW8jbGphc8jWqNT0zO0nkafcgyto5oMqG0M7zwJmM62xPBa1OYqRuTaBV0dij0LYONhMuyYX6CHH1ilIta%2BHG0sLtw7A33inbvuMDOKC%2FJrk5DVODJMjDEfs7l0QZF3Qm0tS7gkPn6SwDzxp9hVbZOuFBAqXzC8Sw2jErp5ax2vs%2FSu5wzB%2FyugsNccbRpfrZYpd8aCHr3aWmuXJbBjPhr%2F0Yj3oWRnAlNRhJHE1w82Hy06yYp%2BOU7rexRFq2lDTcI90walp2yX1RO66WsweAUkK0jS1cofj%2FEMiG%2Bz4iqReXRIMkY8FoV5MM3WOFjYGKCAKv2gPnOfiFzrkkNLxTTjIP%2BdlfW3erEUZJ8wdhuV6ZLUyTpiq2iju7eYve8UfpWJaC83xhf2rNSRCJGP0KX1MWYxu1w3WR7z8qDvaYAA0Tfv5TCBGAn3UGg1OWTpdlN5ciArFWINnOEx%2BvRqerc04nsOMi35H1Co2xm0a8IRoXDWZgu1CopjvUCYHQx029HwoD%2BGZcXZ66nSZGX6dAMppG4KwQGlgzXJVBcm%2BhZTEwbPE0TCvUZR3SDhqlQz51nx0ffN0k45dCGSM2N%2BKERaGDumlm13sU%2BRc95auQqDYX7Y17n056cMQmrFkhGuhxCo0g%2FWuxiMUt35DKNID3hDlEdqZhxt%2BZr7x9zyuxLOajKvFUvEpdKqxwtcBPe9CpS355JjQVcumj1bIenARrCmOifa1bVJF4F7JZa%2BUWi38fMlSzOFNSJjXePVNeYYU2PiAYlq%2Fqn7ltWWea%2FDRhSb3%2FubHwVhJhZFKXsDitfidVBzekNI8MBuuEMmIETMpPlERCVjAdmFwypA%2BNgxlp%2FcL2gr6ZYQOuLGRHIZRS0dPHHrJgNxMubGkAIW8fW0R9Ga1ksxsEJdnj3FMo2qOMM%2FJLbZHP8b0saCvXvg%2Fm%2FUJFvziodnYxvr0d%2FaFSx5qm0m4SH0cLaQWmuFaLZpHUndorUK1Lnld0iW8OiwI523i0qzlbyrSeW6eRSser4QS1GgI7d2I0WF7AjTJiDN%2BLXGa0YMwaClox3UhCyDrmCUL0Kx4dn4Wmu8rK1WNvK6LvuCeo%2BEelfXjABM19nkhpTC2pkKzkMxgVkR4xdpe58bXH6k3kS1MDUOKWxvqJa4BC6dvztCuplrKhEhijs9dCUx21WqKD07AqJHGuOYVucmKCo1Lxs56ZJa1j8lYVOS8lDh9b8G7%2FAMgDglh%2FyLHQd5eOpRHcbFyRfO2RWaqh538G5FRgFiRBCL2mNNtxC7a6PKqD1FLkoZi5RV9sqV4rhzcMaldwPjSaqan3ckDYC9mtAgxQVEGE5ja6060LqgJ8943G,23,1,0,0,0,#467283866,Anker,SoundCore,400 g,NA,NA,NA,NA,NA,NA
36, Parlante Speaker Bluetooth Soundcore Rojo Anker ,23.990,39.990,"
			
			
				
				110
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.998
			
		
		 sin interés
		
	

	
		","
				$ 3.998
			",NA,Envío gratis a todo el país,NA,NA,5.0,4,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-475464921-parlante-speaker-bluetooth-soundcore-rojo-anker-_JM#position=36&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,4,0,0,0,0,#475464921,Anker,SoundCore,360 g,NA,NA,NA,NA,Auxiliar,NA
37, Bose Sountouch 10 Bluetooth Sistema De Musica ,150.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 25.000
			
		
		 sin interés
		
	

	
		","
				$ 25.000
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/VALLEY+TECHNOLOGY,https://articulo.mercadolibre.cl/MLC-483922093-bose-sountouch-10-bluetooth-sistema-de-musica-_JM#position=37&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#483922093,Bose,NA,NA,10 Bluetooth,NA,NA,NA,NA,NA
38, Bose Soundbar 500 ,479.990,NA,"
			
			
				
				9
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 39.999
			
		
		 sin interés
		
	

	
		","
				$ 39.999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710605-bose-soundbar-500-_JM#position=38&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#473710605,Bose,NA,NA,Bose Soundbar 500,NA,NA,NA,NA,NA
39, Parlante Portátil Bluetooth Bose Soundlink Revolve+ ,299.990,NA,"
			
			
				
				17
				vendidos
			
		",(4 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 24.999
			
		
		 sin interés
		
	

	
		","
				$ 24.999
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472174702-parlante-portatil-bluetooth-bose-soundlink-revolve-_JM#position=39&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#472174702,Bose,SoundLink,NA,Parlante Portátil Bluetooth Bose Soundlink Revolve+,NA,Activo,NA,Auxiliar,NA
40, Parlante Karaoke Portátil Bluetooth Master G + Micrófono ,26.990,39.990,"
			
			
				
				121
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472376585-parlante-karaoke-portatil-bluetooth-master-g-microfono-_JM#position=40&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#472376585,Master-G,NA,NA,SPB8B,NA,NA,NA,NA,NA
41, Parlante Jbl Oem Charge 2 Envio Gratis ,319.990,449.990,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(97 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 26.666
			
		
		 sin interés
		
	

	
		","
				$ 26.666
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-488716694-parlante-portatil-jbl-boombox-bluetooth-20000mah-original-_JM#position=41&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#488716694,JBL,NA,5.25 kg,Boombox,NA,Activo,NA,NA,NA
42, Parlante Portátil Jbl Boombox Bluetooth 20.000mah Original ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				46
				vendidos
			
		",(1510 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/XMASTERGAMEX,https://articulo.mercadolibre.cl/MLC-492340763-parlante-jbl-oem-charge-2-envio-gratis-_JM#position=42&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,2,0,1,0,0,#492340763,JBL,NA,NA,Charge 2,15 W,Activo,NA,NA,NA
43, Parlante Bluetooth Inalambrico Impermeable Ducha Agua ,3.990,4.990,"
			
				Nuevo
			
			
				
					 - 
				
				676
				vendidos
			
		",(317 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 665
			
		
		 sin interés
		
	

	
		","
				$ 665
			",NA,Envío a todo el país,NA,NA,4.3,7,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-434759217-parlante-bluetooth-inalambrico-impermeable-ducha-agua-_JM#position=43&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,4,1,2,0,0,#434759217,NA,NA,NA,NA,NA,NA,NA,NA,NA
44, Parlante Bluetooth Bose Home Speaker 500 ,349.990,NA,"
			
			
				
				10
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 29.166
			
		
		 sin interés
		
	

	
		","
				$ 29.166
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710362-parlante-bluetooth-bose-home-speaker-500-_JM#position=44&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#473710362,Bose,NA,NA,Parlante Bluetooth Bose Home Speaker 500,NA,NA,NA,NA,NA
45, Sony Receptor Bluetooth Con Parlantes De 16cm Mxsn4216bt ,89.990,NA,"
			
			
				
				231
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 14.998
			
		
		 sin interés
		
	

	
		","
				$ 14.998
			",NA,Envío gratis a todo el país,NA,NA,4.9,18,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-453143924-sony-receptor-bluetooth-con-parlantes-de-16cm-mxsn4216bt-_JM#position=45&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,17,1,0,0,0,#453143924,NA,NA,NA,NA,NA,NA,NA,NA,NA
46, Radio Auto Aiwa + Parlantes Mp3 Usb Sd Bluetooth Caw-8016bt ,32.990,34.990,"
			
				Nuevo
			
			
				
					 - 
				
				22
				vendidos
			
		",(909 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.498
			
		
		 sin interés
		
	

	
		","
				$ 5.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-499502569-radio-auto-aiwa-parlantes-mp3-usb-sd-bluetooth-caw-8016bt-_JM#position=46&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#499502569,NA,NA,NA,NA,NA,NA,NA,NA,NA
47, Parlante Soundbar Aiwa Bluetooth Sb-002l - Prophone ,37.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				17
				vendidos
			
		",(914 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.332
			
		
		 sin interés
		
	

	
		","
				$ 6.332
			",NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-462029223-parlante-soundbar-aiwa-bluetooth-sb-002l-prophone-_JM#position=47&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#462029223,NA,NA,NA,NA,NA,NA,NA,NA,NA
48, Funda Parlante Eon615 Acolchada Fab Chile (envio Gratis) Jbl ,37.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				22
				vendidos
			
		",(166 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.166
			
		
		 sin interés
		
	

	
		","
				$ 3.166
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-480743112-funda-parlante-eon615-acolchada-fab-chile-envio-gratis-jbl-_JM#position=48&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#480743112,JBL,EON600 Series,NA,EON615,500 W,Activo,NA,NA,NA
49, Parlante Recargable Bluetooth Fujitel Mini Portatil ,4.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(53 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 750
			
		
		 sin interés
		
	

	
		","
				$ 750
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485463271-parlante-recargable-bluetooth-fujitel-mini-portatil-_JM#position=49&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#485463271,Fujitel,NA,NA,NA,NA,NA,NA,NA,Respect
50, Parlante Portátil Bluetooth Yamaha Wx-021 ,199.990,229.990,"
			
			
				
				1
				vendido
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 33.332
			
		
		 sin interés
		
	

	
		","
				$ 33.332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-478663763-parlante-portatil-bluetooth-yamaha-wx-021-_JM#position=50&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#478663763,Yamaha,MusicCast,2.2 kg,Parlante Portátil Bluetooth Yamaha Wx-021,40 W,Activo,28 cm,USB,NA
51, Sistema De Sonido Para Tv Bose Solo 5 ( De Regalo Soporte ) ,199.990,NA,"
			
			
				
				8
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 16.666
			
		
		 sin interés
		
	

	
		","
				$ 16.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472272756-sistema-de-sonido-para-tv-bose-solo-5-de-regalo-soporte--_JM#position=51&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#472272756,Bose,NA,NA,Sistema De Sonido Para Tv Bose Solo 5 (  De Regalo Soporte ),NA,Activo,NA,NA,NA
52," Parlante Portatil Kolke Funk Microfono Bluetooth,fm,sd,usb ",22.990,30.990,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.916
			
		
		 sin interés
		
	

	
		","
				$ 1.916
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-496549900-parlante-portatil-kolke-funk-microfono-bluetoothfmsdusb-_JM#position=52&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#496549900,Kolke,NA,NA,kpm 220,50 W,NA,NA,Entrada para Micrófono,NA
53, Parlante Bt Tower Sound Bar Living Room Microlab / Musicarro ,49.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 8.332
			
		
		 sin interés
		
	

	
		","
				$ 8.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/MUSICARROLIMITADA,https://articulo.mercadolibre.cl/MLC-491647433-parlante-bt-tower-sound-bar-living-room-microlab-musicarro-_JM#position=53&type=item&tracking_id=210e77af-691d-4132-aca3-a4dbfa8a9d11,NA,NA,NA,NA,NA,#491647433,Microlab,NA,NA,NA,NA,NA,NA,NA,NA
54, Parlante Karaoke Portátil Aiwa-166bt Microfono De Regalo ,22.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				36
				vendidos
			
		",(64 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.832
			
		
		 sin interés
		
	

	
		","
				$ 3.832
			",NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-476888160-parlante-karaoke-portatil-aiwa-166bt-microfono-de-regalo-_JM#position=1&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,2,0,1,0,0,#476888160,Aiwa,NA,NA,NA,NA,NA,NA,Auxiliar,NA
55, Parlante Portátil Extra Bass Con Bluetooth Xb01 Negro ,18.591,24.990,"
			
			
				
				42
				vendidos
			
		",(90 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.098
			
		
		 sin interés
		
	

	
		","
				$ 3.098
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-483946196-parlante-portatil-extra-bass-con-bluetooth-xb01-negro-_JM#position=2&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#483946196,NA,NA,NA,NA,NA,NA,NA,NA,NA
56, Barra De Sonido Bluetooth Bose Soundbar 700 ,699.990,NA,"
			
			
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 58.332
			
		
		 sin interés
		
	

	
		","
				$ 58.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710717-barra-de-sonido-bluetooth-bose-soundbar-700-_JM#position=3&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#473710717,Bose,NA,NA,Barra De Sonido Bluetooth Bose Soundbar 700,NA,Activo,NA,NA,NA
57, Parlante Bluetooth Bose Home Speaker 300 ,219.990,NA,"
			
			
				
				3
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 18.332
			
		
		 sin interés
		
	

	
		","
				$ 18.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-500569383-parlante-bluetooth-bose-home-speaker-300-_JM#position=4&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#500569383,Bose,NA,NA,HS300S,NA,NA,NA,NA,NA
58, Parlantes Gamer Logitech G560 Lightsync Subwoofer ,169.990,299.990,"
			
			
				
				3
				vendidos
			
		",(18 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 28.332
			
		
		 sin interés
		
	

	
		","
				$ 28.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=472,https://articulo.mercadolibre.cl/MLC-478204347-parlantes-gamer-logitech-g560-lightsync-subwoofer-_JM#position=5&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#478204347,Logitech G,NA,NA,G560,120 W,No aplica,NA,USB,NA
59, Parlantes Amplificados Portable Proco 210 Bluetooth + Atril ,201.990,219.990,"
			
				Nuevo
			
			
				
					 - 
				
				57
				vendidos
			
		",(43 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 16.832
			
		
		 sin interés
		
	

	
		","
				$ 16.832
			",NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/STADIOCHILE,https://articulo.mercadolibre.cl/MLC-452902179-parlantes-amplificados-portable-proco-210-bluetooth-atril-_JM#position=6&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,5,1,0,0,0,#452902179,NA,NA,NA,NA,NA,NA,NA,NA,NA
60, Parlantes Bluetooth Fiddler True Wireless Stereo 4 Pulgadas ,14.990,29.990,"
			
			
				
				34
				vendidos
			
		",(66 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-476372073-parlantes-bluetooth-fiddler-true-wireless-stereo-4-pulgadas-_JM#position=7&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#476372073,Fiddler,NA,NA,FD-PTWS24,NA,NA,NA,Auxiliar,NA
61, Parlante Lampara Bluetooth Cambia Luz Al Tacto ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				345
				vendidos
			
		",(67 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 666
			
		
		 sin interés
		
	

	
		","
				$ 666
			",NA,Envío a todo el país,NA,NA,4.7,9,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-445335223-parlante-lampara-bluetooth-cambia-luz-al-tacto-_JM#position=8&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,7,1,1,0,0,#445335223,Speaker Lamp,NA,NA,Tactil,NA,NA,NA,"Auxiliar, Micro Sd, Bluetooth",NA
62, Ampolleta Led Parlante Bluetooth Control Musica Fiesta / Hb ,5.691,11.990,"
			
				Nuevo
			
			
				
					 - 
				
				104
				vendidos
			
		",(3685 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 948
			
		
		 sin interés
		
	

	
		","
				$ 948
			",NA,Envío a todo el país,NA,NA,5.0,4,https://perfil.mercadolibre.cl/HBIMPORTACIONES+LTDA,https://articulo.mercadolibre.cl/MLC-445285782-ampolleta-led-parlante-bluetooth-control-musica-fiesta-hb-_JM#position=9&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,4,0,0,0,0,#445285782,NA,NA,NA,NA,NA,NA,NA,NA,NA
63, Parlante Klipsch Portable Bluetooth The One ,199.990,249.990,"
			
			
				
				4
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 16.666
			
		
		 sin interés
		
	

	
		","
				$ 16.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-452495973-parlante-klipsch-portable-bluetooth-the-one-_JM#position=10&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,NA,NA,NA,NA,NA,#452495973,Klipsch,NA,NA,NA,NA,NA,NA,NA,NA
64, Parlante Speaker Bluetooth Soundcore Anker ,21.990,39.990,"
			
			
				
				602
				vendidos
			
		",(9 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.832
			
		
		 sin interés
		
	

	
		","
				$ 1.832
			",NA,Lo retiro en la tienda del vendedor,NA,NA,4.9,66,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-444708073-parlante-speaker-bluetooth-soundcore-anker-_JM#position=11&type=item&tracking_id=cef4c3b4-8976-468c-aa64-4241871f95ab,60,4,2,0,0,#444708073,Anker,SoundCore,360 g,NA,NA,NA,NA,Auxiliar,NA
