search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
1485, Afeitadora Rotativa Remington Pr1342 Power Seires Aqua Fs ,1946,NA,"
			
				Nuevo
			
			
		",(100 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-725009128-afeitadora-rotativa-remington-pr1342-power-seires-aqua-fs-_JM,NA,NA,NA,NA,NA,#725009128,Remington,Afeitadora Rotativa,PR1342,NA,Tiempo de uso continuo 45 minutos,Batería,Giratorios,NA
1486, Repuesto De Afeitadora Philips Original Hq5 ,1500,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MILLENIUMIB,https://articulo.mercadolibre.com.ar/MLA-774796456-repuesto-de-afeitadora-philips-original-hq5-_JM,NA,NA,NA,NA,NA,#774796456,Philips,NA,NA,NA,NA,NA,NA,NA
1487, Afeitadora Remington R3150 3 Cuchillas Dual Track Lavables ,4400,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(9998 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,51,https://perfil.mercadolibre.com.ar/COSMETIC+SOLUTIONS,https://articulo.mercadolibre.com.ar/MLA-611364794-afeitadora-philips-s152002-uso-en-seco-close-cut-recargable-_JM,37,10,3,0,1,#611364794,Philips,Series 1000,S1520/02,NA,NA,NA,NA,NA
1488, Afeitadora Philips S1520/02 Uso En Seco Close Cut Recargable ,2549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FSCOMPUTERS,https://articulo.mercadolibre.com.ar/MLA-724600121-combo-afeitadora-pr1235-remington-kit-corte-5-en-1-pg181-_JM,NA,NA,NA,NA,NA,#724600121,Remington,Afeitadora Rotativa,PR1235+PG181,NA,Uso Inalámbrico ? Utiliza la afeitadora inalámbrica por 40 minutos,Batería,Giratorios,NA
1489, Combo Afeitadora Pr1235 Remington + Kit Corte 5 En 1 Pg181 ,1350,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(16 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,1,https://perfil.mercadolibre.com.ar/AFP,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=3Kvjj9JmI2A32oK2063bZK8nnNj0hkviv4glq9HPgRNtB2sYNAVBqldi4GbXAudIDC%2BxvbU3m25Lr%2Bs2Ohny8FkzMnlLIuXVCu4Htwgmow6LICfY7W7ja46FBRBSs7H50%2B0ELJ9X36yMNwSJHCy1RRMIfrDc8NPpih1lOJKbpbb%2F7ykhqjr%2F6CZZvivWiwL01vgEKbnTiSSfzXx7Q3EMP0YEUcNsRNo6DUl668qn5Xsix2rLHXNtbZ5lNoetUVESsTAQ9oAuJpmTzm7fu78%2FtPyoHVh5JP%2BHf7fNAKYZgCkT2aIWMsGvuux8zFZI%2BMbZioBeFU6o5w6HF4q41N2Ap146v0OKnl0KejYC%2FWnr43m2uSkIOYeUj2xaBZr3ZdbgbSYMvkRZHgn1K2y51%2BMw8FBsvuUrczo0Kmi25IOPihWTQ92tA%2BHcxpvLdinGF3Zq94K7f12EEXL4IXfUivLNxWXMtg4KrP6nF9dqWRIJaNcjvwLJU75tkx9T8730p1y79Ykkr4NKGhGzR78di%2FqlGn6zQEDn5Iynw9QRrtQxDCHRHITzjHQpdBbQzwddS5zvpHrbgQM07UHOElsoAPPU%2BLjb%2BrvUIROrmZu0gu17Oxqz7SaBec8HRTdU6JtSKTf4Ei4NrLcA1hjsdyLSr3E2%2Bz881rp%2FwyXMy4ZVkOgNRNO8Th22tstQJjet%2BZEVwLsGoQgICiJD%2FI625OOi2aPMwmWt%2FmMxvEEUb94EYYAuMSH4IDjNOdjlnynhMO6yt%2FqsBhIA2OL78ZLrY0s393s5ZYPtDlYxUbx2o3ZXLMUfwRF5dY7c8A5SV29fvbx0DoiL17Qe5uc85cqBtg9fFhKsfP%2FaYXQPBIeeBqAXcM%2F%2Fe4O2V4wWpkTVQLKUJEFNVx7J1xU9Kl3pL8%2BOlRbs5VQI3YCC0Vu36ZnZPWpxYuhVhXjXFCISLahAwrOjMqA6506haZEsrocOvaQnJi9tvULZmKrQzo5SprNLLh%2FfxMLTIvRK%2BNvQmGw9Epnl21eIMIEAyn8q0uIrKs6XVb7vx5LdF3MbI0zmEIMRrOveH1fvNhOjmjJW2GVJcwIJhZ74bODLUb%2BdLQLbfmcNwWDdqXl2XOFHKgX7eWhxMNoUEQTXBsOREUDOxuZOrYkT2yuzK%2FNWnUq%2B%2Bz8pAZGpEqlO28tGpn%2F9AkxNQ7J09VdbSPA0dr6A8gd%2Bb0AD%2BifBVkFcTjD4NTPhQ4ukzV1cWn0Rk%2Bhfev%2BZ23KzF9GrJt%2F3tV6phhrjMtV%2BTYAR6rKHSkUWSz54f6EjUMKSmloLqNFbHF98xSJCz1yWpSvS%2B4x8YKNPAEPcM74nXSYiCyvx%2BOVzg2FjX4MZvzily7c4QdqP1C0CFfPv81lgBHwSur7rxVPMY6YrZtUdKJNvJO63B1RHX8Cu12azV0Uch%2Flc2fMWOi1X4gxr2M9SfB1nIk8%2FgGl3uvHAPx198ZxsT7QDimBT2AI8Iunf%2FFV8hai0d3px7WNRr5dAtsTUEBQvlrP5Xrr0zOJ3OgzMwDkl43Tmw9Oi%2BNktJrJQMciknywzNY5SpKGWnZKarGZ%2FVuxJmZWNFGP7pzsCJohoVhj198zgDgfs3YPeJqNQmrd1%2BiPVQ%2FKtxv5nhKkldNdQ0K%2BcT38I%2FKx1UnEJVpyHuegRXT%2FD2CR5hTBN%2B0TbBGrr3i208pj%2FqckZXvtVz1FFlSbH9YJrsHxOWiCtozttVix%2FgMn%2FGPKkWlOPKBUjnsNSWa4EnyTVMetFNYHBKLNFbUyu8zF0Md%2FaHjbW1wFYhTAej6pbPn3UPE2XhJsDwSikKanDgegrukwN9kchFuh4gi%2BobndCCHe4,NA,NA,NA,NA,NA,#608379383,Remington,Dualtrack-X,R-3150,NA,NA,Corriente directa,Pivotantes,NA
1490, Afeitadora Recargable Philips Aquatouch S5070 Smartclick ,5399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(887 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,217,https://perfil.mercadolibre.com.ar/TRES+MARES,https://articulo.mercadolibre.com.ar/MLA-728648999-afeitadora-recargable-philips-aquatouch-s5070-smartclick-_JM,143,57,13,0,3,#728648999,Philips,AquaTouch,S5070,NA,40 min,Recargable,NA,NA
1491, Maquina De Afeitar Electrica Remington Xr1430 Humedo Y Seco ,4199,NA,"
			
				Nuevo
			
			
		",(7 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TIENDA+MILESI,https://articulo.mercadolibre.com.ar/MLA-746594552-maquina-de-afeitar-electrica-remington-xr1430-humedo-y-seco-_JM,NA,NA,NA,NA,NA,#746594552,Remington,Hyperflex Aqua,XR1430,XR1430,50 minutos,Batería,NA,NA
1492, Set Peluqueria Barberia Ga.ma : Afeitadora Barba + Secador ,3149,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FULL_PROF,https://articulo.mercadolibre.com.ar/MLA-756353480-set-peluqueria-barberia-gama-afeitadora-barba-secador-_JM,NA,NA,NA,NA,NA,#756353480,GA.MA,ITALY PROFESSIONAL,TRAVEL TRIMMER GT 420 / EOLIC POCKET,NA,2 PILAS AA NO INCLUIDAS,NA,NA,65 g
1493, Afeitadora Gama Gsh855 Master Recargable Inalambrica ,1529,NA,"
			
				Nuevo
			
			
		",(99 disponibles),6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MULTIRRUBRO,https://articulo.mercadolibre.com.ar/MLA-777274972-afeitadora-inalambrica-master-corta-patillas-gama-855-_JM,NA,NA,NA,NA,NA,#777274972,GA.MA Italy,GSH Master,855 Master,NA,NA,NA,NA,1 kg
1494, Afeitadora Inalambrica Master Corta Patillas Gama 855 ,3299,NA,NA,(4 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/-MARQUEZDIGITAL11-?brandId=251,https://articulo.mercadolibre.com.ar/MLA-781928807-afeitadora-remington-hyerflex-3-en-1-xr1395-cabezal-ajustabl-_JM,NA,NA,NA,NA,NA,#781928807,Remington,NA,Xr1395,NA,NA,Batería,Hyperflex,NA
1495, Afeitadora Remington Hyerflex 3 En 1 Xr1395 Cabezal Ajustabl ,1049,NA,"
			
				Nuevo
			
			
				
					 - 
				
				140
				vendidos
			
		",(8 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,36,https://perfil.mercadolibre.com.ar/ARTICULOS-EXCLUSIVOS,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sujbOXKnn6Tt21meqq%2B3eJ%2B5hDre4uHPkZkcaU18gPzvOERzteyWcbnHKfFldPhTjG605r1h5BYKtaWN2sMU92ck3QlFjq%2BRU%2F44f%2F%2FucCoiprHnJ7n9aSwtxRSey1E7Jrl6hfdguYFFArMZNZXxPXy%2FW8mNRKBUaQBROq3SuYQKrVXMUzGO6aJ1BVCMsEQVajdASQz%2Fitwt9aRW3d69vXg2uSIp%2BYEY1mxkb3KU18tWZToLzodes8zWS%2FcU1FvBobUmMTZRp94zyTvHB1IIPP%2BdplXVQYfDa8sgDZsT2TfMUftLRSAnwhUKGMeuVjTtThRDIMh6SFKRWlNF5apzYXZ9kfPWfAHEzGcFl0Gv4rrnhMYx8VG2D71ZHTsoTB4i9%2BMw3vHuaIQSGITAyz3IrDOJWYS%2FfvsmcsQd0gRjOi8%2F2c7AwUdkQ7ctS0I394nbvIpBm%2FGWIsCXlPcbPqstrc6u8MrIyOzCnvz3Y1c7FwKFws1nSoQ2GOGLLY5n30IirYOf3JxpwSoj4KA10GEwEXsNiJe7KPbqL9BvsyW2coXgKGkPmsb837t%2B2VIm3VIdYEuswwgqfHobSZ3gQ6f5tzhpfYZcTV3qP9KOKFUXASi4ceVHTMyOzUmrErpo0HNqv2cPtn5mgPlIWBwJdD5o4e9Vext511HDpzXESmIjp%2FDf0Dj4N8UpUlunl4d0kqmUo2Iv%2BQHtY7WI89gLhDeodqG6dB66dnZocrZr4rl5i69bQ1XLvAFrVunKBrTObTrvDDSUiiIxJpYgTh1ivsSa%2BpL4fY1QuW3xH2seagJFgwF%2FJzyD1PubPMM25SPJa%2BVMzi%2BnANF9JbvTYSvhnXJ6crHUbjISqht7%2FGplFFFiSN7KkeCdaMOc3xwalCDqZ3i36jhkIX6V03OhpwAIT2D54CtVgMB1PAYORGdgTHOdVYY8flJGIeUsvUksMCh%2FbCw9vTGxp%2FvjsaL3R3VfDrEp2afqZHIridMFXrovFi4BCx0Q3l4hVRAqH3DKCmipbx8TDo7lKxHQMe0y6vmnGZLhLeo3IohKFt8yJPS58JNEeLK4Ty9TE%2BaOmsim8qw%2FVJskmMaFTKLyskOL8cy0HlgIi8Mk6OVV98lxw0mDfF%2BhGOZnPuMTIC89mb06%2FngTGQ8ti%2B7ABepz%2F%2F3alI41CcFhuiq1aHV2p2YAdUetCDBHSK46aoUFdRGUZaiR%2BW5sa2CmqAJfdYdfkIYvA8xEMhBeqcOGTnHmcf7UTmOtlIGQw%2FxppBD4VmsHrJz%2FmuZQU6V%2FvARdEs2otQvasb3MLEabdP4Nmml1z5PduRDhsRHpzU%2BIH%2B19PuJZ%2FtriYgnt11%2FTYwD3Ggoae0%2FHGiNyccJJ%2FN7LCNPFl%2BVrb5q%2BEkF6Cx5afX%2FfLcAr4aDaeTmSq4TgHIdiNO%2FBb4wkb%2FLSQdzWPZywVCb2To8upb0X9MBnrUrknmjBBdtWTXoZWlEiRS4Hz22WwvHa%2FP9OlVMmMxLiPDPvD2J8XkQLFUMtpyx%2BJsjiVH5fSo8MmlqEY%2B7QWbdlyefsUkBxMRoD2A9qnGMYhdTOn2gAUGfPz%2BrezrvGALiK0LvVoR1DRu%2FjIkMnV9oWhbj43rasYkL0jsH7i5PqchyrsUa7ElyFdOXnJ9jBm8Ired23FfklU9tvUphNs7krOZvOf1mA%2BS%2B36QOyDFi718GDV9gYUH%2Bbp%2BjgIE6G7qq2cFMdmsUO229S9H%2FqOqt%2FLDZZwHRe4DNzrSro1moBu4%2FeIEvWhygoThTyAYFeIeFM7GChaDhgQITF7a8EVJAEum3dpzNh3jCqSqlEXTtFboqwi%2FoCE6nvqg%3D%3D,17,12,3,1,3,#730562784,GA.MA Italy,Máster,Gsh Master,NA,50 minutos,Batería,NA,370 g
1496, Recortador De Barba Philips Oneblade Qp2521/10 ,1935,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,876,https://perfil.mercadolibre.com.ar/FARMACIASUIZA,https://articulo.mercadolibre.com.ar/MLA-792025273-recortador-de-barba-philips-oneblade-qp252110-_JM,655,156,43,8,13,#792025273,Philips,OneBlade,QP2521/10,QP2521/10,NA,Batería,Removibles,NA
1497, Philips Norelco Shaver 4500 ( Modelo At830/46 ) Embalaje Lib ,5687,NA,"
			
				Nuevo
			
			
		",(100 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-792346306-philips-norelco-shaver-4500-modelo-at83046-embalaje-lib-_JM,NA,NA,NA,NA,NA,#792346306,Philips Norelco,Series 4000,AT830/46,AT830/41,NA,NA,NA,NA
1498, Afeitadora Inalambrica Remington Xr1400 3 En 1 Lhconfort ,1699,NA,"
			
				Nuevo
			
			
		",(2 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,4,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-795225759-afeitadora-inalambrica-remington-xr1400-3-en-1-lhconfort-_JM,3,1,0,0,0,#795225759,Remington,Rotativas,XR1400,XR1400,NA,Batería,Giratorios,NA
1499, Afeitadora Philips Shaver S9031/13 Eléctrica Recargable ,2299,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/BEAUTYSTORECBA,https://articulo.mercadolibre.com.ar/MLA-726537082-hi-man-cortabarba-gk5-100-imetec-cortacabello-accesorios-_JM,NA,NA,NA,NA,NA,#726537082,Imetec,Hi-Man,GK5 100,NA,NA,NA,NA,NA
1500, Hi Man Cortabarba Gk5 100 Imetec Cortacabello Accesorios ,1799,NA,"
			
				Nuevo
			
			
		",(5 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,5,https://perfil.mercadolibre.com.ar/TELEARTELECTRO,https://articulo.mercadolibre.com.ar/MLA-774261338-cortabarba-braun-mgk3020-_JM,2,1,2,0,0,#774261338,Braun,NA,MGK3020,NA,40 MINUTOS,NA,NA,NA
1501, Cortabarba Braun Mgk3020 ,8999,NA,"
			
			
				
				108
				vendidos
			
		",(40 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,81,https://perfil.mercadolibre.com.ar/TC+SHOP+-+TIENDAS+OFICIALES?brandId=221,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cjU26Wk7zLhU%2B%2F3X7G5E%2FIr305GzOhpc5r%2FDHe7fNATP3GxKtRd4FMLNOuDgvOGAcYUd6raslG0NP%2Fai9%2FnfmW056MCUxx0p%2B%2BB5KRWAaCg62NBnkoPwvIzRVrZB1jJJ6pTYXntdPSlaKTYh1KzkKBja%2FHGewCkfvaCw83h4VHdsMk2lpN5MDjBPtChEGyClwdudUHuEFCqc4dPTHEztBUX1pWiJRyc06iijNqKpKg86QuMluQEsEZ3D6NSawH7gXfbcApLZICgo8cqvLkXXcNJUANUTF4tBqbaOxgHkeLwFvrt0oCbo2dzAYYGAIkVJ1uzJCLbYgSTZo6hXRYJVTHe0AuW9ObEtHl%2BcdblS%2F%2BHxBNg2mJY0vHoJJZorUXZmT54klpY3SUkmynGiaor52K%2FDGKalc%2BMrMzmzNp2ctY0WuPWsyHTYiuMoq9V0Ib0yWi5Oizj4wvnkt6YX2YmkJdXqwtzeTJ0qUTyIHO%2BahDwZUsLZdCkxUlth4166TwiDJ92Z6x3kGN7wG1TffZxzfW9h5Nd4H8cqGXP2aAIJk1nVb4c61k%2BdjMBRLvyyz2Qxl0Ss02SLe3Sd42JgXpMnNTackUiIBIIJBDOZRYIYvm%2BRgLHfvXKpOMGIkvAJqj5qtRa6AG9nZDBaHTk3bDZU6%2Fjpk7Ru6wGVzu6QhyhsA1t7P4q0KbnSddWltXtDkUSCMRdPHiistaTid9DVVFqBC8LJNBeinAuq2WoLf%2F8LZFs3%2FUsttS%2FY%2BUJzbI4TlSZiDVLRhgOq3Sww%2F4g1Bv%2BQuymmYSuN0cUjxowRADXOLUfuQFYUcqoh72Iswr6dh7ReTZNv4V5HZ2hyhrggFnpvjKu9cx6rcFDVt0hDduQebYdTwQUU1soYIIYRJAYsZyDKDXyA%2F%2FuwhzqtLZMtJG3JQStzscIMmkQLqEqUu%2FdBtUo0AZNnNsfwWOuqnrVykiJuDJOy0MDo7vXPZoPKbu7WAie44VzvnCRs2IrAgXuCoE45ruROpdYgfY1t%2FjbHZEMOjzI6GIfIZrokgEzwSGxJ%2FO15079828rhOwQV%2FSnptthygPUefaTisFWs%2FfD%2Boj9ggD2wx07t4qC2HNIFvL%2BQzjZZPcKFQqe6fbBexJkRE6rNS5ZQp3Rck38FnI5J2HZX6KHfld5lh4oyrIPOug3SnDbCDs6N3YBtm%2FiSPT34DmzL6t%2FAOzVYLtcL6KZjfaK2nwkyQi4nFZohA5uMYotx0WCve0B41hpdYnwIWlye6sfE2TPUu9gSsNqQL7Nlto%2F89o%2BUW9gauXrsLgePf17HVd9NRkQSmAryW2Z075sMr7KE5L4f2ltaeYf%2BXHJTMrZ1wSxRrrvFGH017br2cqUsZ2eP08Gc8J%2BGQqTp387q7nXYxWEQoNRuh8mSQtvayG0zbKA8wnmh0nYqb29IE1bMAD3hDsRAW9WzpmdzJUX9r4UctKOT5AJ9cVDa8tU9kIBp%2BWsFLzuC4ALJTpJjLCqqq4Wdb2OyFMutyf1w0YoYiS8bs9hDAsLo4ZJg5awdEzOAf1hMLzLUrV33PecxX13NmNG1kF4%2Br9BYIcKe4%2F16t4gDgcvq4yh%2FtO8LThemUzWehjYlyvnTWfU7bI%2BgVlcWkOz2ZiAin4jbkp%2BbGN%2FfczKiLeIzpYZjo8TXgilAVcAiAtFEuzmnhLZNCSOgJtySZmfzJyNm5f5VygGDqzJH%2BgnNdLkiwMwQ946vnjDB9xepZq13i7FBv10goskz8rf4dPRKsWPh5DPJoPMCl1pcvGgNngP3hhK9k3q6CfOE8BGQx8Fj0QSIY59vAMiuc63qb6uO17qcR9WhmxdE,57,16,5,0,3,#619387481,NA,Series 9000,S9031/13,NA,50,220v,NA,NA
1502, Linterna Eléctrica Estilo Silicona Masculino Masturbación Bo ,4122,NA,"
			
				Nuevo
			
			
		",(999 disponibles),6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SUPEROFERTASAR,https://articulo.mercadolibre.com.ar/MLA-790844603-linterna-electrica-estilo-silicona-masculino-masturbacion-bo-_JM,NA,NA,NA,NA,NA,#790844603,NA,NA,NA,NA,NA,NA,NA,NA
1503, Philco Ae5100pn Afeitadora Electrica Con Cabezal Flotante ,1105,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/REAL-COLOR,https://articulo.mercadolibre.com.ar/MLA-788677141-philco-ae5100pn-afeitadora-electrica-con-cabezal-flotante-_JM,NA,NA,NA,NA,NA,#788677141,Philco,AFEITADORAS,AE5300PN,NA,40 minutos,Batería,Giratorios,NA
1504, Combo Afeitadora Gama Gsh1000 Y Cortadora Barba Trimmer 2301 ,4816,5784,"
			
			
				
				4
				vendidos
			
		",(95 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-668559685-combo-afeitadora-gama-gsh1000-y-cortadora-barba-trimmer-2301-_JM,19,5,6,1,2,#668559685,GA.MA Italy,Afeitadora,GSH 1000,NA,70 minutos,Batería,"Standar, Precision, Afeitadora",NA
1505, Afeitadora Gama Gsh 950 Barba Trimmer Patillas Cuchillas ,4488,5346,"
			
				Nuevo
			
			
		",(31 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/COLUCCI+EQUIPAMIENTO,https://articulo.mercadolibre.com.ar/MLA-671475137-afeitadora-gama-gsh-950-barba-trimmer-patillas-cuchillas-_JM,10,2,1,0,1,#671475137,GA.MA Italy,NA,GSH 950,GSH950,70 m,NA,NA,164 g
1506, Afeitadora Mini Con Ficha Micro- Usb/ Usb ,399,NA,"
			
				Nuevo
			
			
		",(4 disponibles),6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/QTECNO2018,https://articulo.mercadolibre.com.ar/MLA-719662006-afeitadora-mini-con-ficha-micro-usb-usb-_JM,NA,NA,NA,NA,NA,#719662006,Mobile Phone Razor,NA,Mini afeitadora,NA,NA,NA,NA,NA
1507, Afeitadora Inalambrica Philips Aquatouch S5070/02 Lh Cuotas ,4799,NA,"
			
				Nuevo
			
			
		",(29 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,217,https://perfil.mercadolibre.com.ar/LHCONFORT,https://articulo.mercadolibre.com.ar/MLA-724137002-afeitadora-inalambrica-philips-aquatouch-s507002-lh-cuotas-_JM,143,57,13,0,3,#724137002,Philips,AquaTouch,S5070/02,S5070/02,40min,Batería,Giratorios,NA
1508, Afeitadora Barba Pelo Gama Gsh910 Wet & Dry ,2102,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,8,https://perfil.mercadolibre.com.ar/LACOBACHAINSUMOS,https://articulo.mercadolibre.com.ar/MLA-738512749-afeitadora-barba-pelo-gama-gsh910-wet-dry-_JM,4,2,2,0,0,#738512749,GA.MA Italy,HOGAR,GSH 910,NA,ELECTRICO,NA,NA,NA
1509, Afeitadora Remington Xr1395 ,2999,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/NAXTERHOGAR,https://articulo.mercadolibre.com.ar/MLA-759673423-afeitadora-remington-xr1395-_JM,NA,NA,NA,NA,NA,#759673423,Remington,PowerFlex,xr1395,NA,NA,Batería,Giratorios,NA
1510, Afeitadora Winco W814 4 En 1 Trimmer Corta Pelo Barba ,2542,NA,"
			
				Nuevo
			
			
		",(100 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/AMSTERDAM_IMPORTADOR_DIRECTO,https://articulo.mercadolibre.com.ar/MLA-778491775-afeitadora-winco-w814-4-en-1-trimmer-corta-pelo-barba-_JM,NA,NA,NA,NA,NA,#778491775,Winco,w-814,Afeitadora,NA,NA,NA,NA,NA
1511, Afeitadora Gama Gsh855 Master Recargable Inalambrica Barba ,1100,NA,"
			
				Nuevo
			
			
		",(10 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CALCINA+SRL,https://articulo.mercadolibre.com.ar/MLA-782745978-afeitadora-gama-gsh855-master-recargable-inalambrica-barba-_JM,NA,NA,NA,NA,NA,#782745978,GA.MA,afeitadora,GSH 855 Master,NA,NA,Corriente directa,Giratorios,1 kg
1512, Afeitadora Gama Gsh Master Inalambrica Ci:2826 ,1363,NA,"
			
				Nuevo
			
			
		",(24 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ML-ELECTROSUR,https://articulo.mercadolibre.com.ar/MLA-782873609-afeitadora-gama-gsh-master-inalambrica-ci2826-_JM,NA,NA,NA,NA,NA,#782873609,GA.MA,GSH,Master,NA,NA,220,Giratorios,1 kg
1513, Philips Oneblade Pro Qp6510/20 Recorta Afeita + 1 Repuesto ,2999,NA,"
			
				Nuevo
			
			
		",(6 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,248,https://perfil.mercadolibre.com.ar/TANGOHOGAR,https://articulo.mercadolibre.com.ar/MLA-786272949-philips-oneblade-pro-qp651020-recorta-afeita-1-repuesto-_JM,158,66,18,3,3,#786272949,Philips,OneBlade,QP6510/20,NA,NA,220V,Planos,NA
1514, Maquina Corta Barba Cabello Gama Gc585 Inalambrica Digital ,2419,NA,"
			
				Nuevo
			
			
		",(1 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CELULARESYETCETERA,https://articulo.mercadolibre.com.ar/MLA-791213704-maquina-corta-barba-cabello-gama-gc585-inalambrica-digital-_JM,NA,NA,NA,NA,NA,#791213704,GA.MA Italy,Afeitadora,GC 585,NA,NA,Corriente directa,PEINES DE ALZADA,NA
1515, Afeitadora Philips At759 Uso En Seco O Humedo ,4490,NA,"
			
				Nuevo
			
			
		",(10 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,8,https://perfil.mercadolibre.com.ar/AZULFASHIONBYMASAROMAS,https://articulo.mercadolibre.com.ar/MLA-617158227-afeitadora-philips-at759-uso-en-seco-o-humedo-_JM,4,3,1,0,0,#617158227,Philips,AquaTouch,AT759/14,NA,40,NA,NA,NA
