search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Material
218, Case iPhone Colores Delivery Lima Callao 6 7 8 Xr Xs Max Plu ,29,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELMER+ALFARO,https://articulo.mercadolibre.com.pe/MPE-437293010-case-iphone-colores-delivery-lima-callao-6-7-8-xr-xs-max-plu-_JM,NA,NA,NA,NA,NA,#437293010,iPhone,NA,NA,NA
219, Estuche Protector 3d Para iPhone X 8 7 6 7 Plus ,30,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MVH+STORE,https://articulo.mercadolibre.com.pe/MPE-428554111-estuche-protector-3d-para-iphone-x-8-7-6-7-plus-_JM,NA,NA,NA,NA,NA,#428554111,Apple,NA,NA,Silicona
220," Silicone Case iPhone 6, 6s, 7/8, 7/8plus, Xr, Xs, Xsmax ",45,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437204608-silicone-case-iphone-6-6s-78-78plus-xr-xs-xsmax-_JM,NA,NA,NA,NA,NA,#437204608,iPhone,NA,Silicone,NA
221, Protector Cover Softek Rosado Para iPhone 7 Plus Y 8 Plus ,110,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HIPERCELLVENTASONLINE,https://articulo.mercadolibre.com.pe/MPE-426495028-protector-cover-softek-rosado-para-iphone-7-plus-y-8-plus-_JM,NA,NA,NA,NA,NA,#426495028,Apple,NA,NA,NA
222, iPhone 7 Plus /8 Plus Vidrio Templado Lensun Nano 0.35 Mm ,60,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOCELENSUNPERU,https://articulo.mercadolibre.com.pe/MPE-435230291-iphone-7-plus-8-plus-vidrio-templado-lensun-nano-035-mm-_JM,NA,NA,NA,NA,NA,#435230291,Apple,NA,NA,NA
223, Cover Protector Silicona Flamingo iPhone 7/8/x/7 Plus/8 Plus ,30,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437380370-cover-protector-silicona-flamingo-iphone-78x7-plus8-plus-_JM,NA,NA,NA,NA,NA,#437380370,iPhone,NA,Chino,Silicona
224, Cover Protector Silicona Star iPhone 7/8/7 Plus/8 Plus ,30,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437380668-cover-protector-silicona-star-iphone-787-plus8-plus-_JM,NA,NA,NA,NA,NA,#437380668,iPhone,NA,Chino,Silicona
225, Cover Protector Laut Exoframe iPhone 7 Plus/8 Plus ,65,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437395447-cover-protector-laut-exoframe-iphone-7-plus8-plus-_JM,NA,NA,NA,NA,NA,#437395447,iPhone,NA,Laut,Aluminio/TPU
226, Cover Protector Puregear Dualtek iPhone 7 Plus/8 Plus ,65,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437395542-cover-protector-puregear-dualtek-iphone-7-plus8-plus-_JM,NA,NA,NA,NA,NA,#437395542,iPhone,NA,PureGear,TPU/Policarbonato/Goma
227, Cover Protector Puregear Slim Shell iPhone 7 Plus/8 Plus ,55,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437395600-cover-protector-puregear-slim-shell-iphone-7-plus8-plus-_JM,NA,NA,NA,NA,NA,#437395600,iPhone,NA,PureGear,TPU/Policarbonato
228, Cover Protector Otterbox Symmetry iPhone 7 Plus/8 Plus ,55,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437395707-cover-protector-otterbox-symmetry-iphone-7-plus8-plus-_JM,NA,NA,NA,NA,NA,#437395707,iPhone,NA,Otterbox,TPU/Policarbonato/Goma
229, Rematando!!! Case Magnetico iPhone 6/7/7plus & Sam 8/edge S7 ,18,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427161014-rematando-case-magnetico-iphone-677plus-sam-8edge-s7-_JM,NA,NA,NA,NA,NA,#427161014,Apple,NA,NA,Acrílico
230, Funda Case Personalizado iPhone X 4 4s 5s Se 6 7 8 Plus ,49,NA,48,52,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421322221-funda-case-personalizado-iphone-x-4-4s-5s-se-6-7-8-plus-_JM,1,0,0,0,0,#421322221,Apple,NA,NA,NA
231, Case Protector Con Tapa Nillkin Qin iPhone 7 Plus 8 Plus ,65,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NILLKIN+PERU,https://articulo.mercadolibre.com.pe/MPE-427939597-case-protector-con-tapa-nillkin-qin-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#427939597,Apple,NA,Nillkin,Cuero
232, Protector Funda Silicone Case iPhone X 7 8 Y Plus - Sellado ,70,NA,12,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EDUARDOVILCHEZCHAVEZ,https://articulo.mercadolibre.com.pe/MPE-428776707-protector-funda-silicone-case-iphone-x-7-8-y-plus-sellado-_JM,NA,NA,NA,NA,NA,#428776707,Apple,NA,NA,NA
233, Protector iPhone 8 / 7 Plus Premium Case Aluminio + Vidrio ,99,NA,2,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CYSCORP,https://articulo.mercadolibre.com.pe/MPE-426110173-protector-iphone-8-7-plus-premium-case-aluminio-vidrio-_JM,NA,NA,NA,NA,NA,#426110173,Apple,NA,NA,Acrílico
234, Protector iPhone 8 Plus Slim Armor Spigen Original Funda Cas ,79,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONA+SMART,https://articulo.mercadolibre.com.pe/MPE-421557964-protector-iphone-8-plus-slim-armor-spigen-original-funda-cas-_JM,NA,NA,NA,NA,NA,#421557964,Apple,NA,NA,NA
235, Case Funda Mickey Mouse iPhone 6 Plus /6s Plus/7 Plus/8 Plus ,39,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRUIZ145,https://articulo.mercadolibre.com.pe/MPE-432069569-case-funda-mickey-mouse-iphone-6-plus-6s-plus7-plus8-plus-_JM,NA,NA,NA,NA,NA,#432069569,Apple,NA,NA,NA
236, Protector Funda Silicone Case iPhone X 7 8 Y Plus Remate ,15,NA,2,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BEEN919830,https://articulo.mercadolibre.com.pe/MPE-435442575-protector-funda-silicone-case-iphone-x-7-8-y-plus-remate-_JM,NA,NA,NA,NA,NA,#435442575,NA,NA,NA,NA
237, Case Protector Funda Supcase Ub Pro iPhone 7 8 Plus Armadura ,99,NA,1,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECJL,https://articulo.mercadolibre.com.pe/MPE-425842106-case-protector-funda-supcase-ub-pro-iphone-7-8-plus-armadura-_JM,NA,NA,NA,NA,NA,#425842106,Apple,NA,NA,NA
238," Case Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",30,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432668417-case-funda-protector-iphone-6-6s-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#432668417,Apple,NA,NA,NA
239, Funda iPhone 6/6plus/7/7plus/8/8plus Diamonds Case Carcasa ,19,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-433188501-funda-iphone-66plus77plus88plus-diamonds-case-carcasa-_JM,NA,NA,NA,NA,NA,#433188501,Apple,NA,NA,NA
240, Funda Spigen Neo Hybrid Herringbone Para iPhone 8 Plus /. ,194,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436094596-funda-spigen-neo-hybrid-herringbone-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#436094596,Apple,NA,Spigen,NA
241," Case Relieve Funda Protector iPhone 6, 6s, 7, 8 Plus, X ",23,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KF+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432576975-case-relieve-funda-protector-iphone-6-6s-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#432576975,Apple,NA,NA,NA
242, Funda Case Transparente Gel iPhone 6 7 Plus S9 S8 P8 P9 A6+ ,19,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435231484-funda-case-transparente-gel-iphone-6-7-plus-s9-s8-p8-p9-a6-_JM,NA,NA,NA,NA,NA,#435231484,NA,NA,NA,NA
243, Case Funda Love Mei + Glass - iPhone 7 / 8 Plus ,99,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-425682690-case-funda-love-mei-glass-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#425682690,Apple,NA,NA,NA
244, Case Funda Estuche Protector De Madera Para iPhone 8 Plus ,49,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CARLITOSFERRUA,https://articulo.mercadolibre.com.pe/MPE-432847163-case-funda-estuche-protector-de-madera-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#432847163,Apple,NA,NA,NA
245, Case Funda iPhone 8 Plus 8+ Cover Tpu Marca Baseus Protector ,70,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-432215147-case-funda-iphone-8-plus-8-cover-tpu-marca-baseus-protector-_JM,NA,NA,NA,NA,NA,#432215147,Apple,NA,Baseus,NA
246," Funda iPhone 8 Plus / 7 Plus, Insten [patrón De Mármol] F ",155,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436955721-funda-iphone-8-plus-7-plus-insten-patron-de-marmol-f-_JM,NA,NA,NA,NA,NA,#436955721,Apple,NA,Insten,NA
247, Funda De Libro Para iPhone 8 Plus Y iPhone 7 Plus - Tarje ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433335530-funda-de-libro-para-iphone-8-plus-y-iphone-7-plus-tarje-_JM,NA,NA,NA,NA,NA,#433335530,NA,NA,Eco-Fused,NA
248, Funda iPhone 8 Plus 7 Plus [solidsuit De Rhinoshield] | ,264,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670232-funda-iphone-8-plus-7-plus-solidsuit-de-rhinoshield--_JM,NA,NA,NA,NA,NA,#435670232,Apple,NA,RhinoShield,NA
249," Funda De Billetera Para iPhone 7/8 Plus, Vaultskin Eton A ",239,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436969775-funda-de-billetera-para-iphone-78-plus-vaultskin-eton-a-_JM,NA,NA,NA,NA,NA,#436969775,NA,NA,Vaultskin,NA
250, Funda Premium Ultra Slim Para iPhone 8 Plus / 7 Plus Por ,290,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670244-funda-premium-ultra-slim-para-iphone-8-plus-7-plus-por-_JM,NA,NA,NA,NA,NA,#435670244,Apple,NA,RhinoShield,NA
251," Aoker Funda iPhone 7 Plus, Funda iPhone 8 Plus, [diseño D ",162,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435814403-aoker-funda-iphone-7-plus-funda-iphone-8-plus-diseno-d-_JM,NA,NA,NA,NA,NA,#435814403,Apple,NA,AOKER,NA
252," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Cubierta Traser ",168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436156309-funda-iphone-8-plus-funda-iphone-7-plus-cubierta-traser-_JM,NA,NA,NA,NA,NA,#436156309,Apple,NA,JAMMYLIZARD,NA
253," Funda Cartera iPhone 8 Plus, Funda iPhone 7 Plus Con Tarj ",204,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433520379-funda-cartera-iphone-8-plus-funda-iphone-7-plus-con-tarj-_JM,NA,NA,NA,NA,NA,#433520379,NA,NA,ZVE,NA
254," Gear Beast iPhone 8 Plus /7 Plus Funda De Cartera, Vista ",167,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436057206-gear-beast-iphone-8-plus-7-plus-funda-de-cartera-vista-_JM,NA,NA,NA,NA,NA,#436057206,NA,NA,Gear Beast,NA
255," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Armadu ",204,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436134941-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-armadu-_JM,NA,NA,NA,NA,NA,#436134941,Apple,NA,Pajuva,Cuero
256," Funda De Silicona Miracase Para iPhone 8 Plus, iPhone 7 P ",194,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436156704-funda-de-silicona-miracase-para-iphone-8-plus-iphone-7-p-_JM,NA,NA,NA,NA,NA,#436156704,Apple,NA,Miracase,Silicona
257," Funda iPhone 8 Plus Y 7 Plus, Kit De Protección Saharacas ",219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436885133-funda-iphone-8-plus-y-7-plus-kit-de-proteccion-saharacas-_JM,NA,NA,NA,NA,NA,#436885133,Apple,NA,Sahara Case,NA
258, iPhone 8 7 plus Funda De Madera En Color Negro Y Protecto ,239,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437158341-iphone-87plus-funda-de-madera-en-color-negro-y-protecto-_JM,NA,NA,NA,NA,NA,#437158341,Apple,NA,NA,NA
259, Case Funda Armor Para iPhone 7 / 8 Plus ,35,NA,2,48,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-421323412-case-funda-armor-para-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#421323412,Apple,NA,NA,NA
260, Case/funda Baseus Glitter iPhone 8 Plus ,75,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARVINORDAYACHAMORRO,https://articulo.mercadolibre.com.pe/MPE-430059808-casefunda-baseus-glitter-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#430059808,Apple,NA,Baseus,Acrílico
261," I-blason iPhone 8 Plus Funda, [heavy Duty Protection] [ma ",219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435263562-i-blason-iphone-8-plus-funda-heavy-duty-protection-ma-_JM,NA,NA,NA,NA,NA,#435263562,Apple,NA,i-Blason,NA
262," Funda iPhone 8 Plus, Orzly Funda Grip-pro Para iPhone 7 P ",147,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436089433-funda-iphone-8-plus-orzly-funda-grip-pro-para-iphone-7-p-_JM,NA,NA,NA,NA,NA,#436089433,Apple,NA,Orzly,Silicona
263," Funda iPhone 8 Plus, Funda Orzly Grip-pro Para iPhone 7 P ",142,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436123113-funda-iphone-8-plus-funda-orzly-grip-pro-para-iphone-7-p-_JM,NA,NA,NA,NA,NA,#436123113,Apple,NA,Orzly,NA
264," Funda iPhone 8 Plus, Orzly Grip-pro Funda Para iPhone 7 P ",142,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436887509-funda-iphone-8-plus-orzly-grip-pro-funda-para-iphone-7-p-_JM,NA,NA,NA,NA,NA,#436887509,Apple,NA,Orzly,NA
265," Funda Impermeable Para iPhone 7 Plus / 8 Plus, Ounne Fund ",224,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436900438-funda-impermeable-para-iphone-7-plus-8-plus-ounne-fund-_JM,NA,NA,NA,NA,NA,#436900438,Apple,NA,OUNNE,NA
266," Funda De Kickstand Para iPhone 8 Plus, Lujo Bling Glitter ",164,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436956132-funda-de-kickstand-para-iphone-8-plus-lujo-bling-glitter-_JM,NA,NA,NA,NA,NA,#436956132,NA,NA,Black Lemon,NA
267, Baseus Funda Para iPhone 7/8 Plus ,25,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTOBQ,https://articulo.mercadolibre.com.pe/MPE-430415255-baseus-funda-para-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#430415255,Apple,NA,Baseus,Silicona
268," Funda Para iPhone 8plus ,8 Y X ",33,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSRONALTORRESBANDA,https://articulo.mercadolibre.com.pe/MPE-430789316-funda-para-iphone-8plus-8-y-x-_JM,NA,NA,NA,NA,NA,#430789316,Apple,NA,NA,NA
269," Case Funda Protector Jelly iPhone 8, 8 Plus // 4 Tiendas ",29,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SMARTPHONESPERUMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432654881-case-funda-protector-jelly-iphone-8-8-plus-4-tiendas-_JM,NA,NA,NA,NA,NA,#432654881,Apple,NA,NA,NA
270," Phezen iPhone 7 Plus Funda, iPhone 8 Plus Funda, 3 En 1 A ",162,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435289073-phezen-iphone-7-plus-funda-iphone-8-plus-funda-3-en-1-a-_JM,NA,NA,NA,NA,NA,#435289073,Apple,NA,PHEZEN,NA
271," Funda iPhone 7 Plus 8 Plus, Aicase Luxury Translucent Vi ",142,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670211-funda-iphone-7-plus-8-plus-aicase-luxury-translucent-vi-_JM,NA,NA,NA,NA,NA,#435670211,Apple,NA,AICase,NA
272, Funda iPhone 8 Plus iPhone 7 Plus Funda De La Carpeta Fun ,178,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670224-funda-iphone-8-plus-iphone-7-plus-funda-de-la-carpeta-fun-_JM,NA,NA,NA,NA,NA,#435670224,Apple,NA,Badalink,Aluminio
273, Aiscell ??cinturón Funda Para iPhone 8 Plus7 Plus66s Plus ,173,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435909514-aiscell-cinturon-funda-para-iphone-8-plus7-plus66s-plus-_JM,NA,NA,NA,NA,NA,#435909514,Apple,NA,AIScell,NA
274," Funda iPhone 8 Plus /7 Plus Con Soporte Para Anillo, Proc ",200,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435958541-funda-iphone-8-plus-7-plus-con-soporte-para-anillo-proc-_JM,NA,NA,NA,NA,NA,#435958541,NA,NA,ProCase,NA
275," Phezen Funda iPhone 8 Plus, iPhone 7 Plus Funda, iPhone 7 ",180,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436118956-phezen-funda-iphone-8-plus-iphone-7-plus-funda-iphone-7-_JM,NA,NA,NA,NA,NA,#436118956,Apple,NA,PHEZEN,Aluminio
276," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Maxboost [serie ",147,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436122875-funda-iphone-8-plus-funda-iphone-7-plus-maxboost-serie-_JM,NA,NA,NA,NA,NA,#436122875,Apple,NA,Maxboost,NA
277, [caserbay] iPhone 8 Plus / 7 Plus (5.5 ) Funda Para Telé ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436134525-caserbay-iphone-8-plus-7-plus-55-funda-para-tele-_JM,NA,NA,NA,NA,NA,#436134525,Apple,NA,CaserBay,NA
278, Spigen Tough Armor [2nd Generation] Funda iPhone 8 Plus / ,199,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436937598-spigen-tough-armor-2nd-generation-funda-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#436937598,Apple,NA,Spigen,NA
279, Funda Hyperpro Para iPhone 8 Plus De Maxboost / Funda Iph ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436949229-funda-hyperpro-para-iphone-8-plus-de-maxboost-funda-iph-_JM,NA,NA,NA,NA,NA,#436949229,Apple,NA,Maxboost,NA
280, iPhone 8 Plus Funda Armorbox Iblason Construido En Protec ,219,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-435670413-iphone-8-plus-funda-armorbox-iblason-construido-en-protec-_JM,NA,NA,NA,NA,NA,#435670413,Apple,NA,i-Blason,NA
281," Funda iPhone 8 Plus, Funda iPhone 7 Plus, J & D [protecci ",158,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436074304-funda-iphone-8-plus-funda-iphone-7-plus-j-d-protecci-_JM,NA,NA,NA,NA,NA,#436074304,Apple,NA,J&D,Aluminio
282, [caserbay] iPhone 8 Plus Funda iPhone 7 Plus Para Teléfon ,158,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436139583-caserbay-iphone-8-plus-funda-iphone-7-plus-para-telefon-_JM,NA,NA,NA,NA,NA,#436139583,NA,NA,NA,NA
283," Funda iPhone 8 Plus, Funda Orzly Grip-pro Para iPhone 7 P ",158,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436885264-funda-iphone-8-plus-funda-orzly-grip-pro-para-iphone-7-p-_JM,NA,NA,NA,NA,NA,#436885264,Apple,NA,Orzly,NA
284," Funda Marble iPhone 7 Plus Para Niñas, Funda iPhone 8 Plu ",149,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-436885285-funda-marble-iphone-7-plus-para-ninas-funda-iphone-8-plu-_JM,NA,NA,NA,NA,NA,#436885285,Apple,NA,YAR-JAB,NA
