search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
1948, 360° Funda Para El iPhone 6 6s 7 8 Plus A... (for Iphon.) ,33.990,NA,0,5,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470289459-360-funda-para-el-iphone-6-6s-7-8-plus-a-for-iphon-_JM,NA,NA,NA,NA,NA,#470289459,NA,NA,NA,Grey
1949, Billetera Funda De Lona Azul Para iPhone 8 Plus ,32.990,NA,0,3,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470332509-billetera-funda-de-lona-azul-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#470332509,NA,Apple,NA,NA
1950, Funda De Cuero Color Café Para iPhone 8 Plus ,37.990,NA,0,25,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470343692-funda-de-cuero-color-cafe-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#470343692,iPhone,NA,NA,NA
1951, Para iPhone 8/8 Plus Real Vertical Funda... (for Iphon.) ,31.990,NA,0,8,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470360495-para-iphone-88-plus-real-vertical-funda-for-iphon-_JM,NA,NA,NA,NA,NA,#470360495,NA,NA,NA,Black black
1952, Para iPhone 8/8 Plus Real Vertical Funda... (for Iphon.) ,31.990,NA,0,8,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470360501-para-iphone-88-plus-real-vertical-funda-for-iphon-_JM,NA,NA,NA,NA,NA,#470360501,NA,NA,NA,Brown
1953, Para iPhone 8 / 8 Plus Funda W Construido... (for Iphon.) ,33.990,NA,0,9,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470374582-para-iphone-8-8-plus-funda-w-construido-for-iphon-_JM,NA,NA,NA,NA,NA,#470374582,NA,NA,NA,Black black
1954, Apple iPhone 8 / 8 Plus Shell Funda... (apple Iph.) ,33.990,NA,0,NA,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-470375999-apple-iphone-8-8-plus-shell-funda-apple-iph-_JM,NA,NA,NA,NA,NA,#470375999,NA,Apple,NA,Purple
1955," Caso Teléfono Funda En Neopreno Bolsa Para iPhone 8 Plus,... ",39.990,NA,0,10,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-470585788-caso-telefono-funda-en-neopreno-bolsa-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#470585788,NA,NA,NA,Multi
1956, Caseology Funda Para iPhone 8 Plus / iPhone 7 Plus... ,36.990,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470935735-caseology-funda-para-iphone-8-plus-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#470935735,Apple,NA,Carcasa,NA
1957," Funda iPhone 7 Plus, Funda iPhone 8 Plus Clear, Mosnovo... ",39.990,NA,0,9999,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470935986-funda-iphone-7-plus-funda-iphone-8-plus-clear-mosnovo-_JM,NA,NA,NA,NA,NA,#470935986,Apple,NA,Carcasa,NA
1958, Maxboost Funda Hyperpro Para iPhone 8 Plus / Funda Para... ,33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936189-maxboost-funda-hyperpro-para-iphone-8-plus-funda-para-_JM,NA,NA,NA,NA,NA,#470936189,Apple,NA,Carcasa,NA
1959," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Vivibin Lindo... ",31.990,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936316-funda-iphone-7-plus-funda-iphone-8-plus-vivibin-lindo-_JM,NA,NA,NA,NA,NA,#470936316,Apple,NA,Carcasa,NA
1960," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Doujiaz Shiny... ",30.990,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936320-funda-iphone-7-plus-funda-iphone-8-plus-doujiaz-shiny-_JM,NA,NA,NA,NA,NA,#470936320,Apple,NA,Carcasa,NA
1961," Funda iPhone 8 Plus, Lameeku Funda Billetera Para iPhone... ",40.990,NA,0,9999,6,6.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936446-funda-iphone-8-plus-lameeku-funda-billetera-para-iphone-_JM,NA,NA,NA,NA,NA,#470936446,Apple,NA,Carcasa,NA
1962, Petocase Funda Compatible Con iPhone 8 Plus / Funda... ,33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936482-petocase-funda-compatible-con-iphone-8-plus-funda-_JM,NA,NA,NA,NA,NA,#470936482,Apple,NA,Carcasa,NA
1963, Caseology Funda iPhone 8 Plus / iPhone 7 Plus [apex Clear... ,36.990,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936696-caseology-funda-iphone-8-plus-iphone-7-plus-apex-clear-_JM,NA,NA,NA,NA,NA,#470936696,Apple,NA,Carcasa,NA
1964," Funda De Mármol Para iPhone 7 Plus, Funda Para iPhone 8... ",30.990,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936768-funda-de-marmol-para-iphone-7-plus-funda-para-iphone-8-_JM,NA,NA,NA,NA,NA,#470936768,Apple,NA,Carcasa,NA
1965," Funda Para iPhone 8 Plus Christian Quotes, Hungo... ",21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470936787-funda-para-iphone-8-plus-christian-quotes-hungo-_JM,NA,NA,NA,NA,NA,#470936787,Apple,NA,Carcasa,NA
1966," Funda iPhone 8 Plus, Apple iPhone 8 7 Plus (5,5 Pulg.)... ",31.990,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937055-funda-iphone-8-plus-apple-iphone-8-7-plus-55-pulg-_JM,NA,NA,NA,NA,NA,#470937055,Apple,Apple,Carcasa,NA
1967," Funda iPhone 7 Plus Y iPhone 8 Plus 5.5 Pulgadas, Yadik... ",26.990,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937125-funda-iphone-7-plus-y-iphone-8-plus-55-pulgadas-yadik-_JM,NA,NA,NA,NA,NA,#470937125,Apple,NA,Carcasa,NA
1968," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Mármol... ",23.990,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937130-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-marmol-_JM,NA,NA,NA,NA,NA,#470937130,Apple,NA,Carcasa,NA
1969, Carcasa Metálica iPhone 8 7 Plus + Dorado Lunatik Armadura ,23.990,NA,2,3,12,1.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=dixpCxH7SzaMsQtASUICRW0Ld5hYWQekgWPLNTQB1ZdAyrX%2BuAszlFMWOrcNJ2zNSCCU0CVfizViu5O44z%2Fc0Io%2FNzYD9t7VCiOYShxJvjJF0SnrXScuZf5FklQZ9nPqik5aXJLzbp3LoO%2B8tGWaRKVNRe8%2ByTDWV5NHJLpD5NmeqXvn%2B2jCxZSnYCpm61XEJtPSxRr4ZTKOnBN7VyuKv39NdMlmqlYYvWuaNpbbMxuc1lnUKy5CpbqFL3cuyZ3TRHPi28roR0swp1x2ZuK%2FX7sUL87AL64vhErkvHA8YAhEj0NR7uaiiPv5f2%2F2m%2B307VqLaRtbNpfzrVhiCEg8V%2FRPHV8PMrGSo4U18qxssF2YXK34hhoPCIoYd%2FbRSJpEcovp8mjtqpDfJfewTxw%2FiMdO2cC7DA0aNNokzZ9FQ3pe5a%2FnaPwvSoGH63ZfSBVQdrjXLUHX6DOVI72AW1T9fKDSZ19XZu1ZD65ZjxKmflwy%2BJinRmDDLcolcfjOsa4E1ibuXHqJWhkRFI45q2sk6Nr6WObZdGnXY6zl6MUeIvBIuBKyD5SyYS3244kZz2Mi8yXilw9Huyoz8MMG29ygz70jcnCv5Fv63VZAis%2B9Z%2Bz8GwYAxUQaRJkuoTzbP%2FRbz1aKeqFP3iWwlwdHPTndnRNb3QSUzR7anxcmEtBtzTrLW9vnCCxYQQ%2FcSLeDhS8MUxSfdN%2FNgoJpatF4u7lWQJCnkO%2BKrS8J9P85FEXjAflQkDLLhsEcyEgIjCBHGZvpKeK9TDVsb8Md4whHgoIK2pTRp2LhZ%2BZmtimajQY8Wa4kGEF1ZwAa4wDfhlJNcoEnukbdyRSu7AwTOXbF9%2B%2BmjBTI9Mx88lvthBXXKkuj8dphKVD35sLfvB3xu4eBzvl%2FKffv6vxBwX0yxQcVGFd%2BQhUmRpWTKA927%2F%2Bp4NCJQulrjEXXK76VLk5jI5xccDF%2BGooLcZTVlERTMhZ9XVyxSck9jPGh0gWfJg2S6e3jeKn9tMvHCB3DeeDkGcYTfDCH9SflNOMXPFWUHoyoRg9V7FBT42l6AvvuC%2F%2BkYNlezLsnAsBCahJYP%2BcQF2r8CzXyBu8GFbg9sJuLHwP6DA21SZiqcu8uOU2DB5Ku1pqEBvPWEQh7iqmPxpKKFDxiu78SOxPCyU8UTwVwTiDpBYlPDDIY1njjbG%2BIQdgWWAdcQ21NrhNUNDdSTVXoXL351yqXZC%2FTCTnqWI1dGlvA8VWcPxs5y3NOlB13AfigVoccnPqnfdJ2w3MGIO3fWhE7cFVav5rEXp%2FPbh8EPpvDhz6t3AnrWJFHjGR2bsv317cBaRdcFkqeIsZypU8bBasexaUlry4xp9iUiI6enHXuDNVLGp4MmhrmcMj6mfVaf7%2Bf7zM2K0u97sCe0k4gcuteMAGRMpp3Hu8wBO7eWrNgP463rOXd1Qb%2FHP3PKoK%2FhGlBjyrolFTaaWtq9n4UtZkTY79xTH9FrtAA0X0%3D,NA,NA,NA,NA,NA,#452411233,Apple,NA,Carcasa,NA
1970, Para Funda iPhone 7 Plus / Funda iPhone 8 Plus - Moko... ,27.990,NA,0,9999,6,4.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937201-para-funda-iphone-7-plus-funda-iphone-8-plus-moko-_JM,NA,NA,NA,NA,NA,#470937201,Apple,NA,Carcasa,NA
1971," Funda Cartera iPhone 7/8 Plus, Funda iPhone 6s / 6 Plus,... ",38.990,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937217-funda-cartera-iphone-78-plus-funda-iphone-6s-6-plus-_JM,NA,NA,NA,NA,NA,#470937217,Apple,NA,Carcasa,NA
1972," iPhone 8 Plus / 7 Plus Compatible, Art Painting Funda De... ",21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937401-iphone-8-plus-7-plus-compatible-art-painting-funda-de-_JM,NA,NA,NA,NA,NA,#470937401,Apple,NA,Carcasa,NA
1973, Carcasa Logo Apple iPhone 7 Plus / 8 Plus + Lamina De Vidrio ,9.990,NA,6,20,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=CGpBlTsqNX7%2FA%2Ft%2FnCX0BU2eSsTDqMulcOX85%2Buw6YkXBqt%2BEj%2FambFz3FRLeWa%2BnvrTitCM9EJ%2F%2BVRZxaMmiDIB0iLCzO1P%2FIJvhcnSPZFhMxPNI5Y9J1Zxw7iAulndRD0a0FVTIhhYTSLTqPOjEh0WxfF5mgIu0DzTX2BosqpXUr9N4ng3FHduoYMTK4oqkklVesMSQxIMeEjE0GqEcoqDMkvIzMuM3d%2BXrJet63WRY9NhDGrOBxmwOlFBpNBiw6Dy60UNtnvxj9veioYgIvlJ0kF8aCilZeoiokfG32zn5sELqAjusS66C3pl2vkhj8HRO2vLMH7YFj9CacKLp69R804FOT5pBpwzxgPhjq7ysSjMU5Fn%2BP%2BPo1ogj8tydJO2V7v%2BnoFrFSssCDJdrlJ5exWSf7PJUBTjMdgw0HD2KGJLd2Et%2Ffh%2FZOBbPfEg6zLNroonhZevIm%2FBgPhreOxiBy7j0tIrhC6SUI%2Fi3p%2FpRiBhEU%2FAnZUzcKopNKlQwa%2Fn84XOFeGvUuATZB0NFAvf%2Fosfe4lfjp9Jz0eTYug%2BPspReCM2DugPLqLCnGSnbAFsM2zUWhlyO74njRu7t1BuXAEodL9TqGfqSYLjScfwStu%2FoWM8T4sAHZE1InM5y78wnh8P%2F8GIACz0D0fMyKrXcpkPAtDQovidJfsh9GkeHpY0BB9ANNO2dOFdmLCqNs5QEnQ8v1YVxQoyzk8g%2Fl0zrKkVvOFAsmeeIi%2FMzxBnq3%2BijFBbkzGZm%2Fjuxw3Hp%2F2P5LEoQAAm3p%2B2G3u06AxJXeIVn9HxT28nS8IL9ZLBFLVKJo2FFbYGcShdwozCncJ8O9A0I54mxSHICzJqDh7bhbm7rIJQrZQrHWIqpVpav9D0d2MCKhYJ2lcH91%2F5t2Qze9EccvJ%2Fgp7ei6HhniUiPXhEmMq71Q73CMR6R%2F7SG24uFoAnbD8zV7172l5%2FyxSnPqdiwX9lQIkt5VYKoVG59Au4sN4Mir%2F%2FoPYy94bJZxUlIpC2RKfJNC7JGpd8ae93n%2FpKcnv4DMYZbsCFMk351%2BOIOIOFzvsgsFT609EcFQK7IhYAcUlvRUNoNSl0bxQ%2BuGPCgOcEF1Vx1c5xTcoDDrUUQZoGNRz%2BzOqJo%2FjLfYTOYxOyWs%2BwktRt2HX2F9un%2BJO68NZA3dsZp4RYcY3iKDnyQZ2GXG9lgUbPq4F1hCE76U6LQEIQZRWd9Ix6CuDalgEC156I3R%2BXBTLjrJC8tWXhNAD2zX%2Fr%2Bl4YCnolCFqqUarq7ETqWtnjbXOz5b0QYQ7ayvedibIod6%2BS8xvPweltWYq%2Fyv%2BBspLLtJsEcxbz0x%2FjsQgAs0o0dW5nkPf8TZjz3vUGX9R2CujRzW%2B9T%2FwUEvT%2FwpbMejhkbQMK9xqAvZN4LWsNXzCnI%2FHTm%2BJXfMTd%2BZmHiZueZL82u5Arr9ojq06H8O%2BBVoFnQ3LW8OUP1SfMP%2FLpUSNdcri5OYUxLyKtdno%3D,NA,NA,NA,NA,NA,#477968233,Apple,Apple,Carcasa,NA
1974, Fit Apple iPhone X 6 7 8 Plus Funda Clear... (for Iphon.) ,26.990,NA,0,10,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471549788-fit-apple-iphone-x-6-7-8-plus-funda-clear-for-iphon-_JM,NA,NA,NA,NA,NA,#471549788,Apple,Apple,Bumper,Claro
1975, Para Apple iPhone X 6 7 8 Plus Funda... (for Iphon.) ,26.990,NA,0,10,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471549947-para-apple-iphone-x-6-7-8-plus-funda-for-iphon-_JM,NA,NA,NA,NA,NA,#471549947,Apple,Apple,Bumper,Claro
1976, Funda Protectora De Tpu Suave Para iPhone 8/7 Plus... ,38.990,NA,0,3,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471550418-funda-protectora-de-tpu-suave-para-iphone-87-plus-_JM,NA,NA,NA,NA,NA,#471550418,Apple,NA,Bumper,Claro
1977, Para iPhone 7 Plus 8 Plus Funda Brillante Oro Rosa Diseño... ,62.990,NA,0,5,6,10.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471551333-para-iphone-7-plus-8-plus-funda-brillante-oro-rosa-diseno-_JM,NA,NA,NA,NA,NA,#471551333,Apple,Genérico,Bumper,NA
1978, Apple Funda De Silicona Para iPhone 7/8 Plus - Blanco ,50.990,NA,0,10,6,8.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471551380-apple-funda-de-silicona-para-iphone-78-plus-blanco-_JM,NA,NA,NA,NA,NA,#471551380,Apple,Apple,Carcasa,NA
1979, Funda Iphone7 Plus 8 Plus Funda De Silicona... ,39.990,NA,0,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471551430-funda-iphone7-plus-8-plus-funda-de-silicona-_JM,NA,NA,NA,NA,NA,#471551430,Apple,Silicone,Bumper,Apple
1980, Funda Iphone7 8 Plus Crystal Clear Hard Tpu Bumper De... ,37.990,NA,0,5,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471551444-funda-iphone7-8-plus-crystal-clear-hard-tpu-bumper-de-_JM,NA,NA,NA,NA,NA,#471551444,Apple,NA,Bumper,Golden
1981," Para Funda Billetera Para iPhone 8 Plus, Funda iPhone 7... ",71.990,NA,0,5,6,11.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471552080-para-funda-billetera-para-iphone-8-plus-funda-iphone-7-_JM,NA,NA,NA,NA,NA,#471552080,Apple,Genérico,Flip Cover,NA
1982, Para El iPhone 7 8 Plus Funda Con Tapa... (for Iphon.) ,43.990,NA,0,5,6,7.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471552589-para-el-iphone-7-8-plus-funda-con-tapa-for-iphon-_JM,NA,NA,NA,NA,NA,#471552589,Apple,NA,Flip Cover,Negro
1983," Para iPhone X 8 7 6 Plus Funda De Piel... (black, Ip.) ",39.990,NA,0,10,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471554650-para-iphone-x-8-7-6-plus-funda-de-piel-black-ip-_JM,NA,NA,NA,NA,NA,#471554650,Apple,NA,Flip Cover,Negro
1984, Funda 6s Plus Wallet Cove Para iPhone 8... (for Iphon.) ,37.990,NA,0,5,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471554722-funda-6s-plus-wallet-cove-para-iphone-8-for-iphon-_JM,NA,NA,NA,NA,NA,#471554722,Apple,NA,Flip Cover,Negro
1985, Para iPhone 8 Plus / 7 Plus Funda Con Tapa Folio Monedero... ,31.990,NA,0,8,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471555118-para-iphone-8-plus-7-plus-funda-con-tapa-folio-monedero-_JM,NA,NA,NA,NA,NA,#471555118,Apple,NA,Flip Cover,NA
1986, Funda De Piel Auténtica Para iPhone 7 8 Plus Cartera... ,39.990,NA,0,14,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471557105-funda-de-piel-autentica-para-iphone-7-8-plus-cartera-_JM,NA,NA,NA,NA,NA,#471557105,Apple,NA,Flip Cover,NA
1987, For iPhone 7 Plus 8 Funda Con Tapa De Cuero Genuino Con... ,41.990,NA,0,5,6,6.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471557175-for-iphone-7-plus-8-funda-con-tapa-de-cuero-genuino-con-_JM,NA,NA,NA,NA,NA,#471557175,Apple,NA,Flip Cover,Negro
1988," iPhone 8 Y 7 Plus Slim Funda Ultra Delgada... (black, Sa.) ",34.990,NA,0,5,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471616883-iphone-8-y-7-plus-slim-funda-ultra-delgada-black-sa-_JM,NA,NA,NA,NA,NA,#471616883,Samsung,NA,Flip Cover,Negro
1989, For Manzana iPhone 8 8 Plus Funda Rígida De Madera... ,34.990,NA,0,5,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471630125-for-manzana-iphone-8-8-plus-funda-rigida-de-madera-_JM,NA,NA,NA,NA,NA,#471630125,NA,NA,NA,NA
1990, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,32,3,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=1RpbSUxTIuO7U2ijUfKQ83snIUZg%2FNB3Du0ExT9k9vnJxeKXH1YsqdHX98GEdh1mYuNEgnXJ90pr4QMztFsFN1Tpw5e3%2BPr9%2B%2BEC8eiXtzKtH2DSn%2B1DRcFGqpLXXdLEVNaVrin61pbqZhad6n4rVVas3hEz08uk5pNzvkLPvTrVqWyViHrwmzrOF529Wsn8exQT4iimwGhlqhN9WrUP6eAijLibbidZLgsNR5%2B9P6eyH4zHKO96tuXUONvoNjavRgrm2RZAD4FZzhRpy2E%2Fv1%2FpaOZFDxFEknjNxw%2BQXh%2BhtRV66V%2FX08%2Bwee6i14WjZ0K1VzdAAlVqbKtLyoYEKPBHeD8s09%2BjrYUNMiW2Crif%2FNHT%2FrjEfH4iFlfTr9ssGVODVq8A3b11SBieJI16qt07gRwE%2FiG7M5CvEzrFMqWu2aCFSGao1WUIDyw1tDCN3ujQprDE7C2xvZZwqBsWm9DBuy2y%2FylYxSW7o1zIMXz%2F60SH587QG40k4fsxiRamRPwPuX71ZQ%2BhuQQ8zEN0TQT1ITUBfwSPmX3g%2B0Kd7ht8J2OR7vlb27ekUew1vUweTRfFhgktNOowh01UWEzxyGuFUA79i8tWpQF%2Bsw3IogmDunCQWz9Qu1m5dSOPG0lgXigxrJoBVSB9zijQzLDrMJb%2FV%2BHuiI997qzRGs3Ty5aK%2F9p1iufAdOJDB7nyr6uyqXRlhqenE97JdPowLkjJxWE7aFNr3FDESYcciP49gAa3TsiSQp1ILXSy82PDlqfAqdeBj0DREOcIavQLOhqSUuvXANS%2BxUFC8rIh0QCBW5xxqjTbLfvyW%2FlRRwPlcDnBMdcs1JSsf5%2Fg6dsxMCBH6E9ruwioHT6WYU%2BdK%2BhtVkO3ZYa9MOPpVhAsypWBFOLanYuZYyK%2Fnj2nKwTUxHX6OAFDiH0HfLC15xkcpKF0bNukTkIUh7Q%2FxpnaFZoygufwh1oGLPd2tik2GjTGWOTeipftfZ8mHRRWIvwlEcsAjonlaol9piPbI5%2FR%2F8E3k9EUvN%2BKZ6jIehcRsFvn2EhhPKlrL8b0765e1kr4lSkijdluKL2rw8xtdpZz8PH%2Bvt95Fwd9uRjI8qrYXLD7Us%2BngO1r37FQ2M9wurmKDld1zfUOZp1rklSmmFmxmQpdRanawaufOn0v0L1DGFzAqLmH1OETkr7NWyrFcmMlQAvqIStQZWantQhtv4RYi%2FP%2B1OK%2BvpG7bPxh1zi5uYrh7ypEArbVS88UMZXw9FBo68JySlbyKvtRyFMGNCZWkiQRVJhz2t6BqcV0zb0HfKl2DBbS%2FuORaYMhwN1Ows0Xpz9QX4NHWoU0LFvNDv%2FIQ5ZLiaCbZpxGQVkOa57tiIa3ln%2FJ47eMM41HhVfW2n1Mg2qXkZWJ58kQhq7HeHtLDL9SOivOADep47g%2BRe26smM%2F76MWpU6vElHr%2FCVP%2BRBrdducIDgeifhPYMtuk9jYfpuf%2BnVEY7VvmA%3D%3D,1,0,0,0,0,#452824745,Apple,NA,Carcasa,NA
1991, Para Iphone Xs 7 8 Plus Diseño De Cámara 3d Funda De... ,33.990,NA,0,10,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471630211-para-iphone-xs-7-8-plus-diseno-de-camara-3d-funda-de-_JM,NA,NA,NA,NA,NA,#471630211,NA,NA,NA,NA
1992, Para Apple Iphone 8 Plus | Funda Y Soporte Para... ,35.990,NA,0,3,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471634938-para-apple-iphone-8-plus-funda-y-soporte-para-_JM,NA,NA,NA,NA,NA,#471634938,NA,NA,NA,NA
1993, Para Iphone X 7 8 Plus Diseño De Cámara Vintage 3d Funda... ,32.990,NA,0,10,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471640049-para-iphone-x-7-8-plus-diseno-de-camara-vintage-3d-funda-_JM,NA,NA,NA,NA,NA,#471640049,NA,NA,NA,NA
