search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda
1598, Carcasa Magnética iPhone 8 Plus Carcasa Iman ,12.99,NA,1,40,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=x8oUUCEbQzs1Ww%2FLVLwTRdwY9kSo5neQ9SplSy4MC6TxY1GtvG8YpXmMANGzMojq%2FNutqVQOtatYb1DJ1rlKbhHeuBy6fY9R1zxtdGP7t91GGeSgrN0X73xYcNGpoWKs3IuQL9PZ6WQITtHrFPg4%2BiwmFi00MNdix8mSRUY0Sbzfa9IUXzxuJ3lLeEbmvuHgCBzUqRUQPtp5fExT98vFqn%2BRU5PbVY4r9asOhrexFWoMPanpI09Zt0XE1uxLhigR%2Fo4K1hIwLRtW3Hs%2BStGeYhZjvznZ2Jl2dDk5QJ0Ais2qUmjrKxRUA7QF4Ptt9QWy%2FqdVXqVaLrm3h96igfKSPZNG43kBgmqjAovMTU0bGmB2U7lgH7Ab9NRkFLIm7ZchJW3fYD%2FtDGNCoybOHtrbTgZWw8I4LX5T%2FoOJecfUmEVL2OSO6pCldN1e8Ml29%2BNYZHoDJrH%2FpVlDJOySHuOC%2B2zNIgYNzSa9rR%2BnOPlQZ3VPtychgHalvATV3M9pZcuRsELKmZdcX8qKKqSxXRqWJNrfx8KarwKw9vupCVSZc9vIzgsRKIjHgBSZNNfJaopc%2F%2F%2FIcO%2FOqoor3dnh8Qr0ur9My42floBme445sqOSruQtIiaP4GYg12BRtfNJsmsS0qC%2FMDZPxg3u0K1fKvBygvIfvGmUVvYxoYrYZs%2B13uebV%2Fg3lZXJ6yiymhvQWI1tjxmmzhEKQ9XgRM13eeexdYXaXJQcKMIuU14ZORFjHzYUzB3p%2BhZg2HvHo4NReLmWIu33Z6o82WO0%2BFoe9VPtKzwTyZWhqYcbeXKqCa8itxu0uaL4VbuQ68hJzdVUH9Vyu9Pr15vjUzrJbltFaNDWUsTRbk9wI9%2BoyEGnZWMQNDK0K5v2EVsjSrChGzE3e9bpC5Ku9ur6IIoNzU%2BOuGR%2Fa%2BcEDyMMLeVygN0dh9BhIlkIihqe39Wl7ZiOfh1Y4N2i8RNou2Y2QcGyTAxzt25NKcLrhZEg9AhELnhgipoDp8gEFss50T0RWRMmZixvVIIQVhPjqeFbhp3WpoX%2F2L7Y4SYCLR1%2FqTH2NsmiK1DESkoaupsqecKuwv8u99DvhgioJ0kDVAU4nDeoODE2sxIr9kMTz2ijN2kj1Zx0KbW%2F6d16ZSdrKiDFeZ4U8rJQdDEZPZoF%2BtBrqEc0V6uxxX1pDtzsjscUT7rmUbxrChBRO%2FvN5zFJY1bwT8gTqvSjpFBOxi540nC36JTW8p3kWyoqvqEmUEq2wP60DmD2Sshc%2F1AaJjar1kwglfgRK2PK26rK1NVDaP%2Ft35Vc6cisWn3rChCB435mcrXCCqjc5T8TMknS8%2FqCx4SNlp2UcmKKBWUvWXzfInAm9ft%2B8HG2L7Ey01LgXGTgBFY5fjR3QHQfPhZh1yyXimq4GsbK2RVdZyBxvckO21WMEoVXIquVZepdaHVuQyxDe5hfONNG0dz7UMPcep5TjY%2Fj0sbxVG5j%2BDWWZznMBaZJla0Ye5lkdB0FtcrhXzWX4p2FqHRksRogjS9HBt09bQ3Cw0%2B3lY5hFl32NjrZIMSXU1gOlwT%2Fhu3RKHPmMr4QNzbWuZNlzpvP1OagS07ZXjx9z1y4Q7%2FfysUvhURIplKP,NA,NA,NA,NA,NA,#467162970,Samsung,NA,Carcasa
1599," Funda iPhone 8 Plus, Coolden Estuche Transparente Con ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737940-funda-iphone-8-plus-funda-iphone-7-plus-rossy-fire-thin-_JM,NA,NA,NA,NA,NA,#458737940,Apple,NA,Bumper
1600," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Crave Funda De ",33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737978-funda-iphone-8-plus-funda-iphone-7-plus-vcosi-3d-_JM,NA,NA,NA,NA,NA,#458737978,Apple,NA,Bumper
1601," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Monova Crystal ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458737996-funda-iphone-8-plus-funda-iphone-7-plus-kamii-heavy-_JM,NA,NA,NA,NA,NA,#458737996,Apple,NA,Flip Cover
1602, Carcasa Silicona iPhone 7 7 Plus 8 8 Plus ,8.99,12.990,5,5,12,749,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS.ELECTRONICAS.ONLINE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=uLOlkrxaPlckFfYHiNWy3YV2b7PfixfXdtNFmxELjAIB1TOasf%2BHdy5CO9RFmCnTo%2BGXdfjspleYG84kA3JtSqt6Z7dWjsAoYU7Bs%2FdbzmzaVGtDwaeh8unZjeRk1S%2FFixz2143PHgnM4SB%2Fvn%2BC9ai%2FW%2BSDRFpSE1t7iimfI71ciz86Lmr1A4Ggs4vhD7ZfRSel9FbRQ5Uht4daRHN6QVfImD4w3V8gG0llG5wIYS71D3D%2F1mrrdZPZTJgpm7xzbn7ln0%2FAqJn8ovKgGwMcQGUvat2ORmvzsQPyNrHhBbThXILq47EHOovgo5TMEvlrJ%2FlP%2BrO%2F36vkabqCeMW9uQzl20OVAoAn2peabR%2FR8bD3krm1NqXVmQBuBVobalN2vRm0nB8gzjLO3ehFP%2B7mTCyeVIFgMZjlOkOya0ip2Di12GMpd4oAGeCtzsvcz8px8zyFoKhMHwmP3fpEGb6tdi0BEhY7yL%2FBL7ORz8gspZkm83IP6y6emOv5vVeK%2FyzDh9yO4Fv9f%2B4RS%2Fmst4jMmRxIuInuqQh6%2B78bK0X7R8lRbEOvPieor9rJ2EoKmb0NDhwpnWEWAfxxIlYQcRI42zoVga7dBD3UTlasFaz3I3xPutscOvM2dzHXKh7mAbqBa%2BX65a3OWmGdc5JprfK5EAAK9iZflz1lBK58GV%2FY6%2FZCAuZmolIQjPONxPr5iIXz%2FtqGHhvF17Jal%2F%2Fg7AjJjOf%2FvftHPgJR0R7d3kfeptSU0xTRa2W3n5ezMfwkuuyMDlecW6qHYAfyiRNVrHV2O%2FTN0WQnrIGc7vMgVEId5jrIpS4PCVTXTXSwedDkzAMM%2Bbv1uA73x%2BaPCYoJ4aKd61HdsNRQMzOtr1pmsEn6oj2n24Fm9IRZ28jM1rQaw6q%2BkhDX7eZLQoeoEE45jrM1%2BPazvXXOlDEUZW37Bwn8qkR911hcRc06MNwYkL391Ie%2B20eXaWR%2FJxLpSlQRbH5tUpSB0r67vKmoqD96bjMRVDL%2FKq9e260cLPNvadrxTwjbt6nshDVF%2BmEmbyEvmQ73gO7Fs3spXtmbJt3O3UGsGHQCzVTtfUfVMC2lFvuf2lQe7mMhxxGKnWQuW69Y6puV8E4WvGWJrrdVVJCRoxS%2BWH5WKoq4AEiJze3g0FMFmC3IxUPsZsPe2Ybf4pLhlhZEzINESlj9URp0%2FMlBsBTEBmU5OJHXz%2FAxqMFSoc4UJuQRge%2B2vibd9RHhisVysuDg5E2GdNs403PDW9m89tnbUOGfGzht9g%2BQpuUzmYaqDOwA3Na5ydVhfLywePnoh8eMuJ49u6qawOKKxl4HcJfTfDSV3%2FqcVLJ3g4vaK7OKF1J5I6A76zzWmGyDUesIy9tJxhnsK8LgPd13LVngCnrnEqwOtTyYgDFp7yGB9FrjKfRfBllltfRYXU9YffT4veU8XggIDOO6Rrf5jxs1dXQ3lYhv%2B%2FCYEtrbiTgZ5fpfFl4qZMYDQ3wrF6EgY0n2JPMqKnYgGWGej0HpFxytbwOx9THcJ6rjhjaquBvPXcvw8WxQ6G2HIWU7biJvLSPTKAOHkdhiIzHkyBcKpT3r76%2FY27rCZFabulU68xZ0GpeqOWd6ABb1,NA,NA,NA,NA,NA,#465067813,Apple,Mofi,Carcasa
1603," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Flotante ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738009-funda-impermeable-para-iphone-78-plus-resistente-a-la-_JM,NA,NA,NA,NA,NA,#458738009,Apple,NA,NA
1604," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Rossy Fire Thin ",31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738048-funda-iphone-8-plus-funda-iphone-7-plus-watache-bling-_JM,NA,NA,NA,NA,NA,#458738048,Apple,NA,Bumper
1605," Funda iPhone 8 Plus, Funda iPhone 7 Plus, [ Vcosi ] 3d ",28.99,NA,0,9999,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738116-emorco-funda-iphone-78-plus-resistente-a-aranazos-funda-_JM,NA,NA,NA,NA,NA,#458738116,Apple,NA,Bumper
1606," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Kamii [heavy ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738122-iphone-x-8-plus-iphone-7-plus-funda-besteck-funda-de-_JM,NA,NA,NA,NA,NA,#458738122,Apple,NA,Flip Cover
1607," Funda Impermeable Para iPhone 7/8 Plus, Resistente A La ",32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738183-funda-cartera-iphone-78-plus-dovesail-folio-funda-_JM,NA,NA,NA,NA,NA,#458738183,Apple,NA,Flip Cover
1608," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Watache Bling ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738237-funda-iphone-8-plus-funda-iphone-7-plus-dexnor-funda-_JM,NA,NA,NA,NA,NA,#458738237,Apple,NA,Bumper
1609," Emorco Funda iPhone 7/8 Plus, Resistente A Arañazos Funda ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738380-para-iphone-8-plus-iphone-7-plus-funda-duradera-_JM,NA,NA,NA,NA,NA,#458738380,Apple,NA,NA
1610," iPhone X 8 Plus iPhone 7 Plus Funda, Besteck Funda De ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738385-para-iphone-8-plus-iphone-7-plus-funda-duradera-_JM,NA,NA,NA,NA,NA,#458738385,Apple,NA,Flip Cover
1611," Funda Cartera iPhone 7/8 Plus, Dovesail Folio Funda ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738570-funda-iphone-8-plus-funda-iphone-7-plus-jwest-marble-_JM,NA,NA,NA,NA,NA,#458738570,Apple,NA,Bumper
1612," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Dexnor Funda ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738714-funda-iphone-8-plus-vofolen-funda-protectora-para-iphone-_JM,NA,NA,NA,NA,NA,#458738714,Apple,NA,Bumper
1613, (para iPhone 8 Plus / iPhone 7 Plus) Funda Duradera ,22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738747-funda-iphone-8-plus-jakpak-a-prueba-de-golpes-glitter-_JM,NA,NA,NA,NA,NA,#458738747,Apple,NA,NA
1614, (para iPhone 8 Plus / iPhone 7 Plus) Funda Duradera ,33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738823-funda-iphone-7-plus-funda-8-plus-meetree-cubierta-del-_JM,NA,NA,NA,NA,NA,#458738823,Apple,NA,Bumper
1615," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Jwest Marble ",28.99,NA,0,9999,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738829-funda-iphone-8-plus-estuche-para-iphone-7-plus-estuche-_JM,NA,NA,NA,NA,NA,#458738829,Apple,NA,NA
1616," Funda iPhone 8 Plus, Vofolen Funda Protectora Para iPhone ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738846-iphone-6s-7-8-plus-casempire-la-funda-hibrida-super-hero-_JM,NA,NA,NA,NA,NA,#458738846,Apple,NA,NA
1617," Funda iPhone 8 Plus, Jakpak A Prueba De Golpes Glitter ",23.99,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738854-funda-iphone-8-plus-coolden-estuche-de-brillo-de-lujo-_JM,NA,NA,NA,NA,NA,#458738854,Apple,NA,Bumper
1618," Funda iPhone 7 Plus Funda 8 Plus, Meetree Cubierta Del ",42.99,NA,0,9999,6,7.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458738869-funda-iphone-8-plus-funda-iphone-7-plus-i-blason-ares-_JM,NA,NA,NA,NA,NA,#458738869,Apple,i-Blason,Bumper
1619, iPhone Xs X 8 7 Plus - Carcasa Flip Cover Dux Ducis + Vidrio ,15.99,NA,3,1,12,1.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pjMsHrsmFkKbZo%2BvV9QrJevCuBlBCT%2Bc0WAqAGr0LNQS3Arkf1JnL%2BZijMb7LoDweEf5v6Wvx7ZsziWR44NYvd22mRJbZiIGazy%2Fd3Ac2bd1O3AuW%2BNWFTbI6hSVmP2H5AhjG%2BtmV2HgTQLebwVA9nMs%2F%2F6f8m%2Bb0cW%2BOzulJcttO5xqsbJ1Jm9Es2AMVhgnvHxKkn8orpUwT485FEqBRTABfKWVyy%2BbZTSTIzULgNMLIbMQ9E%2BSsnMPaxfQdxvtuXJVwrCzqdLwwVIMV3oBJo%2BZZ1zwDW9jsR0BkIBJXp91ZYUg56J0WGBMhSi%2FS5ULEFItAfYKXDtOKZzOh6MUWQYfSz5mR%2FO7sApxJ3%2BIZPx5jK6BNn1gH24%2BdZw7naJ1Tw8hESoJYMKyvRxWu9ioy72DlZ%2F5soUuQaZ54qOU5%2FT2o7FvfM1dQunHgdmvfQhui5Bi%2F4zkCBYIhKt7%2FEeFRKq8RQjwG%2Bl%2BAlxo3Xb6GaMcr6tkck7mTzjVGRXcoUiCc2WqaytMmUB6zsD4MKL%2F1qrrHOsx%2BeJaHSD%2FIM7kcsobhwirJuKtoXc66dZ7cJDN4mhewKAP%2B3cnCq6RoUvAHyL52%2FP4qRUYHT6nw1AN01h7b2J8X7BrOz9xnskRCf3Ns9yO1Y9%2Bo6fRQJ6GUjKJ%2FX2B11lqq2aDJEPjXSMGkWPB%2Bbo9EnTVIZ7u1HzW3c1gUvX%2BiXtaC3Q%2BkTlvXWxwWCdNfwuEqvdaSx5gmhCVD2L9K6sKmEDv%2Fwtzeb40wT%2BTtzQw8Z0cmdIC5I3tuchi6TyqV6vnC4sE0cYM2fj5pSIq7LKYWJvHowkyV21EkY1jUIgzcDO5VBbrq1eE5Bt56ez7gYu8fTKqkxkUMPq3rk%2Fre0pzHEZLVgHDi4fiPDkr%2FhwJgTA%2FXFNNvXP9cgRrNBw5VFlKpz0zNM9T5ky%2BllM%2Bw7MH3I0Dp5vlutzxhjmjmSv%2FPUbboirdb2g0hTNW4TLQ3A9Elie3ybAW2ZkhG3Lu1lmxH7HFPVGFQUczyjyfD1%2FfJ3hMsarsgvJlq6RsfWpLRiZ5g2fXvUjtMUIxN5lnWDkUf66JRCVyWpkGSjVPpkRGTKkmPQ6TLU7gp6Ky8kyllwQKiHQXlWAWHAmrHcwMyxLpucWCTn0nlJkmfAnLaCPwlT2ToafxAzKbHqxDM2M%2BsqGDNxR3Y8rje7lT75m%2BBHfA1PJ3lLCB5Z9Aol1HHT6jyw%2FsDIAD%2B5Hdr8n7mNQnUah40AAO6Hm1Qkcls7p26tMWcAUbKLXoNeAARj3YH1a3NNRcWSQOEcb%2FXeZKP%2F2mK04xrKZlj%2FBPerXq3TXPJFLgeCqAEmJ425Fp9633iRMwyxgQcjlp%2F%2B3xbmgDf8XfB6T6%2B1yo4qq0IhpenhK%2FY9cQySPjId%2F2L%2FTBGD2B5TVUCndQzyejFj9FZLSezDrjrmLNA6k4bp4BF2ih6kmMN92AtVqmvj7slNNNfsAMeyvUhBe0mpzoyH6%2BTl272jWqgQgNV2OBGn%2FiZRTO%2Ffo6sE306zLp4vEJP%2B%2Bkh%2BYFSleglNcyygwoUPXrZssrmngFn3zQyit2uE%2BqrAh6JS3x7715bTJnWMqfVxjuF34LiaXE9l6aB1PZ7oWTGXcTd2kv,NA,NA,NA,NA,NA,#479193238,Apple,NA,Flip Cover
1620," Funda iPhone 8 Plus, Estuche Para iPhone 7 Plus, Estuche ",38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458739432-funda-de-piel-iphone-8-plus-funda-iphone-7-plus-admite-_JM,NA,NA,NA,NA,NA,#458739432,Apple,NA,NA
1621, iPhone 6s 7 8 Plus Casempire La Funda Híbrida Super Hero ,16.99,NA,0,9999,6,2.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459665376-funda-iphone-7-plus-negro-iphone-8-plus-negro-_JM,NA,NA,NA,NA,NA,#459665376,NA,NA,NA
1622," Funda iPhone 8 Plus, Coolden Estuche De Brillo De Lujo ",28.99,NA,0,9999,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459669879-funda-iphone-8-plus-funda-linda-iphone-7-plus-tekcoo-_JM,NA,NA,NA,NA,NA,#459669879,NA,NA,NA
1623," Funda iPhone 8 Plus, Funda iPhone 7 Plus, I-blason [ares] ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459670599-funda-iphone-8-plus-funda-iphone-7-plus-smartlegend-_JM,NA,NA,NA,NA,NA,#459670599,NA,NA,NA
1624," Funda De Piel iPhone 8 Plus, Funda iPhone 7 Plus, Admite ",35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459671079-funda-iphone-8-plus-funda-iphone-7-plus-ranvoo-serie-_JM,NA,NA,NA,NA,NA,#459671079,NA,NA,NA
1625," Funda iPhone 7 Plus Negro / iPhone 8 Plus Negro, ",19.99,NA,0,9999,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459672866-funda-de-madera-para-iphone-8-plus-iphone-7-plus-funda-_JM,NA,NA,NA,NA,NA,#459672866,NA,NA,NA
1626," Funda iPhone 8 Plus, Funda Linda iPhone 7 Plus, Tekcoo ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459672938-funda-iphone-7-plus-funda-iphone-8-plus-njjex-npure-_JM,NA,NA,NA,NA,NA,#459672938,NA,NA,NA
1627," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Smartlegend ",20.99,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459673726-funda-iphone-8-plus-iphone-7-plus-funda-de-la-cartera-_JM,NA,NA,NA,NA,NA,#459673726,NA,NA,NA
1628," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ranvoo [serie ",30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459674323-funda-iphone-7-plus-funda-iphone-8-plus-clong-funda-_JM,NA,NA,NA,NA,NA,#459674323,NA,NA,NA
1629," Funda De Madera Para iPhone 8 Plus, iPhone 7 Plus Funda ",35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459674618-funda-iphone-7-plus-funda-iphone-8-plus-tasikar-good-_JM,NA,NA,NA,NA,NA,#459674618,NA,NA,NA
1630," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Njjex [npure] ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675385-iphone-78-plus-55-quot-funda-protectora-duradera-_JM,NA,NA,NA,NA,NA,#459675385,NA,NA,NA
1631," Funda iPhone 8 Plus, iPhone 7 Plus Funda De La Cartera, ",23.99,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675612-funda-de-la-cartera-para-iphone-7-plus-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#459675612,NA,NA,NA
1632," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Clong Funda ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675826-funda-iphone-7-plus-funda-iphone-8-plus-coolden-estuche-_JM,NA,NA,NA,NA,NA,#459675826,NA,NA,NA
1633, Funda iPhone 7 Plus / Funda iPhone 8 Plus Tasikar Good ,24.99,NA,0,9999,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459676794-funda-iphone-8-plus-funda-iphone-7-plus-coolden-estuche-_JM,NA,NA,NA,NA,NA,#459676794,NA,NA,NA
1634," iPhone 7/8 Plus - 5.5 ""- Funda Protectora Duradera ",93,NA,0,999,6,15.500,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-461477257-funda-impermeable-lifeproof-fr-series-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#461477257,Apple,LifeProof,Carcasa
1635," Funda De La Cartera Para iPhone 7 Plus / iPhone 8 Plus, ",29,NA,0,999,6,4.833,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-461478944-funda-iphone-8-plus-funda-iphone-7-plus-iconflang-funda-_JM,NA,NA,NA,NA,NA,#461478944,Apple,ICONFLANG,Bumper
1636," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Coolden Estuche ",59.99,NA,0,6,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-462075230-para-iphone-6-6s-7-8-plus-funda-x-suave-pink-for-_JM,NA,NA,NA,NA,NA,#462075230,NA,NA,NA
1637," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Coolden Estuche ",56.99,NA,0,6,6,9.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-462075260-para-iphone-6-6s-7-8-plus-funda-x-suave-white-fo-_JM,NA,NA,NA,NA,NA,#462075260,NA,NA,NA
1638, Para iPhone 8 Plus Funda Híbrido Semi... (for Iphon.) ,93,NA,0,999,6,15.500,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-461477257-funda-impermeable-lifeproof-fr-series-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#461477257,Apple,LifeProof,Carcasa
1639, Para iPhone 8 Plus Funda Híbrido Semi... (1pcs Ring.) ,29,NA,0,999,6,4.833,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-461478944-funda-iphone-8-plus-funda-iphone-7-plus-iconflang-funda-_JM,NA,NA,NA,NA,NA,#461478944,Apple,ICONFLANG,Bumper
1640, Resistente Funda Para Apple iPhone 8 Plus... (for Iphon.) ,59.99,NA,0,6,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-462075230-para-iphone-6-6s-7-8-plus-funda-x-suave-pink-for-_JM,NA,NA,NA,NA,NA,#462075230,NA,NA,NA
1641," Funda iPhone 8 Plus / iPhone 7 Plus, J & D [cartera De... ",56.99,NA,0,6,6,9.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-462075260-para-iphone-6-6s-7-8-plus-funda-x-suave-white-fo-_JM,NA,NA,NA,NA,NA,#462075260,NA,NA,NA
1642, [ Red Shield ] Apple iPhone 8/7 / 6s / 6 Plus Funda De... ,33.99,NA,0,NA,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-462095654-para-iphone-8-plus-funda-hibrido-semi-for-iphon-_JM,NA,NA,NA,NA,NA,#462095654,NA,NA,NA
