search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Conectores de entrada,Peso,Modelo,Potencia de salida (RMS),Altura,Tipos de filtros del parlante,Color
1774, Mini Parlante Bluetooth Fiddler G2 Gris ,9.99,NA,2,20,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-461985990-mini-parlante-bluetooth-fiddler-g2-gris-_JM,NA,NA,NA,NA,NA,#461985990,Fiddler,NA,150 g,FD-G2G,NA,NA,NA,NA
1775, Parlante Recargable Bluetoothe Radio Usb Mp3 Ka-16bt ,17.5,NA,2,98,12,1.458,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-463160496-parlante-recargable-bluetoothe-radio-usb-mp3-ka-16bt-_JM,NA,NA,NA,NA,NA,#463160496,NA,NA,NA,NA,NA,NA,NA,NA
1776, Parlante Altec Mini H2o Aqua Azul Imw258-ab- Mobilehut ,14.99,19.990,NA,3,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-467144298-parlante-altec-mini-h2o-aqua-azul-imw258-ab-mobilehut-_JM,NA,NA,NA,NA,NA,#467144298,Altec,NA,NA,IMW258-AB,NA,NA,NA,NA
1777, Sin Hilos Bluetooth Barra De Sonido Subwoofer Estéreo Altavo ,18.304,NA,0,200,12,1.525,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DRONESTORECL,https://articulo.mercadolibre.cl/MLC-488083285-sin-hilos-bluetooth-barra-de-sonido-subwoofer-estereo-altavo-_JM,NA,NA,NA,NA,NA,#488083285,No Brand,NA,NA,no model,NA,NA,NA,NA
1778, Parlante Bluetooth Portable Huawei Soundstone 3.5w 700mah ,25.99,NA,0,NA,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ZARATE+OUTLET,https://articulo.mercadolibre.cl/MLC-472626514-parlante-bluetooth-portable-huawei-soundstone-35w-700mah-_JM,NA,NA,NA,NA,NA,#472626514,Huawei,NA,190 g,NA,NA,NA,NA,NA
1779, Jbl Parlante Portátil Go 2 Bluetooth Gray + Garantía 1 Año ,27.99,34.990,0,18,6,4.665,NA,Envío gratis a todo el país,NA,NA,4.7,55,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL,https://articulo.mercadolibre.cl/MLC-475214941-jbl-parlante-portatil-go-2-bluetooth-gray-garantia-1-ano-_JM,45,7,1,2,0,#475214941,JBL,NA,NA,GO 2,3 W,NA,Activo,NA
1780, Parlante Portátil Inalámbrico Bluetooth De Bolsillo Circular ,4.99,NA,0,50,12,416,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DISPAROTIENDACL,https://articulo.mercadolibre.cl/MLC-475893702-parlante-portatil-inalambrico-bluetooth-de-bolsillo-circular-_JM,NA,NA,NA,NA,NA,#475893702,NA,NA,NA,NA,NA,12 cm,NA,NA
1781, Parlante Bluetooth 4.1 Xtreme Doble Altavoz Estilo Jbl ,14.99,NA,0,NA,6,2.498,NA,Envío a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/FOTOFILIACHILE,https://articulo.mercadolibre.cl/MLC-477871156-parlante-bluetooth-41-xtreme-doble-altavoz-estilo-jbl-_JM,5,0,0,0,0,#477871156,JBL,NA,NA,Xtreme,40 W,NA,Pasivo,NA
1782, Sin Hilos Bluetooth Barra De Sonido Subwoofer Estéreo Altavo ,12.314,NA,0,200,12,1.026,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GLOBALBUYCL,https://articulo.mercadolibre.cl/MLC-488126302-sin-hilos-bluetooth-barra-de-sonido-subwoofer-estereo-altavo-_JM,NA,NA,NA,NA,NA,#488126302,No Brand,NA,NA,no model,NA,NA,NA,NA
1783, Parlante Bluetooth Fm Modelo Y-4 // Feiyi ,4,NA,0,10,12,333,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FEIYICL,https://articulo.mercadolibre.cl/MLC-480091554-parlante-bluetooth-fm-modelo-y-4-feiyi-_JM,NA,NA,NA,NA,NA,#480091554,NA,NA,NA,NA,NA,NA,NA,NA
1784, Parlante Caja Activa Portatil + Atril .: Mundotecno :. ,60.99,NA,0,4,6,10.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOTECNO.CL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=0aHQcOoE94pmLQBXfFk%2FfWyZ0KPgXrheZc%2FiR9Y6besYi7KZi7D%2BNJAv%2BF2Via3EOC74EBk2EcYUzEt3%2F4ZsyOEbb8NhuNy1hkzslNNI34RxfeIBvj1j%2FEu5bS6JA%2BMGT5NknBDuhKXtkfHHrLmzX04MtFOufXfYkSK3sQ8WIehiRg1Inck4Camd4u2tDdsPYghHDf%2FGuRQ9DiIwEkDoBKh6g%2FqOVzDD8r8ik1gS3vnhU8SrZ3tjBvv4y0XPVjFKkv3EOoh30DKD2p7ufNKmzrXIx0Jnf%2FcN%2B6Q9buuLK5g%2BwocwGLF%2B%2BWMIrAAvGmavAVx93PgSnkx%2FNXNdpsyTCqWXfFYVcOn2yF2U7OOywAJnJp6m%2BT145E9zAsSvgHGdb7OLapCmSS21uzkoDQN8arZS9L%2Fp3YGOqqQVv6pEuKUkKf%2BOwBhFhOGfGWdFPvOs%2FS4yN29fwgEcjAe139eS5LwYAXrFGHQ9FH08Cn5DGRPbtes%2Bt0Oz72WUNV0Z22pEmdc50ASpYxrcC7WoYSzaiE3m3TtjWxmu12h1RYlVENcxdrZ8jxS563KwZuygHlAE%2BcUTyZQwjImr9xmX%2BYVOIeaumzhhrZzuUTek2ZB%2FAOr8F2529RhG33dAw1C5BetTdYCXk%2B4ibDuLwE6C%2FOOM9CJOAq%2Fy7lQLMaI0T0Rk0Nu4AmpFaefQ3rzxDWkrmdz4DZn5Eb1e%2BOUkQN78vrnNPpwi2dm05NaUwjc9aenbjxoiTO6K9Q6CYr%2FJUtiJSmgMBZhknOk974%2Bw1cVU0SGZTttnQHXynia%2ByWDgbQlGhmY9gqozwWL1NcHNasG83hkDHf8tGSnMnd7zyuAGaY7AlJf3siSbLq2mLCkM%2B4%2BM4caWPjptc2DmKZM53T9s89HOCob4o4pjkljcWXsQf4Gh9kIBpV0FQrKQU8sUUUyIBnrQWURrq%2FpzT1U%2BvPvx%2BCkxPDoxvlG8U2IvsO83h94LBnOb%2BPKFAQ9N8x%2BWoU5ZuFN11U5M5m1BS6CWbmi2KfIaQ1szn0eOB6HpuVelA44KUnY%2BhfEYGr5WNrnDt2%2B7x6TVD1I%2BZt2hGJkcRDhO3er%2F1tD%2FsAOkE4DuYcuaqN2xUIWutjH1qJ0fIhp3UMPb2bPicIpcKOUwtr1Tdem7qekooMC9oHiER6pKmrD%2BBkGMH8M%2BZt4dcNNKpxIN5kOt34kifCbbqPVtUkU0ONA56wcVu0%2Fe%2BOLk6nbcpBQWWeoQ4JxHy5bokVeUlpuj33JzshtMdqag77J3WwWdOEY4iMGMnXjCvDrs%2BgUg5rdz0vNgenCJ1LQtF%2FHAS9UI3PaRQR2DfIH7dwRmRrXTgzsuyu7RGfBHzHhS9fx3%2FZ6hZU%2FF97pA2kCJvRtMF7NrLFsExlISFKrH57Y5aPduPTQ5gxnVrBBtPXuGHyNebaxDGbFtcAUN3nbokesPsGK%2B2uajYkgVb8iZjWIvDGTvU6A2farmLlB935wE9pPEKpeyAPj5JA88aOri%2B%2ByaDqUsUhSpS8X8XxEarsr4xYSj57evWxOLHOhWgOXz9ebPtMh0IkiH1ps8e3gdTfAhaxbPoSfqZuMFvZOxtFZi5xYNXpnhWkuU1R9Ojj8Z030%3D,NA,NA,NA,NA,NA,#502293726,Microlab,NA,NA,07869,120 W,NA,NA,NA
1785, Parlante Ultimate Ears Ue Megaboom 3 Violeta - Ultimate Ears ,144.99,189.990,NA,3,6,24.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-486734481-parlante-ultimate-ears-ue-megaboom-3-violeta-ultimate-ears-_JM,NA,NA,NA,NA,NA,#486734481,Ultimate Ears,NA,925 g,UE Megaboom 3 Violeta,NA,225 mm,NA,NA
1786," Parlante Bose Soundlink Micro Nuevo, Sellado! ",75,NA,0,NA,6,12.500,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/PATORIA,https://articulo.mercadolibre.cl/MLC-501363805-parlante-bose-soundlink-micro-nuevo-sellado-_JM,4,0,0,0,0,#501363805,Bose,NA,NA,Micro,NA,NA,Activo,Azul
1787, Micrófono Parlante Inalambrico Bluetooth Karaoke Bazar James ,10,NA,1,3,12,833,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BAZARJAMESLAPINTANA,https://articulo.mercadolibre.cl/MLC-453702892-microfono-parlante-inalambrico-bluetooth-karaoke-bazar-james-_JM,NA,NA,NA,NA,NA,#453702892,NA,NA,NA,NA,NA,NA,NA,NA
1788, Dc5v Bluetooth 4.0 Sin Hilos Tv Teatro Casa Bar Sonar Altavo ,13.791,NA,0,3,12,1.149,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492688108-dc5v-bluetooth-40-sin-hilos-tv-teatro-casa-bar-sonar-altavo-_JM,NA,NA,NA,NA,NA,#492688108,NA,NA,NA,NA,NA,NA,NA,NA
1789, Oontz Angle 3xl Ultra Parlante Portatil Cambridge Soundworks ,89.99,NA,0,2,6,14.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CAMERA+STORE,https://articulo.mercadolibre.cl/MLC-489095798-oontz-angle-3xl-ultra-parlante-portatil-cambridge-soundworks-_JM,NA,NA,NA,NA,NA,#489095798,NA,NA,NA,NA,NA,"2.75 """,NA,NA
1790, Parlante Activo Novik Evo 250a - 101db ,147.99,179.990,0,15,6,24.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-434525446-parlante-activo-novik-evo-250a-101db-_JM,NA,NA,NA,NA,NA,#434525446,Novik,NA,NA,NA,NA,NA,NA,NA
1791, Parlante Bluetooth Ultimate Ears Megaboom 3 Portable Wirele ,234.932,NA,0,99,6,39.155,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469262812-parlante-bluetooth-ultimate-ears-megaboom-3-portable-wirele-_JM,NA,NA,NA,NA,NA,#469262812,Ultimate Ears,NA,NA,MEGABOOM 3,NA,NA,Activo,NA
1792, Sonar Alta Fidelidad Sin Hilos Bluetooth Altavoz Estéreo Baj ,15.934,NA,0,4,12,1.328,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3CELECTRONICSSTORECL,https://articulo.mercadolibre.cl/MLC-495879570-sonar-alta-fidelidad-sin-hilos-bluetooth-altavoz-estereo-baj-_JM,NA,NA,NA,NA,NA,#495879570,NA,NA,NA,NA,NA,NA,NA,NA
1793, Parlante Bluetooth Yamaha Wx-021bl Musiccast 20 Wireless S - ,617.345,NA,0,99,6,102.891,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480692327-parlante-bluetooth-yamaha-wx-021bl-musiccast-20-wireless-s--_JM,NA,NA,NA,NA,NA,#480692327,Yamaha,NA,NA,NA,NA,NA,NA,NA
1794, Jbl Go 2 Parlante Portátil Bluetooth Inalámbrico Celeste ,28.99,34.990,NA,6,6,4.832,NA,Envío gratis a todo el país,NA,NA,4.7,55,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-489708377-jbl-go-2-parlante-portatil-bluetooth-inalambrico-celeste-_JM,45,7,1,2,0,#489708377,JBL,NA,184 g,Jbl Go 2 Nuevo Parlante Celeste Bluetooth Waterproof,3 W,NA,Activo,NA
1795, Edifier M3280bt Subwoofer Parlantes Bluetooth 2.1 36w Rms ,99.99,113.990,5,20,12,8.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/EDIFIERCHILE,https://articulo.mercadolibre.cl/MLC-435202724-edifier-m3280bt-subwoofer-parlantes-bluetooth-21-36w-rms-_JM,1,0,0,0,0,#435202724,Edifier,Plug,4.1 kg,M3820BT,36 W,NA,NA,NA
1796, Parlante Jbl Flip 4 Splashproof Super Portable Bluetooth ,89.99,99.990,1,11,6,14.998,NA,Envío gratis a todo el país,NA,NA,4.4,17,https://perfil.mercadolibre.cl/REIFSTORE?brandId=265,https://articulo.mercadolibre.cl/MLC-456494942-parlante-jbl-flip-4-splashproof-super-portable-bluetooth-_JM,10,5,1,1,0,#456494942,JBL,NA,NA,JBLFLIP4BLKAM,16 W,NA,NA,NA
1797," Sykik Sp966bt, Bluetooth Karaoke, Sistema Pa, Altavoz De... ",78.953,NA,0,NA,6,13.159,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILE.,https://articulo.mercadolibre.cl/MLC-452948279-sykik-sp966bt-bluetooth-karaoke-sistema-pa-altavoz-de-_JM,NA,NA,NA,NA,NA,#452948279,NA,NA,NA,NA,NA,NA,NA,NA
1798, Parlante Jbl Flip 4 Portable Bluetooth Gris ,74.99,NA,1,14,6,12.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORABOTECH,https://articulo.mercadolibre.cl/MLC-461812378-parlante-jbl-flip-4-portable-bluetooth-gris-_JM,NA,NA,NA,NA,NA,#461812378,JBL,NA,NA,Flip 4,16 W,NA,Activo,NA
1799, Parlante Bluetooth Manos Libre Usb Sd Mp3 96053 Fernapet ,13.99,NA,0,100,6,2.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-443170134-parlante-bluetooth-manos-libre-usb-sd-mp3-96053-fernapet-_JM,NA,NA,NA,NA,NA,#443170134,NA,USB,550 g,NA,NA,7 cm,NA,NA
1800, Logitech Parlante Ue Megaboom Bluetooth Portátil ,112.99,219.990,0,900,6,18.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-448257102-logitech-parlante-ue-megaboom-bluetooth-portatil-_JM,NA,NA,NA,NA,NA,#448257102,Logitech,NA,900 g,NA,NA,22.6 cm,NA,NA
1801," Ampolleta Led,parlante Bluetooth, Luz Fiesta ",9.99,NA,0,100,12,832,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-452946929-ampolleta-ledparlante-bluetooth-luz-fiesta-_JM,NA,NA,NA,NA,NA,#452946929,NA,NA,NA,NA,NA,NA,NA,NA
1802, 2 Bocina Negro Bluetooth Regadera Contra Agua Recargable ,7.763,NA,0,999,12,647,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZSHOPPINGCL,https://articulo.mercadolibre.cl/MLC-459616768-2-bocina-negro-bluetooth-regadera-contra-agua-recargable-_JM,NA,NA,NA,NA,NA,#459616768,NA,NA,NA,NA,NA,NA,NA,NA
1803, Pack 10 Ampolleta Led Con Parlante Bluetooth ,55,NA,1,9,12,4.583,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-458347228-pack-10-ampolleta-led-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#458347228,NA,NA,NA,NA,NA,NA,NA,NA
1804, Parlante Bluetooth He Jacket H2o Iii Altec Lansing ,34.99,39.990,1,5,12,2.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPORTOPTICCHILE?brandId=374,https://articulo.mercadolibre.cl/MLC-470773273-parlante-bluetooth-he-jacket-h2o-iii-altec-lansing-_JM,NA,NA,NA,NA,NA,#470773273,Altec,Auxiliar,NA,The Jacket H2O III,NA,NA,NA,NA
1805, Parlante Bluetooth Jbl Go 2 Gris | Ipx7 - Videoaventura ,32.99,NA,0,NA,6,5.498,NA,Envío gratis a todo el país,NA,NA,4.7,55,https://perfil.mercadolibre.cl/GPSAVENTURACHILE,https://articulo.mercadolibre.cl/MLC-473585046-parlante-bluetooth-jbl-go-2-gris-ipx7-videoaventura-_JM,45,7,1,2,0,#473585046,JBL,NA,NA,GO 2,3 W,NA,Activo,NA
1806, Pyle Actualizado Karaoke Bluetooth 2 Canal Home Audio Son ,152.87,NA,0,NA,6,25.478,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILE.,https://articulo.mercadolibre.cl/MLC-465297023-pyle-actualizado-karaoke-bluetooth-2-canal-home-audio-son-_JM,NA,NA,NA,NA,NA,#465297023,Pyle,NA,NA,NA,NA,NA,NA,NA
1807, Parlante Bluetooth Superstar Monster Blaster High Performanc ,273.186,NA,0,99,6,45.531,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480688429-parlante-bluetooth-superstar-monster-blaster-high-performanc-_JM,NA,NA,NA,NA,NA,#480688429,Monster,NA,NA,NA,NA,NA,NA,NA
1808, Motorola Parlante Bluetooth Sonic Play+ 275 - Phone Store ,29.99,NA,0,900,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-488223206-motorola-parlante-bluetooth-sonic-play-275-phone-store-_JM,NA,NA,NA,NA,NA,#488223206,NA,NA,NA,NA,NA,NA,NA,NA
1809, Lampara Luna Y Parlante Bluetooth 15cm Recargable ,11.99,NA,0,100,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-495960568-lampara-luna-y-parlante-bluetooth-15cm-recargable-_JM,NA,NA,NA,NA,NA,#495960568,NA,NA,NA,NA,NA,NA,NA,NA
1810, Carcasa De Transporte Amortiguador P/parlante Harman Kardon ,21.318,NA,0,500,12,1.776,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XHSTORECL,https://articulo.mercadolibre.cl/MLC-496463932-carcasa-de-transporte-amortiguador-pparlante-harman-kardon-_JM,NA,NA,NA,NA,NA,#496463932,NA,NA,NA,Studio 5 Bluetooth Speaker,NA,NA,NA,NA
1811, Base Enfriadora Para Notebook ,58.28,NA,0,NA,6,9.713,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LUISBRITO221,https://articulo.mercadolibre.cl/MLC-473748187-base-enfriadora-para-notebook-_JM,NA,NA,NA,NA,NA,#473748187,NA,NA,NA,NA,NA,NA,NA,NA
1812, Edifier Mp211 Parlante Audio Portatil Bluetooth Micro Sd ,29.99,49.990,3,200,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EDIFIERCHILE,https://articulo.mercadolibre.cl/MLC-435202936-edifier-mp211-parlante-audio-portatil-bluetooth-micro-sd-_JM,NA,NA,NA,NA,NA,#435202936,Edifier,Auxiliar,0.215 kg,MP211,4 W,NA,NFC - AUXILIAR - BLUETOOTH,NA
1813, Parlante Perro Bailarín Bluetooth Colores Puntostore B205 ,12.5,NA,2,100,6,2.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-462480042-parlante-perro-bailarin-bluetooth-colores-puntostore-b205-_JM,NA,NA,NA,NA,NA,#462480042,DBLUE,NA,NA,NA,3 W,NA,NA,NA
1814, Parlante Bazooka Bluetooth Karaoke Microfono - Prophone ,39.99,NA,0,976,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-438082571-parlante-bazooka-bluetooth-karaoke-microfono-prophone-_JM,NA,NA,NA,NA,NA,#438082571,NA,NA,NA,NA,NA,NA,NA,NA
1815, Pyle Pdwr64btb Impermeable Y Bluetooth 6.5 '' Sistema De Alt ,297.893,NA,0,100,12,24.824,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-475169957-pyle-pdwr64btb-impermeable-y-bluetooth-65-sistema-de-alt-_JM,NA,NA,NA,NA,NA,#475169957,NA,NA,NA,NA,NA,NA,NA,NA
1816, Pendrive Receptor Transmisor Bluetooth Usb Parlantes Auto ,3.99,NA,1245,58,6,665,NA,Envío a todo el país,NA,NA,3.5,51,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=s00I6Z7UYHam0CADz3fIUMNnEkMyPLlHsbx0Tyfxy%2FFzTa%2FEZ9tVqJT2Z%2F%2F%2Bhyp37ysT%2BkMTxwFj38wYL8hFb0PO8QoQ4pHSEQ3fvLDcJMRg8AoqqYOIScVabf6dAgLtvp%2B%2FXxAl7bKoX%2BoGomlCsBps47Vx5gacPg003XcyeVv%2FolMPNGbD8BdQCejVWJk5RhaGOLT0GdhZRbiZ4ETRT0eZMi6PqdW6n9ZPlgNqJpnG5kSl4QmWftFNHOZilLviSLyrumh88B9lvLT2tA0wb7ojWt9Mzoq1CEvBSgjxa6DUZgRttcwmN5VE77M%2BWPtW9MWCHsNCNpLKP%2BDyy1Z%2Fgb0AIEmuoNTYTWLdGG8ZDmsOYY7KwyxN4caqcJji1xD5CBqfLAAsukdbKL9M%2BKzetkzNW2J9hWTLwhGYFzk6aaq3E7P4nA6uxMX0cx1TA6mMnzpzr4sAZrYfptGPrZg9eltPoPGK88YzyjkRsqbRk1swmE6F8pqYK4613T8aDUq1FTA%2Bp0BSNJZ2BkUKfPNFf05uiudvzXBlzx1AjHDBoK9%2B1KutN0gfC4d2oND%2FZLNKGYDZND7xwUI0D4JXhNWRAPPcA3rzoC91e9E8XlgEzimhswVgy1S824BcW0xZHtHoBhgO5LF1TW0yMPNWv7dMGKniTJ0UNvSGP%2B2TH4PZ4YTXs0EyPGTuikzeh%2BgX2CJgsmUKC%2BVkfg6jNcyDOxTcJ%2FzwS7NgPFiVCwo5w64MrXL1ApEsiE%2BcS6hORX1YgxfbTbzPzJTuGosRa6X2n7F%2BTwrpmpfczhEZlwUaAtSyq7PBZlaham6K%2Fjtjd1xuRwe%2BCG080lEtEMyzyqViYGwCbsL9BdQ97L1DPXDJdMZWOHfWrlGFCPijk%2FYJcBgorCzXRXvZRXy9hbn2QV2Ax11%2FTnLVBIPaKE6eoA3hmaih9LRFPQ%2FVqR92dRkeNIiCdML4gZN6h6dnpOzpgD0I4EBn%2BSsqR1pcuxdP0%2Bi7hrRH3xnj2vNI4KjopoWWf6Gec1CmtByOnEydQTqs9At%2FgH0bIlXmcmVnDrlvASpLAYQ5iUpQIBlmLkqU1eHnsmPfp78mysh2Iv58C5x49PSyCl9sgEUBJbtMKLtTg9SAlvsDV7LTAQz7y%2Fk%2BfMUmcTacW1GsA5AyN5tg75FjqfMpuWNR8vwPhG1bEBpGxWFGfkBGChqSPDtfurODKtOuVkuMxG3XaUf0ueKOyygYHODiK%2Blt8ocpKezvcWEvshjXMZ2prKEyFe8%2Fp227twU0SPsjW0UdLXGtkTTPJ8k25kKHugTU5WuMsLzL5Y50RXZVsgWPebVXb198xZh7RCjWgdpxoVt4HXxMYOwUERhT5dIFAnmuYjUOPEd0M62gl1qv8YKA2H%2FABtacQHZRM0nbqffa7bzIuG8MYufNaH5lqW4VRwfgl%2BHd2cr8DbZ93x2APOFMTHEHbOkjo11E56%2BdL5wZTvBoFKnUxB34Kk2b2vSDXFsGcsIr5E8yAt2RQitQI64tP0Jlca4yUR%2FHhtjYzvaUyDIVDlV2p1E2ldi9N6fYivx3EBV%2B%2B%2BA7G2ZZ4YKga0zRn9cHmdPcXW77c4OS0ff%2B%2Fqym99XgQJcZLJceaaL5jLEeALmITQ%3D%3D,24,6,3,6,12,#435146526,Importado,NA,NA,Pendrive,NA,NA,NA,NA
1817, Parlante Bluetooth Roland Jazz Chorus Jc-01 ,99.9,NA,0,2,6,16.650,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JAGUAR_MUSIC,https://articulo.mercadolibre.cl/MLC-446841802-parlante-bluetooth-roland-jazz-chorus-jc-01-_JM,NA,NA,NA,NA,NA,#446841802,Roland,NA,NA,Parlante Bluetooth Roland Jazz Chorus Jc-01,NA,NA,NA,NA
1818, Parlante Bluetooth Divoom Aurabox 4.0 Smart Led With App C ,63.334,NA,0,99,6,10.556,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469207519-parlante-bluetooth-divoom-aurabox-40-smart-led-with-app-c-_JM,NA,NA,NA,NA,NA,#469207519,Divoom,NA,NA,NA,NA,NA,NA,NA
1819, Parlantes Subwoofer Logitech G560 Rgb Lightsync - Prophone ,189.99,NA,0,951,6,31.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-490229442-parlantes-subwoofer-logitech-g560-rgb-lightsync-prophone-_JM,NA,NA,NA,NA,NA,#490229442,Logitech,USB,NA,NA,NA,NA,NA,Real
