search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada,Color,Tipos de parlante,Potencia de salida (RMS)
53, Parlante Activo Bluetooth 12 Pulgadas +microfono Inalambrico ,395,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-428023951-parlante-activo-bluetooth-12-pulgadas-microfono-inalambrico-_JM,NA,NA,NA,NA,NA,#428023951,NA,NA,NA,NA,NA,NA,NA,NA
54, Amazon Echo Dot 3ra Gen Altavoz Inteligente Alexa Sellado ,169,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437115924-amazon-echo-dot-3ra-gen-altavoz-inteligente-alexa-sellado-_JM,NA,NA,NA,NA,NA,#437115924,Amazon,Echo  Dot 3era Gen,NA,300 g,NA,NA,Wifi,NA
55, Parlante Bluetooth 3000w Klip Xtreme Radio Micrófono Kls-750 ,799,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-433927289-parlante-bluetooth-3000w-klip-xtreme-radio-microfono-kls-750-_JM,NA,NA,NA,NA,NA,#433927289,NA,NA,NA,13.5 kg,RCA,NA,Subwoofer,360 W
56, P Parlante Bluetooth Philips Sb300 Shoqbox Stereo Resiste Ag ,165,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426007156-p-parlante-bluetooth-philips-sb300-shoqbox-stereo-resiste-ag-_JM,NA,NA,NA,NA,NA,#426007156,Philips,SB300,Activo,0.23 kg,NA,NA,Subwoofer,4 W
57, Parlante Jbl Flip 4 Bt 100% Original 12 Horas 16w Acuático ,349,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-436598701-parlante-jbl-flip-4-bt-100-original-12-horas-16w-acuatico-_JM,7,2,0,0,0,#436598701,JBL,Flip 4,Activo,NA,NA,NA,NA,16 W
58, Jbl Pulse 3 Parlante Bluetooth 20w Luces Led Acuatico Tienda ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432853236-jbl-pulse-3-parlante-bluetooth-20w-luces-led-acuatico-tienda-_JM,NA,NA,NA,NA,NA,#432853236,JBL,Pulse 3,NA,NA,NA,NA,NA,20 W
59, Parlante Micronics Jazz 1 70w Bluetooth Radio Usb Sd -negro ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KOBYINVERSIONESSAC,https://articulo.mercadolibre.com.pe/MPE-431001610-parlante-micronics-jazz-1-70w-bluetooth-radio-usb-sd-negro-_JM,NA,NA,NA,NA,NA,#431001610,NA,NA,NA,NA,NA,NA,NA,70 W
60, Parlante Portatil Bluetooth Maxtron Zenith 80w Led Ritmico ,130,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666116-parlante-portatil-bluetooth-maxtron-zenith-80w-led-ritmico-_JM,NA,NA,NA,NA,NA,#434666116,NA,NA,NA,NA,Auxiliar,Negro,NA,80 W
61, Parlante Cafini Bluetooh Recargable Con Migrofono Vincha Isc ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-432430252-parlante-cafini-bluetooh-recargable-con-migrofono-vincha-isc-_JM,NA,NA,NA,NA,NA,#432430252,Cafini,ISC,NA,NA,NA,Verde lima,NA,NA
62, Parlante Bluetooth Perrito Snoopy C/bateria Tflash (20w) ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436243280-parlante-bluetooth-perrito-snoopy-cbateria-tflash-20w-_JM,NA,NA,NA,NA,NA,#436243280,NA,NA,NA,NA,USB,NA,NA,20 W
63, Parlante Google Home Mini Asistente Voz 2018 Sellado Español ,184,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-435231077-parlante-google-home-mini-asistente-voz-2018-sellado-espanol-_JM,NA,NA,NA,NA,NA,#435231077,Google,NA,NA,NA,USB,NA,NA,NA
64, Lg Parlantes Bluetooth Pk7 40w Calidad Sonido Nuevo ,669,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-433443995-lg-parlantes-bluetooth-pk7-40w-calidad-sonido-nuevo-_JM,NA,NA,NA,NA,NA,#433443995,LG,NA,NA,NA,NA,NA,NA,40 W
65, Parlante Jbl Xtreme 2 Bluetooth Harman 40w Impermeable 15hor ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NO2125288,https://articulo.mercadolibre.com.pe/MPE-437719606-parlante-jbl-xtreme-2-bluetooth-harman-40w-impermeable-15hor-_JM,NA,NA,NA,NA,NA,#437719606,JBL,Xtreme,Pasivo,2.4 kg,USB,NA,Woofer,40 W
66, Parlante Portatil Bluetooth Recargable 8 Pulgadas + Pedestal ,285,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(95 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425798995-parlante-portatil-bluetooth-recargable-8-pulgadas-pedestal-_JM,NA,NA,NA,NA,NA,#425798995,NA,NA,NA,NA,NA,NA,NA,NA
67, Pioneer Parlante Monitor De Escritorio Dj Dm-40bt - Negro ,709,NA,"
			
			
				
				1
				vendido
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=82,https://articulo.mercadolibre.com.pe/MPE-435480798-pioneer-parlante-monitor-de-escritorio-dj-dm-40bt-negro-_JM,NA,NA,NA,NA,NA,#435480798,Pioneer DJ,DM-40BT,NA,NA,NA,NA,NA,NA
68, Bose Parlante Soundlink Color Ii Bluetooth Negro ,599,NA,"
			
			
				
				2
				vendidos
			
		",(67 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GWYICHANGYCIASATO?brandId=133,https://articulo.mercadolibre.com.pe/MPE-434071199-bose-parlante-soundlink-color-ii-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#434071199,Bose,Color,NA,540 g,NA,NA,Inalámbrico,NA
69, Soundbar Samsung Curvo Ms6500 Wifi Hdmi 450w Nuevo Sellados ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436657284-soundbar-samsung-curvo-ms6500-wifi-hdmi-450w-nuevo-sellados-_JM,NA,NA,NA,NA,NA,#436657284,Samsung,ms6500,9,NA,NA,NA,Woofer,450 W
70, Parlante Bluetooth Maxtron Sirius 60w Batería Recargable ,87,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434660273-parlante-bluetooth-maxtron-sirius-60w-bateria-recargable-_JM,NA,NA,NA,NA,NA,#434660273,NA,NA,NA,NA,Auxiliar,NA,NA,60 W
71, Parlante Fiddler Fd-p08 Soundbar Bluetooth ,69,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(222 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434653611-parlante-fiddler-fd-p08-soundbar-bluetooth-_JM,NA,NA,NA,NA,NA,#434653611,NA,NA,NA,0.7 kg,USB,NA,NA,NA
72, Receptor Usb Aux Bluetooth Auto Equipo Sonido Parlante ,24,NA,"
			
				Nuevo
			
			
				
					 - 
				
				118
				vendidos
			
		",(882 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-419751157-receptor-usb-aux-bluetooth-auto-equipo-sonido-parlante-_JM,NA,NA,NA,NA,NA,#419751157,NA,NA,NA,NA,NA,NA,NA,NA
73, Parlantes Jbl Boombox Bluetooth Originales ,1520,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429132611-parlantes-jbl-boombox-bluetooth-originales-_JM,NA,NA,NA,NA,NA,#429132611,JBL,Boombox,Activo,NA,NA,NA,bluetooth,60 W
74, Parlante Bluetooth Acuatico Para Ducha Portatil + Regalo ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(85 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/SHOPOPERU,https://articulo.mercadolibre.com.pe/MPE-427736137-parlante-bluetooth-acuatico-para-ducha-portatil-regalo-_JM,NA,NA,NA,NA,NA,#427736137,NA,NA,NA,NA,NA,NA,NA,NA
75, Parlante Logitech Bluetooth Ue Megaboom Electric 984-000511 ,817,NA,"
			
			
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435552165-parlante-logitech-bluetooth-ue-megaboom-electric-984-000511-_JM,NA,NA,NA,NA,NA,#435552165,Logitech,NA,NA,877 g,Auxiliar,NA,NA,NA
76, Philips Parlante Bluetooth Inalambrico Portatil Recargable ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434301995-philips-parlante-bluetooth-inalambrico-portatil-recargable-_JM,NA,NA,NA,NA,NA,#434301995,Philips,NA,NA,NA,NA,Como,Portatil,2 W
77, Logitech Sistema De Altavoces Z537 Con Subwoofer Bluetooth ,372,NA,"
			
			
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+MESAJILHNOSSAC?brandId=145,https://articulo.mercadolibre.com.pe/MPE-435136565-logitech-sistema-de-altavoces-z537-con-subwoofer-bluetooth-_JM,NA,NA,NA,NA,NA,#435136565,Logitech,NA,NA,NA,RCA,NA,NA,NA
78, Parlante Tronsmart T6 Oferta Plus 40w Bluetooth 5.0 ,299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VERTICELL+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436996662-parlante-tronsmart-t6-oferta-plus-40w-bluetooth-50-_JM,NA,NA,NA,NA,NA,#436996662,Tronsmart,T6 Plus,NA,NA,NA,NA,Bluetooth,40 W
79, [ ] Parlante Logitech Ue Megaboom 40 Watts Bluetooth Wireles ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OFERTAS+DELIVERY,https://articulo.mercadolibre.com.pe/MPE-433923775--parlante-logitech-ue-megaboom-40-watts-bluetooth-wireles-_JM,NA,NA,NA,NA,NA,#433923775,Logitech,NA,NA,NA,NA,NA,NA,40 W
80, Parlante Bluetooth Portátil Marshall Stockwell Con Case ,769,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIRAFLORES+STORE,https://articulo.mercadolibre.com.pe/MPE-433090838-parlante-bluetooth-portatil-marshall-stockwell-con-case-_JM,NA,NA,NA,NA,NA,#433090838,Marshall,Stockwell,Activo,NA,NA,NA,NA,20 W
81, Parlante Bluetooth Jbl Charge 3 20w Acuático ,539,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432706940-parlante-bluetooth-jbl-charge-3-20w-acuatico-_JM,NA,NA,NA,NA,NA,#432706940,JBL,Charge 3,Pasivo,800 g,NA,NA,NA,20 W
82, Parlante Sony Wifi Bluetooth Con Google Home Assistant ,449,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-437045425-parlante-sony-wifi-bluetooth-con-google-home-assistant-_JM,NA,NA,NA,NA,NA,#437045425,Sony,LF50G,NA,NA,NA,NA,"WIFI, BLUETOOTH, TOUCH",18 W
83, Parlante Marshall Acton M-accs-10126 50w Bluetooth Negro ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(10 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/UNALUKA,https://articulo.mercadolibre.com.pe/MPE-427454401-parlante-marshall-acton-m-accs-10126-50w-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#427454401,NA,NA,NA,NA,NA,NA,NA,NA
84," Parlante Micronics Atlantis Pc,laptop,smartphone,dvd Y Tv ",160,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LACASADIGITALYAGA,https://articulo.mercadolibre.com.pe/MPE-430606946-parlante-micronics-atlantis-pclaptopsmartphonedvd-y-tv-_JM,NA,NA,NA,NA,NA,#430606946,NA,NA,NA,NA,NA,NA,NA,NA
85, Parlante Sony Srs-xb41 Bluetooth Inalámbrico ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-432534821-parlante-sony-srs-xb41-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#432534821,Sony,SRS-XB41,bluethoo,NA,NA,NA,Inalambrico,50 W
86, Google Home Asistente Parlante Bluetooth Español - Masplay ,369,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(997 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-435415850-google-home-asistente-parlante-bluetooth-espanol-masplay-_JM,NA,NA,NA,NA,NA,#435415850,NA,NA,NA,NA,NA,NA,NA,NA
87, Micrófono Parlante Bluetooth Ld Canta Tus Canciones Favorita ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-436998978-microfono-parlante-bluetooth-ld-canta-tus-canciones-favorita-_JM,NA,NA,NA,NA,NA,#436998978,NA,NA,NA,NA,NA,Disco,NA,NA
88, Parlantes Subwoofer Frances Halion Pantal Usb Sd Fm Bluetoot ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436235807-parlantes-subwoofer-frances-halion-pantal-usb-sd-fm-bluetoot-_JM,NA,NA,NA,NA,NA,#436235807,NA,NA,NA,NA,NA,Negro,Subwoofer,NA
89, Parlante Portatil Maxtron Urban 6.5 Bluetooth Karaoke Fm Usb ,93,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666177-parlante-portatil-maxtron-urban-65-bluetooth-karaoke-fm-usb-_JM,NA,NA,NA,NA,NA,#434666177,NA,NA,NA,NA,NA,NA,NA,NA
90, Bose Soundlink Micro Bolso Protector Estuche ,33,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTA_ONLINE_PERU,https://articulo.mercadolibre.com.pe/MPE-432595079-bose-soundlink-micro-bolso-protector-estuche-_JM,NA,NA,NA,NA,NA,#432595079,Bose,Micro,Activo,NA,NA,NA,NA,NA
91, Google Home Mini 2019 ,165,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EVOLUCI%C3%93N+GEEK,https://articulo.mercadolibre.com.pe/MPE-434076177-google-home-mini-2019-_JM,NA,NA,NA,NA,NA,#434076177,Google,Home Mini,NA,173 g,NA,NA,NA,NA
92, Jbl Pulse 3 Parlante Bluetooth Altavoz - Tienda Dlectro ,749,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(91 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO,https://articulo.mercadolibre.com.pe/MPE-433189510-jbl-pulse-3-parlante-bluetooth-altavoz-tienda-dlectro-_JM,NA,NA,NA,NA,NA,#433189510,JBL,Pulse 3,NA,960 g,NA,NA,NA,NA
93, Parlante Portatil Micronics Sound Master Bluethoot Microfono ,296,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-435201375-parlante-portatil-micronics-sound-master-bluethoot-microfono-_JM,NA,NA,NA,NA,NA,#435201375,NA,NA,NA,NA,NA,NA,NA,NA
94, Parlante Amplificado Portatil Bluetooth Mpa40bt Pro + Envio ,949,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOUNDA+E.I.R.L,https://articulo.mercadolibre.com.pe/MPE-428582326-parlante-amplificado-portatil-bluetooth-mpa40bt-pro-envio-_JM,NA,NA,NA,NA,NA,#428582326,NA,NA,NA,NA,NA,NA,NA,NA
95, Jbl Flip 4 Nuevos Originales ,314,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,9,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+DACSA,https://articulo.mercadolibre.com.pe/MPE-431754808-jbl-flip-4-nuevos-originales-_JM,7,2,0,0,0,#431754808,JBL,Flip 4,Activo,515 g,NA,NA,NA,16 W
96, P Parlante Logitech Ue Wonderboom Bluetooth A Prueba De Agua ,256,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(1 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-426041783-p-parlante-logitech-ue-wonderboom-bluetooth-a-prueba-de-agua-_JM,NA,NA,NA,NA,NA,#426041783,Logitech,NA,NA,NA,NA,NA,NA,NA
97, Parlante Logitech Bluetooth Mx Sound 2.0 (980-001281/000382) ,330,NA,"
			
			
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORAMESAJILHNOS?brandId=153,https://articulo.mercadolibre.com.pe/MPE-435550606-parlante-logitech-bluetooth-mx-sound-20-980-001281000382-_JM,NA,NA,NA,NA,NA,#435550606,Logitech,NA,NA,NA,NA,NA,NA,NA
98, Parlante Portatil Recargable Karaoke Bluetooth + Microfono ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(199 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-429697637-parlante-portatil-recargable-karaoke-bluetooth-microfono-_JM,NA,NA,NA,NA,NA,#429697637,Cafini,NA,NA,NA,NA,NA,NA,NA
99, Bola Parlante Bluetooth Usb Luces Led Sicodelicas Ritmica ,50,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(92 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.0,2,http://perfil.mercadolibre.com.pe/PLAZATECH,https://articulo.mercadolibre.com.pe/MPE-426129584-bola-parlante-bluetooth-usb-luces-led-sicodelicas-ritmica-_JM,NA,NA,NA,NA,NA,#426129584,NA,NA,NA,NA,NA,NA,NA,NA
100, Coolbox - Parlante Bluetooth Con Subwoofer S-11 Negro ,109,NA,"
			
			
				
				34
				vendidos
			
		",(90 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,NA,https://articulo.mercadolibre.com.pe/MPE-430569726-coolbox-parlante-bluetooth-con-subwoofer-s-11-negro-_JM,NA,NA,NA,NA,NA,#430569726,NA,NA,NA,NA,NA,NA,Subwoofer,NA
101, Parlante Bluetooth Bulldog ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESPINOZAGUISELLA,https://articulo.mercadolibre.com.pe/MPE-430732618-parlante-bluetooth-bulldog-_JM,NA,NA,NA,NA,NA,#430732618,NA,NA,NA,NA,NA,NA,NA,NA
102, Altavoz Portátil Mifa Bluetooth Altavoz Impermeable 10 W ,105,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-434630812-altavoz-portatil-mifa-bluetooth-altavoz-impermeable-10-w-_JM,NA,NA,NA,NA,NA,#434630812,NA,NA,NA,NA,NA,NA,NA,10 W
103, Parlantes Bluetooth 40w Klip Xtreme Kws-616 ,239,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-431832624-parlantes-bluetooth-40w-klip-xtreme-kws-616-_JM,NA,NA,NA,NA,NA,#431832624,NA,NA,NA,NA,USB,NA,NA,40 W
104, Parlante Tronsmart Force + Plus Ipx7 40w Sd Extra Bass 2019 ,230,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GRAFOPERU,https://articulo.mercadolibre.com.pe/MPE-437604895-parlante-tronsmart-force-plus-ipx7-40w-sd-extra-bass-2019-_JM,NA,NA,NA,NA,NA,#437604895,Tronsmart,ELEMENT FORCE PLUS +,NA,NA,Auxiliar,NA,NA,40 W
